GENERATION_PROJECT,timepoint,gen_max_capacity_factor
Jiangsu-Central_PV-477,2040.06.26.08,0.0629175
Jiangsu-Central_PV-478,2040.06.26.08,0.0982443
Jiangsu-Central_PV-570,2040.06.26.08,0.0737909
Jiangsu-Central_PV-571,2040.06.26.08,0.169548
Jiangsu-Central_PV_EP-ep-50016,2040.06.26.08,0.162552
Jiangsu-Central_PV_EP-ep-50037,2040.06.26.08,0.162552
Jiangsu-Central_PV_EP-ep-50066,2040.06.26.08,0.162552
Jiangsu-Central_PV_EP-ep-50096,2040.06.26.08,0.162552
Jiangsu-Central_PV_EP-ep-50127,2040.06.26.08,0.162552
Jiangsu-Central_PV_EP-ep-50156,2040.06.26.08,0.162552
Jiangsu-Central_PV_EP-ep-50180,2040.06.26.08,0.162552
Jiangsu-Commercial_PV-129,2040.06.26.08,0.0154455
Jiangsu-Commercial_PV-170,2040.06.26.08,0.0726977
Jiangsu-Commercial_PV-74,2040.06.26.08,0.0898077
Jiangsu-Commercial_PV-75,2040.06.26.08,0.2467
Jiangsu-Commercial_PV-76,2040.06.26.08,0.275397
Jiangsu-Commercial_PV-77,2040.06.26.08,0.0617405
Jiangsu-Commercial_PV-78,2040.06.26.08,0.0973163
Jiangsu-Offshore_Wind-13135,2040.06.26.08,0.163752
Jiangsu-Residential_PV-274,2040.06.26.08,0.0887939
Jiangsu-Residential_PV-275,2040.06.26.08,0.238354
Jiangsu-Residential_PV-276,2040.06.26.08,0.266308
Jiangsu-Residential_PV-277,2040.06.26.08,0.0621897
Jiangsu-Residential_PV-278,2040.06.26.08,0.0962597
Jiangsu-Residential_PV-357,2040.06.26.08,0.0739499
Jiangsu-Residential_PV-370,2040.06.26.08,0.072651
Jiangsu-Wind-1078,2040.06.26.08,0.0733503
Jiangsu-Wind-1079,2040.06.26.08,0.0733503
Jiangsu-Wind-1080,2040.06.26.08,0.0733503
Jiangsu-Wind-1084,2040.06.26.08,0.0733503
Jiangsu-Wind-1085,2040.06.26.08,0.0733503
Jiangsu-Wind-1088,2040.06.26.08,0.0733503
Jiangsu-Wind-1089,2040.06.26.08,0.0733503
Jiangsu-Wind-1092,2040.06.26.08,0.0733503
Jiangsu-Wind-1093,2040.06.26.08,0.0733503
Jiangsu-Wind-1094,2040.06.26.08,0.0733503
Jiangsu-Wind-1096,2040.06.26.08,0.0733503
Jiangsu-Wind-1159,2040.06.26.08,0.0733503
Jiangsu-Wind_EP-ep-40015,2040.06.26.08,0.0733503
Jiangsu-Wind_EP-ep-40031,2040.06.26.08,0.0733503
Jiangsu-Wind_EP-ep-40053,2040.06.26.08,0.0733503
Jiangsu-Wind_EP-ep-40089,2040.06.26.08,0.0733503
Jiangsu-Wind_EP-ep-40116,2040.06.26.08,0.0733503
Jiangsu-Wind_EP-ep-40143,2040.06.26.08,0.0733503
Jiangsu-Wind_EP-ep-40172,2040.06.26.08,0.0733503
Jiangsu-Wind_EP-ep-40200,2040.06.26.08,0.0733503
Jiangsu-Wind_EP-ep-40227,2040.06.26.08,0.0733503
Jiangsu-Wind_EP-ep-40249,2040.06.26.08,0.0733503
Jiangsu-Wind_EP-ep-40270,2040.06.26.08,0.0733503
Shanghai-Central_PV-509,2040.06.26.08,0.487798
Shanghai-Central_PV_EP-ep-50003,2040.06.26.08,0.487798
Shanghai-Central_PV_EP-ep-50005,2040.06.26.08,0.487798
Shanghai-Central_PV_EP-ep-50044,2040.06.26.08,0.487798
Shanghai-Central_PV_EP-ep-50074,2040.06.26.08,0.487798
Shanghai-Central_PV_EP-ep-50103,2040.06.26.08,0.487798
Shanghai-Central_PV_EP-ep-50164,2040.06.26.08,0.487798
Shanghai-Commercial_PV-109,2040.06.26.08,0.354501
Shanghai-Offshore_Wind-13152,2040.06.26.08,0.237964
Shanghai-Residential_PV-309,2040.06.26.08,0.34038
Shanghai-Wind-1068,2040.06.26.08,0.0
Shanghai-Wind-1069,2040.06.26.08,0.0
Shanghai-Wind-1072,2040.06.26.08,0.0
Shanghai-Wind_EP-ep-40003,2040.06.26.08,0.0
Shanghai-Wind_EP-ep-40020,2040.06.26.08,0.0
Shanghai-Wind_EP-ep-40037,2040.06.26.08,0.0
Shanghai-Wind_EP-ep-40070,2040.06.26.08,0.0
Shanghai-Wind_EP-ep-40096,2040.06.26.08,0.0
Shanghai-Wind_EP-ep-40124,2040.06.26.08,0.0
Shanghai-Wind_EP-ep-40151,2040.06.26.08,0.0
Shanghai-Wind_EP-ep-40179,2040.06.26.08,0.0
Shanghai-Wind_EP-ep-40255,2040.06.26.08,0.0
Zhejiang-Central_PV-547,2040.06.26.08,0.635684
Zhejiang-Central_PV-548,2040.06.26.08,0.694198
Zhejiang-Central_PV-549,2040.06.26.08,0.643707
Zhejiang-Central_PV-550,2040.06.26.08,0.509331
Zhejiang-Central_PV-551,2040.06.26.08,0.663196
Zhejiang-Central_PV_EP-ep-50011,2040.06.26.08,0.629223
Zhejiang-Central_PV_EP-ep-50025,2040.06.26.08,0.629223
Zhejiang-Central_PV_EP-ep-50052,2040.06.26.08,0.629223
Zhejiang-Central_PV_EP-ep-50082,2040.06.26.08,0.629223
Zhejiang-Central_PV_EP-ep-50111,2040.06.26.08,0.629223
Zhejiang-Central_PV_EP-ep-50142,2040.06.26.08,0.629223
Zhejiang-Central_PV_EP-ep-50171,2040.06.26.08,0.629223
Zhejiang-Commercial_PV-147,2040.06.26.08,0.406561
Zhejiang-Commercial_PV-148,2040.06.26.08,0.45084
Zhejiang-Commercial_PV-149,2040.06.26.08,0.423635
Zhejiang-Commercial_PV-150,2040.06.26.08,0.351609
Zhejiang-Commercial_PV-151,2040.06.26.08,0.430935
Zhejiang-Offshore_Wind-13169,2040.06.26.08,0.554816
Zhejiang-Residential_PV-347,2040.06.26.08,0.391594
Zhejiang-Residential_PV-348,2040.06.26.08,0.432901
Zhejiang-Residential_PV-349,2040.06.26.08,0.4008
Zhejiang-Residential_PV-350,2040.06.26.08,0.336479
Zhejiang-Residential_PV-351,2040.06.26.08,0.413649
Zhejiang-Wind-1048,2040.06.26.08,0.430559
Zhejiang-Wind-1051,2040.06.26.08,0.430559
Zhejiang-Wind-1053,2040.06.26.08,0.430559
Zhejiang-Wind-1054,2040.06.26.08,0.430559
Zhejiang-Wind-1056,2040.06.26.08,0.430559
Zhejiang-Wind-1059,2040.06.26.08,0.430559
Zhejiang-Wind-1061,2040.06.26.08,0.430559
Zhejiang-Wind-1065,2040.06.26.08,0.430559
Zhejiang-Wind-1067,2040.06.26.08,0.430559
Zhejiang-Wind-1157,2040.06.26.08,0.430559
Zhejiang-Wind_EP-ep-40023,2040.06.26.08,0.430559
Zhejiang-Wind_EP-ep-40041,2040.06.26.08,0.430559
Zhejiang-Wind_EP-ep-40062,2040.06.26.08,0.430559
Zhejiang-Wind_EP-ep-40068,2040.06.26.08,0.430559
Zhejiang-Wind_EP-ep-40077,2040.06.26.08,0.430559
Zhejiang-Wind_EP-ep-40102,2040.06.26.08,0.430559
Zhejiang-Wind_EP-ep-40130,2040.06.26.08,0.430559
Zhejiang-Wind_EP-ep-40159,2040.06.26.08,0.430559
Zhejiang-Wind_EP-ep-40185,2040.06.26.08,0.430559
Zhejiang-Wind_EP-ep-40213,2040.06.26.08,0.430559
Zhejiang-Wind_EP-ep-40237,2040.06.26.08,0.430559
Anhui-Central_PV-401,2040.06.26.12,0.0915754
Anhui-Central_PV-402,2040.06.26.12,0.327249
Anhui-Central_PV-403,2040.06.26.12,0.218681
Anhui-Central_PV-404,2040.06.26.12,0.249354
Anhui-Central_PV_EP-ep-50012,2040.06.26.12,0.221715
Anhui-Central_PV_EP-ep-50026,2040.06.26.12,0.221715
Anhui-Central_PV_EP-ep-50053,2040.06.26.12,0.221715
Anhui-Central_PV_EP-ep-50083,2040.06.26.12,0.221715
Anhui-Central_PV_EP-ep-50112,2040.06.26.12,0.221715
Anhui-Central_PV_EP-ep-50143,2040.06.26.12,0.221715
Anhui-Central_PV_EP-ep-50173,2040.06.26.12,0.221715
Anhui-Commercial_PV-2,2040.06.26.12,0.305884
Anhui-Commercial_PV-3,2040.06.26.12,0.198872
Anhui-Commercial_PV-4,2040.06.26.12,0.225055
Anhui-Residential_PV-201,2040.06.26.12,0.0779374
Anhui-Residential_PV-202,2040.06.26.12,0.292534
Anhui-Residential_PV-203,2040.06.26.12,0.192867
Anhui-Residential_PV-204,2040.06.26.12,0.21777
Anhui-Wind-1081,2040.06.26.12,0.382318
Anhui-Wind-1082,2040.06.26.12,0.382318
Anhui-Wind-1083,2040.06.26.12,0.382318
Anhui-Wind-1155,2040.06.26.12,0.382318
Anhui-Wind-1158,2040.06.26.12,0.382318
Anhui-Wind_EP-ep-40078,2040.06.26.12,0.382318
Anhui-Wind_EP-ep-40103,2040.06.26.12,0.382318
Anhui-Wind_EP-ep-40131,2040.06.26.12,0.382318
Anhui-Wind_EP-ep-40160,2040.06.26.12,0.382318
Anhui-Wind_EP-ep-40186,2040.06.26.12,0.382318
Anhui-Wind_EP-ep-40214,2040.06.26.12,0.382318
Anhui-Wind_EP-ep-40256,2040.06.26.12,0.382318
Fujian-Central_PV-407,2040.06.26.12,0.650981
Fujian-Central_PV-408,2040.06.26.12,0.62254
Fujian-Central_PV-409,2040.06.26.12,0.47359
Fujian-Central_PV-410,2040.06.26.12,0.689753
Fujian-Central_PV-411,2040.06.26.12,0.379206
Fujian-Central_PV-600,2040.06.26.12,0.737644
Fujian-Central_PV_EP-ep-50028,2040.06.26.12,0.592286
Fujian-Central_PV_EP-ep-50057,2040.06.26.12,0.592286
Fujian-Central_PV_EP-ep-50086,2040.06.26.12,0.592286
Fujian-Central_PV_EP-ep-50116,2040.06.26.12,0.592286
Fujian-Central_PV_EP-ep-50147,2040.06.26.12,0.592286
Fujian-Central_PV_EP-ep-50175,2040.06.26.12,0.592286
Fujian-Commercial_PV-10,2040.06.26.12,0.649869
Fujian-Commercial_PV-11,2040.06.26.12,0.356043
Fujian-Commercial_PV-200,2040.06.26.12,0.693735
Fujian-Commercial_PV-7,2040.06.26.12,0.614217
Fujian-Commercial_PV-8,2040.06.26.12,0.585067
Fujian-Commercial_PV-9,2040.06.26.12,0.447609
Fujian-Offshore_Wind-13118,2040.06.26.12,0.19775
Fujian-Residential_PV-207,2040.06.26.12,0.577529
Fujian-Residential_PV-208,2040.06.26.12,0.561162
Fujian-Residential_PV-209,2040.06.26.12,0.428971
Fujian-Residential_PV-210,2040.06.26.12,0.615774
Fujian-Residential_PV-211,2040.06.26.12,0.342086
Fujian-Residential_PV-400,2040.06.26.12,0.656081
Fujian-Wind-1021,2040.06.26.12,0.201388
Fujian-Wind-1022,2040.06.26.12,0.201388
Fujian-Wind-1024,2040.06.26.12,0.201388
Fujian-Wind-1029,2040.06.26.12,0.201388
Fujian-Wind-1035,2040.06.26.12,0.201388
Fujian-Wind-1042,2040.06.26.12,0.201388
Fujian-Wind-1044,2040.06.26.12,0.201388
Fujian-Wind_EP-ep-40001,2040.06.26.12,0.201388
Fujian-Wind_EP-ep-40008,2040.06.26.12,0.201388
Fujian-Wind_EP-ep-40025,2040.06.26.12,0.201388
Fujian-Wind_EP-ep-40045,2040.06.26.12,0.201388
Fujian-Wind_EP-ep-40106,2040.06.26.12,0.201388
Fujian-Wind_EP-ep-40133,2040.06.26.12,0.201388
Fujian-Wind_EP-ep-40162,2040.06.26.12,0.201388
Fujian-Wind_EP-ep-40190,2040.06.26.12,0.201388
Fujian-Wind_EP-ep-40218,2040.06.26.12,0.201388
Fujian-Wind_EP-ep-40241,2040.06.26.12,0.201388
Fujian-Wind_EP-ep-40259,2040.06.26.12,0.201388
Jiangsu-Central_PV-474,2040.06.26.12,0.181018
Jiangsu-Central_PV-475,2040.06.26.12,0.289109
Jiangsu-Central_PV-476,2040.06.26.12,0.302449
Jiangsu-Central_PV-477,2040.06.26.12,0.196902
Jiangsu-Central_PV-478,2040.06.26.12,0.455313
Jiangsu-Central_PV-570,2040.06.26.12,0.138561
Jiangsu-Central_PV-571,2040.06.26.12,0.293251
Jiangsu-Central_PV_EP-ep-50016,2040.06.26.12,0.265229
Jiangsu-Central_PV_EP-ep-50037,2040.06.26.12,0.265229
Jiangsu-Central_PV_EP-ep-50066,2040.06.26.12,0.265229
Jiangsu-Central_PV_EP-ep-50096,2040.06.26.12,0.265229
Jiangsu-Central_PV_EP-ep-50127,2040.06.26.12,0.265229
Jiangsu-Central_PV_EP-ep-50156,2040.06.26.12,0.265229
Jiangsu-Central_PV_EP-ep-50180,2040.06.26.12,0.265229
Jiangsu-Commercial_PV-129,2040.06.26.12,0.655867
Jiangsu-Commercial_PV-170,2040.06.26.12,0.120551
Jiangsu-Commercial_PV-74,2040.06.26.12,0.161707
Jiangsu-Commercial_PV-75,2040.06.26.12,0.267777
Jiangsu-Commercial_PV-76,2040.06.26.12,0.279997
Jiangsu-Commercial_PV-77,2040.06.26.12,0.174628
Jiangsu-Commercial_PV-78,2040.06.26.12,0.425242
Jiangsu-Offshore_Wind-13135,2040.06.26.12,0.304377
Jiangsu-Residential_PV-274,2040.06.26.12,0.15777
Jiangsu-Residential_PV-275,2040.06.26.12,0.258376
Jiangsu-Residential_PV-276,2040.06.26.12,0.270209
Jiangsu-Residential_PV-277,2040.06.26.12,0.170153
Jiangsu-Residential_PV-278,2040.06.26.12,0.408734
Jiangsu-Residential_PV-357,2040.06.26.12,0.216105
Jiangsu-Residential_PV-370,2040.06.26.12,0.118308
Jiangsu-Wind-1078,2040.06.26.12,0.262181
Jiangsu-Wind-1079,2040.06.26.12,0.262181
Jiangsu-Wind-1080,2040.06.26.12,0.262181
Jiangsu-Wind-1084,2040.06.26.12,0.262181
Jiangsu-Wind-1085,2040.06.26.12,0.262181
Jiangsu-Wind-1088,2040.06.26.12,0.262181
Jiangsu-Wind-1089,2040.06.26.12,0.262181
Jiangsu-Wind-1092,2040.06.26.12,0.262181
Jiangsu-Wind-1093,2040.06.26.12,0.262181
Jiangsu-Wind-1094,2040.06.26.12,0.262181
Jiangsu-Wind-1096,2040.06.26.12,0.262181
Jiangsu-Wind-1159,2040.06.26.12,0.262181
Jiangsu-Wind_EP-ep-40015,2040.06.26.12,0.262181
Jiangsu-Wind_EP-ep-40031,2040.06.26.12,0.262181
Jiangsu-Wind_EP-ep-40053,2040.06.26.12,0.262181
Jiangsu-Wind_EP-ep-40089,2040.06.26.12,0.262181
Jiangsu-Wind_EP-ep-40116,2040.06.26.12,0.262181
Jiangsu-Wind_EP-ep-40143,2040.06.26.12,0.262181
Jiangsu-Wind_EP-ep-40172,2040.06.26.12,0.262181
Jiangsu-Wind_EP-ep-40200,2040.06.26.12,0.262181
Jiangsu-Wind_EP-ep-40227,2040.06.26.12,0.262181
Jiangsu-Wind_EP-ep-40249,2040.06.26.12,0.262181
Jiangsu-Wind_EP-ep-40270,2040.06.26.12,0.262181
Shanghai-Central_PV-509,2040.06.26.12,0.539525
Shanghai-Central_PV_EP-ep-50003,2040.06.26.12,0.539525
Shanghai-Central_PV_EP-ep-50005,2040.06.26.12,0.539525
Shanghai-Central_PV_EP-ep-50044,2040.06.26.12,0.539525
Shanghai-Central_PV_EP-ep-50074,2040.06.26.12,0.539525
Shanghai-Central_PV_EP-ep-50103,2040.06.26.12,0.539525
Shanghai-Central_PV_EP-ep-50164,2040.06.26.12,0.539525
Shanghai-Commercial_PV-109,2040.06.26.12,0.507318
Shanghai-Offshore_Wind-13152,2040.06.26.12,0.137438
Shanghai-Residential_PV-309,2040.06.26.12,0.483903
Shanghai-Wind-1068,2040.06.26.12,0.0
Shanghai-Wind-1069,2040.06.26.12,0.0
Shanghai-Wind-1072,2040.06.26.12,0.0
Shanghai-Wind_EP-ep-40003,2040.06.26.12,0.0
Shanghai-Wind_EP-ep-40020,2040.06.26.12,0.0
Shanghai-Wind_EP-ep-40037,2040.06.26.12,0.0
Shanghai-Wind_EP-ep-40070,2040.06.26.12,0.0
Shanghai-Wind_EP-ep-40096,2040.06.26.12,0.0
Shanghai-Wind_EP-ep-40124,2040.06.26.12,0.0
Shanghai-Wind_EP-ep-40151,2040.06.26.12,0.0
Shanghai-Wind_EP-ep-40179,2040.06.26.12,0.0
Shanghai-Wind_EP-ep-40255,2040.06.26.12,0.0
Zhejiang-Central_PV-547,2040.06.26.12,0.407878
Zhejiang-Central_PV-548,2040.06.26.12,0.699719
Zhejiang-Central_PV-549,2040.06.26.12,0.65192
Zhejiang-Central_PV-550,2040.06.26.12,0.513765
Zhejiang-Central_PV-551,2040.06.26.12,0.670072
Zhejiang-Central_PV_EP-ep-50011,2040.06.26.12,0.588671
Zhejiang-Central_PV_EP-ep-50025,2040.06.26.12,0.588671
Zhejiang-Central_PV_EP-ep-50052,2040.06.26.12,0.588671
Zhejiang-Central_PV_EP-ep-50082,2040.06.26.12,0.588671
Zhejiang-Central_PV_EP-ep-50111,2040.06.26.12,0.588671
Zhejiang-Central_PV_EP-ep-50142,2040.06.26.12,0.588671
Zhejiang-Central_PV_EP-ep-50171,2040.06.26.12,0.588671
Zhejiang-Commercial_PV-147,2040.06.26.12,0.380628
Zhejiang-Commercial_PV-148,2040.06.26.12,0.65855
Zhejiang-Commercial_PV-149,2040.06.26.12,0.617417
Zhejiang-Commercial_PV-150,2040.06.26.12,0.484614
Zhejiang-Commercial_PV-151,2040.06.26.12,0.629514
Zhejiang-Offshore_Wind-13169,2040.06.26.12,0.652371
Zhejiang-Residential_PV-347,2040.06.26.12,0.366605
Zhejiang-Residential_PV-348,2040.06.26.12,0.627449
Zhejiang-Residential_PV-349,2040.06.26.12,0.572805
Zhejiang-Residential_PV-350,2040.06.26.12,0.459531
Zhejiang-Residential_PV-351,2040.06.26.12,0.602649
Zhejiang-Wind-1048,2040.06.26.12,0.535227
Zhejiang-Wind-1051,2040.06.26.12,0.535227
Zhejiang-Wind-1053,2040.06.26.12,0.535227
Zhejiang-Wind-1054,2040.06.26.12,0.535227
Zhejiang-Wind-1056,2040.06.26.12,0.535227
Zhejiang-Wind-1059,2040.06.26.12,0.535227
Zhejiang-Wind-1061,2040.06.26.12,0.535227
Zhejiang-Wind-1065,2040.06.26.12,0.535227
Zhejiang-Wind-1067,2040.06.26.12,0.535227
Zhejiang-Wind-1157,2040.06.26.12,0.535227
Zhejiang-Wind_EP-ep-40023,2040.06.26.12,0.535227
Zhejiang-Wind_EP-ep-40041,2040.06.26.12,0.535227
Zhejiang-Wind_EP-ep-40062,2040.06.26.12,0.535227
Zhejiang-Wind_EP-ep-40068,2040.06.26.12,0.535227
Zhejiang-Wind_EP-ep-40077,2040.06.26.12,0.535227
Zhejiang-Wind_EP-ep-40102,2040.06.26.12,0.535227
Zhejiang-Wind_EP-ep-40130,2040.06.26.12,0.535227
Zhejiang-Wind_EP-ep-40159,2040.06.26.12,0.535227
Zhejiang-Wind_EP-ep-40185,2040.06.26.12,0.535227
Zhejiang-Wind_EP-ep-40213,2040.06.26.12,0.535227
Zhejiang-Wind_EP-ep-40237,2040.06.26.12,0.535227
Anhui-Central_PV-401,2040.06.26.16,0.0337226
Anhui-Central_PV-402,2040.06.26.16,0.163137
Anhui-Central_PV-403,2040.06.26.16,0.166214
Anhui-Central_PV-404,2040.06.26.16,0.108558
Anhui-Central_PV_EP-ep-50012,2040.06.26.16,0.117908
Anhui-Central_PV_EP-ep-50026,2040.06.26.16,0.117908
Anhui-Central_PV_EP-ep-50053,2040.06.26.16,0.117908
Anhui-Central_PV_EP-ep-50083,2040.06.26.16,0.117908
Anhui-Central_PV_EP-ep-50112,2040.06.26.16,0.117908
Anhui-Central_PV_EP-ep-50143,2040.06.26.16,0.117908
Anhui-Central_PV_EP-ep-50173,2040.06.26.16,0.117908
Anhui-Commercial_PV-2,2040.06.26.16,0.145919
Anhui-Commercial_PV-3,2040.06.26.16,0.145508
Anhui-Commercial_PV-4,2040.06.26.16,0.103669
Anhui-Residential_PV-201,2040.06.26.16,0.0325318
Anhui-Residential_PV-202,2040.06.26.16,0.142211
Anhui-Residential_PV-203,2040.06.26.16,0.141967
Anhui-Residential_PV-204,2040.06.26.16,0.10208
Anhui-Wind-1081,2040.06.26.16,0.424708
Anhui-Wind-1082,2040.06.26.16,0.424708
Anhui-Wind-1083,2040.06.26.16,0.424708
Anhui-Wind-1155,2040.06.26.16,0.424708
Anhui-Wind-1158,2040.06.26.16,0.424708
Anhui-Wind_EP-ep-40078,2040.06.26.16,0.424708
Anhui-Wind_EP-ep-40103,2040.06.26.16,0.424708
Anhui-Wind_EP-ep-40131,2040.06.26.16,0.424708
Anhui-Wind_EP-ep-40160,2040.06.26.16,0.424708
Anhui-Wind_EP-ep-40186,2040.06.26.16,0.424708
Anhui-Wind_EP-ep-40214,2040.06.26.16,0.424708
Anhui-Wind_EP-ep-40256,2040.06.26.16,0.424708
Fujian-Central_PV-407,2040.06.26.16,0.29527
Fujian-Central_PV-408,2040.06.26.16,0.645007
Fujian-Central_PV-409,2040.06.26.16,0.0517114
Fujian-Central_PV-410,2040.06.26.16,0.590988
Fujian-Central_PV-411,2040.06.26.16,0.260363
Fujian-Central_PV-600,2040.06.26.16,0.561132
Fujian-Central_PV_EP-ep-50028,2040.06.26.16,0.400745
Fujian-Central_PV_EP-ep-50057,2040.06.26.16,0.400745
Fujian-Central_PV_EP-ep-50086,2040.06.26.16,0.400745
Fujian-Central_PV_EP-ep-50116,2040.06.26.16,0.400745
Fujian-Central_PV_EP-ep-50147,2040.06.26.16,0.400745
Fujian-Central_PV_EP-ep-50175,2040.06.26.16,0.400745
Fujian-Commercial_PV-10,2040.06.26.16,0.296489
Fujian-Commercial_PV-11,2040.06.26.16,0.190698
Fujian-Commercial_PV-200,2040.06.26.16,0.289782
Fujian-Commercial_PV-7,2040.06.26.16,0.200393
Fujian-Commercial_PV-8,2040.06.26.16,0.300917
Fujian-Commercial_PV-9,2040.06.26.16,0.0526786
Fujian-Offshore_Wind-13118,2040.06.26.16,0.279362
Fujian-Residential_PV-207,2040.06.26.16,0.194597
Fujian-Residential_PV-208,2040.06.26.16,0.29117
Fujian-Residential_PV-209,2040.06.26.16,0.0532557
Fujian-Residential_PV-210,2040.06.26.16,0.28698
Fujian-Residential_PV-211,2040.06.26.16,0.185151
Fujian-Residential_PV-400,2040.06.26.16,0.280569
Fujian-Wind-1021,2040.06.26.16,0.300188
Fujian-Wind-1022,2040.06.26.16,0.300188
Fujian-Wind-1024,2040.06.26.16,0.300188
Fujian-Wind-1029,2040.06.26.16,0.300188
Fujian-Wind-1035,2040.06.26.16,0.300188
Fujian-Wind-1042,2040.06.26.16,0.300188
Fujian-Wind-1044,2040.06.26.16,0.300188
Fujian-Wind_EP-ep-40001,2040.06.26.16,0.300188
Fujian-Wind_EP-ep-40008,2040.06.26.16,0.300188
Fujian-Wind_EP-ep-40025,2040.06.26.16,0.300188
Fujian-Wind_EP-ep-40045,2040.06.26.16,0.300188
Fujian-Wind_EP-ep-40106,2040.06.26.16,0.300188
Fujian-Wind_EP-ep-40133,2040.06.26.16,0.300188
Fujian-Wind_EP-ep-40162,2040.06.26.16,0.300188
Fujian-Wind_EP-ep-40190,2040.06.26.16,0.300188
Fujian-Wind_EP-ep-40218,2040.06.26.16,0.300188
Fujian-Wind_EP-ep-40241,2040.06.26.16,0.300188
Fujian-Wind_EP-ep-40259,2040.06.26.16,0.300188
Jiangsu-Central_PV-474,2040.06.26.16,0.0504312
Jiangsu-Central_PV-475,2040.06.26.16,0.152314
Jiangsu-Central_PV-476,2040.06.26.16,0.0786993
Jiangsu-Central_PV-477,2040.06.26.16,0.0451354
Jiangsu-Central_PV-478,2040.06.26.16,0.0920176
Jiangsu-Central_PV-570,2040.06.26.16,0.0543026
Jiangsu-Central_PV-571,2040.06.26.16,0.117281
Jiangsu-Central_PV_EP-ep-50016,2040.06.26.16,0.0843116
Jiangsu-Central_PV_EP-ep-50037,2040.06.26.16,0.0843116
Jiangsu-Central_PV_EP-ep-50066,2040.06.26.16,0.0843116
Jiangsu-Central_PV_EP-ep-50096,2040.06.26.16,0.0843116
Jiangsu-Central_PV_EP-ep-50127,2040.06.26.16,0.0843116
Jiangsu-Central_PV_EP-ep-50156,2040.06.26.16,0.0843116
Jiangsu-Central_PV_EP-ep-50180,2040.06.26.16,0.0843116
Jiangsu-Commercial_PV-129,2040.06.26.16,0.750766
Jiangsu-Commercial_PV-170,2040.06.26.16,0.0526169
Jiangsu-Commercial_PV-74,2040.06.26.16,0.0491918
Jiangsu-Commercial_PV-75,2040.06.26.16,0.134186
Jiangsu-Commercial_PV-76,2040.06.26.16,0.0769618
Jiangsu-Commercial_PV-77,2040.06.26.16,0.0427037
Jiangsu-Commercial_PV-78,2040.06.26.16,0.0888
Jiangsu-Offshore_Wind-13135,2040.06.26.16,0.260026
Jiangsu-Residential_PV-274,2040.06.26.16,0.0500817
Jiangsu-Residential_PV-275,2040.06.26.16,0.131641
Jiangsu-Residential_PV-276,2040.06.26.16,0.0767324
Jiangsu-Residential_PV-277,2040.06.26.16,0.0438557
Jiangsu-Residential_PV-278,2040.06.26.16,0.0879707
Jiangsu-Residential_PV-357,2040.06.26.16,0.226672
Jiangsu-Residential_PV-370,2040.06.26.16,0.053204
Jiangsu-Wind-1078,2040.06.26.16,0.311583
Jiangsu-Wind-1079,2040.06.26.16,0.311583
Jiangsu-Wind-1080,2040.06.26.16,0.311583
Jiangsu-Wind-1084,2040.06.26.16,0.311583
Jiangsu-Wind-1085,2040.06.26.16,0.311583
Jiangsu-Wind-1088,2040.06.26.16,0.311583
Jiangsu-Wind-1089,2040.06.26.16,0.311583
Jiangsu-Wind-1092,2040.06.26.16,0.311583
Jiangsu-Wind-1093,2040.06.26.16,0.311583
Jiangsu-Wind-1094,2040.06.26.16,0.311583
Jiangsu-Wind-1096,2040.06.26.16,0.311583
Jiangsu-Wind-1159,2040.06.26.16,0.311583
Jiangsu-Wind_EP-ep-40015,2040.06.26.16,0.311583
Jiangsu-Wind_EP-ep-40031,2040.06.26.16,0.311583
Jiangsu-Wind_EP-ep-40053,2040.06.26.16,0.311583
Jiangsu-Wind_EP-ep-40089,2040.06.26.16,0.311583
Jiangsu-Wind_EP-ep-40116,2040.06.26.16,0.311583
Jiangsu-Wind_EP-ep-40143,2040.06.26.16,0.311583
Jiangsu-Wind_EP-ep-40172,2040.06.26.16,0.311583
Jiangsu-Wind_EP-ep-40200,2040.06.26.16,0.311583
Jiangsu-Wind_EP-ep-40227,2040.06.26.16,0.311583
Jiangsu-Wind_EP-ep-40249,2040.06.26.16,0.311583
Jiangsu-Wind_EP-ep-40270,2040.06.26.16,0.311583
Shanghai-Central_PV-509,2040.06.26.16,0.170053
Shanghai-Central_PV_EP-ep-50003,2040.06.26.16,0.170053
Shanghai-Central_PV_EP-ep-50005,2040.06.26.16,0.170053
Shanghai-Central_PV_EP-ep-50044,2040.06.26.16,0.170053
Shanghai-Central_PV_EP-ep-50074,2040.06.26.16,0.170053
Shanghai-Central_PV_EP-ep-50103,2040.06.26.16,0.170053
Shanghai-Central_PV_EP-ep-50164,2040.06.26.16,0.170053
Shanghai-Commercial_PV-109,2040.06.26.16,0.143456
Shanghai-Offshore_Wind-13152,2040.06.26.16,0.11496
Shanghai-Residential_PV-309,2040.06.26.16,0.140523
Shanghai-Wind-1068,2040.06.26.16,0.0
Shanghai-Wind-1069,2040.06.26.16,0.0
Shanghai-Wind-1072,2040.06.26.16,0.0
Shanghai-Wind_EP-ep-40003,2040.06.26.16,0.0
Shanghai-Wind_EP-ep-40020,2040.06.26.16,0.0
Shanghai-Wind_EP-ep-40037,2040.06.26.16,0.0
Shanghai-Wind_EP-ep-40070,2040.06.26.16,0.0
Shanghai-Wind_EP-ep-40096,2040.06.26.16,0.0
Shanghai-Wind_EP-ep-40124,2040.06.26.16,0.0
