GENERATION_PROJECT,timepoint,gen_max_capacity_factor
Jiangsu-Wind-1088,2040.12.19.20,0.0647469
Jiangsu-Wind-1089,2040.12.19.20,0.0647469
Jiangsu-Wind-1092,2040.12.19.20,0.0647469
Jiangsu-Wind-1093,2040.12.19.20,0.0647469
Jiangsu-Wind-1094,2040.12.19.20,0.0647469
Jiangsu-Wind-1096,2040.12.19.20,0.0647469
Jiangsu-Wind-1159,2040.12.19.20,0.0647469
Jiangsu-Wind_EP-ep-40015,2040.12.19.20,0.0647469
Jiangsu-Wind_EP-ep-40031,2040.12.19.20,0.0647469
Jiangsu-Wind_EP-ep-40053,2040.12.19.20,0.0647469
Jiangsu-Wind_EP-ep-40089,2040.12.19.20,0.0647469
Jiangsu-Wind_EP-ep-40116,2040.12.19.20,0.0647469
Jiangsu-Wind_EP-ep-40143,2040.12.19.20,0.0647469
Jiangsu-Wind_EP-ep-40172,2040.12.19.20,0.0647469
Jiangsu-Wind_EP-ep-40200,2040.12.19.20,0.0647469
Jiangsu-Wind_EP-ep-40227,2040.12.19.20,0.0647469
Jiangsu-Wind_EP-ep-40249,2040.12.19.20,0.0647469
Jiangsu-Wind_EP-ep-40270,2040.12.19.20,0.0647469
Shanghai-Central_PV-509,2040.12.19.20,0.0
Shanghai-Central_PV_EP-ep-50003,2040.12.19.20,0.0
Shanghai-Central_PV_EP-ep-50005,2040.12.19.20,0.0
Shanghai-Central_PV_EP-ep-50044,2040.12.19.20,0.0
Shanghai-Central_PV_EP-ep-50074,2040.12.19.20,0.0
Shanghai-Central_PV_EP-ep-50103,2040.12.19.20,0.0
Shanghai-Central_PV_EP-ep-50164,2040.12.19.20,0.0
Shanghai-Commercial_PV-109,2040.12.19.20,0.0
Shanghai-Offshore_Wind-13152,2040.12.19.20,0.0721483
Shanghai-Residential_PV-309,2040.12.19.20,0.0
Shanghai-Wind-1068,2040.12.19.20,0.0174144
Shanghai-Wind-1069,2040.12.19.20,0.0174144
Shanghai-Wind-1072,2040.12.19.20,0.0174144
Shanghai-Wind_EP-ep-40003,2040.12.19.20,0.0174144
Shanghai-Wind_EP-ep-40020,2040.12.19.20,0.0174144
Shanghai-Wind_EP-ep-40037,2040.12.19.20,0.0174144
Shanghai-Wind_EP-ep-40070,2040.12.19.20,0.0174144
Shanghai-Wind_EP-ep-40096,2040.12.19.20,0.0174144
Shanghai-Wind_EP-ep-40124,2040.12.19.20,0.0174144
Shanghai-Wind_EP-ep-40151,2040.12.19.20,0.0174144
Shanghai-Wind_EP-ep-40179,2040.12.19.20,0.0174144
Shanghai-Wind_EP-ep-40255,2040.12.19.20,0.0174144
Zhejiang-Central_PV-547,2040.12.19.20,0.0
Zhejiang-Central_PV-548,2040.12.19.20,0.0
Zhejiang-Central_PV-549,2040.12.19.20,0.0
Zhejiang-Central_PV-550,2040.12.19.20,0.0
Zhejiang-Central_PV-551,2040.12.19.20,0.0
Zhejiang-Central_PV_EP-ep-50011,2040.12.19.20,0.0
Zhejiang-Central_PV_EP-ep-50025,2040.12.19.20,0.0
Zhejiang-Central_PV_EP-ep-50052,2040.12.19.20,0.0
Zhejiang-Central_PV_EP-ep-50082,2040.12.19.20,0.0
Zhejiang-Central_PV_EP-ep-50111,2040.12.19.20,0.0
Zhejiang-Central_PV_EP-ep-50142,2040.12.19.20,0.0
Zhejiang-Central_PV_EP-ep-50171,2040.12.19.20,0.0
Zhejiang-Commercial_PV-147,2040.12.19.20,0.0
Zhejiang-Commercial_PV-148,2040.12.19.20,0.0
Zhejiang-Commercial_PV-149,2040.12.19.20,0.0
Zhejiang-Commercial_PV-150,2040.12.19.20,0.0
Zhejiang-Commercial_PV-151,2040.12.19.20,0.0
Zhejiang-Offshore_Wind-13169,2040.12.19.20,0.124744
Zhejiang-Residential_PV-347,2040.12.19.20,0.0
Zhejiang-Residential_PV-348,2040.12.19.20,0.0
Zhejiang-Residential_PV-349,2040.12.19.20,0.0
Zhejiang-Residential_PV-350,2040.12.19.20,0.0
Zhejiang-Residential_PV-351,2040.12.19.20,0.0
Zhejiang-Wind-1048,2040.12.19.20,0.121949
Zhejiang-Wind-1051,2040.12.19.20,0.121949
Zhejiang-Wind-1053,2040.12.19.20,0.121949
Zhejiang-Wind-1054,2040.12.19.20,0.121949
Zhejiang-Wind-1056,2040.12.19.20,0.121949
Zhejiang-Wind-1059,2040.12.19.20,0.121949
Zhejiang-Wind-1061,2040.12.19.20,0.121949
Zhejiang-Wind-1065,2040.12.19.20,0.121949
Zhejiang-Wind-1067,2040.12.19.20,0.121949
Zhejiang-Wind-1157,2040.12.19.20,0.121949
Zhejiang-Wind_EP-ep-40023,2040.12.19.20,0.121949
Zhejiang-Wind_EP-ep-40041,2040.12.19.20,0.121949
Zhejiang-Wind_EP-ep-40062,2040.12.19.20,0.121949
Zhejiang-Wind_EP-ep-40068,2040.12.19.20,0.121949
Zhejiang-Wind_EP-ep-40077,2040.12.19.20,0.121949
Zhejiang-Wind_EP-ep-40102,2040.12.19.20,0.121949
Zhejiang-Wind_EP-ep-40130,2040.12.19.20,0.121949
Zhejiang-Wind_EP-ep-40159,2040.12.19.20,0.121949
Zhejiang-Wind_EP-ep-40185,2040.12.19.20,0.121949
Zhejiang-Wind_EP-ep-40213,2040.12.19.20,0.121949
Zhejiang-Wind_EP-ep-40237,2040.12.19.20,0.121949
Anhui-Central_PV-401,2050.06.12.00,0.0
Anhui-Central_PV-402,2050.06.12.00,0.0
Anhui-Central_PV-403,2050.06.12.00,0.0
Anhui-Central_PV-404,2050.06.12.00,0.0
Anhui-Central_PV_EP-ep-50012,2050.06.12.00,0.0
Anhui-Central_PV_EP-ep-50026,2050.06.12.00,0.0
Anhui-Central_PV_EP-ep-50053,2050.06.12.00,0.0
Anhui-Central_PV_EP-ep-50083,2050.06.12.00,0.0
Anhui-Central_PV_EP-ep-50112,2050.06.12.00,0.0
Anhui-Central_PV_EP-ep-50143,2050.06.12.00,0.0
Anhui-Central_PV_EP-ep-50173,2050.06.12.00,0.0
Anhui-Commercial_PV-2,2050.06.12.00,0.0
Anhui-Commercial_PV-3,2050.06.12.00,0.0
Anhui-Commercial_PV-4,2050.06.12.00,0.0
Anhui-Residential_PV-201,2050.06.12.00,0.0
Anhui-Residential_PV-202,2050.06.12.00,0.0
Anhui-Residential_PV-203,2050.06.12.00,0.0
Anhui-Residential_PV-204,2050.06.12.00,0.0
Anhui-Wind-1081,2050.06.12.00,0.0353214
Anhui-Wind-1082,2050.06.12.00,0.0353214
Anhui-Wind-1083,2050.06.12.00,0.0353214
Anhui-Wind-1155,2050.06.12.00,0.0353214
Anhui-Wind-1158,2050.06.12.00,0.0353214
Anhui-Wind_EP-ep-40078,2050.06.12.00,0.0353214
Anhui-Wind_EP-ep-40103,2050.06.12.00,0.0353214
Anhui-Wind_EP-ep-40131,2050.06.12.00,0.0353214
Anhui-Wind_EP-ep-40160,2050.06.12.00,0.0353214
Anhui-Wind_EP-ep-40186,2050.06.12.00,0.0353214
Anhui-Wind_EP-ep-40214,2050.06.12.00,0.0353214
Anhui-Wind_EP-ep-40256,2050.06.12.00,0.0353214
Fujian-Central_PV-407,2050.06.12.00,0.0
Fujian-Central_PV-408,2050.06.12.00,0.0
Fujian-Central_PV-409,2050.06.12.00,0.0
Fujian-Central_PV-410,2050.06.12.00,0.0
Fujian-Central_PV-411,2050.06.12.00,0.0
Fujian-Central_PV-600,2050.06.12.00,0.0
Fujian-Central_PV_EP-ep-50028,2050.06.12.00,0.0
Fujian-Central_PV_EP-ep-50057,2050.06.12.00,0.0
Fujian-Central_PV_EP-ep-50086,2050.06.12.00,0.0
Fujian-Central_PV_EP-ep-50116,2050.06.12.00,0.0
Fujian-Central_PV_EP-ep-50147,2050.06.12.00,0.0
Fujian-Central_PV_EP-ep-50175,2050.06.12.00,0.0
Fujian-Commercial_PV-10,2050.06.12.00,0.0
Fujian-Commercial_PV-11,2050.06.12.00,0.0
Fujian-Commercial_PV-200,2050.06.12.00,0.0
Fujian-Commercial_PV-7,2050.06.12.00,0.0
Fujian-Commercial_PV-8,2050.06.12.00,0.0
Fujian-Commercial_PV-9,2050.06.12.00,0.0
Fujian-Offshore_Wind-13118,2050.06.12.00,0.0316742
Fujian-Residential_PV-207,2050.06.12.00,0.0
Fujian-Residential_PV-208,2050.06.12.00,0.0
Fujian-Residential_PV-209,2050.06.12.00,0.0
Fujian-Residential_PV-210,2050.06.12.00,0.0
Fujian-Residential_PV-211,2050.06.12.00,0.0
Fujian-Residential_PV-400,2050.06.12.00,0.0
Fujian-Wind-1021,2050.06.12.00,0.0181724
Fujian-Wind-1022,2050.06.12.00,0.0181724
Fujian-Wind-1024,2050.06.12.00,0.0181724
Fujian-Wind-1029,2050.06.12.00,0.0181724
Fujian-Wind-1035,2050.06.12.00,0.0181724
Fujian-Wind-1042,2050.06.12.00,0.0181724
Fujian-Wind-1044,2050.06.12.00,0.0181724
Fujian-Wind_EP-ep-40001,2050.06.12.00,0.0181724
Fujian-Wind_EP-ep-40008,2050.06.12.00,0.0181724
Fujian-Wind_EP-ep-40025,2050.06.12.00,0.0181724
Fujian-Wind_EP-ep-40045,2050.06.12.00,0.0181724
Fujian-Wind_EP-ep-40106,2050.06.12.00,0.0181724
Fujian-Wind_EP-ep-40133,2050.06.12.00,0.0181724
Fujian-Wind_EP-ep-40162,2050.06.12.00,0.0181724
Fujian-Wind_EP-ep-40190,2050.06.12.00,0.0181724
Fujian-Wind_EP-ep-40218,2050.06.12.00,0.0181724
Fujian-Wind_EP-ep-40241,2050.06.12.00,0.0181724
Fujian-Wind_EP-ep-40259,2050.06.12.00,0.0181724
Jiangsu-Central_PV-474,2050.06.12.00,0.0
Jiangsu-Central_PV-475,2050.06.12.00,0.0
Jiangsu-Central_PV-476,2050.06.12.00,0.0
Jiangsu-Central_PV-477,2050.06.12.00,0.0
Jiangsu-Central_PV-478,2050.06.12.00,0.0
Jiangsu-Central_PV-570,2050.06.12.00,0.0
Jiangsu-Central_PV-571,2050.06.12.00,0.0
Jiangsu-Central_PV_EP-ep-50016,2050.06.12.00,0.0
Jiangsu-Central_PV_EP-ep-50037,2050.06.12.00,0.0
Jiangsu-Central_PV_EP-ep-50066,2050.06.12.00,0.0
Jiangsu-Central_PV_EP-ep-50096,2050.06.12.00,0.0
Jiangsu-Central_PV_EP-ep-50127,2050.06.12.00,0.0
Jiangsu-Central_PV_EP-ep-50156,2050.06.12.00,0.0
Jiangsu-Central_PV_EP-ep-50180,2050.06.12.00,0.0
Jiangsu-Commercial_PV-129,2050.06.12.00,0.0
Jiangsu-Commercial_PV-170,2050.06.12.00,0.0
Jiangsu-Commercial_PV-74,2050.06.12.00,0.0
Jiangsu-Commercial_PV-75,2050.06.12.00,0.0
Jiangsu-Commercial_PV-76,2050.06.12.00,0.0
Jiangsu-Commercial_PV-77,2050.06.12.00,0.0
Jiangsu-Commercial_PV-78,2050.06.12.00,0.0
Jiangsu-Offshore_Wind-13135,2050.06.12.00,0.0521506
Jiangsu-Residential_PV-274,2050.06.12.00,0.0
Jiangsu-Residential_PV-275,2050.06.12.00,0.0
Jiangsu-Residential_PV-276,2050.06.12.00,0.0
Jiangsu-Residential_PV-277,2050.06.12.00,0.0
Jiangsu-Residential_PV-278,2050.06.12.00,0.0
Jiangsu-Residential_PV-357,2050.06.12.00,0.0
Jiangsu-Residential_PV-370,2050.06.12.00,0.0
Jiangsu-Wind-1078,2050.06.12.00,0.0629509
Jiangsu-Wind-1079,2050.06.12.00,0.0629509
Jiangsu-Wind-1080,2050.06.12.00,0.0629509
Jiangsu-Wind-1084,2050.06.12.00,0.0629509
Jiangsu-Wind-1085,2050.06.12.00,0.0629509
Jiangsu-Wind-1088,2050.06.12.00,0.0629509
Jiangsu-Wind-1089,2050.06.12.00,0.0629509
Jiangsu-Wind-1092,2050.06.12.00,0.0629509
Jiangsu-Wind-1093,2050.06.12.00,0.0629509
Jiangsu-Wind-1094,2050.06.12.00,0.0629509
Jiangsu-Wind-1096,2050.06.12.00,0.0629509
Jiangsu-Wind-1159,2050.06.12.00,0.0629509
Jiangsu-Wind_EP-ep-40015,2050.06.12.00,0.0629509
Jiangsu-Wind_EP-ep-40031,2050.06.12.00,0.0629509
Jiangsu-Wind_EP-ep-40053,2050.06.12.00,0.0629509
Jiangsu-Wind_EP-ep-40089,2050.06.12.00,0.0629509
Jiangsu-Wind_EP-ep-40116,2050.06.12.00,0.0629509
Jiangsu-Wind_EP-ep-40143,2050.06.12.00,0.0629509
Jiangsu-Wind_EP-ep-40172,2050.06.12.00,0.0629509
Jiangsu-Wind_EP-ep-40200,2050.06.12.00,0.0629509
Jiangsu-Wind_EP-ep-40227,2050.06.12.00,0.0629509
Jiangsu-Wind_EP-ep-40249,2050.06.12.00,0.0629509
Jiangsu-Wind_EP-ep-40270,2050.06.12.00,0.0629509
Shanghai-Central_PV-509,2050.06.12.00,0.0
Shanghai-Central_PV_EP-ep-50003,2050.06.12.00,0.0
Shanghai-Central_PV_EP-ep-50005,2050.06.12.00,0.0
Shanghai-Central_PV_EP-ep-50044,2050.06.12.00,0.0
Shanghai-Central_PV_EP-ep-50074,2050.06.12.00,0.0
Shanghai-Central_PV_EP-ep-50103,2050.06.12.00,0.0
Shanghai-Central_PV_EP-ep-50164,2050.06.12.00,0.0
Shanghai-Commercial_PV-109,2050.06.12.00,0.0
Shanghai-Offshore_Wind-13152,2050.06.12.00,0.133229
Shanghai-Residential_PV-309,2050.06.12.00,0.0
Shanghai-Wind-1068,2050.06.12.00,0.0
Shanghai-Wind-1069,2050.06.12.00,0.0
Shanghai-Wind-1072,2050.06.12.00,0.0
Shanghai-Wind_EP-ep-40003,2050.06.12.00,0.0
Shanghai-Wind_EP-ep-40020,2050.06.12.00,0.0
Shanghai-Wind_EP-ep-40037,2050.06.12.00,0.0
Shanghai-Wind_EP-ep-40070,2050.06.12.00,0.0
Shanghai-Wind_EP-ep-40096,2050.06.12.00,0.0
Shanghai-Wind_EP-ep-40124,2050.06.12.00,0.0
Shanghai-Wind_EP-ep-40151,2050.06.12.00,0.0
Shanghai-Wind_EP-ep-40179,2050.06.12.00,0.0
Shanghai-Wind_EP-ep-40255,2050.06.12.00,0.0
Zhejiang-Central_PV-547,2050.06.12.00,0.0
Zhejiang-Central_PV-548,2050.06.12.00,0.0
Zhejiang-Central_PV-549,2050.06.12.00,0.0
Zhejiang-Central_PV-550,2050.06.12.00,0.0
Zhejiang-Central_PV-551,2050.06.12.00,0.0
Zhejiang-Central_PV_EP-ep-50011,2050.06.12.00,0.0
Zhejiang-Central_PV_EP-ep-50025,2050.06.12.00,0.0
Zhejiang-Central_PV_EP-ep-50052,2050.06.12.00,0.0
Zhejiang-Central_PV_EP-ep-50082,2050.06.12.00,0.0
Zhejiang-Central_PV_EP-ep-50111,2050.06.12.00,0.0
Zhejiang-Central_PV_EP-ep-50142,2050.06.12.00,0.0
Zhejiang-Central_PV_EP-ep-50171,2050.06.12.00,0.0
Zhejiang-Commercial_PV-147,2050.06.12.00,0.0
Zhejiang-Commercial_PV-148,2050.06.12.00,0.0
Zhejiang-Commercial_PV-149,2050.06.12.00,0.0
Zhejiang-Commercial_PV-150,2050.06.12.00,0.0
Zhejiang-Commercial_PV-151,2050.06.12.00,0.0
Zhejiang-Offshore_Wind-13169,2050.06.12.00,0.086159
Zhejiang-Residential_PV-347,2050.06.12.00,0.0
Zhejiang-Residential_PV-348,2050.06.12.00,0.0
Zhejiang-Residential_PV-349,2050.06.12.00,0.0
Zhejiang-Residential_PV-350,2050.06.12.00,0.0
Zhejiang-Residential_PV-351,2050.06.12.00,0.0
Zhejiang-Wind-1048,2050.06.12.00,0.0524942
Zhejiang-Wind-1051,2050.06.12.00,0.0524942
Zhejiang-Wind-1053,2050.06.12.00,0.0524942
Zhejiang-Wind-1054,2050.06.12.00,0.0524942
Zhejiang-Wind-1056,2050.06.12.00,0.0524942
Zhejiang-Wind-1059,2050.06.12.00,0.0524942
Zhejiang-Wind-1061,2050.06.12.00,0.0524942
Zhejiang-Wind-1065,2050.06.12.00,0.0524942
Zhejiang-Wind-1067,2050.06.12.00,0.0524942
Zhejiang-Wind-1157,2050.06.12.00,0.0524942
Zhejiang-Wind_EP-ep-40023,2050.06.12.00,0.0524942
Zhejiang-Wind_EP-ep-40041,2050.06.12.00,0.0524942
Zhejiang-Wind_EP-ep-40062,2050.06.12.00,0.0524942
Zhejiang-Wind_EP-ep-40068,2050.06.12.00,0.0524942
Zhejiang-Wind_EP-ep-40077,2050.06.12.00,0.0524942
Zhejiang-Wind_EP-ep-40102,2050.06.12.00,0.0524942
Zhejiang-Wind_EP-ep-40130,2050.06.12.00,0.0524942
Zhejiang-Wind_EP-ep-40159,2050.06.12.00,0.0524942
Zhejiang-Wind_EP-ep-40185,2050.06.12.00,0.0524942
Zhejiang-Wind_EP-ep-40213,2050.06.12.00,0.0524942
Zhejiang-Wind_EP-ep-40237,2050.06.12.00,0.0524942
Anhui-Central_PV-401,2050.06.12.04,0.0
Anhui-Central_PV-402,2050.06.12.04,0.0
Anhui-Central_PV-403,2050.06.12.04,0.0
Anhui-Central_PV-404,2050.06.12.04,0.0
Anhui-Central_PV_EP-ep-50012,2050.06.12.04,0.0
Anhui-Central_PV_EP-ep-50026,2050.06.12.04,0.0
Anhui-Central_PV_EP-ep-50053,2050.06.12.04,0.0
Anhui-Central_PV_EP-ep-50083,2050.06.12.04,0.0
Anhui-Central_PV_EP-ep-50112,2050.06.12.04,0.0
Anhui-Central_PV_EP-ep-50143,2050.06.12.04,0.0
Anhui-Central_PV_EP-ep-50173,2050.06.12.04,0.0
Anhui-Commercial_PV-2,2050.06.12.04,0.0
Anhui-Commercial_PV-3,2050.06.12.04,0.0
Anhui-Commercial_PV-4,2050.06.12.04,0.0
Anhui-Residential_PV-201,2050.06.12.04,0.0
Anhui-Residential_PV-202,2050.06.12.04,0.0
Anhui-Residential_PV-203,2050.06.12.04,0.0
Anhui-Residential_PV-204,2050.06.12.04,0.0
Anhui-Wind-1081,2050.06.12.04,0.02394
Anhui-Wind-1082,2050.06.12.04,0.02394
Anhui-Wind-1083,2050.06.12.04,0.02394
Anhui-Wind-1155,2050.06.12.04,0.02394
Anhui-Wind-1158,2050.06.12.04,0.02394
Anhui-Wind_EP-ep-40078,2050.06.12.04,0.02394
Anhui-Wind_EP-ep-40103,2050.06.12.04,0.02394
Anhui-Wind_EP-ep-40131,2050.06.12.04,0.02394
Anhui-Wind_EP-ep-40160,2050.06.12.04,0.02394
Anhui-Wind_EP-ep-40186,2050.06.12.04,0.02394
Anhui-Wind_EP-ep-40214,2050.06.12.04,0.02394
Anhui-Wind_EP-ep-40256,2050.06.12.04,0.02394
Fujian-Central_PV-407,2050.06.12.04,0.0
Fujian-Central_PV-408,2050.06.12.04,0.0
Fujian-Central_PV-409,2050.06.12.04,0.0
Fujian-Central_PV-410,2050.06.12.04,0.0
Fujian-Central_PV-411,2050.06.12.04,0.0
Fujian-Central_PV-600,2050.06.12.04,0.0
Fujian-Central_PV_EP-ep-50028,2050.06.12.04,0.0
Fujian-Central_PV_EP-ep-50057,2050.06.12.04,0.0
Fujian-Central_PV_EP-ep-50086,2050.06.12.04,0.0
Fujian-Central_PV_EP-ep-50116,2050.06.12.04,0.0
Fujian-Central_PV_EP-ep-50147,2050.06.12.04,0.0
Fujian-Central_PV_EP-ep-50175,2050.06.12.04,0.0
Fujian-Commercial_PV-10,2050.06.12.04,0.0
Fujian-Commercial_PV-11,2050.06.12.04,0.0
Fujian-Commercial_PV-200,2050.06.12.04,0.0
Fujian-Commercial_PV-7,2050.06.12.04,0.0
Fujian-Commercial_PV-8,2050.06.12.04,0.0
Fujian-Commercial_PV-9,2050.06.12.04,0.0
Fujian-Offshore_Wind-13118,2050.06.12.04,0.0138719
Fujian-Residential_PV-207,2050.06.12.04,0.0
Fujian-Residential_PV-208,2050.06.12.04,0.0
Fujian-Residential_PV-209,2050.06.12.04,0.0
Fujian-Residential_PV-210,2050.06.12.04,0.0
Fujian-Residential_PV-211,2050.06.12.04,0.0
Fujian-Residential_PV-400,2050.06.12.04,0.0
Fujian-Wind-1021,2050.06.12.04,0.0363486
Fujian-Wind-1022,2050.06.12.04,0.0363486
Fujian-Wind-1024,2050.06.12.04,0.0363486
Fujian-Wind-1029,2050.06.12.04,0.0363486
Fujian-Wind-1035,2050.06.12.04,0.0363486
Fujian-Wind-1042,2050.06.12.04,0.0363486
Fujian-Wind-1044,2050.06.12.04,0.0363486
Fujian-Wind_EP-ep-40001,2050.06.12.04,0.0363486
Fujian-Wind_EP-ep-40008,2050.06.12.04,0.0363486
Fujian-Wind_EP-ep-40025,2050.06.12.04,0.0363486
Fujian-Wind_EP-ep-40045,2050.06.12.04,0.0363486
Fujian-Wind_EP-ep-40106,2050.06.12.04,0.0363486
Fujian-Wind_EP-ep-40133,2050.06.12.04,0.0363486
Fujian-Wind_EP-ep-40162,2050.06.12.04,0.0363486
Fujian-Wind_EP-ep-40190,2050.06.12.04,0.0363486
Fujian-Wind_EP-ep-40218,2050.06.12.04,0.0363486
Fujian-Wind_EP-ep-40241,2050.06.12.04,0.0363486
Fujian-Wind_EP-ep-40259,2050.06.12.04,0.0363486
Jiangsu-Central_PV-474,2050.06.12.04,0.0
Jiangsu-Central_PV-475,2050.06.12.04,0.0
Jiangsu-Central_PV-476,2050.06.12.04,0.0
Jiangsu-Central_PV-477,2050.06.12.04,0.0
Jiangsu-Central_PV-478,2050.06.12.04,0.0
Jiangsu-Central_PV-570,2050.06.12.04,0.0
Jiangsu-Central_PV-571,2050.06.12.04,0.0
Jiangsu-Central_PV_EP-ep-50016,2050.06.12.04,0.0
Jiangsu-Central_PV_EP-ep-50037,2050.06.12.04,0.0
Jiangsu-Central_PV_EP-ep-50066,2050.06.12.04,0.0
Jiangsu-Central_PV_EP-ep-50096,2050.06.12.04,0.0
Jiangsu-Central_PV_EP-ep-50127,2050.06.12.04,0.0
Jiangsu-Central_PV_EP-ep-50156,2050.06.12.04,0.0
Jiangsu-Central_PV_EP-ep-50180,2050.06.12.04,0.0
Jiangsu-Commercial_PV-129,2050.06.12.04,0.0
Jiangsu-Commercial_PV-170,2050.06.12.04,0.0
Jiangsu-Commercial_PV-74,2050.06.12.04,0.0
Jiangsu-Commercial_PV-75,2050.06.12.04,0.0
Jiangsu-Commercial_PV-76,2050.06.12.04,0.0
Jiangsu-Commercial_PV-77,2050.06.12.04,0.0
Jiangsu-Commercial_PV-78,2050.06.12.04,0.0
Jiangsu-Offshore_Wind-13135,2050.06.12.04,0.0327178
Jiangsu-Residential_PV-274,2050.06.12.04,0.0
Jiangsu-Residential_PV-275,2050.06.12.04,0.0
Jiangsu-Residential_PV-276,2050.06.12.04,0.0
Jiangsu-Residential_PV-277,2050.06.12.04,0.0
Jiangsu-Residential_PV-278,2050.06.12.04,0.0
Jiangsu-Residential_PV-357,2050.06.12.04,0.0
Jiangsu-Residential_PV-370,2050.06.12.04,0.0
Jiangsu-Wind-1078,2050.06.12.04,0.049136
Jiangsu-Wind-1079,2050.06.12.04,0.049136
Jiangsu-Wind-1080,2050.06.12.04,0.049136
Jiangsu-Wind-1084,2050.06.12.04,0.049136
Jiangsu-Wind-1085,2050.06.12.04,0.049136
Jiangsu-Wind-1088,2050.06.12.04,0.049136
Jiangsu-Wind-1089,2050.06.12.04,0.049136
Jiangsu-Wind-1092,2050.06.12.04,0.049136
Jiangsu-Wind-1093,2050.06.12.04,0.049136
Jiangsu-Wind-1094,2050.06.12.04,0.049136
Jiangsu-Wind-1096,2050.06.12.04,0.049136
Jiangsu-Wind-1159,2050.06.12.04,0.049136
Jiangsu-Wind_EP-ep-40015,2050.06.12.04,0.049136
Jiangsu-Wind_EP-ep-40031,2050.06.12.04,0.049136
Jiangsu-Wind_EP-ep-40053,2050.06.12.04,0.049136
Jiangsu-Wind_EP-ep-40089,2050.06.12.04,0.049136
Jiangsu-Wind_EP-ep-40116,2050.06.12.04,0.049136
Jiangsu-Wind_EP-ep-40143,2050.06.12.04,0.049136
Jiangsu-Wind_EP-ep-40172,2050.06.12.04,0.049136
Jiangsu-Wind_EP-ep-40200,2050.06.12.04,0.049136
Jiangsu-Wind_EP-ep-40227,2050.06.12.04,0.049136
Jiangsu-Wind_EP-ep-40249,2050.06.12.04,0.049136
Jiangsu-Wind_EP-ep-40270,2050.06.12.04,0.049136
Shanghai-Central_PV-509,2050.06.12.04,0.0
Shanghai-Central_PV_EP-ep-50003,2050.06.12.04,0.0
Shanghai-Central_PV_EP-ep-50005,2050.06.12.04,0.0
Shanghai-Central_PV_EP-ep-50044,2050.06.12.04,0.0
Shanghai-Central_PV_EP-ep-50074,2050.06.12.04,0.0
Shanghai-Central_PV_EP-ep-50103,2050.06.12.04,0.0
Shanghai-Central_PV_EP-ep-50164,2050.06.12.04,0.0
Shanghai-Commercial_PV-109,2050.06.12.04,0.0
Shanghai-Offshore_Wind-13152,2050.06.12.04,0.0174031
Shanghai-Residential_PV-309,2050.06.12.04,0.0
Shanghai-Wind-1068,2050.06.12.04,0.0
Shanghai-Wind-1069,2050.06.12.04,0.0
Shanghai-Wind-1072,2050.06.12.04,0.0
Shanghai-Wind_EP-ep-40003,2050.06.12.04,0.0
Shanghai-Wind_EP-ep-40020,2050.06.12.04,0.0
Shanghai-Wind_EP-ep-40037,2050.06.12.04,0.0
Shanghai-Wind_EP-ep-40070,2050.06.12.04,0.0
Shanghai-Wind_EP-ep-40096,2050.06.12.04,0.0
Shanghai-Wind_EP-ep-40124,2050.06.12.04,0.0
Shanghai-Wind_EP-ep-40151,2050.06.12.04,0.0
Shanghai-Wind_EP-ep-40179,2050.06.12.04,0.0
Shanghai-Wind_EP-ep-40255,2050.06.12.04,0.0
Zhejiang-Central_PV-547,2050.06.12.04,0.0
Zhejiang-Central_PV-548,2050.06.12.04,0.0
Zhejiang-Central_PV-549,2050.06.12.04,0.0
Zhejiang-Central_PV-550,2050.06.12.04,0.0
Zhejiang-Central_PV-551,2050.06.12.04,0.0
Zhejiang-Central_PV_EP-ep-50011,2050.06.12.04,0.0
Zhejiang-Central_PV_EP-ep-50025,2050.06.12.04,0.0
Zhejiang-Central_PV_EP-ep-50052,2050.06.12.04,0.0
Zhejiang-Central_PV_EP-ep-50082,2050.06.12.04,0.0
Zhejiang-Central_PV_EP-ep-50111,2050.06.12.04,0.0
Zhejiang-Central_PV_EP-ep-50142,2050.06.12.04,0.0
Zhejiang-Central_PV_EP-ep-50171,2050.06.12.04,0.0
Zhejiang-Commercial_PV-147,2050.06.12.04,0.0
Zhejiang-Commercial_PV-148,2050.06.12.04,0.0
Zhejiang-Commercial_PV-149,2050.06.12.04,0.0
Zhejiang-Commercial_PV-150,2050.06.12.04,0.0
Zhejiang-Commercial_PV-151,2050.06.12.04,0.0
Zhejiang-Offshore_Wind-13169,2050.06.12.04,0.0506102
Zhejiang-Residential_PV-347,2050.06.12.04,0.0
Zhejiang-Residential_PV-348,2050.06.12.04,0.0
Zhejiang-Residential_PV-349,2050.06.12.04,0.0
Zhejiang-Residential_PV-350,2050.06.12.04,0.0
Zhejiang-Residential_PV-351,2050.06.12.04,0.0
Zhejiang-Wind-1048,2050.06.12.04,0.0377815
Zhejiang-Wind-1051,2050.06.12.04,0.0377815
Zhejiang-Wind-1053,2050.06.12.04,0.0377815
Zhejiang-Wind-1054,2050.06.12.04,0.0377815
Zhejiang-Wind-1056,2050.06.12.04,0.0377815
Zhejiang-Wind-1059,2050.06.12.04,0.0377815
Zhejiang-Wind-1061,2050.06.12.04,0.0377815
Zhejiang-Wind-1065,2050.06.12.04,0.0377815
Zhejiang-Wind-1067,2050.06.12.04,0.0377815
Zhejiang-Wind-1157,2050.06.12.04,0.0377815
