GEN_BLD_YRS_1,GEN_BLD_YRS_2,BuildGen
Fujian-Gas_Combustion_Turbine_RC-13124,2038,0.0
Fujian-Gas_Combustion_Turbine_RC-13124,2048,0.0
Fujian-Hydro_NonPumped-ep-30005,1981,117.79
Fujian-Hydro_NonPumped-ep-30036,1982,75.36
Fujian-Hydro_NonPumped-ep-30067,1983,87.8
Fujian-Hydro_NonPumped-ep-30098,1984,105.36
Fujian-Hydro_NonPumped-ep-30129,1985,59.99
Fujian-Hydro_NonPumped-ep-30160,1986,81.94
Fujian-Hydro_NonPumped-ep-30191,1987,193.88
Fujian-Hydro_NonPumped-ep-30222,1988,183.64
Fujian-Hydro_NonPumped-ep-30253,1989,137.55
Fujian-Hydro_NonPumped-ep-30284,1990,107.55
Fujian-Hydro_NonPumped-ep-30315,1991,133.89
Fujian-Hydro_NonPumped-ep-30346,1992,204.86
Fujian-Hydro_NonPumped-ep-30377,1993,286.07
Fujian-Hydro_NonPumped-ep-30408,1994,327.04
Fujian-Hydro_NonPumped-ep-30439,1995,228.27
Fujian-Hydro_NonPumped-ep-30470,1996,248.75
Fujian-Hydro_NonPumped-ep-30501,1997,303.63
Fujian-Hydro_NonPumped-ep-30532,1998,389.96
Fujian-Hydro_NonPumped-ep-30560,1999,280.0
Fujian-Hydro_NonPumped-ep-30583,2000,280.0
Fujian-Hydro_NonPumped-ep-30607,2001,372.69
Fujian-Hydro_NonPumped-ep-30630,2002,580.44
Fujian-Hydro_NonPumped-ep-30653,2003,486.87
Fujian-Hydro_NonPumped-ep-30676,2004,420.0
Fujian-Hydro_NonPumped-ep-30719,2012,130.2
Fujian-Hydro_NonPumped-ep-30724,2005,1040.0
Fujian-Hydro_NonPumped-ep-30748,2006,740.0
Fujian-Hydro_NonPumped-ep-30771,2007,840.0
Fujian-Hydro_NonPumped-ep-30794,2008,780.0
Fujian-Hydro_NonPumped-ep-30814,2009,400.0
Fujian-Hydro_NonPumped-ep-30839,2010,130.0
Fujian-Hydro_NonPumped-ep-30880,2013,1470.5
Fujian-Hydro_NonPumped-ep-30895,2014,27.5
Fujian-Hydro_NonPumped-ep-30904,2015,117.4
Fujian-Hydro_NonPumped-ep-30918,2016,40.3
Fujian-Hydro_NonPumped-ep-30950,2017,35.2
Fujian-Hydro_NonPumped-ep-30995,2011,141.8
Fujian-Hydro_Pumped-ep-35041,2020,1400.0
Fujian-Nuclear_EP_SEA-ep-3103,2020,2178.0
Fujian-Nuclear_EP_SEA-ep-3104,2020,2320.0
Fujian-Nuclear_EP_SEA-ep-60016,2013,1015.0
Fujian-Nuclear_EP_SEA-ep-60021,2014,1015.0
Fujian-Nuclear_EP_SEA-ep-60022,2014,1015.0
Fujian-Nuclear_SEA-13125,2038,-0.0
Fujian-Nuclear_SEA-13125,2048,0.0
Fujian-Nuclear_SEA-13130,2038,6561.0
Fujian-Nuclear_SEA-13130,2048,0.0
Fujian-Nuclear_SMR-13123,2038,0.0
Fujian-Nuclear_SMR-13123,2048,0.0
Fujian-Offshore_Wind-13118,2038,0.0
Fujian-Offshore_Wind-13118,2048,20028.97393725573
Fujian-Residential_PV-207,2038,0.0
Fujian-Residential_PV-207,2048,0.0
Fujian-Residential_PV-208,2038,0.0
Fujian-Residential_PV-208,2048,0.0
Fujian-Residential_PV-209,2038,0.0
Fujian-Residential_PV-209,2048,0.0
Fujian-Residential_PV-210,2038,0.0
Fujian-Residential_PV-210,2048,0.0
Fujian-Residential_PV-211,2038,0.0
Fujian-Residential_PV-211,2048,0.0
Fujian-Residential_PV-400,2038,0.0
Fujian-Residential_PV-400,2048,0.0
Fujian-Wind-1021,2038,1742.857143
Fujian-Wind-1021,2048,-0.0
Fujian-Wind-1022,2038,1742.857143
Fujian-Wind-1022,2048,-0.0
Fujian-Wind-1024,2038,1742.857143
Fujian-Wind-1024,2048,-0.0
Fujian-Wind-1029,2038,1742.857143
Fujian-Wind-1029,2048,-0.0
Fujian-Wind-1035,2038,1742.857143
Fujian-Wind-1035,2048,-0.0
Fujian-Wind-1042,2038,1742.857143
Fujian-Wind-1042,2048,-0.0
Fujian-Wind-1044,2038,1742.857143
Fujian-Wind-1044,2048,-0.0
Fujian-Wind_EP-ep-40001,2012,304.0
Fujian-Wind_EP-ep-40008,2007,230.0
Fujian-Wind_EP-ep-40025,2008,30.0
Fujian-Wind_EP-ep-40045,2009,200.0
Fujian-Wind_EP-ep-40106,2013,339.5
Fujian-Wind_EP-ep-40133,2014,38.5
Fujian-Wind_EP-ep-40162,2015,222.0
Fujian-Wind_EP-ep-40190,2016,419.5
Fujian-Wind_EP-ep-40218,2017,377.1
Fujian-Wind_EP-ep-40241,2010,90.0
Fujian-Wind_EP-ep-40259,2011,268.0
Fujian_Fuel_Cell,2038,0.0
Fujian_Fuel_Cell,2048,0.0
Jiangsu-Battery_Storage-11179,2038,-0.0
Jiangsu-Battery_Storage-11179,2048,45370.12959305624
Jiangsu-Central_PV-474,2038,0.0
Jiangsu-Central_PV-474,2048,1142.857143
Jiangsu-Central_PV-475,2038,0.0
Jiangsu-Central_PV-475,2048,0.0
Jiangsu-Central_PV-476,2038,0.0
Jiangsu-Central_PV-476,2048,1142.857143
Jiangsu-Central_PV-477,2038,0.0
Jiangsu-Central_PV-477,2048,1142.857143
Jiangsu-Central_PV-478,2038,0.0
Jiangsu-Central_PV-478,2048,1142.857143
Jiangsu-Central_PV-570,2038,0.0
Jiangsu-Central_PV-570,2048,1142.857143
Jiangsu-Central_PV-571,2038,0.0
Jiangsu-Central_PV-571,2048,1142.857143
Jiangsu-Central_PV_EP-ep-50016,2012,179.4
Jiangsu-Central_PV_EP-ep-50037,2013,615.6
Jiangsu-Central_PV_EP-ep-50066,2014,1516.0
Jiangsu-Central_PV_EP-ep-50096,2015,1662.8
Jiangsu-Central_PV_EP-ep-50127,2016,1231.1
Jiangsu-Central_PV_EP-ep-50156,2017,3617.6
Jiangsu-Central_PV_EP-ep-50180,2011,250.6
Jiangsu-Coal_1000_OT-11937,2038,-0.0
Jiangsu-Coal_1000_OT-11937,2048,-0.0
Jiangsu-Coal_1000_OT-11937_CCS,2038,0.0
Jiangsu-Coal_1000_OT-11937_CCS,2048,-0.0
Jiangsu-Coal_1000_OT-11937_H2,2038,-0.0
Jiangsu-Coal_1000_OT-11937_H2,2048,-0.0
Jiangsu-Coal_1000_OT-11955,2038,79611.50154861918
Jiangsu-Coal_1000_OT-11955,2048,1625.37340850791
Jiangsu-Coal_1000_OT-11955_CCS,2038,0.0
Jiangsu-Coal_1000_OT-11955_CCS,2048,-0.0
Jiangsu-Coal_1000_OT-11955_H2,2038,-0.0
Jiangsu-Coal_1000_OT-11955_H2,2048,-0.0
Jiangsu-Coal_1000_OT-11973,2038,-0.0
Jiangsu-Coal_1000_OT-11973,2048,-0.0
Jiangsu-Coal_1000_OT-11973_CCS,2038,0.0
Jiangsu-Coal_1000_OT-11973_CCS,2048,-0.0
Jiangsu-Coal_1000_OT-11973_H2,2038,-0.0
Jiangsu-Coal_1000_OT-11973_H2,2048,-0.0
Jiangsu-Coal_1000_OT-11999,2038,-0.0
Jiangsu-Coal_1000_OT-11999,2048,0.0
Jiangsu-Coal_1000_OT-11999_CCS,2038,0.0
Jiangsu-Coal_1000_OT-11999_CCS,2048,-0.0
Jiangsu-Coal_1000_OT-11999_H2,2038,-0.0
Jiangsu-Coal_1000_OT-11999_H2,2048,-0.0
Jiangsu-Coal_1000_OT-12017,2038,-0.0
Jiangsu-Coal_1000_OT-12017,2048,-0.0
Jiangsu-Coal_1000_OT-12017_CCS,2038,0.0
Jiangsu-Coal_1000_OT-12017_CCS,2048,-0.0
Jiangsu-Coal_1000_OT-12017_H2,2038,-0.0
Jiangsu-Coal_1000_OT-12017_H2,2048,-0.0
Jiangsu-Coal_1000_RC-11945,2038,-0.0
Jiangsu-Coal_1000_RC-11945,2048,0.0
Jiangsu-Coal_1000_RC-11945_CCS,2038,0.0
Jiangsu-Coal_1000_RC-11945_CCS,2048,-0.0
Jiangsu-Coal_1000_RC-11945_H2,2038,-0.0
Jiangsu-Coal_1000_RC-11945_H2,2048,-0.0
Jiangsu-Coal_1000_RC-11963,2038,0.0
Jiangsu-Coal_1000_RC-11963,2048,-0.0
Jiangsu-Coal_1000_RC-11963_CCS,2038,0.0
Jiangsu-Coal_1000_RC-11963_CCS,2048,-0.0
Jiangsu-Coal_1000_RC-11963_H2,2038,-0.0
Jiangsu-Coal_1000_RC-11963_H2,2048,-0.0
Jiangsu-Coal_1000_RC-11981,2038,-0.0
Jiangsu-Coal_1000_RC-11981,2048,0.0
Jiangsu-Coal_1000_RC-11981_CCS,2038,0.0
Jiangsu-Coal_1000_RC-11981_CCS,2048,-0.0
Jiangsu-Coal_1000_RC-11981_H2,2038,-0.0
Jiangsu-Coal_1000_RC-11981_H2,2048,-0.0
Jiangsu-Coal_1000_RC-12007,2038,-0.0
Jiangsu-Coal_1000_RC-12007,2048,0.0
Jiangsu-Coal_1000_RC-12007_CCS,2038,0.0
Jiangsu-Coal_1000_RC-12007_CCS,2048,-0.0
Jiangsu-Coal_1000_RC-12007_H2,2038,-0.0
Jiangsu-Coal_1000_RC-12007_H2,2048,-0.0
Jiangsu-Coal_1000_RC-12025,2038,0.0
Jiangsu-Coal_1000_RC-12025,2048,-0.0
Jiangsu-Coal_1000_RC-12025_CCS,2038,0.0
Jiangsu-Coal_1000_RC-12025_CCS,2048,-0.0
Jiangsu-Coal_1000_RC-12025_H2,2038,-0.0
Jiangsu-Coal_1000_RC-12025_H2,2048,-0.0
Jiangsu-Coal_1000_SEA-11991,2038,-0.0
Jiangsu-Coal_1000_SEA-11991,2048,0.0
Jiangsu-Coal_1000_SEA-11991_CCS,2038,0.0
Jiangsu-Coal_1000_SEA-11991_CCS,2048,-0.0
Jiangsu-Coal_1000_SEA-11991_H2,2038,-0.0
Jiangsu-Coal_1000_SEA-11991_H2,2048,-0.0
Jiangsu-Coal_100_OT-ep-1000,2005,135.0
Jiangsu-Coal_100_OT-ep-1001,2005,135.0
Jiangsu-Coal_100_OT-ep-995,2003,140.0
Jiangsu-Coal_100_OT-ep-996,2003,140.0
Jiangsu-Coal_100_OT-ep-999,2002,135.0
Jiangsu-Coal_100_RC-ep-1002,2005,135.0
Jiangsu-Coal_100_RC-ep-1003,2005,135.0
Jiangsu-Coal_100_RC-ep-1004,2005,135.0
Jiangsu-Coal_100_RC-ep-1005,2005,135.0
Jiangsu-Coal_100_RC-ep-1006,2005,135.0
Jiangsu-Coal_100_RC-ep-1007,2005,135.0
Jiangsu-Coal_100_RC-ep-1008,1990,103.0
Jiangsu-Coal_100_RC-ep-1009,2001,100.0
Jiangsu-Coal_100_RC-ep-993,2003,140.0
Jiangsu-Coal_100_RC-ep-994,2003,140.0
Jiangsu-Coal_100_RC-ep-997,1995,138.0
Jiangsu-Coal_100_RC-ep-998,1995,138.0
Jiangsu-Coal_300_OT-11941,2038,-0.0
Jiangsu-Coal_300_OT-11941,2048,-0.0
Jiangsu-Coal_300_OT-11941_CCS,2038,0.0
Jiangsu-Coal_300_OT-11941_CCS,2048,-0.0
Jiangsu-Coal_300_OT-11941_H2,2038,-0.0
Jiangsu-Coal_300_OT-11941_H2,2048,-0.0
Jiangsu-Coal_300_OT-11959,2038,-0.0
Jiangsu-Coal_300_OT-11959,2048,-0.0
Jiangsu-Coal_300_OT-11959_CCS,2038,0.0
Jiangsu-Coal_300_OT-11959_CCS,2048,-0.0
Jiangsu-Coal_300_OT-11959_H2,2038,-0.0
Jiangsu-Coal_300_OT-11959_H2,2048,-0.0
Jiangsu-Coal_300_OT-11977,2038,-0.0
Jiangsu-Coal_300_OT-11977,2048,-0.0
Jiangsu-Coal_300_OT-11977_CCS,2038,0.0
Jiangsu-Coal_300_OT-11977_CCS,2048,-0.0
Jiangsu-Coal_300_OT-11977_H2,2038,-0.0
Jiangsu-Coal_300_OT-11977_H2,2048,-0.0
Jiangsu-Coal_300_OT-12003,2038,-0.0
Jiangsu-Coal_300_OT-12003,2048,-0.0
Jiangsu-Coal_300_OT-12003_CCS,2038,0.0
Jiangsu-Coal_300_OT-12003_CCS,2048,-0.0
Jiangsu-Coal_300_OT-12003_H2,2038,-0.0
Jiangsu-Coal_300_OT-12003_H2,2048,-0.0
Jiangsu-Coal_300_OT-12021,2038,0.0
Jiangsu-Coal_300_OT-12021,2048,-0.0
Jiangsu-Coal_300_OT-12021_CCS,2038,0.0
Jiangsu-Coal_300_OT-12021_CCS,2048,-0.0
Jiangsu-Coal_300_OT-12021_H2,2038,-0.0
Jiangsu-Coal_300_OT-12021_H2,2048,-0.0
Jiangsu-Coal_300_RC-11949,2038,-0.0
Jiangsu-Coal_300_RC-11949,2048,0.0
Jiangsu-Coal_300_RC-11949_CCS,2038,0.0
Jiangsu-Coal_300_RC-11949_CCS,2048,-0.0
Jiangsu-Coal_300_RC-11949_H2,2038,-0.0
Jiangsu-Coal_300_RC-11949_H2,2048,-0.0
Jiangsu-Coal_300_RC-11967,2038,-0.0
Jiangsu-Coal_300_RC-11967,2048,-0.0
Jiangsu-Coal_300_RC-11967_CCS,2038,0.0
Jiangsu-Coal_300_RC-11967_CCS,2048,-0.0
Jiangsu-Coal_300_RC-11967_H2,2038,-0.0
Jiangsu-Coal_300_RC-11967_H2,2048,-0.0
Jiangsu-Coal_300_RC-11985,2038,-0.0
Jiangsu-Coal_300_RC-11985,2048,-0.0
Jiangsu-Coal_300_RC-11985_CCS,2038,0.0
Jiangsu-Coal_300_RC-11985_CCS,2048,-0.0
Jiangsu-Coal_300_RC-11985_H2,2038,-0.0
Jiangsu-Coal_300_RC-11985_H2,2048,-0.0
Jiangsu-Coal_300_RC-12011,2038,-0.0
Jiangsu-Coal_300_RC-12011,2048,0.0
Jiangsu-Coal_300_RC-12011_CCS,2038,0.0
Jiangsu-Coal_300_RC-12011_CCS,2048,-0.0
Jiangsu-Coal_300_RC-12011_H2,2038,-0.0
Jiangsu-Coal_300_RC-12011_H2,2048,-0.0
Jiangsu-Coal_300_RC-12029,2038,-0.0
Jiangsu-Coal_300_RC-12029,2048,0.0
Jiangsu-Coal_300_RC-12029_CCS,2038,0.0
Jiangsu-Coal_300_RC-12029_CCS,2048,-0.0
Jiangsu-Coal_300_RC-12029_H2,2038,-0.0
Jiangsu-Coal_300_RC-12029_H2,2048,-0.0
Jiangsu-Coal_300_SEA-11995,2038,-0.0
Jiangsu-Coal_300_SEA-11995,2048,0.0
Jiangsu-Coal_300_SEA-11995_CCS,2038,0.0
Jiangsu-Coal_300_SEA-11995_CCS,2048,-0.0
Jiangsu-Coal_300_SEA-11995_H2,2038,-0.0
Jiangsu-Coal_300_SEA-11995_H2,2048,-0.0
Jiangsu-Coal_600_OT-11939,2038,-0.0
Jiangsu-Coal_600_OT-11939,2048,-0.0
Jiangsu-Coal_600_OT-11939_CCS,2038,0.0
Jiangsu-Coal_600_OT-11939_CCS,2048,-0.0
Jiangsu-Coal_600_OT-11939_H2,2038,-0.0
Jiangsu-Coal_600_OT-11939_H2,2048,-0.0
Jiangsu-Coal_600_OT-11957,2038,0.0
Jiangsu-Coal_600_OT-11957,2048,-0.0
Jiangsu-Coal_600_OT-11957_CCS,2038,0.0
Jiangsu-Coal_600_OT-11957_CCS,2048,-0.0
Jiangsu-Coal_600_OT-11957_H2,2038,-0.0
Jiangsu-Coal_600_OT-11957_H2,2048,-0.0
Jiangsu-Coal_600_OT-11975,2038,-0.0
Jiangsu-Coal_600_OT-11975,2048,0.0
Jiangsu-Coal_600_OT-11975_CCS,2038,0.0
Jiangsu-Coal_600_OT-11975_CCS,2048,-0.0
Jiangsu-Coal_600_OT-11975_H2,2038,-0.0
Jiangsu-Coal_600_OT-11975_H2,2048,-0.0
Jiangsu-Coal_600_OT-12001,2038,-0.0
Jiangsu-Coal_600_OT-12001,2048,-0.0
Jiangsu-Coal_600_OT-12001_CCS,2038,0.0
Jiangsu-Coal_600_OT-12001_CCS,2048,-0.0
Jiangsu-Coal_600_OT-12001_H2,2038,-0.0
Jiangsu-Coal_600_OT-12001_H2,2048,-0.0
Jiangsu-Coal_600_OT-12019,2038,-0.0
Jiangsu-Coal_600_OT-12019,2048,-0.0
Jiangsu-Coal_600_OT-12019_CCS,2038,0.0
Jiangsu-Coal_600_OT-12019_CCS,2048,-0.0
Jiangsu-Coal_600_OT-12019_H2,2038,-0.0
Jiangsu-Coal_600_OT-12019_H2,2048,-0.0
Jiangsu-Coal_600_RC-11947,2038,-0.0
Jiangsu-Coal_600_RC-11947,2048,0.0
Jiangsu-Coal_600_RC-11947_CCS,2038,0.0
Jiangsu-Coal_600_RC-11947_CCS,2048,-0.0
Jiangsu-Coal_600_RC-11947_H2,2038,-0.0
Jiangsu-Coal_600_RC-11947_H2,2048,-0.0
Jiangsu-Coal_600_RC-11965,2038,0.0
Jiangsu-Coal_600_RC-11965,2048,-0.0
Jiangsu-Coal_600_RC-11965_CCS,2038,0.0
Jiangsu-Coal_600_RC-11965_CCS,2048,-0.0
Jiangsu-Coal_600_RC-11965_H2,2038,-0.0
Jiangsu-Coal_600_RC-11965_H2,2048,-0.0
Jiangsu-Coal_600_RC-11983,2038,-0.0
Jiangsu-Coal_600_RC-11983,2048,-0.0
Jiangsu-Coal_600_RC-11983_CCS,2038,0.0
Jiangsu-Coal_600_RC-11983_CCS,2048,-0.0
Jiangsu-Coal_600_RC-11983_H2,2038,-0.0
Jiangsu-Coal_600_RC-11983_H2,2048,-0.0
Jiangsu-Coal_600_RC-12009,2038,0.0
Jiangsu-Coal_600_RC-12009,2048,-0.0
Jiangsu-Coal_600_RC-12009_CCS,2038,0.0
Jiangsu-Coal_600_RC-12009_CCS,2048,-0.0
Jiangsu-Coal_600_RC-12009_H2,2038,-0.0
Jiangsu-Coal_600_RC-12009_H2,2048,-0.0
Jiangsu-Coal_600_RC-12027,2038,-0.0
Jiangsu-Coal_600_RC-12027,2048,-0.0
Jiangsu-Coal_600_RC-12027_CCS,2038,0.0
Jiangsu-Coal_600_RC-12027_CCS,2048,-0.0
Jiangsu-Coal_600_RC-12027_H2,2038,-0.0
Jiangsu-Coal_600_RC-12027_H2,2048,-0.0
Jiangsu-Coal_600_SEA-11993,2038,-0.0
Jiangsu-Coal_600_SEA-11993,2048,-0.0
Jiangsu-Coal_600_SEA-11993_CCS,2038,0.0
Jiangsu-Coal_600_SEA-11993_CCS,2048,-0.0
Jiangsu-Coal_600_SEA-11993_H2,2038,-0.0
Jiangsu-Coal_600_SEA-11993_H2,2048,-0.0
Jiangsu-Coal_IGCC_RC-11951,2038,0.0
Jiangsu-Coal_IGCC_RC-11951,2048,0.0
Jiangsu-Coal_IGCC_RC-11951_CCS,2038,0.0
Jiangsu-Coal_IGCC_RC-11951_CCS,2048,-0.0
Jiangsu-Coal_IGCC_RC-11951_H2,2038,-0.0
Jiangsu-Coal_IGCC_RC-11951_H2,2048,-0.0
Jiangsu-Coal_IGCC_RC-11969,2038,0.0
Jiangsu-Coal_IGCC_RC-11969,2048,0.0
Jiangsu-Coal_IGCC_RC-11969_CCS,2038,0.0
Jiangsu-Coal_IGCC_RC-11969_CCS,2048,-0.0
Jiangsu-Coal_IGCC_RC-11969_H2,2038,-0.0
Jiangsu-Coal_IGCC_RC-11969_H2,2048,-0.0
Jiangsu-Coal_IGCC_RC-11987,2038,0.0
Jiangsu-Coal_IGCC_RC-11987,2048,0.0
Jiangsu-Coal_IGCC_RC-11987_CCS,2038,0.0
Jiangsu-Coal_IGCC_RC-11987_CCS,2048,-0.0
Jiangsu-Coal_IGCC_RC-11987_H2,2038,-0.0
Jiangsu-Coal_IGCC_RC-11987_H2,2048,-0.0
Jiangsu-Coal_IGCC_RC-12013,2038,0.0
Jiangsu-Coal_IGCC_RC-12013,2048,0.0
Jiangsu-Coal_IGCC_RC-12013_CCS,2038,0.0
Jiangsu-Coal_IGCC_RC-12013_CCS,2048,-0.0
Jiangsu-Coal_IGCC_RC-12013_H2,2038,-0.0
Jiangsu-Coal_IGCC_RC-12013_H2,2048,-0.0
Jiangsu-Coal_IGCC_RC-12031,2038,0.0
Jiangsu-Coal_IGCC_RC-12031,2048,0.0
Jiangsu-Coal_IGCC_RC-12031_CCS,2038,0.0
Jiangsu-Coal_IGCC_RC-12031_CCS,2048,-0.0
Jiangsu-Coal_IGCC_RC-12031_H2,2038,-0.0
Jiangsu-Coal_IGCC_RC-12031_H2,2048,-0.0
Jiangsu-Coal_Small_OT-ep-1012,1990,60.0
Jiangsu-Coal_Small_OT-ep-1013,1990,30.0
Jiangsu-Coal_Small_OT-ep-905,1990,413.0
Jiangsu-Coal_Small_OT-ep-974,1990,242.0
Jiangsu-Coal_Small_RC-ep-839,1990,2915.5
Jiangsu-Coal_Small_RC-ep-840,1990,2583.0
Jiangsu-Coal_Small_RC-ep-860,1990,774.0
Jiangsu-Coal_Small_RC-ep-890,1990,625.0
Jiangsu-Commercial_PV-129,2038,1057.142857
Jiangsu-Commercial_PV-129,2048,-0.0
Jiangsu-Commercial_PV-170,2038,0.0
Jiangsu-Commercial_PV-170,2048,0.0
Jiangsu-Commercial_PV-74,2038,0.0
Jiangsu-Commercial_PV-74,2048,0.0
Jiangsu-Commercial_PV-75,2038,0.0
Jiangsu-Commercial_PV-75,2048,0.0
Jiangsu-Commercial_PV-76,2038,0.0
Jiangsu-Commercial_PV-76,2048,0.0
Jiangsu-Commercial_PV-77,2038,0.0
Jiangsu-Commercial_PV-77,2048,0.0
Jiangsu-Commercial_PV-78,2038,0.0
Jiangsu-Commercial_PV-78,2048,0.0
Jiangsu-EP_Coal_1000_OT-ep-3067,2016,1000.0
Jiangsu-EP_Coal_1000_OT-ep-3068,2016,1000.0
Jiangsu-EP_Coal_1000_OT-ep-3069,2017,1000.0
Jiangsu-EP_Coal_1000_OT-ep-3070,2017,1000.0
Jiangsu-EP_Coal_1000_OT-ep-843,2010,1030.0
Jiangsu-EP_Coal_1000_OT-ep-844,2009,1030.0
Jiangsu-EP_Coal_1000_OT-ep-849,2015,1000.0
Jiangsu-EP_Coal_1000_OT-ep-850,2008,1000.0
Jiangsu-EP_Coal_1000_OT-ep-851,2007,1000.0
Jiangsu-EP_Coal_1000_OT-ep-852,2014,1000.0
Jiangsu-EP_Coal_1000_OT-ep-853,2014,1000.0
Jiangsu-EP_Coal_1000_OT-ep-854,2013,1000.0
Jiangsu-EP_Coal_1000_OT-ep-855,2013,1000.0
Jiangsu-EP_Coal_1000_OT-ep-856,2012,1000.0
Jiangsu-EP_Coal_1000_OT-ep-857,2011,1000.0
Jiangsu-EP_Coal_1000_OT-ep-858,2013,1000.0
Jiangsu-EP_Coal_1000_OT-ep-859,2013,1000.0
Jiangsu-EP_Coal_1000_RC-ep-3071,2018,1000.0
Jiangsu-EP_Coal_1000_RC-ep-3072,2018,1000.0
Jiangsu-EP_Coal_1000_RC-ep-3073,2016,1000.0
Jiangsu-EP_Coal_1000_RC-ep-842,2012,1030.0
Jiangsu-EP_Coal_1000_RC-ep-845,2011,1000.0
Jiangsu-EP_Coal_1000_RC-ep-846,2011,1000.0
Jiangsu-EP_Coal_1000_RC-ep-847,2010,1000.0
Jiangsu-EP_Coal_1000_RC-ep-848,2010,1000.0
Jiangsu-EP_Coal_1000_SEA-ep-3074,2017,1000.0
Jiangsu-EP_Coal_1000_SEA-ep-3075,2017,1000.0
Jiangsu-EP_Coal_300_OT-ep-914,1998,370.0
Jiangsu-EP_Coal_300_OT-ep-915,1998,370.0
Jiangsu-EP_Coal_300_OT-ep-916,1990,352.0
Jiangsu-EP_Coal_300_OT-ep-917,1989,352.0
Jiangsu-EP_Coal_300_OT-ep-918,1999,350.0
Jiangsu-EP_Coal_300_OT-ep-919,1999,350.0
Jiangsu-EP_Coal_300_OT-ep-920,1993,350.0
Jiangsu-EP_Coal_300_OT-ep-921,1993,350.0
Jiangsu-EP_Coal_300_OT-ep-935,2008,330.0
Jiangsu-EP_Coal_300_OT-ep-940,2004,330.0
Jiangsu-EP_Coal_300_OT-ep-941,2005,330.0
Jiangsu-EP_Coal_300_OT-ep-942,2005,330.0
Jiangsu-EP_Coal_300_OT-ep-943,2005,330.0
Jiangsu-EP_Coal_300_OT-ep-944,1986,330.0
Jiangsu-EP_Coal_300_OT-ep-945,1983,330.0
Jiangsu-EP_Coal_300_OT-ep-946,1987,330.0
Jiangsu-EP_Coal_300_OT-ep-947,1997,330.0
Jiangsu-EP_Coal_300_OT-ep-948,1989,330.0
Jiangsu-EP_Coal_300_OT-ep-949,1994,330.0
Jiangsu-EP_Coal_300_OT-ep-950,1994,330.0
Jiangsu-EP_Coal_300_OT-ep-951,1993,330.0
Jiangsu-EP_Coal_300_OT-ep-952,1993,330.0
Jiangsu-EP_Coal_300_OT-ep-959,1994,320.0
Jiangsu-EP_Coal_300_OT-ep-960,1994,320.0
Jiangsu-EP_Coal_300_OT-ep-961,2000,320.0
Jiangsu-EP_Coal_300_OT-ep-962,1999,320.0
Jiangsu-EP_Coal_300_OT-ep-967,2005,300.0
Jiangsu-EP_Coal_300_OT-ep-968,2004,300.0
Jiangsu-EP_Coal_300_OT-ep-969,2004,300.0
Jiangsu-EP_Coal_300_OT-ep-970,2004,300.0
Jiangsu-EP_Coal_300_RC-ep-922,2005,330.0
Jiangsu-EP_Coal_300_RC-ep-923,2005,330.0
Jiangsu-EP_Coal_300_RC-ep-924,2005,330.0
Jiangsu-EP_Coal_300_RC-ep-925,2005,330.0
Jiangsu-EP_Coal_300_RC-ep-926,2006,330.0
Jiangsu-EP_Coal_300_RC-ep-927,2006,330.0
Jiangsu-EP_Coal_300_RC-ep-928,2005,330.0
Jiangsu-EP_Coal_300_RC-ep-929,2005,330.0
Jiangsu-EP_Coal_300_RC-ep-930,2011,330.0
Jiangsu-EP_Coal_300_RC-ep-931,2005,330.0
Jiangsu-EP_Coal_300_RC-ep-932,2005,330.0
Jiangsu-EP_Coal_300_RC-ep-933,2006,330.0
Jiangsu-EP_Coal_300_RC-ep-934,2005,330.0
Jiangsu-EP_Coal_300_RC-ep-936,2005,330.0
Jiangsu-EP_Coal_300_RC-ep-937,2004,330.0
Jiangsu-EP_Coal_300_RC-ep-938,2005,330.0
Jiangsu-EP_Coal_300_RC-ep-939,2005,330.0
Jiangsu-EP_Coal_300_RC-ep-953,2002,320.0
Jiangsu-EP_Coal_300_RC-ep-954,2002,320.0
Jiangsu-EP_Coal_300_RC-ep-955,2004,320.0
Jiangsu-EP_Coal_300_RC-ep-956,2004,320.0
Jiangsu-EP_Coal_300_RC-ep-957,1997,320.0
Jiangsu-EP_Coal_300_RC-ep-958,1996,320.0
Jiangsu-EP_Coal_300_RC-ep-963,2010,300.0
Jiangsu-EP_Coal_300_RC-ep-964,2009,300.0
Jiangsu-EP_Coal_300_RC-ep-965,2011,300.0
Jiangsu-EP_Coal_300_RC-ep-966,2009,300.0
Jiangsu-EP_Coal_600_OT-ep-3076,2016,660.0
Jiangsu-EP_Coal_600_OT-ep-3077,2016,660.0
Jiangsu-EP_Coal_600_OT-ep-863,2011,660.0
Jiangsu-EP_Coal_600_OT-ep-864,2011,660.0
Jiangsu-EP_Coal_600_OT-ep-869,2010,660.0
Jiangsu-EP_Coal_600_OT-ep-870,2010,660.0
Jiangsu-EP_Coal_600_OT-ep-871,2014,660.0
Jiangsu-EP_Coal_600_OT-ep-872,2014,660.0
Jiangsu-EP_Coal_600_OT-ep-875,2005,650.0
Jiangsu-EP_Coal_600_OT-ep-876,2005,650.0
Jiangsu-EP_Coal_600_OT-ep-877,2005,650.0
Jiangsu-EP_Coal_600_OT-ep-878,2007,630.0
Jiangsu-EP_Coal_600_OT-ep-879,2006,630.0
Jiangsu-EP_Coal_600_OT-ep-880,2005,630.0
