GENERATION_PROJECT,PERIOD,gen_tech,gen_load_zone,gen_energy_source,GenCapacity,SuspendGen_total,GenStorageCapacity,GenCapitalRecovery,GenFixedOMCosts
Jiangsu-EP_Coal_1000_OT-ep-3069,2038,EP_Coal_1000_OT,Jiangsu,Coal,1000,0,.,3.89221e+07,1.41368e+07
Jiangsu-EP_Coal_1000_OT-ep-3069,2048,EP_Coal_1000_OT,Jiangsu,Coal,1000,0,.,3.89221e+07,1.41368e+07
Jiangsu-EP_Coal_1000_OT-ep-3070,2038,EP_Coal_1000_OT,Jiangsu,Coal,1000,0,.,3.89221e+07,1.41368e+07
Jiangsu-EP_Coal_1000_OT-ep-3070,2048,EP_Coal_1000_OT,Jiangsu,Coal,1000,0,.,3.89221e+07,1.41368e+07
Jiangsu-EP_Coal_1000_OT-ep-843,2038,EP_Coal_1000_OT,Jiangsu,Coal,1030,0,.,4.00898e+07,1.45609e+07
Jiangsu-EP_Coal_1000_OT-ep-843,2048,EP_Coal_1000_OT,Jiangsu,Coal,1030,0,.,4.00898e+07,1.45609e+07
Jiangsu-EP_Coal_1000_OT-ep-844,2038,EP_Coal_1000_OT,Jiangsu,Coal,1030,0,.,4.00898e+07,1.45609e+07
Jiangsu-EP_Coal_1000_OT-ep-844,2048,EP_Coal_1000_OT,Jiangsu,Coal,1030,0,.,4.00898e+07,1.45609e+07
Jiangsu-EP_Coal_1000_OT-ep-849,2038,EP_Coal_1000_OT,Jiangsu,Coal,1000,0,.,3.89221e+07,1.41368e+07
Jiangsu-EP_Coal_1000_OT-ep-849,2048,EP_Coal_1000_OT,Jiangsu,Coal,1000,0,.,3.89221e+07,1.41368e+07
Jiangsu-EP_Coal_1000_OT-ep-850,2038,EP_Coal_1000_OT,Jiangsu,Coal,1000,0,.,3.89221e+07,1.41368e+07
Jiangsu-EP_Coal_1000_OT-ep-850,2048,EP_Coal_1000_OT,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_1000_OT-ep-851,2038,EP_Coal_1000_OT,Jiangsu,Coal,1000,0,.,3.89221e+07,1.41368e+07
Jiangsu-EP_Coal_1000_OT-ep-851,2048,EP_Coal_1000_OT,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_1000_OT-ep-852,2038,EP_Coal_1000_OT,Jiangsu,Coal,1000,0,.,3.89221e+07,1.41368e+07
Jiangsu-EP_Coal_1000_OT-ep-852,2048,EP_Coal_1000_OT,Jiangsu,Coal,1000,0,.,3.89221e+07,1.41368e+07
Jiangsu-EP_Coal_1000_OT-ep-853,2038,EP_Coal_1000_OT,Jiangsu,Coal,1000,0,.,3.89221e+07,1.41368e+07
Jiangsu-EP_Coal_1000_OT-ep-853,2048,EP_Coal_1000_OT,Jiangsu,Coal,1000,0,.,3.89221e+07,1.41368e+07
Jiangsu-EP_Coal_1000_OT-ep-854,2038,EP_Coal_1000_OT,Jiangsu,Coal,1000,0,.,3.89221e+07,1.41368e+07
Jiangsu-EP_Coal_1000_OT-ep-854,2048,EP_Coal_1000_OT,Jiangsu,Coal,1000,0,.,3.89221e+07,1.41368e+07
Jiangsu-EP_Coal_1000_OT-ep-855,2038,EP_Coal_1000_OT,Jiangsu,Coal,1000,0,.,3.89221e+07,1.41368e+07
Jiangsu-EP_Coal_1000_OT-ep-855,2048,EP_Coal_1000_OT,Jiangsu,Coal,1000,0,.,3.89221e+07,1.41368e+07
Jiangsu-EP_Coal_1000_OT-ep-856,2038,EP_Coal_1000_OT,Jiangsu,Coal,1000,0,.,3.89221e+07,1.41368e+07
Jiangsu-EP_Coal_1000_OT-ep-856,2048,EP_Coal_1000_OT,Jiangsu,Coal,1000,0,.,3.89221e+07,1.41368e+07
Jiangsu-EP_Coal_1000_OT-ep-857,2038,EP_Coal_1000_OT,Jiangsu,Coal,1000,0,.,3.89221e+07,1.41368e+07
Jiangsu-EP_Coal_1000_OT-ep-857,2048,EP_Coal_1000_OT,Jiangsu,Coal,1000,0,.,3.89221e+07,1.41368e+07
Jiangsu-EP_Coal_1000_OT-ep-858,2038,EP_Coal_1000_OT,Jiangsu,Coal,1000,0,.,3.89221e+07,1.41368e+07
Jiangsu-EP_Coal_1000_OT-ep-858,2048,EP_Coal_1000_OT,Jiangsu,Coal,1000,0,.,3.89221e+07,1.41368e+07
Jiangsu-EP_Coal_1000_OT-ep-859,2038,EP_Coal_1000_OT,Jiangsu,Coal,1000,0,.,3.89221e+07,1.41368e+07
Jiangsu-EP_Coal_1000_OT-ep-859,2048,EP_Coal_1000_OT,Jiangsu,Coal,1000,0,.,3.89221e+07,1.41368e+07
Jiangsu-EP_Coal_1000_RC-ep-3071,2038,EP_Coal_1000_RC,Jiangsu,Coal,1000,0,.,3.89221e+07,1.41368e+07
Jiangsu-EP_Coal_1000_RC-ep-3071,2048,EP_Coal_1000_RC,Jiangsu,Coal,1000,0,.,3.89221e+07,1.41368e+07
Jiangsu-EP_Coal_1000_RC-ep-3072,2038,EP_Coal_1000_RC,Jiangsu,Coal,1000,0,.,3.89221e+07,1.41368e+07
Jiangsu-EP_Coal_1000_RC-ep-3072,2048,EP_Coal_1000_RC,Jiangsu,Coal,1000,0,.,3.89221e+07,1.41368e+07
Jiangsu-EP_Coal_1000_RC-ep-3073,2038,EP_Coal_1000_RC,Jiangsu,Coal,1000,0,.,3.89221e+07,1.41368e+07
Jiangsu-EP_Coal_1000_RC-ep-3073,2048,EP_Coal_1000_RC,Jiangsu,Coal,1000,0,.,3.89221e+07,1.41368e+07
Jiangsu-EP_Coal_1000_RC-ep-842,2038,EP_Coal_1000_RC,Jiangsu,Coal,1030,0,.,4.00898e+07,1.45609e+07
Jiangsu-EP_Coal_1000_RC-ep-842,2048,EP_Coal_1000_RC,Jiangsu,Coal,1030,0,.,4.00898e+07,1.45609e+07
Jiangsu-EP_Coal_1000_RC-ep-845,2038,EP_Coal_1000_RC,Jiangsu,Coal,1000,0,.,3.89221e+07,1.41368e+07
Jiangsu-EP_Coal_1000_RC-ep-845,2048,EP_Coal_1000_RC,Jiangsu,Coal,1000,0,.,3.89221e+07,1.41368e+07
Jiangsu-EP_Coal_1000_RC-ep-846,2038,EP_Coal_1000_RC,Jiangsu,Coal,1000,0,.,3.89221e+07,1.41368e+07
Jiangsu-EP_Coal_1000_RC-ep-846,2048,EP_Coal_1000_RC,Jiangsu,Coal,1000,0,.,3.89221e+07,1.41368e+07
Jiangsu-EP_Coal_1000_RC-ep-847,2038,EP_Coal_1000_RC,Jiangsu,Coal,1000,0,.,3.89221e+07,1.41368e+07
Jiangsu-EP_Coal_1000_RC-ep-847,2048,EP_Coal_1000_RC,Jiangsu,Coal,1000,0,.,3.89221e+07,1.41368e+07
Jiangsu-EP_Coal_1000_RC-ep-848,2038,EP_Coal_1000_RC,Jiangsu,Coal,1000,0,.,3.89221e+07,1.41368e+07
Jiangsu-EP_Coal_1000_RC-ep-848,2048,EP_Coal_1000_RC,Jiangsu,Coal,1000,0,.,3.89221e+07,1.41368e+07
Jiangsu-EP_Coal_1000_SEA-ep-3074,2038,EP_Coal_1000_SEA,Jiangsu,Coal,1000,0,.,3.89221e+07,1.41368e+07
Jiangsu-EP_Coal_1000_SEA-ep-3074,2048,EP_Coal_1000_SEA,Jiangsu,Coal,1000,0,.,3.89221e+07,1.41368e+07
Jiangsu-EP_Coal_1000_SEA-ep-3075,2038,EP_Coal_1000_SEA,Jiangsu,Coal,1000,0,.,3.89221e+07,1.41368e+07
Jiangsu-EP_Coal_1000_SEA-ep-3075,2048,EP_Coal_1000_SEA,Jiangsu,Coal,1000,0,.,3.89221e+07,1.41368e+07
Jiangsu-EP_Coal_300_OT-ep-914,2038,EP_Coal_300_OT,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_OT-ep-914,2048,EP_Coal_300_OT,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_OT-ep-915,2038,EP_Coal_300_OT,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_OT-ep-915,2048,EP_Coal_300_OT,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_OT-ep-916,2038,EP_Coal_300_OT,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_OT-ep-916,2048,EP_Coal_300_OT,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_OT-ep-917,2038,EP_Coal_300_OT,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_OT-ep-917,2048,EP_Coal_300_OT,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_OT-ep-918,2038,EP_Coal_300_OT,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_OT-ep-918,2048,EP_Coal_300_OT,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_OT-ep-919,2038,EP_Coal_300_OT,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_OT-ep-919,2048,EP_Coal_300_OT,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_OT-ep-920,2038,EP_Coal_300_OT,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_OT-ep-920,2048,EP_Coal_300_OT,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_OT-ep-921,2038,EP_Coal_300_OT,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_OT-ep-921,2048,EP_Coal_300_OT,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_OT-ep-935,2038,EP_Coal_300_OT,Jiangsu,Coal,330,0,.,1.46996e+07,5.27632e+06
Jiangsu-EP_Coal_300_OT-ep-935,2048,EP_Coal_300_OT,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_OT-ep-940,2038,EP_Coal_300_OT,Jiangsu,Coal,330,0,.,1.46996e+07,5.27632e+06
Jiangsu-EP_Coal_300_OT-ep-940,2048,EP_Coal_300_OT,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_OT-ep-941,2038,EP_Coal_300_OT,Jiangsu,Coal,330,0,.,1.46996e+07,5.27632e+06
Jiangsu-EP_Coal_300_OT-ep-941,2048,EP_Coal_300_OT,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_OT-ep-942,2038,EP_Coal_300_OT,Jiangsu,Coal,330,0,.,1.46996e+07,5.27632e+06
Jiangsu-EP_Coal_300_OT-ep-942,2048,EP_Coal_300_OT,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_OT-ep-943,2038,EP_Coal_300_OT,Jiangsu,Coal,330,0,.,1.46996e+07,5.27632e+06
Jiangsu-EP_Coal_300_OT-ep-943,2048,EP_Coal_300_OT,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_OT-ep-944,2038,EP_Coal_300_OT,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_OT-ep-944,2048,EP_Coal_300_OT,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_OT-ep-945,2038,EP_Coal_300_OT,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_OT-ep-945,2048,EP_Coal_300_OT,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_OT-ep-946,2038,EP_Coal_300_OT,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_OT-ep-946,2048,EP_Coal_300_OT,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_OT-ep-947,2038,EP_Coal_300_OT,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_OT-ep-947,2048,EP_Coal_300_OT,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_OT-ep-948,2038,EP_Coal_300_OT,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_OT-ep-948,2048,EP_Coal_300_OT,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_OT-ep-949,2038,EP_Coal_300_OT,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_OT-ep-949,2048,EP_Coal_300_OT,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_OT-ep-950,2038,EP_Coal_300_OT,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_OT-ep-950,2048,EP_Coal_300_OT,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_OT-ep-951,2038,EP_Coal_300_OT,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_OT-ep-951,2048,EP_Coal_300_OT,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_OT-ep-952,2038,EP_Coal_300_OT,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_OT-ep-952,2048,EP_Coal_300_OT,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_OT-ep-959,2038,EP_Coal_300_OT,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_OT-ep-959,2048,EP_Coal_300_OT,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_OT-ep-960,2038,EP_Coal_300_OT,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_OT-ep-960,2048,EP_Coal_300_OT,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_OT-ep-961,2038,EP_Coal_300_OT,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_OT-ep-961,2048,EP_Coal_300_OT,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_OT-ep-962,2038,EP_Coal_300_OT,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_OT-ep-962,2048,EP_Coal_300_OT,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_OT-ep-967,2038,EP_Coal_300_OT,Jiangsu,Coal,300,0,.,1.33633e+07,4.79666e+06
Jiangsu-EP_Coal_300_OT-ep-967,2048,EP_Coal_300_OT,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_OT-ep-968,2038,EP_Coal_300_OT,Jiangsu,Coal,300,0,.,1.33633e+07,4.79666e+06
Jiangsu-EP_Coal_300_OT-ep-968,2048,EP_Coal_300_OT,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_OT-ep-969,2038,EP_Coal_300_OT,Jiangsu,Coal,300,0,.,1.33633e+07,4.79666e+06
Jiangsu-EP_Coal_300_OT-ep-969,2048,EP_Coal_300_OT,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_OT-ep-970,2038,EP_Coal_300_OT,Jiangsu,Coal,300,0,.,1.33633e+07,4.79666e+06
Jiangsu-EP_Coal_300_OT-ep-970,2048,EP_Coal_300_OT,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_RC-ep-922,2038,EP_Coal_300_RC,Jiangsu,Coal,330,0,.,1.46996e+07,5.27632e+06
Jiangsu-EP_Coal_300_RC-ep-922,2048,EP_Coal_300_RC,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_RC-ep-923,2038,EP_Coal_300_RC,Jiangsu,Coal,330,0,.,1.46996e+07,5.27632e+06
Jiangsu-EP_Coal_300_RC-ep-923,2048,EP_Coal_300_RC,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_RC-ep-924,2038,EP_Coal_300_RC,Jiangsu,Coal,330,0,.,1.46996e+07,5.27632e+06
Jiangsu-EP_Coal_300_RC-ep-924,2048,EP_Coal_300_RC,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_RC-ep-925,2038,EP_Coal_300_RC,Jiangsu,Coal,330,0,.,1.46996e+07,5.27632e+06
Jiangsu-EP_Coal_300_RC-ep-925,2048,EP_Coal_300_RC,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_RC-ep-926,2038,EP_Coal_300_RC,Jiangsu,Coal,330,0,.,1.46996e+07,5.27632e+06
Jiangsu-EP_Coal_300_RC-ep-926,2048,EP_Coal_300_RC,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_RC-ep-927,2038,EP_Coal_300_RC,Jiangsu,Coal,330,0,.,1.46996e+07,5.27632e+06
Jiangsu-EP_Coal_300_RC-ep-927,2048,EP_Coal_300_RC,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_RC-ep-928,2038,EP_Coal_300_RC,Jiangsu,Coal,330,0,.,1.46996e+07,5.27632e+06
Jiangsu-EP_Coal_300_RC-ep-928,2048,EP_Coal_300_RC,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_RC-ep-929,2038,EP_Coal_300_RC,Jiangsu,Coal,330,0,.,1.46996e+07,5.27632e+06
Jiangsu-EP_Coal_300_RC-ep-929,2048,EP_Coal_300_RC,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_RC-ep-930,2038,EP_Coal_300_RC,Jiangsu,Coal,330,0,.,1.46996e+07,5.27632e+06
Jiangsu-EP_Coal_300_RC-ep-930,2048,EP_Coal_300_RC,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_RC-ep-931,2038,EP_Coal_300_RC,Jiangsu,Coal,330,0,.,1.46996e+07,5.27632e+06
Jiangsu-EP_Coal_300_RC-ep-931,2048,EP_Coal_300_RC,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_RC-ep-932,2038,EP_Coal_300_RC,Jiangsu,Coal,330,0,.,1.46996e+07,5.27632e+06
Jiangsu-EP_Coal_300_RC-ep-932,2048,EP_Coal_300_RC,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_RC-ep-933,2038,EP_Coal_300_RC,Jiangsu,Coal,330,0,.,1.46996e+07,5.27632e+06
Jiangsu-EP_Coal_300_RC-ep-933,2048,EP_Coal_300_RC,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_RC-ep-934,2038,EP_Coal_300_RC,Jiangsu,Coal,330,0,.,1.46996e+07,5.27632e+06
Jiangsu-EP_Coal_300_RC-ep-934,2048,EP_Coal_300_RC,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_RC-ep-936,2038,EP_Coal_300_RC,Jiangsu,Coal,330,0,.,1.46996e+07,5.27632e+06
Jiangsu-EP_Coal_300_RC-ep-936,2048,EP_Coal_300_RC,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_RC-ep-937,2038,EP_Coal_300_RC,Jiangsu,Coal,330,0,.,1.46996e+07,5.27632e+06
Jiangsu-EP_Coal_300_RC-ep-937,2048,EP_Coal_300_RC,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_RC-ep-938,2038,EP_Coal_300_RC,Jiangsu,Coal,330,0,.,1.46996e+07,5.27632e+06
Jiangsu-EP_Coal_300_RC-ep-938,2048,EP_Coal_300_RC,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_RC-ep-939,2038,EP_Coal_300_RC,Jiangsu,Coal,330,0,.,1.46996e+07,5.27632e+06
Jiangsu-EP_Coal_300_RC-ep-939,2048,EP_Coal_300_RC,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_RC-ep-953,2038,EP_Coal_300_RC,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_RC-ep-953,2048,EP_Coal_300_RC,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_RC-ep-954,2038,EP_Coal_300_RC,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_RC-ep-954,2048,EP_Coal_300_RC,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_RC-ep-955,2038,EP_Coal_300_RC,Jiangsu,Coal,320,0,.,1.42542e+07,5.11643e+06
Jiangsu-EP_Coal_300_RC-ep-955,2048,EP_Coal_300_RC,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_RC-ep-956,2038,EP_Coal_300_RC,Jiangsu,Coal,320,0,.,1.42542e+07,5.11643e+06
Jiangsu-EP_Coal_300_RC-ep-956,2048,EP_Coal_300_RC,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_RC-ep-957,2038,EP_Coal_300_RC,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_RC-ep-957,2048,EP_Coal_300_RC,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_RC-ep-958,2038,EP_Coal_300_RC,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_RC-ep-958,2048,EP_Coal_300_RC,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_RC-ep-963,2038,EP_Coal_300_RC,Jiangsu,Coal,300,0,.,1.33633e+07,4.79666e+06
Jiangsu-EP_Coal_300_RC-ep-963,2048,EP_Coal_300_RC,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_RC-ep-964,2038,EP_Coal_300_RC,Jiangsu,Coal,300,0,.,1.33633e+07,4.79666e+06
Jiangsu-EP_Coal_300_RC-ep-964,2048,EP_Coal_300_RC,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_RC-ep-965,2038,EP_Coal_300_RC,Jiangsu,Coal,300,0,.,1.33633e+07,4.79666e+06
Jiangsu-EP_Coal_300_RC-ep-965,2048,EP_Coal_300_RC,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_300_RC-ep-966,2038,EP_Coal_300_RC,Jiangsu,Coal,300,0,.,1.33633e+07,4.79666e+06
Jiangsu-EP_Coal_300_RC-ep-966,2048,EP_Coal_300_RC,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_600_OT-ep-3076,2038,EP_Coal_600_OT,Jiangsu,Coal,660,0,.,2.25977e+07,8.20742e+06
Jiangsu-EP_Coal_600_OT-ep-3076,2048,EP_Coal_600_OT,Jiangsu,Coal,660,0,.,2.25977e+07,8.20742e+06
Jiangsu-EP_Coal_600_OT-ep-3077,2038,EP_Coal_600_OT,Jiangsu,Coal,660,0,.,2.25977e+07,8.20742e+06
Jiangsu-EP_Coal_600_OT-ep-3077,2048,EP_Coal_600_OT,Jiangsu,Coal,660,0,.,2.25977e+07,8.20742e+06
Jiangsu-EP_Coal_600_OT-ep-863,2038,EP_Coal_600_OT,Jiangsu,Coal,660,0,.,2.25977e+07,8.20742e+06
Jiangsu-EP_Coal_600_OT-ep-863,2048,EP_Coal_600_OT,Jiangsu,Coal,660,0,.,2.25977e+07,8.20742e+06
Jiangsu-EP_Coal_600_OT-ep-864,2038,EP_Coal_600_OT,Jiangsu,Coal,660,0,.,2.25977e+07,8.20742e+06
Jiangsu-EP_Coal_600_OT-ep-864,2048,EP_Coal_600_OT,Jiangsu,Coal,660,0,.,2.25977e+07,8.20742e+06
Jiangsu-EP_Coal_600_OT-ep-869,2038,EP_Coal_600_OT,Jiangsu,Coal,660,0,.,2.25977e+07,8.20742e+06
Jiangsu-EP_Coal_600_OT-ep-869,2048,EP_Coal_600_OT,Jiangsu,Coal,660,0,.,2.25977e+07,8.20742e+06
Jiangsu-EP_Coal_600_OT-ep-870,2038,EP_Coal_600_OT,Jiangsu,Coal,660,0,.,2.25977e+07,8.20742e+06
Jiangsu-EP_Coal_600_OT-ep-870,2048,EP_Coal_600_OT,Jiangsu,Coal,660,0,.,2.25977e+07,8.20742e+06
Jiangsu-EP_Coal_600_OT-ep-871,2038,EP_Coal_600_OT,Jiangsu,Coal,660,0,.,2.25977e+07,8.20742e+06
Jiangsu-EP_Coal_600_OT-ep-871,2048,EP_Coal_600_OT,Jiangsu,Coal,660,0,.,2.25977e+07,8.20742e+06
Jiangsu-EP_Coal_600_OT-ep-872,2038,EP_Coal_600_OT,Jiangsu,Coal,660,0,.,2.25977e+07,8.20742e+06
Jiangsu-EP_Coal_600_OT-ep-872,2048,EP_Coal_600_OT,Jiangsu,Coal,660,0,.,2.25977e+07,8.20742e+06
Jiangsu-EP_Coal_600_OT-ep-875,2038,EP_Coal_600_OT,Jiangsu,Coal,650,0,.,2.22553e+07,8.08306e+06
Jiangsu-EP_Coal_600_OT-ep-875,2048,EP_Coal_600_OT,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_600_OT-ep-876,2038,EP_Coal_600_OT,Jiangsu,Coal,650,0,.,2.22553e+07,8.08306e+06
Jiangsu-EP_Coal_600_OT-ep-876,2048,EP_Coal_600_OT,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_600_OT-ep-877,2038,EP_Coal_600_OT,Jiangsu,Coal,650,0,.,2.22553e+07,8.08306e+06
Jiangsu-EP_Coal_600_OT-ep-877,2048,EP_Coal_600_OT,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_600_OT-ep-878,2038,EP_Coal_600_OT,Jiangsu,Coal,630,0,.,2.15705e+07,7.83435e+06
Jiangsu-EP_Coal_600_OT-ep-878,2048,EP_Coal_600_OT,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_600_OT-ep-879,2038,EP_Coal_600_OT,Jiangsu,Coal,630,0,.,2.15705e+07,7.83435e+06
Jiangsu-EP_Coal_600_OT-ep-879,2048,EP_Coal_600_OT,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_600_OT-ep-880,2038,EP_Coal_600_OT,Jiangsu,Coal,630,0,.,2.15705e+07,7.83435e+06
Jiangsu-EP_Coal_600_OT-ep-880,2048,EP_Coal_600_OT,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_600_OT-ep-881,2038,EP_Coal_600_OT,Jiangsu,Coal,630,0,.,2.15705e+07,7.83435e+06
Jiangsu-EP_Coal_600_OT-ep-881,2048,EP_Coal_600_OT,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_600_OT-ep-882,2038,EP_Coal_600_OT,Jiangsu,Coal,630,0,.,2.15705e+07,7.83435e+06
Jiangsu-EP_Coal_600_OT-ep-882,2048,EP_Coal_600_OT,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_600_OT-ep-883,2038,EP_Coal_600_OT,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_600_OT-ep-883,2048,EP_Coal_600_OT,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_600_OT-ep-884,2038,EP_Coal_600_OT,Jiangsu,Coal,630,0,.,2.15705e+07,7.83435e+06
Jiangsu-EP_Coal_600_OT-ep-884,2048,EP_Coal_600_OT,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_600_OT-ep-885,2038,EP_Coal_600_OT,Jiangsu,Coal,630,0,.,2.15705e+07,7.83435e+06
Jiangsu-EP_Coal_600_OT-ep-885,2048,EP_Coal_600_OT,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_600_OT-ep-886,2038,EP_Coal_600_OT,Jiangsu,Coal,630,0,.,2.15705e+07,7.83435e+06
Jiangsu-EP_Coal_600_OT-ep-886,2048,EP_Coal_600_OT,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_600_OT-ep-887,2038,EP_Coal_600_OT,Jiangsu,Coal,630,0,.,2.15705e+07,7.83435e+06
Jiangsu-EP_Coal_600_OT-ep-887,2048,EP_Coal_600_OT,Jiangsu,Coal,0,0,.,0,0
Jiangsu-EP_Coal_600_OT-ep-888,2038,EP_Coal_600_OT,Jiangsu,Coal,630,0,.,2.15705e+07,7.83435e+06
