GEN_BLD_SUSPEND_YRS_1,GEN_BLD_SUSPEND_YRS_2,GEN_BLD_SUSPEND_YRS_3,SuspendGen
Fujian-Coal_300_OT-12157_H2,2038,2038,-0.0
Fujian-Coal_300_OT-12157_H2,2038,2048,0.0
Fujian-Coal_300_OT-12157_H2,2048,2048,0.0
Fujian-Coal_300_RC-12139,2038,2038,-0.0
Fujian-Coal_300_RC-12139,2038,2048,0.0
Fujian-Coal_300_RC-12139,2048,2048,0.0
Fujian-Coal_300_RC-12139_CCS,2038,2038,-0.0
Fujian-Coal_300_RC-12139_CCS,2038,2048,0.0
Fujian-Coal_300_RC-12139_CCS,2048,2048,0.0
Fujian-Coal_300_RC-12139_H2,2038,2038,-0.0
Fujian-Coal_300_RC-12139_H2,2038,2048,0.0
Fujian-Coal_300_RC-12139_H2,2048,2048,0.0
Fujian-Coal_300_RC-12165,2038,2038,-0.0
Fujian-Coal_300_RC-12165,2038,2048,0.0
Fujian-Coal_300_RC-12165,2048,2048,0.0
Fujian-Coal_300_RC-12165_CCS,2038,2038,-0.0
Fujian-Coal_300_RC-12165_CCS,2038,2048,0.0
Fujian-Coal_300_RC-12165_CCS,2048,2048,0.0
Fujian-Coal_300_RC-12165_H2,2038,2038,-0.0
Fujian-Coal_300_RC-12165_H2,2038,2048,0.0
Fujian-Coal_300_RC-12165_H2,2048,2048,0.0
Fujian-Coal_300_RC-12175,2038,2038,-0.0
Fujian-Coal_300_RC-12175,2038,2048,0.0
Fujian-Coal_300_RC-12175,2048,2048,0.0
Fujian-Coal_300_RC-12175_CCS,2038,2038,-0.0
Fujian-Coal_300_RC-12175_CCS,2038,2048,0.0
Fujian-Coal_300_RC-12175_CCS,2048,2048,0.0
Fujian-Coal_300_RC-12175_H2,2038,2038,-0.0
Fujian-Coal_300_RC-12175_H2,2038,2048,0.0
Fujian-Coal_300_RC-12175_H2,2048,2048,0.0
Fujian-Coal_300_SEA-12149,2038,2038,-0.0
Fujian-Coal_300_SEA-12149,2038,2048,0.0
Fujian-Coal_300_SEA-12149,2048,2048,0.0
Fujian-Coal_300_SEA-12149_CCS,2038,2038,-0.0
Fujian-Coal_300_SEA-12149_CCS,2038,2048,0.0
Fujian-Coal_300_SEA-12149_CCS,2048,2048,0.0
Fujian-Coal_300_SEA-12149_H2,2038,2038,-0.0
Fujian-Coal_300_SEA-12149_H2,2038,2048,0.0
Fujian-Coal_300_SEA-12149_H2,2048,2048,0.0
Fujian-Coal_300_SEA-12185,2038,2038,-0.0
Fujian-Coal_300_SEA-12185,2038,2048,0.0
Fujian-Coal_300_SEA-12185,2048,2048,0.0
Fujian-Coal_300_SEA-12185_CCS,2038,2038,-0.0
Fujian-Coal_300_SEA-12185_CCS,2038,2048,0.0
Fujian-Coal_300_SEA-12185_CCS,2048,2048,0.0
Fujian-Coal_300_SEA-12185_H2,2038,2038,-0.0
Fujian-Coal_300_SEA-12185_H2,2038,2048,0.0
Fujian-Coal_300_SEA-12185_H2,2048,2048,0.0
Fujian-Coal_600_OT-12155,2038,2038,-0.0
Fujian-Coal_600_OT-12155,2038,2048,0.0
Fujian-Coal_600_OT-12155,2048,2048,0.0
Fujian-Coal_600_OT-12155_CCS,2038,2038,-0.0
Fujian-Coal_600_OT-12155_CCS,2038,2048,0.0
Fujian-Coal_600_OT-12155_CCS,2048,2048,0.0
Fujian-Coal_600_OT-12155_H2,2038,2038,-0.0
Fujian-Coal_600_OT-12155_H2,2038,2048,0.0
Fujian-Coal_600_OT-12155_H2,2048,2048,0.0
Fujian-Coal_600_RC-12137,2038,2038,-0.0
Fujian-Coal_600_RC-12137,2038,2048,0.0
Fujian-Coal_600_RC-12137,2048,2048,0.0
Fujian-Coal_600_RC-12137_CCS,2038,2038,-0.0
Fujian-Coal_600_RC-12137_CCS,2038,2048,0.0
Fujian-Coal_600_RC-12137_CCS,2048,2048,0.0
Fujian-Coal_600_RC-12137_H2,2038,2038,-0.0
Fujian-Coal_600_RC-12137_H2,2038,2048,0.0
Fujian-Coal_600_RC-12137_H2,2048,2048,0.0
Fujian-Coal_600_RC-12163,2038,2038,-0.0
Fujian-Coal_600_RC-12163,2038,2048,0.0
Fujian-Coal_600_RC-12163,2048,2048,0.0
Fujian-Coal_600_RC-12163_CCS,2038,2038,-0.0
Fujian-Coal_600_RC-12163_CCS,2038,2048,0.0
Fujian-Coal_600_RC-12163_CCS,2048,2048,0.0
Fujian-Coal_600_RC-12163_H2,2038,2038,-0.0
Fujian-Coal_600_RC-12163_H2,2038,2048,0.0
Fujian-Coal_600_RC-12163_H2,2048,2048,0.0
Fujian-Coal_600_RC-12173,2038,2038,-0.0
Fujian-Coal_600_RC-12173,2038,2048,0.0
Fujian-Coal_600_RC-12173,2048,2048,0.0
Fujian-Coal_600_RC-12173_CCS,2038,2038,-0.0
Fujian-Coal_600_RC-12173_CCS,2038,2048,0.0
Fujian-Coal_600_RC-12173_CCS,2048,2048,0.0
Fujian-Coal_600_RC-12173_H2,2038,2038,-0.0
Fujian-Coal_600_RC-12173_H2,2038,2048,0.0
Fujian-Coal_600_RC-12173_H2,2048,2048,0.0
Fujian-Coal_600_SEA-12147,2038,2038,-0.0
Fujian-Coal_600_SEA-12147,2038,2048,0.0
Fujian-Coal_600_SEA-12147,2048,2048,0.0
Fujian-Coal_600_SEA-12147_CCS,2038,2038,-0.0
Fujian-Coal_600_SEA-12147_CCS,2038,2048,0.0
Fujian-Coal_600_SEA-12147_CCS,2048,2048,0.0
Fujian-Coal_600_SEA-12147_H2,2038,2038,-0.0
Fujian-Coal_600_SEA-12147_H2,2038,2048,0.0
Fujian-Coal_600_SEA-12147_H2,2048,2048,0.0
Fujian-Coal_600_SEA-12183,2038,2038,-0.0
Fujian-Coal_600_SEA-12183,2038,2048,0.0
Fujian-Coal_600_SEA-12183,2048,2048,0.0
Fujian-Coal_600_SEA-12183_CCS,2038,2038,-0.0
Fujian-Coal_600_SEA-12183_CCS,2038,2048,0.0
Fujian-Coal_600_SEA-12183_CCS,2048,2048,0.0
Fujian-Coal_600_SEA-12183_H2,2038,2038,-0.0
Fujian-Coal_600_SEA-12183_H2,2038,2048,0.0
Fujian-Coal_600_SEA-12183_H2,2048,2048,0.0
Fujian-Coal_IGCC_RC-12141,2038,2038,-0.0
Fujian-Coal_IGCC_RC-12141,2038,2048,0.0
Fujian-Coal_IGCC_RC-12141,2048,2048,0.0
Fujian-Coal_IGCC_RC-12141_CCS,2038,2038,-0.0
Fujian-Coal_IGCC_RC-12141_CCS,2038,2048,0.0
Fujian-Coal_IGCC_RC-12141_CCS,2048,2048,0.0
Fujian-Coal_IGCC_RC-12141_H2,2038,2038,-0.0
Fujian-Coal_IGCC_RC-12141_H2,2038,2048,0.0
Fujian-Coal_IGCC_RC-12141_H2,2048,2048,0.0
Fujian-Coal_IGCC_RC-12167,2038,2038,-0.0
Fujian-Coal_IGCC_RC-12167,2038,2048,0.0
Fujian-Coal_IGCC_RC-12167,2048,2048,0.0
Fujian-Coal_IGCC_RC-12167_CCS,2038,2038,-0.0
Fujian-Coal_IGCC_RC-12167_CCS,2038,2048,0.0
Fujian-Coal_IGCC_RC-12167_CCS,2048,2048,0.0
Fujian-Coal_IGCC_RC-12167_H2,2038,2038,-0.0
Fujian-Coal_IGCC_RC-12167_H2,2038,2048,0.0
Fujian-Coal_IGCC_RC-12167_H2,2048,2048,0.0
Fujian-Coal_IGCC_RC-12177,2038,2038,-0.0
Fujian-Coal_IGCC_RC-12177,2038,2048,0.0
Fujian-Coal_IGCC_RC-12177,2048,2048,0.0
Fujian-Coal_IGCC_RC-12177_CCS,2038,2038,-0.0
Fujian-Coal_IGCC_RC-12177_CCS,2038,2048,0.0
Fujian-Coal_IGCC_RC-12177_CCS,2048,2048,0.0
Fujian-Coal_IGCC_RC-12177_H2,2038,2038,-0.0
Fujian-Coal_IGCC_RC-12177_H2,2038,2048,0.0
Fujian-Coal_IGCC_RC-12177_H2,2048,2048,0.0
Fujian-Commercial_PV-10,2038,2038,0.0
Fujian-Commercial_PV-10,2038,2048,0.0
Fujian-Commercial_PV-10,2048,2048,0.0
Fujian-Commercial_PV-11,2038,2038,0.0
Fujian-Commercial_PV-11,2038,2048,0.0
Fujian-Commercial_PV-11,2048,2048,0.0
Fujian-Commercial_PV-200,2038,2038,0.0
Fujian-Commercial_PV-200,2038,2048,0.0
Fujian-Commercial_PV-200,2048,2048,0.0
Fujian-Commercial_PV-7,2038,2038,0.0
Fujian-Commercial_PV-7,2038,2048,0.0
Fujian-Commercial_PV-7,2048,2048,0.0
Fujian-Commercial_PV-8,2038,2038,0.0
Fujian-Commercial_PV-8,2038,2048,0.0
Fujian-Commercial_PV-8,2048,2048,0.0
Fujian-Commercial_PV-9,2038,2038,0.0
Fujian-Commercial_PV-9,2038,2048,0.0
Fujian-Commercial_PV-9,2048,2048,0.0
Fujian-EP_Coal_1000_SEA-ep-1246,2015,2038,0.0
Fujian-EP_Coal_1000_SEA-ep-1246,2015,2048,0.0
Fujian-EP_Coal_1000_SEA-ep-1247,2015,2038,0.0
Fujian-EP_Coal_1000_SEA-ep-1247,2015,2048,0.0
Fujian-EP_Coal_1000_SEA-ep-3101,2017,2038,0.0
Fujian-EP_Coal_1000_SEA-ep-3101,2017,2048,0.0
Fujian-EP_Coal_1000_SEA-ep-3102,2017,2038,0.0
Fujian-EP_Coal_1000_SEA-ep-3102,2017,2048,0.0
Fujian-EP_Coal_300_RC-ep-1290,2011,2038,300.0
Fujian-EP_Coal_300_RC-ep-1291,2011,2038,300.0
Fujian-EP_Coal_300_RC-ep-1298,2012,2038,300.0
Fujian-EP_Coal_300_RC-ep-1299,2011,2038,300.0
Fujian-EP_Coal_300_RC-ep-1300,2010,2038,300.0
Fujian-EP_Coal_300_RC-ep-1301,2009,2038,300.0
Fujian-EP_Coal_300_SEA-ep-1292,2006,2038,300.0
Fujian-EP_Coal_300_SEA-ep-1293,2005,2038,300.0
Fujian-EP_Coal_300_SEA-ep-1294,2007,2038,300.0
Fujian-EP_Coal_300_SEA-ep-1295,2006,2038,300.0
Fujian-EP_Coal_600_OT-ep-1253,2010,2038,0.0
Fujian-EP_Coal_600_OT-ep-1253,2010,2048,0.0
Fujian-EP_Coal_600_OT-ep-1254,2010,2038,0.0
Fujian-EP_Coal_600_OT-ep-1254,2010,2048,0.0
Fujian-EP_Coal_600_SEA-ep-1249,2012,2038,175.731447051985
Fujian-EP_Coal_600_SEA-ep-1249,2012,2048,0.0
Fujian-EP_Coal_600_SEA-ep-1250,2011,2038,0.0
Fujian-EP_Coal_600_SEA-ep-1250,2011,2048,0.0
Fujian-EP_Coal_600_SEA-ep-1251,2009,2038,0.0
Fujian-EP_Coal_600_SEA-ep-1251,2009,2048,0.0
Fujian-EP_Coal_600_SEA-ep-1252,2009,2038,0.0
Fujian-EP_Coal_600_SEA-ep-1252,2009,2048,0.0
Fujian-EP_Coal_600_SEA-ep-1255,2006,2038,0.0
Fujian-EP_Coal_600_SEA-ep-1256,2006,2038,0.0
Fujian-EP_Coal_600_SEA-ep-1257,2008,2038,0.0
Fujian-EP_Coal_600_SEA-ep-1258,2008,2038,0.0
Fujian-EP_Coal_600_SEA-ep-1259,2006,2038,0.0
Fujian-EP_Coal_600_SEA-ep-1260,2006,2038,0.0
Fujian-EP_Coal_600_SEA-ep-1261,2011,2038,0.0
Fujian-EP_Coal_600_SEA-ep-1261,2011,2048,0.0
Fujian-EP_Coal_600_SEA-ep-1262,2011,2038,0.0
Fujian-EP_Coal_600_SEA-ep-1262,2011,2048,0.0
Fujian-EP_Coal_600_SEA-ep-1263,2007,2038,600.0
Fujian-EP_Coal_600_SEA-ep-1264,2007,2038,0.0
Fujian-EP_Coal_600_SEA-ep-1265,2008,2038,0.0
Fujian-EP_Coal_600_SEA-ep-1266,2004,2038,600.0
Fujian-EP_Coal_600_SEA-ep-1267,2003,2038,0.0
Fujian-EP_Coal_600_SEA-ep-1268,2002,2038,0.0
Fujian-EP_Coal_600_SEA-ep-1269,2001,2038,0.0
Fujian-EP_Coal_600_SEA-ep-1270,2000,2038,0.0
Fujian-EP_Coal_600_SEA-ep-1271,1999,2038,0.0
Fujian-Gas_CCGT_OT-12159,2038,2038,-0.0
Fujian-Gas_CCGT_OT-12159,2038,2048,0.0
Fujian-Gas_CCGT_OT-12159,2048,2048,0.0
Fujian-Gas_CCGT_RC-12143,2038,2038,-0.0
Fujian-Gas_CCGT_RC-12143,2038,2048,0.0
Fujian-Gas_CCGT_RC-12143,2048,2048,0.0
Fujian-Gas_CCGT_RC-12169,2038,2038,-0.0
Fujian-Gas_CCGT_RC-12169,2038,2048,0.0
Fujian-Gas_CCGT_RC-12169,2048,2048,0.0
Fujian-Gas_CCGT_RC-12179,2038,2038,-0.0
Fujian-Gas_CCGT_RC-12179,2038,2048,0.0
Fujian-Gas_CCGT_RC-12179,2048,2048,0.0
Fujian-Gas_CCGT_SEA-12151,2038,2038,-0.0
Fujian-Gas_CCGT_SEA-12151,2038,2048,0.0
Fujian-Gas_CCGT_SEA-12151,2048,2048,0.0
Fujian-Gas_CCGT_SEA-12187,2038,2038,-0.0
Fujian-Gas_CCGT_SEA-12187,2038,2048,0.0
Fujian-Gas_CCGT_SEA-12187,2048,2048,0.0
Fujian-Gas_Combustion_Turbine_RC-13124,2038,2038,-0.0
Fujian-Gas_Combustion_Turbine_RC-13124,2038,2048,0.0
Fujian-Gas_Combustion_Turbine_RC-13124,2048,2048,0.0
Fujian-Hydro_NonPumped-ep-30005,1981,2038,51.25041551551791
Fujian-Hydro_NonPumped-ep-30005,1981,2048,0.0
Fujian-Hydro_NonPumped-ep-30036,1982,2038,32.78912737286206
Fujian-Hydro_NonPumped-ep-30036,1982,2048,0.0
Fujian-Hydro_NonPumped-ep-30067,1983,2038,38.20176994874326
Fujian-Hydro_NonPumped-ep-30067,1983,2048,0.0
Fujian-Hydro_NonPumped-ep-30098,1984,2038,45.84212393849199
Fujian-Hydro_NonPumped-ep-30098,1984,2048,0.0
Fujian-Hydro_NonPumped-ep-30129,1985,2038,26.10164213240453
Fujian-Hydro_NonPumped-ep-30129,1985,2048,0.0
Fujian-Hydro_NonPumped-ep-30160,1986,2038,35.65208461959021
Fujian-Hydro_NonPumped-ep-30160,1986,2048,0.0
Fujian-Hydro_NonPumped-ep-30191,1987,2038,84.35716580481034
Fujian-Hydro_NonPumped-ep-30191,1987,2048,0.0
Fujian-Hydro_NonPumped-ep-30222,1988,2038,79.90174297707532
Fujian-Hydro_NonPumped-ep-30222,1988,2048,0.0
Fujian-Hydro_NonPumped-ep-30253,1989,2038,59.84798925341281
Fujian-Hydro_NonPumped-ep-30253,1989,2048,0.0
Fujian-Hydro_NonPumped-ep-30284,1990,2038,46.79499268778294
Fujian-Hydro_NonPumped-ep-30284,1990,2048,0.0
Fujian-Hydro_NonPumped-ep-30315,1991,2038,58.25552367240594
Fujian-Hydro_NonPumped-ep-30315,1991,2048,0.0
Fujian-Hydro_NonPumped-ep-30346,1992,2038,89.13456254783088
Fujian-Hydro_NonPumped-ep-30346,1992,2048,0.0
Fujian-Hydro_NonPumped-ep-30377,1993,2038,124.4690242509904
Fujian-Hydro_NonPumped-ep-30377,1993,2048,0.0
Fujian-Hydro_NonPumped-ep-30408,1994,2038,142.2950665607864
Fujian-Hydro_NonPumped-ep-30408,1994,2048,0.0
Fujian-Hydro_NonPumped-ep-30439,1995,2038,99.32025086787736
Fujian-Hydro_NonPumped-ep-30439,1995,2048,0.0
Fujian-Hydro_NonPumped-ep-30470,1996,2038,108.2310965233469
Fujian-Hydro_NonPumped-ep-30470,1996,2048,0.0
Fujian-Hydro_NonPumped-ep-30501,1997,2038,132.1093782407388
Fujian-Hydro_NonPumped-ep-30501,1997,2048,0.0
Fujian-Hydro_NonPumped-ep-30532,1998,2038,169.6715513577674
Fujian-Hydro_NonPumped-ep-30532,1998,2048,0.0
Fujian-Hydro_NonPumped-ep-30560,1999,2038,121.8279679458786
Fujian-Hydro_NonPumped-ep-30560,1999,2048,0.0
Fujian-Hydro_NonPumped-ep-30583,2000,2038,121.8279679458786
Fujian-Hydro_NonPumped-ep-30583,2000,2048,0.0
Fujian-Hydro_NonPumped-ep-30607,2001,2038,162.1573763348196
Fujian-Hydro_NonPumped-ep-30607,2001,2048,0.0
Fujian-Hydro_NonPumped-ep-30630,2002,2038,252.5493775518058
Fujian-Hydro_NonPumped-ep-30630,2002,2048,0.0
Fujian-Hydro_NonPumped-ep-30653,2003,2038,211.8370812636064
Fujian-Hydro_NonPumped-ep-30653,2003,2048,0.0
Fujian-Hydro_NonPumped-ep-30676,2004,2038,182.7419519188171
Fujian-Hydro_NonPumped-ep-30676,2004,2048,0.0
Fujian-Hydro_NonPumped-ep-30719,2012,2038,56.65000509483349
Fujian-Hydro_NonPumped-ep-30719,2012,2048,0.0
Fujian-Hydro_NonPumped-ep-30724,2005,2038,452.5038809418336
Fujian-Hydro_NonPumped-ep-30724,2005,2048,0.0
Fujian-Hydro_NonPumped-ep-30748,2006,2038,321.9739152855365
Fujian-Hydro_NonPumped-ep-30748,2006,2048,0.0
Fujian-Hydro_NonPumped-ep-30771,2007,2038,365.483903837636
Fujian-Hydro_NonPumped-ep-30771,2007,2048,0.0
Fujian-Hydro_NonPumped-ep-30794,2008,2038,339.3779107063751
Fujian-Hydro_NonPumped-ep-30794,2008,2048,0.0
Fujian-Hydro_NonPumped-ep-30814,2009,2038,174.0399542083984
Fujian-Hydro_NonPumped-ep-30814,2009,2048,0.0
Fujian-Hydro_NonPumped-ep-30839,2010,2038,56.56298511772921
Fujian-Hydro_NonPumped-ep-30839,2010,2048,0.0
Fujian-Hydro_NonPumped-ep-30880,2013,2038,639.8143816586223
Fujian-Hydro_NonPumped-ep-30880,2013,2048,0.0
Fujian-Hydro_NonPumped-ep-30895,2014,2038,11.96524685182731
Fujian-Hydro_NonPumped-ep-30895,2014,2048,0.0
Fujian-Hydro_NonPumped-ep-30904,2015,2038,51.08072656016482
Fujian-Hydro_NonPumped-ep-30904,2015,2048,0.0
Fujian-Hydro_NonPumped-ep-30918,2016,2038,17.53452538649604
Fujian-Hydro_NonPumped-ep-30918,2016,2048,0.0
Fujian-Hydro_NonPumped-ep-30950,2017,2038,15.31551597033905
Fujian-Hydro_NonPumped-ep-30950,2017,2048,0.0
Fujian-Hydro_NonPumped-ep-30995,2011,2038,61.69716376687697
Fujian-Hydro_NonPumped-ep-30995,2011,2048,0.0
Fujian-Hydro_Pumped-ep-35041,2020,2038,0.0
Fujian-Hydro_Pumped-ep-35041,2020,2048,0.0
Fujian-Nuclear_EP_SEA-ep-3103,2020,2038,0.0
Fujian-Nuclear_EP_SEA-ep-3103,2020,2048,0.0
Fujian-Nuclear_EP_SEA-ep-3104,2020,2038,0.0
Fujian-Nuclear_EP_SEA-ep-3104,2020,2048,0.0
Fujian-Nuclear_EP_SEA-ep-60016,2013,2038,0.0
Fujian-Nuclear_EP_SEA-ep-60016,2013,2048,0.0
Fujian-Nuclear_EP_SEA-ep-60021,2014,2038,0.0
Fujian-Nuclear_EP_SEA-ep-60021,2014,2048,0.0
Fujian-Nuclear_EP_SEA-ep-60022,2014,2038,0.0
Fujian-Nuclear_EP_SEA-ep-60022,2014,2048,0.0
Fujian-Nuclear_SEA-13125,2038,2038,0.0
Fujian-Nuclear_SEA-13125,2038,2048,0.0
Fujian-Nuclear_SEA-13125,2048,2048,0.0
Fujian-Nuclear_SEA-13130,2038,2038,0.0
Fujian-Nuclear_SEA-13130,2038,2048,0.0
Fujian-Nuclear_SEA-13130,2048,2048,0.0
Fujian-Nuclear_SMR-13123,2038,2038,0.0
Fujian-Nuclear_SMR-13123,2038,2048,0.0
Fujian-Nuclear_SMR-13123,2048,2048,0.0
Fujian-Offshore_Wind-13118,2038,2038,0.0
Fujian-Offshore_Wind-13118,2038,2048,0.0
Fujian-Offshore_Wind-13118,2048,2048,0.0
Fujian-Residential_PV-207,2038,2038,0.0
Fujian-Residential_PV-207,2038,2048,0.0
Fujian-Residential_PV-207,2048,2048,0.0
Fujian-Residential_PV-208,2038,2038,0.0
Fujian-Residential_PV-208,2038,2048,0.0
Fujian-Residential_PV-208,2048,2048,0.0
Fujian-Residential_PV-209,2038,2038,0.0
Fujian-Residential_PV-209,2038,2048,0.0
Fujian-Residential_PV-209,2048,2048,0.0
Fujian-Residential_PV-210,2038,2038,0.0
Fujian-Residential_PV-210,2038,2048,0.0
Fujian-Residential_PV-210,2048,2048,0.0
Fujian-Residential_PV-211,2038,2038,0.0
Fujian-Residential_PV-211,2038,2048,0.0
Fujian-Residential_PV-211,2048,2048,0.0
Fujian-Residential_PV-400,2038,2038,0.0
Fujian-Residential_PV-400,2038,2048,0.0
Fujian-Residential_PV-400,2048,2048,0.0
Fujian-Wind-1021,2038,2038,0.0
Fujian-Wind-1021,2038,2048,0.0
Fujian-Wind-1021,2048,2048,0.0
Fujian-Wind-1022,2038,2038,0.0
Fujian-Wind-1022,2038,2048,0.0
Fujian-Wind-1022,2048,2048,0.0
Fujian-Wind-1024,2038,2038,0.0
Fujian-Wind-1024,2038,2048,0.0
Fujian-Wind-1024,2048,2048,0.0
Fujian-Wind-1029,2038,2038,0.0
Fujian-Wind-1029,2038,2048,0.0
Fujian-Wind-1029,2048,2048,0.0
Fujian-Wind-1035,2038,2038,0.0
Fujian-Wind-1035,2038,2048,0.0
Fujian-Wind-1035,2048,2048,0.0
Fujian-Wind-1042,2038,2038,0.0
Fujian-Wind-1042,2038,2048,0.0
Fujian-Wind-1042,2048,2048,0.0
Fujian-Wind-1044,2038,2038,0.0
Fujian-Wind-1044,2038,2048,0.0
Fujian-Wind-1044,2048,2048,0.0
Fujian-Wind_EP-ep-40001,2012,2038,0.0
Fujian-Wind_EP-ep-40045,2009,2038,0.0
Fujian-Wind_EP-ep-40106,2013,2038,0.0
Fujian-Wind_EP-ep-40133,2014,2038,0.0
Fujian-Wind_EP-ep-40162,2015,2038,0.0
Fujian-Wind_EP-ep-40190,2016,2038,0.0
Fujian-Wind_EP-ep-40218,2017,2038,0.0
Fujian-Wind_EP-ep-40241,2010,2038,0.0
Fujian-Wind_EP-ep-40259,2011,2038,0.0
Fujian_Fuel_Cell,2038,2038,-0.0
Fujian_Fuel_Cell,2038,2048,0.0
Fujian_Fuel_Cell,2048,2048,0.0
Jiangsu-Battery_Storage-11179,2038,2038,-0.0
Jiangsu-Battery_Storage-11179,2038,2048,0.0
Jiangsu-Battery_Storage-11179,2048,2048,0.0
Jiangsu-Central_PV-474,2038,2038,0.0
Jiangsu-Central_PV-474,2038,2048,0.0
Jiangsu-Central_PV-474,2048,2048,0.0
Jiangsu-Central_PV-475,2038,2038,0.0
Jiangsu-Central_PV-475,2038,2048,0.0
Jiangsu-Central_PV-475,2048,2048,0.0
Jiangsu-Central_PV-476,2038,2038,0.0
Jiangsu-Central_PV-476,2038,2048,0.0
Jiangsu-Central_PV-476,2048,2048,0.0
Jiangsu-Central_PV-477,2038,2038,0.0
Jiangsu-Central_PV-477,2038,2048,0.0
Jiangsu-Central_PV-477,2048,2048,0.0
Jiangsu-Central_PV-478,2038,2038,0.0
Jiangsu-Central_PV-478,2038,2048,0.0
Jiangsu-Central_PV-478,2048,2048,0.0
Jiangsu-Central_PV-570,2038,2038,0.0
Jiangsu-Central_PV-570,2038,2048,0.0
Jiangsu-Central_PV-570,2048,2048,0.0
Jiangsu-Central_PV-571,2038,2038,0.0
Jiangsu-Central_PV-571,2038,2048,0.0
Jiangsu-Central_PV-571,2048,2048,0.0
Jiangsu-Central_PV_EP-ep-50016,2012,2038,0.0
Jiangsu-Central_PV_EP-ep-50037,2013,2038,0.0
Jiangsu-Central_PV_EP-ep-50066,2014,2038,0.0
Jiangsu-Central_PV_EP-ep-50096,2015,2038,0.0
Jiangsu-Central_PV_EP-ep-50127,2016,2038,0.0
Jiangsu-Central_PV_EP-ep-50156,2017,2038,0.0
Jiangsu-Central_PV_EP-ep-50180,2011,2038,0.0
Jiangsu-Coal_1000_OT-11937,2038,2038,0.0
Jiangsu-Coal_1000_OT-11937,2038,2048,0.0
Jiangsu-Coal_1000_OT-11937,2048,2048,0.0
Jiangsu-Coal_1000_OT-11937_CCS,2038,2038,0.0
Jiangsu-Coal_1000_OT-11937_CCS,2038,2048,0.0
Jiangsu-Coal_1000_OT-11937_CCS,2048,2048,0.0
Jiangsu-Coal_1000_OT-11937_H2,2038,2038,0.0
Jiangsu-Coal_1000_OT-11937_H2,2038,2048,0.0
Jiangsu-Coal_1000_OT-11937_H2,2048,2048,0.0
Jiangsu-Coal_1000_OT-11955,2038,2038,0.0
Jiangsu-Coal_1000_OT-11955,2038,2048,0.0
Jiangsu-Coal_1000_OT-11955,2048,2048,0.0
Jiangsu-Coal_1000_OT-11955_CCS,2038,2038,0.0
Jiangsu-Coal_1000_OT-11955_CCS,2038,2048,0.0
Jiangsu-Coal_1000_OT-11955_CCS,2048,2048,0.0
Jiangsu-Coal_1000_OT-11955_H2,2038,2038,0.0
Jiangsu-Coal_1000_OT-11955_H2,2038,2048,0.0
Jiangsu-Coal_1000_OT-11955_H2,2048,2048,0.0
Jiangsu-Coal_1000_OT-11973,2038,2038,0.0
Jiangsu-Coal_1000_OT-11973,2038,2048,0.0
Jiangsu-Coal_1000_OT-11973,2048,2048,0.0
Jiangsu-Coal_1000_OT-11973_CCS,2038,2038,0.0
Jiangsu-Coal_1000_OT-11973_CCS,2038,2048,0.0
Jiangsu-Coal_1000_OT-11973_CCS,2048,2048,0.0
Jiangsu-Coal_1000_OT-11973_H2,2038,2038,0.0
Jiangsu-Coal_1000_OT-11973_H2,2038,2048,0.0
Jiangsu-Coal_1000_OT-11973_H2,2048,2048,0.0
Jiangsu-Coal_1000_OT-11999,2038,2038,0.0
Jiangsu-Coal_1000_OT-11999,2038,2048,0.0
Jiangsu-Coal_1000_OT-11999,2048,2048,0.0
Jiangsu-Coal_1000_OT-11999_CCS,2038,2038,0.0
Jiangsu-Coal_1000_OT-11999_CCS,2038,2048,0.0
Jiangsu-Coal_1000_OT-11999_CCS,2048,2048,0.0
Jiangsu-Coal_1000_OT-11999_H2,2038,2038,0.0
Jiangsu-Coal_1000_OT-11999_H2,2038,2048,0.0
Jiangsu-Coal_1000_OT-11999_H2,2048,2048,0.0
Jiangsu-Coal_1000_OT-12017,2038,2038,0.0
Jiangsu-Coal_1000_OT-12017,2038,2048,0.0
Jiangsu-Coal_1000_OT-12017,2048,2048,0.0
Jiangsu-Coal_1000_OT-12017_CCS,2038,2038,0.0
Jiangsu-Coal_1000_OT-12017_CCS,2038,2048,0.0
Jiangsu-Coal_1000_OT-12017_CCS,2048,2048,0.0
Jiangsu-Coal_1000_OT-12017_H2,2038,2038,0.0
Jiangsu-Coal_1000_OT-12017_H2,2038,2048,0.0
Jiangsu-Coal_1000_OT-12017_H2,2048,2048,0.0
Jiangsu-Coal_1000_RC-11945,2038,2038,0.0
Jiangsu-Coal_1000_RC-11945,2038,2048,-0.0
Jiangsu-Coal_1000_RC-11945,2048,2048,0.0
Jiangsu-Coal_1000_RC-11945_CCS,2038,2038,0.0
Jiangsu-Coal_1000_RC-11945_CCS,2038,2048,0.0
Jiangsu-Coal_1000_RC-11945_CCS,2048,2048,0.0
Jiangsu-Coal_1000_RC-11945_H2,2038,2038,0.0
Jiangsu-Coal_1000_RC-11945_H2,2038,2048,0.0
Jiangsu-Coal_1000_RC-11945_H2,2048,2048,0.0
Jiangsu-Coal_1000_RC-11963,2038,2038,0.0
Jiangsu-Coal_1000_RC-11963,2038,2048,-0.0
Jiangsu-Coal_1000_RC-11963,2048,2048,0.0
Jiangsu-Coal_1000_RC-11963_CCS,2038,2038,0.0
Jiangsu-Coal_1000_RC-11963_CCS,2038,2048,0.0
