GEN_BLD_SUSPEND_YRS_1,GEN_BLD_SUSPEND_YRS_2,GEN_BLD_SUSPEND_YRS_3,SuspendGen
Jiangsu-Coal_1000_RC-11963_CCS,2048,2048,0.0
Jiangsu-Coal_1000_RC-11963_H2,2038,2038,0.0
Jiangsu-Coal_1000_RC-11963_H2,2038,2048,0.0
Jiangsu-Coal_1000_RC-11963_H2,2048,2048,0.0
Jiangsu-Coal_1000_RC-11981,2038,2038,0.0
Jiangsu-Coal_1000_RC-11981,2038,2048,-0.0
Jiangsu-Coal_1000_RC-11981,2048,2048,0.0
Jiangsu-Coal_1000_RC-11981_CCS,2038,2038,0.0
Jiangsu-Coal_1000_RC-11981_CCS,2038,2048,0.0
Jiangsu-Coal_1000_RC-11981_CCS,2048,2048,0.0
Jiangsu-Coal_1000_RC-11981_H2,2038,2038,0.0
Jiangsu-Coal_1000_RC-11981_H2,2038,2048,0.0
Jiangsu-Coal_1000_RC-11981_H2,2048,2048,0.0
Jiangsu-Coal_1000_RC-12007,2038,2038,0.0
Jiangsu-Coal_1000_RC-12007,2038,2048,-0.0
Jiangsu-Coal_1000_RC-12007,2048,2048,0.0
Jiangsu-Coal_1000_RC-12007_CCS,2038,2038,0.0
Jiangsu-Coal_1000_RC-12007_CCS,2038,2048,0.0
Jiangsu-Coal_1000_RC-12007_CCS,2048,2048,0.0
Jiangsu-Coal_1000_RC-12007_H2,2038,2038,0.0
Jiangsu-Coal_1000_RC-12007_H2,2038,2048,0.0
Jiangsu-Coal_1000_RC-12007_H2,2048,2048,0.0
Jiangsu-Coal_1000_RC-12025,2038,2038,0.0
Jiangsu-Coal_1000_RC-12025,2038,2048,-0.0
Jiangsu-Coal_1000_RC-12025,2048,2048,0.0
Jiangsu-Coal_1000_RC-12025_CCS,2038,2038,0.0
Jiangsu-Coal_1000_RC-12025_CCS,2038,2048,0.0
Jiangsu-Coal_1000_RC-12025_CCS,2048,2048,0.0
Jiangsu-Coal_1000_RC-12025_H2,2038,2038,0.0
Jiangsu-Coal_1000_RC-12025_H2,2038,2048,0.0
Jiangsu-Coal_1000_RC-12025_H2,2048,2048,0.0
Jiangsu-Coal_1000_SEA-11991,2038,2038,0.0
Jiangsu-Coal_1000_SEA-11991,2038,2048,-0.0
Jiangsu-Coal_1000_SEA-11991,2048,2048,0.0
Jiangsu-Coal_1000_SEA-11991_CCS,2038,2038,0.0
Jiangsu-Coal_1000_SEA-11991_CCS,2038,2048,0.0
Jiangsu-Coal_1000_SEA-11991_CCS,2048,2048,0.0
Jiangsu-Coal_1000_SEA-11991_H2,2038,2038,0.0
Jiangsu-Coal_1000_SEA-11991_H2,2038,2048,0.0
Jiangsu-Coal_1000_SEA-11991_H2,2048,2048,0.0
Jiangsu-Coal_300_OT-11941,2038,2038,0.0
Jiangsu-Coal_300_OT-11941,2038,2048,-0.0
Jiangsu-Coal_300_OT-11941,2048,2048,0.0
Jiangsu-Coal_300_OT-11941_CCS,2038,2038,0.0
Jiangsu-Coal_300_OT-11941_CCS,2038,2048,0.0
Jiangsu-Coal_300_OT-11941_CCS,2048,2048,0.0
Jiangsu-Coal_300_OT-11941_H2,2038,2038,0.0
Jiangsu-Coal_300_OT-11941_H2,2038,2048,0.0
Jiangsu-Coal_300_OT-11941_H2,2048,2048,0.0
Jiangsu-Coal_300_OT-11959,2038,2038,0.0
Jiangsu-Coal_300_OT-11959,2038,2048,0.0
Jiangsu-Coal_300_OT-11959,2048,2048,0.0
Jiangsu-Coal_300_OT-11959_CCS,2038,2038,0.0
Jiangsu-Coal_300_OT-11959_CCS,2038,2048,0.0
Jiangsu-Coal_300_OT-11959_CCS,2048,2048,0.0
Jiangsu-Coal_300_OT-11959_H2,2038,2038,0.0
Jiangsu-Coal_300_OT-11959_H2,2038,2048,0.0
Jiangsu-Coal_300_OT-11959_H2,2048,2048,0.0
Jiangsu-Coal_300_OT-11977,2038,2038,0.0
Jiangsu-Coal_300_OT-11977,2038,2048,-0.0
Jiangsu-Coal_300_OT-11977,2048,2048,0.0
Jiangsu-Coal_300_OT-11977_CCS,2038,2038,0.0
Jiangsu-Coal_300_OT-11977_CCS,2038,2048,0.0
Jiangsu-Coal_300_OT-11977_CCS,2048,2048,0.0
Jiangsu-Coal_300_OT-11977_H2,2038,2038,0.0
Jiangsu-Coal_300_OT-11977_H2,2038,2048,0.0
Jiangsu-Coal_300_OT-11977_H2,2048,2048,0.0
Jiangsu-Coal_300_OT-12003,2038,2038,0.0
Jiangsu-Coal_300_OT-12003,2038,2048,-0.0
Jiangsu-Coal_300_OT-12003,2048,2048,0.0
Jiangsu-Coal_300_OT-12003_CCS,2038,2038,0.0
Jiangsu-Coal_300_OT-12003_CCS,2038,2048,0.0
Jiangsu-Coal_300_OT-12003_CCS,2048,2048,0.0
Jiangsu-Coal_300_OT-12003_H2,2038,2038,0.0
Jiangsu-Coal_300_OT-12003_H2,2038,2048,0.0
Jiangsu-Coal_300_OT-12003_H2,2048,2048,0.0
Jiangsu-Coal_300_OT-12021,2038,2038,0.0
Jiangsu-Coal_300_OT-12021,2038,2048,-0.0
Jiangsu-Coal_300_OT-12021,2048,2048,0.0
Jiangsu-Coal_300_OT-12021_CCS,2038,2038,0.0
Jiangsu-Coal_300_OT-12021_CCS,2038,2048,0.0
Jiangsu-Coal_300_OT-12021_CCS,2048,2048,0.0
Jiangsu-Coal_300_OT-12021_H2,2038,2038,0.0
Jiangsu-Coal_300_OT-12021_H2,2038,2048,0.0
Jiangsu-Coal_300_OT-12021_H2,2048,2048,0.0
Jiangsu-Coal_300_RC-11949,2038,2038,0.0
Jiangsu-Coal_300_RC-11949,2038,2048,-0.0
Jiangsu-Coal_300_RC-11949,2048,2048,0.0
Jiangsu-Coal_300_RC-11949_CCS,2038,2038,0.0
Jiangsu-Coal_300_RC-11949_CCS,2038,2048,0.0
Jiangsu-Coal_300_RC-11949_CCS,2048,2048,0.0
Jiangsu-Coal_300_RC-11949_H2,2038,2038,0.0
Jiangsu-Coal_300_RC-11949_H2,2038,2048,0.0
Jiangsu-Coal_300_RC-11949_H2,2048,2048,0.0
Jiangsu-Coal_300_RC-11967,2038,2038,0.0
Jiangsu-Coal_300_RC-11967,2038,2048,-0.0
Jiangsu-Coal_300_RC-11967,2048,2048,0.0
Jiangsu-Coal_300_RC-11967_CCS,2038,2038,0.0
Jiangsu-Coal_300_RC-11967_CCS,2038,2048,0.0
Jiangsu-Coal_300_RC-11967_CCS,2048,2048,0.0
Jiangsu-Coal_300_RC-11967_H2,2038,2038,0.0
Jiangsu-Coal_300_RC-11967_H2,2038,2048,0.0
Jiangsu-Coal_300_RC-11967_H2,2048,2048,0.0
Jiangsu-Coal_300_RC-11985,2038,2038,0.0
Jiangsu-Coal_300_RC-11985,2038,2048,-0.0
Jiangsu-Coal_300_RC-11985,2048,2048,0.0
Jiangsu-Coal_300_RC-11985_CCS,2038,2038,0.0
Jiangsu-Coal_300_RC-11985_CCS,2038,2048,0.0
Jiangsu-Coal_300_RC-11985_CCS,2048,2048,0.0
Jiangsu-Coal_300_RC-11985_H2,2038,2038,0.0
Jiangsu-Coal_300_RC-11985_H2,2038,2048,0.0
Jiangsu-Coal_300_RC-11985_H2,2048,2048,0.0
Jiangsu-Coal_300_RC-12011,2038,2038,0.0
Jiangsu-Coal_300_RC-12011,2038,2048,-0.0
Jiangsu-Coal_300_RC-12011,2048,2048,0.0
Jiangsu-Coal_300_RC-12011_CCS,2038,2038,0.0
Jiangsu-Coal_300_RC-12011_CCS,2038,2048,0.0
Jiangsu-Coal_300_RC-12011_CCS,2048,2048,0.0
Jiangsu-Coal_300_RC-12011_H2,2038,2038,0.0
Jiangsu-Coal_300_RC-12011_H2,2038,2048,0.0
Jiangsu-Coal_300_RC-12011_H2,2048,2048,0.0
Jiangsu-Coal_300_RC-12029,2038,2038,0.0
Jiangsu-Coal_300_RC-12029,2038,2048,-0.0
Jiangsu-Coal_300_RC-12029,2048,2048,0.0
Jiangsu-Coal_300_RC-12029_CCS,2038,2038,0.0
Jiangsu-Coal_300_RC-12029_CCS,2038,2048,0.0
Jiangsu-Coal_300_RC-12029_CCS,2048,2048,0.0
Jiangsu-Coal_300_RC-12029_H2,2038,2038,0.0
Jiangsu-Coal_300_RC-12029_H2,2038,2048,0.0
Jiangsu-Coal_300_RC-12029_H2,2048,2048,0.0
Jiangsu-Coal_300_SEA-11995,2038,2038,0.0
Jiangsu-Coal_300_SEA-11995,2038,2048,-0.0
Jiangsu-Coal_300_SEA-11995,2048,2048,0.0
Jiangsu-Coal_300_SEA-11995_CCS,2038,2038,0.0
Jiangsu-Coal_300_SEA-11995_CCS,2038,2048,0.0
Jiangsu-Coal_300_SEA-11995_CCS,2048,2048,0.0
Jiangsu-Coal_300_SEA-11995_H2,2038,2038,0.0
Jiangsu-Coal_300_SEA-11995_H2,2038,2048,0.0
Jiangsu-Coal_300_SEA-11995_H2,2048,2048,0.0
Jiangsu-Coal_600_OT-11939,2038,2038,0.0
Jiangsu-Coal_600_OT-11939,2038,2048,0.0
Jiangsu-Coal_600_OT-11939,2048,2048,0.0
Jiangsu-Coal_600_OT-11939_CCS,2038,2038,0.0
Jiangsu-Coal_600_OT-11939_CCS,2038,2048,0.0
Jiangsu-Coal_600_OT-11939_CCS,2048,2048,0.0
Jiangsu-Coal_600_OT-11939_H2,2038,2038,0.0
Jiangsu-Coal_600_OT-11939_H2,2038,2048,0.0
Jiangsu-Coal_600_OT-11939_H2,2048,2048,0.0
Jiangsu-Coal_600_OT-11957,2038,2038,0.0
Jiangsu-Coal_600_OT-11957,2038,2048,-0.0
Jiangsu-Coal_600_OT-11957,2048,2048,0.0
Jiangsu-Coal_600_OT-11957_CCS,2038,2038,0.0
Jiangsu-Coal_600_OT-11957_CCS,2038,2048,0.0
Jiangsu-Coal_600_OT-11957_CCS,2048,2048,0.0
Jiangsu-Coal_600_OT-11957_H2,2038,2038,0.0
Jiangsu-Coal_600_OT-11957_H2,2038,2048,0.0
Jiangsu-Coal_600_OT-11957_H2,2048,2048,0.0
Jiangsu-Coal_600_OT-11975,2038,2038,0.0
Jiangsu-Coal_600_OT-11975,2038,2048,0.0
Jiangsu-Coal_600_OT-11975,2048,2048,0.0
Jiangsu-Coal_600_OT-11975_CCS,2038,2038,0.0
Jiangsu-Coal_600_OT-11975_CCS,2038,2048,0.0
Jiangsu-Coal_600_OT-11975_CCS,2048,2048,0.0
Jiangsu-Coal_600_OT-11975_H2,2038,2038,0.0
Jiangsu-Coal_600_OT-11975_H2,2038,2048,0.0
Jiangsu-Coal_600_OT-11975_H2,2048,2048,0.0
Jiangsu-Coal_600_OT-12001,2038,2038,0.0
Jiangsu-Coal_600_OT-12001,2038,2048,0.0
Jiangsu-Coal_600_OT-12001,2048,2048,0.0
Jiangsu-Coal_600_OT-12001_CCS,2038,2038,0.0
Jiangsu-Coal_600_OT-12001_CCS,2038,2048,0.0
Jiangsu-Coal_600_OT-12001_CCS,2048,2048,0.0
Jiangsu-Coal_600_OT-12001_H2,2038,2038,0.0
Jiangsu-Coal_600_OT-12001_H2,2038,2048,0.0
Jiangsu-Coal_600_OT-12001_H2,2048,2048,0.0
Jiangsu-Coal_600_OT-12019,2038,2038,0.0
Jiangsu-Coal_600_OT-12019,2038,2048,-0.0
Jiangsu-Coal_600_OT-12019,2048,2048,0.0
Jiangsu-Coal_600_OT-12019_CCS,2038,2038,0.0
Jiangsu-Coal_600_OT-12019_CCS,2038,2048,0.0
Jiangsu-Coal_600_OT-12019_CCS,2048,2048,0.0
Jiangsu-Coal_600_OT-12019_H2,2038,2038,0.0
Jiangsu-Coal_600_OT-12019_H2,2038,2048,0.0
Jiangsu-Coal_600_OT-12019_H2,2048,2048,0.0
Jiangsu-Coal_600_RC-11947,2038,2038,0.0
Jiangsu-Coal_600_RC-11947,2038,2048,0.0
Jiangsu-Coal_600_RC-11947,2048,2048,0.0
Jiangsu-Coal_600_RC-11947_CCS,2038,2038,0.0
Jiangsu-Coal_600_RC-11947_CCS,2038,2048,0.0
Jiangsu-Coal_600_RC-11947_CCS,2048,2048,0.0
Jiangsu-Coal_600_RC-11947_H2,2038,2038,0.0
Jiangsu-Coal_600_RC-11947_H2,2038,2048,0.0
Jiangsu-Coal_600_RC-11947_H2,2048,2048,0.0
Jiangsu-Coal_600_RC-11965,2038,2038,0.0
Jiangsu-Coal_600_RC-11965,2038,2048,-0.0
Jiangsu-Coal_600_RC-11965,2048,2048,0.0
Jiangsu-Coal_600_RC-11965_CCS,2038,2038,0.0
Jiangsu-Coal_600_RC-11965_CCS,2038,2048,0.0
Jiangsu-Coal_600_RC-11965_CCS,2048,2048,0.0
Jiangsu-Coal_600_RC-11965_H2,2038,2038,0.0
Jiangsu-Coal_600_RC-11965_H2,2038,2048,0.0
Jiangsu-Coal_600_RC-11965_H2,2048,2048,0.0
Jiangsu-Coal_600_RC-11983,2038,2038,0.0
Jiangsu-Coal_600_RC-11983,2038,2048,-0.0
Jiangsu-Coal_600_RC-11983,2048,2048,0.0
Jiangsu-Coal_600_RC-11983_CCS,2038,2038,0.0
Jiangsu-Coal_600_RC-11983_CCS,2038,2048,0.0
Jiangsu-Coal_600_RC-11983_CCS,2048,2048,0.0
Jiangsu-Coal_600_RC-11983_H2,2038,2038,0.0
Jiangsu-Coal_600_RC-11983_H2,2038,2048,0.0
Jiangsu-Coal_600_RC-11983_H2,2048,2048,0.0
Jiangsu-Coal_600_RC-12009,2038,2038,0.0
Jiangsu-Coal_600_RC-12009,2038,2048,-0.0
Jiangsu-Coal_600_RC-12009,2048,2048,0.0
Jiangsu-Coal_600_RC-12009_CCS,2038,2038,0.0
Jiangsu-Coal_600_RC-12009_CCS,2038,2048,0.0
Jiangsu-Coal_600_RC-12009_CCS,2048,2048,0.0
Jiangsu-Coal_600_RC-12009_H2,2038,2038,0.0
Jiangsu-Coal_600_RC-12009_H2,2038,2048,0.0
Jiangsu-Coal_600_RC-12009_H2,2048,2048,0.0
Jiangsu-Coal_600_RC-12027,2038,2038,0.0
Jiangsu-Coal_600_RC-12027,2038,2048,-0.0
Jiangsu-Coal_600_RC-12027,2048,2048,0.0
Jiangsu-Coal_600_RC-12027_CCS,2038,2038,0.0
Jiangsu-Coal_600_RC-12027_CCS,2038,2048,0.0
Jiangsu-Coal_600_RC-12027_CCS,2048,2048,0.0
Jiangsu-Coal_600_RC-12027_H2,2038,2038,0.0
Jiangsu-Coal_600_RC-12027_H2,2038,2048,0.0
Jiangsu-Coal_600_RC-12027_H2,2048,2048,0.0
Jiangsu-Coal_600_SEA-11993,2038,2038,0.0
Jiangsu-Coal_600_SEA-11993,2038,2048,0.0
Jiangsu-Coal_600_SEA-11993,2048,2048,0.0
Jiangsu-Coal_600_SEA-11993_CCS,2038,2038,0.0
Jiangsu-Coal_600_SEA-11993_CCS,2038,2048,0.0
Jiangsu-Coal_600_SEA-11993_CCS,2048,2048,0.0
Jiangsu-Coal_600_SEA-11993_H2,2038,2038,0.0
Jiangsu-Coal_600_SEA-11993_H2,2038,2048,0.0
Jiangsu-Coal_600_SEA-11993_H2,2048,2048,0.0
Jiangsu-Coal_IGCC_RC-11951,2038,2038,0.0
Jiangsu-Coal_IGCC_RC-11951,2038,2048,0.0
Jiangsu-Coal_IGCC_RC-11951,2048,2048,0.0
Jiangsu-Coal_IGCC_RC-11951_CCS,2038,2038,0.0
Jiangsu-Coal_IGCC_RC-11951_CCS,2038,2048,0.0
Jiangsu-Coal_IGCC_RC-11951_CCS,2048,2048,0.0
Jiangsu-Coal_IGCC_RC-11951_H2,2038,2038,0.0
Jiangsu-Coal_IGCC_RC-11951_H2,2038,2048,0.0
Jiangsu-Coal_IGCC_RC-11951_H2,2048,2048,0.0
Jiangsu-Coal_IGCC_RC-11969,2038,2038,0.0
Jiangsu-Coal_IGCC_RC-11969,2038,2048,0.0
Jiangsu-Coal_IGCC_RC-11969,2048,2048,0.0
Jiangsu-Coal_IGCC_RC-11969_CCS,2038,2038,0.0
Jiangsu-Coal_IGCC_RC-11969_CCS,2038,2048,0.0
Jiangsu-Coal_IGCC_RC-11969_CCS,2048,2048,0.0
Jiangsu-Coal_IGCC_RC-11969_H2,2038,2038,0.0
Jiangsu-Coal_IGCC_RC-11969_H2,2038,2048,0.0
Jiangsu-Coal_IGCC_RC-11969_H2,2048,2048,0.0
Jiangsu-Coal_IGCC_RC-11987,2038,2038,0.0
Jiangsu-Coal_IGCC_RC-11987,2038,2048,0.0
Jiangsu-Coal_IGCC_RC-11987,2048,2048,0.0
Jiangsu-Coal_IGCC_RC-11987_CCS,2038,2038,0.0
Jiangsu-Coal_IGCC_RC-11987_CCS,2038,2048,0.0
Jiangsu-Coal_IGCC_RC-11987_CCS,2048,2048,0.0
Jiangsu-Coal_IGCC_RC-11987_H2,2038,2038,0.0
Jiangsu-Coal_IGCC_RC-11987_H2,2038,2048,0.0
Jiangsu-Coal_IGCC_RC-11987_H2,2048,2048,0.0
Jiangsu-Coal_IGCC_RC-12013,2038,2038,0.0
Jiangsu-Coal_IGCC_RC-12013,2038,2048,0.0
Jiangsu-Coal_IGCC_RC-12013,2048,2048,0.0
Jiangsu-Coal_IGCC_RC-12013_CCS,2038,2038,0.0
Jiangsu-Coal_IGCC_RC-12013_CCS,2038,2048,0.0
Jiangsu-Coal_IGCC_RC-12013_CCS,2048,2048,0.0
Jiangsu-Coal_IGCC_RC-12013_H2,2038,2038,0.0
Jiangsu-Coal_IGCC_RC-12013_H2,2038,2048,0.0
Jiangsu-Coal_IGCC_RC-12013_H2,2048,2048,0.0
Jiangsu-Coal_IGCC_RC-12031,2038,2038,0.0
Jiangsu-Coal_IGCC_RC-12031,2038,2048,0.0
Jiangsu-Coal_IGCC_RC-12031,2048,2048,0.0
Jiangsu-Coal_IGCC_RC-12031_CCS,2038,2038,0.0
Jiangsu-Coal_IGCC_RC-12031_CCS,2038,2048,0.0
Jiangsu-Coal_IGCC_RC-12031_CCS,2048,2048,0.0
Jiangsu-Coal_IGCC_RC-12031_H2,2038,2038,0.0
Jiangsu-Coal_IGCC_RC-12031_H2,2038,2048,0.0
Jiangsu-Coal_IGCC_RC-12031_H2,2048,2048,0.0
Jiangsu-Commercial_PV-129,2038,2038,0.0
Jiangsu-Commercial_PV-129,2038,2048,0.0
Jiangsu-Commercial_PV-129,2048,2048,0.0
Jiangsu-Commercial_PV-170,2038,2038,0.0
Jiangsu-Commercial_PV-170,2038,2048,0.0
Jiangsu-Commercial_PV-170,2048,2048,0.0
Jiangsu-Commercial_PV-74,2038,2038,0.0
Jiangsu-Commercial_PV-74,2038,2048,0.0
Jiangsu-Commercial_PV-74,2048,2048,0.0
Jiangsu-Commercial_PV-75,2038,2038,0.0
Jiangsu-Commercial_PV-75,2038,2048,0.0
Jiangsu-Commercial_PV-75,2048,2048,0.0
Jiangsu-Commercial_PV-76,2038,2038,0.0
Jiangsu-Commercial_PV-76,2038,2048,0.0
Jiangsu-Commercial_PV-76,2048,2048,0.0
Jiangsu-Commercial_PV-77,2038,2038,0.0
Jiangsu-Commercial_PV-77,2038,2048,0.0
Jiangsu-Commercial_PV-77,2048,2048,0.0
Jiangsu-Commercial_PV-78,2038,2038,0.0
Jiangsu-Commercial_PV-78,2038,2048,0.0
Jiangsu-Commercial_PV-78,2048,2048,0.0
Jiangsu-EP_Coal_1000_OT-ep-3067,2016,2038,0.0
Jiangsu-EP_Coal_1000_OT-ep-3067,2016,2048,0.0
Jiangsu-EP_Coal_1000_OT-ep-3068,2016,2038,0.0
Jiangsu-EP_Coal_1000_OT-ep-3068,2016,2048,0.0
Jiangsu-EP_Coal_1000_OT-ep-3069,2017,2038,0.0
Jiangsu-EP_Coal_1000_OT-ep-3069,2017,2048,0.0
Jiangsu-EP_Coal_1000_OT-ep-3070,2017,2038,0.0
Jiangsu-EP_Coal_1000_OT-ep-3070,2017,2048,0.0
Jiangsu-EP_Coal_1000_OT-ep-843,2010,2038,0.0
Jiangsu-EP_Coal_1000_OT-ep-843,2010,2048,0.0
Jiangsu-EP_Coal_1000_OT-ep-844,2009,2038,0.0
Jiangsu-EP_Coal_1000_OT-ep-844,2009,2048,0.0
Jiangsu-EP_Coal_1000_OT-ep-849,2015,2038,0.0
Jiangsu-EP_Coal_1000_OT-ep-849,2015,2048,0.0
Jiangsu-EP_Coal_1000_OT-ep-850,2008,2038,0.0
Jiangsu-EP_Coal_1000_OT-ep-851,2007,2038,0.0
Jiangsu-EP_Coal_1000_OT-ep-852,2014,2038,0.0
Jiangsu-EP_Coal_1000_OT-ep-852,2014,2048,0.0
Jiangsu-EP_Coal_1000_OT-ep-853,2014,2038,0.0
Jiangsu-EP_Coal_1000_OT-ep-853,2014,2048,0.0
Jiangsu-EP_Coal_1000_OT-ep-854,2013,2038,0.0
Jiangsu-EP_Coal_1000_OT-ep-854,2013,2048,0.0
Jiangsu-EP_Coal_1000_OT-ep-855,2013,2038,0.0
Jiangsu-EP_Coal_1000_OT-ep-855,2013,2048,0.0
Jiangsu-EP_Coal_1000_OT-ep-856,2012,2038,0.0
Jiangsu-EP_Coal_1000_OT-ep-856,2012,2048,0.0
Jiangsu-EP_Coal_1000_OT-ep-857,2011,2038,0.0
Jiangsu-EP_Coal_1000_OT-ep-857,2011,2048,0.0
Jiangsu-EP_Coal_1000_OT-ep-858,2013,2038,0.0
Jiangsu-EP_Coal_1000_OT-ep-858,2013,2048,0.0
Jiangsu-EP_Coal_1000_OT-ep-859,2013,2038,0.0
Jiangsu-EP_Coal_1000_OT-ep-859,2013,2048,0.0
Jiangsu-EP_Coal_1000_RC-ep-3071,2018,2038,0.0
Jiangsu-EP_Coal_1000_RC-ep-3071,2018,2048,0.0
Jiangsu-EP_Coal_1000_RC-ep-3072,2018,2038,0.0
Jiangsu-EP_Coal_1000_RC-ep-3072,2018,2048,0.0
Jiangsu-EP_Coal_1000_RC-ep-3073,2016,2038,0.0
Jiangsu-EP_Coal_1000_RC-ep-3073,2016,2048,0.0
Jiangsu-EP_Coal_1000_RC-ep-842,2012,2038,0.0
Jiangsu-EP_Coal_1000_RC-ep-842,2012,2048,0.0
Jiangsu-EP_Coal_1000_RC-ep-845,2011,2038,0.0
Jiangsu-EP_Coal_1000_RC-ep-845,2011,2048,0.0
Jiangsu-EP_Coal_1000_RC-ep-846,2011,2038,0.0
Jiangsu-EP_Coal_1000_RC-ep-846,2011,2048,0.0
Jiangsu-EP_Coal_1000_RC-ep-847,2010,2038,0.0
Jiangsu-EP_Coal_1000_RC-ep-847,2010,2048,0.0
Jiangsu-EP_Coal_1000_RC-ep-848,2010,2038,0.0
Jiangsu-EP_Coal_1000_RC-ep-848,2010,2048,0.0
Jiangsu-EP_Coal_1000_SEA-ep-3074,2017,2038,0.0
Jiangsu-EP_Coal_1000_SEA-ep-3074,2017,2048,0.0
Jiangsu-EP_Coal_1000_SEA-ep-3075,2017,2038,0.0
Jiangsu-EP_Coal_1000_SEA-ep-3075,2017,2048,0.0
Jiangsu-EP_Coal_300_OT-ep-935,2008,2038,0.0
Jiangsu-EP_Coal_300_OT-ep-940,2004,2038,0.0
Jiangsu-EP_Coal_300_OT-ep-941,2005,2038,0.0
Jiangsu-EP_Coal_300_OT-ep-942,2005,2038,0.0
Jiangsu-EP_Coal_300_OT-ep-943,2005,2038,0.0
Jiangsu-EP_Coal_300_OT-ep-967,2005,2038,0.0
Jiangsu-EP_Coal_300_OT-ep-968,2004,2038,0.0
Jiangsu-EP_Coal_300_OT-ep-969,2004,2038,0.0
Jiangsu-EP_Coal_300_OT-ep-970,2004,2038,0.0
Jiangsu-EP_Coal_300_RC-ep-922,2005,2038,0.0
Jiangsu-EP_Coal_300_RC-ep-923,2005,2038,0.0
Jiangsu-EP_Coal_300_RC-ep-924,2005,2038,0.0
Jiangsu-EP_Coal_300_RC-ep-925,2005,2038,0.0
Jiangsu-EP_Coal_300_RC-ep-926,2006,2038,0.0
Jiangsu-EP_Coal_300_RC-ep-927,2006,2038,0.0
Jiangsu-EP_Coal_300_RC-ep-928,2005,2038,0.0
Jiangsu-EP_Coal_300_RC-ep-929,2005,2038,0.0
Jiangsu-EP_Coal_300_RC-ep-930,2011,2038,0.0
Jiangsu-EP_Coal_300_RC-ep-931,2005,2038,0.0
Jiangsu-EP_Coal_300_RC-ep-932,2005,2038,0.0
Jiangsu-EP_Coal_300_RC-ep-933,2006,2038,0.0
Jiangsu-EP_Coal_300_RC-ep-934,2005,2038,0.0
Jiangsu-EP_Coal_300_RC-ep-936,2005,2038,0.0
Jiangsu-EP_Coal_300_RC-ep-937,2004,2038,0.0
Jiangsu-EP_Coal_300_RC-ep-938,2005,2038,0.0
Jiangsu-EP_Coal_300_RC-ep-939,2005,2038,0.0
Jiangsu-EP_Coal_300_RC-ep-955,2004,2038,0.0
Jiangsu-EP_Coal_300_RC-ep-956,2004,2038,0.0
Jiangsu-EP_Coal_300_RC-ep-963,2010,2038,0.0
Jiangsu-EP_Coal_300_RC-ep-964,2009,2038,0.0
Jiangsu-EP_Coal_300_RC-ep-965,2011,2038,0.0
Jiangsu-EP_Coal_300_RC-ep-966,2009,2038,0.0
Jiangsu-EP_Coal_600_OT-ep-3076,2016,2038,0.0
Jiangsu-EP_Coal_600_OT-ep-3076,2016,2048,0.0
Jiangsu-EP_Coal_600_OT-ep-3077,2016,2038,0.0
Jiangsu-EP_Coal_600_OT-ep-3077,2016,2048,0.0
Jiangsu-EP_Coal_600_OT-ep-863,2011,2038,0.0
Jiangsu-EP_Coal_600_OT-ep-863,2011,2048,0.0
Jiangsu-EP_Coal_600_OT-ep-864,2011,2038,0.0
Jiangsu-EP_Coal_600_OT-ep-864,2011,2048,0.0
Jiangsu-EP_Coal_600_OT-ep-869,2010,2038,0.0
Jiangsu-EP_Coal_600_OT-ep-869,2010,2048,0.0
Jiangsu-EP_Coal_600_OT-ep-870,2010,2038,0.0
Jiangsu-EP_Coal_600_OT-ep-870,2010,2048,0.0
Jiangsu-EP_Coal_600_OT-ep-871,2014,2038,0.0
Jiangsu-EP_Coal_600_OT-ep-871,2014,2048,0.0
Jiangsu-EP_Coal_600_OT-ep-872,2014,2038,0.0
Jiangsu-EP_Coal_600_OT-ep-872,2014,2048,0.0
Jiangsu-EP_Coal_600_OT-ep-875,2005,2038,0.0
Jiangsu-EP_Coal_600_OT-ep-876,2005,2038,0.0
Jiangsu-EP_Coal_600_OT-ep-877,2005,2038,0.0
Jiangsu-EP_Coal_600_OT-ep-878,2007,2038,0.0
Jiangsu-EP_Coal_600_OT-ep-879,2006,2038,0.0
Jiangsu-EP_Coal_600_OT-ep-880,2005,2038,0.0
Jiangsu-EP_Coal_600_OT-ep-881,2005,2038,0.0
Jiangsu-EP_Coal_600_OT-ep-882,1999,2038,0.0
Jiangsu-EP_Coal_600_OT-ep-884,2005,2038,0.0
Jiangsu-EP_Coal_600_OT-ep-885,2006,2038,0.0
Jiangsu-EP_Coal_600_OT-ep-886,2006,2038,0.0
Jiangsu-EP_Coal_600_OT-ep-887,2006,2038,0.0
Jiangsu-EP_Coal_600_OT-ep-888,2006,2038,0.0
Jiangsu-EP_Coal_600_OT-ep-889,2006,2038,0.0
Jiangsu-EP_Coal_600_OT-ep-895,2006,2038,0.0
Jiangsu-EP_Coal_600_OT-ep-896,2006,2038,0.0
Jiangsu-EP_Coal_600_OT-ep-897,2008,2038,0.0
Jiangsu-EP_Coal_600_OT-ep-898,2007,2038,0.0
Jiangsu-EP_Coal_600_OT-ep-899,2006,2038,0.0
Jiangsu-EP_Coal_600_OT-ep-900,2006,2038,0.0
Jiangsu-EP_Coal_600_RC-ep-873,2011,2038,0.0
Jiangsu-EP_Coal_600_RC-ep-873,2011,2048,0.0
Jiangsu-EP_Coal_600_RC-ep-874,2009,2038,0.0
