SPINNING_RESERVE_GEN_TPS_1,SPINNING_RESERVE_GEN_TPS_2,CommitGenSpinningReservesSlackUp
Jiangsu-Gas_CCGT_RC-12033,2040.06.26.04,0.0
Jiangsu-Gas_CCGT_RC-12033,2040.06.26.08,0.0
Jiangsu-Gas_CCGT_RC-12033,2040.06.26.12,0.0
Jiangsu-Gas_CCGT_RC-12033,2040.06.26.16,0.0
Jiangsu-Gas_CCGT_RC-12033,2040.06.26.20,0.0
Jiangsu-Gas_CCGT_RC-12033,2040.12.19.00,0.0
Jiangsu-Gas_CCGT_RC-12033,2040.12.19.04,0.0
Jiangsu-Gas_CCGT_RC-12033,2040.12.19.08,0.0
Jiangsu-Gas_CCGT_RC-12033,2040.12.19.12,0.0
Jiangsu-Gas_CCGT_RC-12033,2040.12.19.16,0.0
Jiangsu-Gas_CCGT_RC-12033,2040.12.19.20,0.0
Jiangsu-Gas_CCGT_RC-12033,2050.06.12.00,0.0
Jiangsu-Gas_CCGT_RC-12033,2050.06.12.04,0.0
Jiangsu-Gas_CCGT_RC-12033,2050.06.12.08,0.0
Jiangsu-Gas_CCGT_RC-12033,2050.06.12.12,0.0
Jiangsu-Gas_CCGT_RC-12033,2050.06.12.16,0.0
Jiangsu-Gas_CCGT_RC-12033,2050.06.12.20,0.0
Jiangsu-Gas_CCGT_RC-12033,2050.12.12.00,0.0
Jiangsu-Gas_CCGT_RC-12033,2050.12.12.04,0.0
Jiangsu-Gas_CCGT_RC-12033,2050.12.12.08,0.0
Jiangsu-Gas_CCGT_RC-12033,2050.12.12.12,0.0
Jiangsu-Gas_CCGT_RC-12033,2050.12.12.16,0.0
Jiangsu-Gas_CCGT_RC-12033,2050.12.12.20,0.0
Jiangsu-Gas_CCGT_SEA-11997,2040.06.26.00,0.0
Jiangsu-Gas_CCGT_SEA-11997,2040.06.26.04,0.0
Jiangsu-Gas_CCGT_SEA-11997,2040.06.26.08,0.0
Jiangsu-Gas_CCGT_SEA-11997,2040.06.26.12,0.0
Jiangsu-Gas_CCGT_SEA-11997,2040.06.26.16,0.0
Jiangsu-Gas_CCGT_SEA-11997,2040.06.26.20,0.0
Jiangsu-Gas_CCGT_SEA-11997,2040.12.19.00,0.0
Jiangsu-Gas_CCGT_SEA-11997,2040.12.19.04,0.0
Jiangsu-Gas_CCGT_SEA-11997,2040.12.19.08,0.0
Jiangsu-Gas_CCGT_SEA-11997,2040.12.19.12,0.0
Jiangsu-Gas_CCGT_SEA-11997,2040.12.19.16,0.0
Jiangsu-Gas_CCGT_SEA-11997,2040.12.19.20,0.0
Jiangsu-Gas_CCGT_SEA-11997,2050.06.12.00,0.0
Jiangsu-Gas_CCGT_SEA-11997,2050.06.12.04,0.0
Jiangsu-Gas_CCGT_SEA-11997,2050.06.12.08,0.0
Jiangsu-Gas_CCGT_SEA-11997,2050.06.12.12,0.0
Jiangsu-Gas_CCGT_SEA-11997,2050.06.12.16,0.0
Jiangsu-Gas_CCGT_SEA-11997,2050.06.12.20,0.0
Jiangsu-Gas_CCGT_SEA-11997,2050.12.12.00,0.0
Jiangsu-Gas_CCGT_SEA-11997,2050.12.12.04,0.0
Jiangsu-Gas_CCGT_SEA-11997,2050.12.12.08,0.0
Jiangsu-Gas_CCGT_SEA-11997,2050.12.12.12,0.0
Jiangsu-Gas_CCGT_SEA-11997,2050.12.12.16,0.0
Jiangsu-Gas_CCGT_SEA-11997,2050.12.12.20,0.0
Jiangsu-Gas_Combustion_Turbine_RC-13141,2040.06.26.00,0.0
Jiangsu-Gas_Combustion_Turbine_RC-13141,2040.06.26.04,0.0
Jiangsu-Gas_Combustion_Turbine_RC-13141,2040.06.26.08,0.0
Jiangsu-Gas_Combustion_Turbine_RC-13141,2040.06.26.12,0.0
Jiangsu-Gas_Combustion_Turbine_RC-13141,2040.06.26.16,0.0
Jiangsu-Gas_Combustion_Turbine_RC-13141,2040.06.26.20,0.0
Jiangsu-Gas_Combustion_Turbine_RC-13141,2040.12.19.00,0.0
Jiangsu-Gas_Combustion_Turbine_RC-13141,2040.12.19.04,0.0
Jiangsu-Gas_Combustion_Turbine_RC-13141,2040.12.19.08,0.0
Jiangsu-Gas_Combustion_Turbine_RC-13141,2040.12.19.12,0.0
Jiangsu-Gas_Combustion_Turbine_RC-13141,2040.12.19.16,0.0
Jiangsu-Gas_Combustion_Turbine_RC-13141,2040.12.19.20,0.0
Jiangsu-Gas_Combustion_Turbine_RC-13141,2050.06.12.00,0.0
Jiangsu-Gas_Combustion_Turbine_RC-13141,2050.06.12.04,0.0
Jiangsu-Gas_Combustion_Turbine_RC-13141,2050.06.12.08,0.0
Jiangsu-Gas_Combustion_Turbine_RC-13141,2050.06.12.12,0.0
Jiangsu-Gas_Combustion_Turbine_RC-13141,2050.06.12.16,0.0
Jiangsu-Gas_Combustion_Turbine_RC-13141,2050.06.12.20,0.0
Jiangsu-Gas_Combustion_Turbine_RC-13141,2050.12.12.00,0.0
Jiangsu-Gas_Combustion_Turbine_RC-13141,2050.12.12.04,0.0
Jiangsu-Gas_Combustion_Turbine_RC-13141,2050.12.12.08,0.0
Jiangsu-Gas_Combustion_Turbine_RC-13141,2050.12.12.12,0.0
Jiangsu-Gas_Combustion_Turbine_RC-13141,2050.12.12.16,0.0
Jiangsu-Gas_Combustion_Turbine_RC-13141,2050.12.12.20,0.0
Jiangsu-Hydro_NonPumped-ep-30016,2040.06.26.00,0.0
Jiangsu-Hydro_NonPumped-ep-30016,2040.06.26.04,0.0
Jiangsu-Hydro_NonPumped-ep-30016,2040.06.26.08,0.0
Jiangsu-Hydro_NonPumped-ep-30016,2040.06.26.12,0.0
Jiangsu-Hydro_NonPumped-ep-30016,2040.06.26.16,0.0
Jiangsu-Hydro_NonPumped-ep-30016,2040.06.26.20,0.0
Jiangsu-Hydro_NonPumped-ep-30016,2040.12.19.00,0.0
Jiangsu-Hydro_NonPumped-ep-30016,2040.12.19.04,0.0
Jiangsu-Hydro_NonPumped-ep-30016,2040.12.19.08,0.0
Jiangsu-Hydro_NonPumped-ep-30016,2040.12.19.12,0.0
Jiangsu-Hydro_NonPumped-ep-30016,2040.12.19.16,0.0
Jiangsu-Hydro_NonPumped-ep-30016,2040.12.19.20,0.0
Jiangsu-Hydro_NonPumped-ep-30016,2050.06.12.00,0.0
Jiangsu-Hydro_NonPumped-ep-30016,2050.06.12.04,0.0
Jiangsu-Hydro_NonPumped-ep-30016,2050.06.12.08,0.0
Jiangsu-Hydro_NonPumped-ep-30016,2050.06.12.12,0.0
Jiangsu-Hydro_NonPumped-ep-30016,2050.06.12.16,0.0
Jiangsu-Hydro_NonPumped-ep-30016,2050.06.12.20,0.0
Jiangsu-Hydro_NonPumped-ep-30016,2050.12.12.00,0.0
Jiangsu-Hydro_NonPumped-ep-30016,2050.12.12.04,0.0
Jiangsu-Hydro_NonPumped-ep-30016,2050.12.12.08,0.0
Jiangsu-Hydro_NonPumped-ep-30016,2050.12.12.12,0.0
Jiangsu-Hydro_NonPumped-ep-30016,2050.12.12.16,0.0
Jiangsu-Hydro_NonPumped-ep-30016,2050.12.12.20,0.0
Jiangsu-Hydro_NonPumped-ep-30047,2040.06.26.00,0.0
Jiangsu-Hydro_NonPumped-ep-30047,2040.06.26.04,0.0
Jiangsu-Hydro_NonPumped-ep-30047,2040.06.26.08,0.0
Jiangsu-Hydro_NonPumped-ep-30047,2040.06.26.12,0.0
Jiangsu-Hydro_NonPumped-ep-30047,2040.06.26.16,0.0
Jiangsu-Hydro_NonPumped-ep-30047,2040.06.26.20,0.0
Jiangsu-Hydro_NonPumped-ep-30047,2040.12.19.00,0.0
Jiangsu-Hydro_NonPumped-ep-30047,2040.12.19.04,0.0
Jiangsu-Hydro_NonPumped-ep-30047,2040.12.19.08,0.0
Jiangsu-Hydro_NonPumped-ep-30047,2040.12.19.12,0.0
Jiangsu-Hydro_NonPumped-ep-30047,2040.12.19.16,0.0
Jiangsu-Hydro_NonPumped-ep-30047,2040.12.19.20,0.0
Jiangsu-Hydro_NonPumped-ep-30047,2050.06.12.00,0.0
Jiangsu-Hydro_NonPumped-ep-30047,2050.06.12.04,0.0
Jiangsu-Hydro_NonPumped-ep-30047,2050.06.12.08,0.0
Jiangsu-Hydro_NonPumped-ep-30047,2050.06.12.12,0.0
Jiangsu-Hydro_NonPumped-ep-30047,2050.06.12.16,0.0
Jiangsu-Hydro_NonPumped-ep-30047,2050.06.12.20,0.0
Jiangsu-Hydro_NonPumped-ep-30047,2050.12.12.00,0.0
Jiangsu-Hydro_NonPumped-ep-30047,2050.12.12.04,0.0
Jiangsu-Hydro_NonPumped-ep-30047,2050.12.12.08,0.0
Jiangsu-Hydro_NonPumped-ep-30047,2050.12.12.12,0.0
Jiangsu-Hydro_NonPumped-ep-30047,2050.12.12.16,0.0
Jiangsu-Hydro_NonPumped-ep-30047,2050.12.12.20,0.0
Jiangsu-Hydro_NonPumped-ep-30078,2040.06.26.00,0.0
Jiangsu-Hydro_NonPumped-ep-30078,2040.06.26.04,0.0
Jiangsu-Hydro_NonPumped-ep-30078,2040.06.26.08,0.0
Jiangsu-Hydro_NonPumped-ep-30078,2040.06.26.12,0.0
Jiangsu-Hydro_NonPumped-ep-30078,2040.06.26.16,0.0
Jiangsu-Hydro_NonPumped-ep-30078,2040.06.26.20,0.0
Jiangsu-Hydro_NonPumped-ep-30078,2040.12.19.00,0.0
Jiangsu-Hydro_NonPumped-ep-30078,2040.12.19.04,0.0
Jiangsu-Hydro_NonPumped-ep-30078,2040.12.19.08,0.0
Jiangsu-Hydro_NonPumped-ep-30078,2040.12.19.12,0.0
Jiangsu-Hydro_NonPumped-ep-30078,2040.12.19.16,0.0
Jiangsu-Hydro_NonPumped-ep-30078,2040.12.19.20,0.0
Jiangsu-Hydro_NonPumped-ep-30078,2050.06.12.00,0.0
Jiangsu-Hydro_NonPumped-ep-30078,2050.06.12.04,0.0
Jiangsu-Hydro_NonPumped-ep-30078,2050.06.12.08,0.0
Jiangsu-Hydro_NonPumped-ep-30078,2050.06.12.12,0.0
Jiangsu-Hydro_NonPumped-ep-30078,2050.06.12.16,0.0
Jiangsu-Hydro_NonPumped-ep-30078,2050.06.12.20,0.0
Jiangsu-Hydro_NonPumped-ep-30078,2050.12.12.00,0.0
Jiangsu-Hydro_NonPumped-ep-30078,2050.12.12.04,0.0
Jiangsu-Hydro_NonPumped-ep-30078,2050.12.12.08,0.0
Jiangsu-Hydro_NonPumped-ep-30078,2050.12.12.12,0.0
Jiangsu-Hydro_NonPumped-ep-30078,2050.12.12.16,0.0
Jiangsu-Hydro_NonPumped-ep-30078,2050.12.12.20,0.0
Jiangsu-Hydro_NonPumped-ep-30109,2040.06.26.00,0.0
Jiangsu-Hydro_NonPumped-ep-30109,2040.06.26.04,0.0
Jiangsu-Hydro_NonPumped-ep-30109,2040.06.26.08,0.0
Jiangsu-Hydro_NonPumped-ep-30109,2040.06.26.12,0.0
Jiangsu-Hydro_NonPumped-ep-30109,2040.06.26.16,0.0
Jiangsu-Hydro_NonPumped-ep-30109,2040.06.26.20,0.0
Jiangsu-Hydro_NonPumped-ep-30109,2040.12.19.00,0.0
Jiangsu-Hydro_NonPumped-ep-30109,2040.12.19.04,0.0
Jiangsu-Hydro_NonPumped-ep-30109,2040.12.19.08,0.0
Jiangsu-Hydro_NonPumped-ep-30109,2040.12.19.12,0.0
Jiangsu-Hydro_NonPumped-ep-30109,2040.12.19.16,0.0
Jiangsu-Hydro_NonPumped-ep-30109,2040.12.19.20,0.0
Jiangsu-Hydro_NonPumped-ep-30109,2050.06.12.00,0.0
Jiangsu-Hydro_NonPumped-ep-30109,2050.06.12.04,0.0
Jiangsu-Hydro_NonPumped-ep-30109,2050.06.12.08,0.0
Jiangsu-Hydro_NonPumped-ep-30109,2050.06.12.12,0.0
Jiangsu-Hydro_NonPumped-ep-30109,2050.06.12.16,0.0
Jiangsu-Hydro_NonPumped-ep-30109,2050.06.12.20,0.0
Jiangsu-Hydro_NonPumped-ep-30109,2050.12.12.00,0.0
Jiangsu-Hydro_NonPumped-ep-30109,2050.12.12.04,0.0
Jiangsu-Hydro_NonPumped-ep-30109,2050.12.12.08,0.0
Jiangsu-Hydro_NonPumped-ep-30109,2050.12.12.12,0.0
Jiangsu-Hydro_NonPumped-ep-30109,2050.12.12.16,0.0
Jiangsu-Hydro_NonPumped-ep-30109,2050.12.12.20,0.0
Jiangsu-Hydro_NonPumped-ep-30140,2040.06.26.00,0.0
Jiangsu-Hydro_NonPumped-ep-30140,2040.06.26.04,0.0
Jiangsu-Hydro_NonPumped-ep-30140,2040.06.26.08,0.0
Jiangsu-Hydro_NonPumped-ep-30140,2040.06.26.12,0.0
Jiangsu-Hydro_NonPumped-ep-30140,2040.06.26.16,0.0
Jiangsu-Hydro_NonPumped-ep-30140,2040.06.26.20,0.0
Jiangsu-Hydro_NonPumped-ep-30140,2040.12.19.00,0.0
Jiangsu-Hydro_NonPumped-ep-30140,2040.12.19.04,0.0
Jiangsu-Hydro_NonPumped-ep-30140,2040.12.19.08,0.0
Jiangsu-Hydro_NonPumped-ep-30140,2040.12.19.12,0.0
Jiangsu-Hydro_NonPumped-ep-30140,2040.12.19.16,0.0
Jiangsu-Hydro_NonPumped-ep-30140,2040.12.19.20,0.0
Jiangsu-Hydro_NonPumped-ep-30140,2050.06.12.00,0.0
Jiangsu-Hydro_NonPumped-ep-30140,2050.06.12.04,0.0
Jiangsu-Hydro_NonPumped-ep-30140,2050.06.12.08,0.0
Jiangsu-Hydro_NonPumped-ep-30140,2050.06.12.12,0.0
Jiangsu-Hydro_NonPumped-ep-30140,2050.06.12.16,0.0
Jiangsu-Hydro_NonPumped-ep-30140,2050.06.12.20,0.0
Jiangsu-Hydro_NonPumped-ep-30140,2050.12.12.00,0.0
Jiangsu-Hydro_NonPumped-ep-30140,2050.12.12.04,0.0
Jiangsu-Hydro_NonPumped-ep-30140,2050.12.12.08,0.0
Jiangsu-Hydro_NonPumped-ep-30140,2050.12.12.12,0.0
Jiangsu-Hydro_NonPumped-ep-30140,2050.12.12.16,0.0
Jiangsu-Hydro_NonPumped-ep-30140,2050.12.12.20,0.0
Jiangsu-Hydro_NonPumped-ep-30171,2040.06.26.00,0.0
Jiangsu-Hydro_NonPumped-ep-30171,2040.06.26.04,0.0
Jiangsu-Hydro_NonPumped-ep-30171,2040.06.26.08,0.0
Jiangsu-Hydro_NonPumped-ep-30171,2040.06.26.12,0.0
Jiangsu-Hydro_NonPumped-ep-30171,2040.06.26.16,0.0
Jiangsu-Hydro_NonPumped-ep-30171,2040.06.26.20,0.0
Jiangsu-Hydro_NonPumped-ep-30171,2040.12.19.00,0.0
Jiangsu-Hydro_NonPumped-ep-30171,2040.12.19.04,0.0
Jiangsu-Hydro_NonPumped-ep-30171,2040.12.19.08,0.0
Jiangsu-Hydro_NonPumped-ep-30171,2040.12.19.12,0.0
Jiangsu-Hydro_NonPumped-ep-30171,2040.12.19.16,0.0
Jiangsu-Hydro_NonPumped-ep-30171,2040.12.19.20,0.0
Jiangsu-Hydro_NonPumped-ep-30171,2050.06.12.00,0.0
Jiangsu-Hydro_NonPumped-ep-30171,2050.06.12.04,0.0
Jiangsu-Hydro_NonPumped-ep-30171,2050.06.12.08,0.0
Jiangsu-Hydro_NonPumped-ep-30171,2050.06.12.12,0.0
Jiangsu-Hydro_NonPumped-ep-30171,2050.06.12.16,0.0
Jiangsu-Hydro_NonPumped-ep-30171,2050.06.12.20,0.0
Jiangsu-Hydro_NonPumped-ep-30171,2050.12.12.00,0.0
Jiangsu-Hydro_NonPumped-ep-30171,2050.12.12.04,0.0
Jiangsu-Hydro_NonPumped-ep-30171,2050.12.12.08,0.0
Jiangsu-Hydro_NonPumped-ep-30171,2050.12.12.12,0.0
Jiangsu-Hydro_NonPumped-ep-30171,2050.12.12.16,0.0
Jiangsu-Hydro_NonPumped-ep-30171,2050.12.12.20,0.0
Jiangsu-Hydro_NonPumped-ep-30202,2040.06.26.00,0.0
Jiangsu-Hydro_NonPumped-ep-30202,2040.06.26.04,0.0
Jiangsu-Hydro_NonPumped-ep-30202,2040.06.26.08,0.0
Jiangsu-Hydro_NonPumped-ep-30202,2040.06.26.12,0.0
Jiangsu-Hydro_NonPumped-ep-30202,2040.06.26.16,0.0
Jiangsu-Hydro_NonPumped-ep-30202,2040.06.26.20,0.0
Jiangsu-Hydro_NonPumped-ep-30202,2040.12.19.00,0.0
Jiangsu-Hydro_NonPumped-ep-30202,2040.12.19.04,0.0
Jiangsu-Hydro_NonPumped-ep-30202,2040.12.19.08,0.0
Jiangsu-Hydro_NonPumped-ep-30202,2040.12.19.12,0.0
Jiangsu-Hydro_NonPumped-ep-30202,2040.12.19.16,0.0
Jiangsu-Hydro_NonPumped-ep-30202,2040.12.19.20,0.0
Jiangsu-Hydro_NonPumped-ep-30202,2050.06.12.00,0.0
Jiangsu-Hydro_NonPumped-ep-30202,2050.06.12.04,0.0
Jiangsu-Hydro_NonPumped-ep-30202,2050.06.12.08,0.0
Jiangsu-Hydro_NonPumped-ep-30202,2050.06.12.12,0.0
Jiangsu-Hydro_NonPumped-ep-30202,2050.06.12.16,0.0
Jiangsu-Hydro_NonPumped-ep-30202,2050.06.12.20,0.0
Jiangsu-Hydro_NonPumped-ep-30202,2050.12.12.00,0.0
Jiangsu-Hydro_NonPumped-ep-30202,2050.12.12.04,0.0
Jiangsu-Hydro_NonPumped-ep-30202,2050.12.12.08,0.0
Jiangsu-Hydro_NonPumped-ep-30202,2050.12.12.12,0.0
Jiangsu-Hydro_NonPumped-ep-30202,2050.12.12.16,0.0
Jiangsu-Hydro_NonPumped-ep-30202,2050.12.12.20,0.0
Jiangsu-Hydro_NonPumped-ep-30233,2040.06.26.00,0.0
Jiangsu-Hydro_NonPumped-ep-30233,2040.06.26.04,0.0
Jiangsu-Hydro_NonPumped-ep-30233,2040.06.26.08,0.0
Jiangsu-Hydro_NonPumped-ep-30233,2040.06.26.12,0.0
Jiangsu-Hydro_NonPumped-ep-30233,2040.06.26.16,0.0
Jiangsu-Hydro_NonPumped-ep-30233,2040.06.26.20,0.0
Jiangsu-Hydro_NonPumped-ep-30233,2040.12.19.00,0.0
Jiangsu-Hydro_NonPumped-ep-30233,2040.12.19.04,0.0
Jiangsu-Hydro_NonPumped-ep-30233,2040.12.19.08,0.0
Jiangsu-Hydro_NonPumped-ep-30233,2040.12.19.12,0.0
Jiangsu-Hydro_NonPumped-ep-30233,2040.12.19.16,0.0
Jiangsu-Hydro_NonPumped-ep-30233,2040.12.19.20,0.0
Jiangsu-Hydro_NonPumped-ep-30233,2050.06.12.00,0.0
Jiangsu-Hydro_NonPumped-ep-30233,2050.06.12.04,0.0
Jiangsu-Hydro_NonPumped-ep-30233,2050.06.12.08,0.0
Jiangsu-Hydro_NonPumped-ep-30233,2050.06.12.12,0.0
Jiangsu-Hydro_NonPumped-ep-30233,2050.06.12.16,0.0
Jiangsu-Hydro_NonPumped-ep-30233,2050.06.12.20,0.0
Jiangsu-Hydro_NonPumped-ep-30233,2050.12.12.00,0.0
Jiangsu-Hydro_NonPumped-ep-30233,2050.12.12.04,0.0
Jiangsu-Hydro_NonPumped-ep-30233,2050.12.12.08,0.0
Jiangsu-Hydro_NonPumped-ep-30233,2050.12.12.12,0.0
Jiangsu-Hydro_NonPumped-ep-30233,2050.12.12.16,0.0
Jiangsu-Hydro_NonPumped-ep-30233,2050.12.12.20,0.0
Jiangsu-Hydro_NonPumped-ep-30264,2040.06.26.00,0.0
Jiangsu-Hydro_NonPumped-ep-30264,2040.06.26.04,0.0
Jiangsu-Hydro_NonPumped-ep-30264,2040.06.26.08,0.0
Jiangsu-Hydro_NonPumped-ep-30264,2040.06.26.12,0.0
Jiangsu-Hydro_NonPumped-ep-30264,2040.06.26.16,0.0
Jiangsu-Hydro_NonPumped-ep-30264,2040.06.26.20,0.0
Jiangsu-Hydro_NonPumped-ep-30264,2040.12.19.00,0.0
Jiangsu-Hydro_NonPumped-ep-30264,2040.12.19.04,0.0
Jiangsu-Hydro_NonPumped-ep-30264,2040.12.19.08,0.0
Jiangsu-Hydro_NonPumped-ep-30264,2040.12.19.12,0.0
Jiangsu-Hydro_NonPumped-ep-30264,2040.12.19.16,0.0
Jiangsu-Hydro_NonPumped-ep-30264,2040.12.19.20,0.0
Jiangsu-Hydro_NonPumped-ep-30264,2050.06.12.00,0.0
Jiangsu-Hydro_NonPumped-ep-30264,2050.06.12.04,0.0
Jiangsu-Hydro_NonPumped-ep-30264,2050.06.12.08,0.0
Jiangsu-Hydro_NonPumped-ep-30264,2050.06.12.12,0.0
Jiangsu-Hydro_NonPumped-ep-30264,2050.06.12.16,0.0
Jiangsu-Hydro_NonPumped-ep-30264,2050.06.12.20,0.0
Jiangsu-Hydro_NonPumped-ep-30264,2050.12.12.00,0.0
Jiangsu-Hydro_NonPumped-ep-30264,2050.12.12.04,0.0
Jiangsu-Hydro_NonPumped-ep-30264,2050.12.12.08,0.0
Jiangsu-Hydro_NonPumped-ep-30264,2050.12.12.12,0.0
Jiangsu-Hydro_NonPumped-ep-30264,2050.12.12.16,0.0
Jiangsu-Hydro_NonPumped-ep-30264,2050.12.12.20,0.0
Jiangsu-Hydro_NonPumped-ep-30295,2040.06.26.00,0.0
Jiangsu-Hydro_NonPumped-ep-30295,2040.06.26.04,0.0
Jiangsu-Hydro_NonPumped-ep-30295,2040.06.26.08,0.0
Jiangsu-Hydro_NonPumped-ep-30295,2040.06.26.12,0.0
Jiangsu-Hydro_NonPumped-ep-30295,2040.06.26.16,0.0
Jiangsu-Hydro_NonPumped-ep-30295,2040.06.26.20,0.0
Jiangsu-Hydro_NonPumped-ep-30295,2040.12.19.00,0.0
Jiangsu-Hydro_NonPumped-ep-30295,2040.12.19.04,0.0
Jiangsu-Hydro_NonPumped-ep-30295,2040.12.19.08,0.0
Jiangsu-Hydro_NonPumped-ep-30295,2040.12.19.12,0.0
Jiangsu-Hydro_NonPumped-ep-30295,2040.12.19.16,0.0
Jiangsu-Hydro_NonPumped-ep-30295,2040.12.19.20,0.0
Jiangsu-Hydro_NonPumped-ep-30295,2050.06.12.00,0.0
Jiangsu-Hydro_NonPumped-ep-30295,2050.06.12.04,0.0
Jiangsu-Hydro_NonPumped-ep-30295,2050.06.12.08,0.0
Jiangsu-Hydro_NonPumped-ep-30295,2050.06.12.12,0.0
Jiangsu-Hydro_NonPumped-ep-30295,2050.06.12.16,0.0
Jiangsu-Hydro_NonPumped-ep-30295,2050.06.12.20,0.0
Jiangsu-Hydro_NonPumped-ep-30295,2050.12.12.00,0.0
Jiangsu-Hydro_NonPumped-ep-30295,2050.12.12.04,0.0
Jiangsu-Hydro_NonPumped-ep-30295,2050.12.12.08,0.0
Jiangsu-Hydro_NonPumped-ep-30295,2050.12.12.12,0.0
Jiangsu-Hydro_NonPumped-ep-30295,2050.12.12.16,0.0
Jiangsu-Hydro_NonPumped-ep-30295,2050.12.12.20,0.0
Jiangsu-Hydro_NonPumped-ep-30326,2040.06.26.00,0.0
Jiangsu-Hydro_NonPumped-ep-30326,2040.06.26.04,0.0
Jiangsu-Hydro_NonPumped-ep-30326,2040.06.26.08,0.0
Jiangsu-Hydro_NonPumped-ep-30326,2040.06.26.12,0.0
Jiangsu-Hydro_NonPumped-ep-30326,2040.06.26.16,0.0
Jiangsu-Hydro_NonPumped-ep-30326,2040.06.26.20,0.0
Jiangsu-Hydro_NonPumped-ep-30326,2040.12.19.00,0.0
Jiangsu-Hydro_NonPumped-ep-30326,2040.12.19.04,0.0
Jiangsu-Hydro_NonPumped-ep-30326,2040.12.19.08,0.0
Jiangsu-Hydro_NonPumped-ep-30326,2040.12.19.12,0.0
Jiangsu-Hydro_NonPumped-ep-30326,2040.12.19.16,0.0
Jiangsu-Hydro_NonPumped-ep-30326,2040.12.19.20,0.0
Jiangsu-Hydro_NonPumped-ep-30326,2050.06.12.00,0.0
Jiangsu-Hydro_NonPumped-ep-30326,2050.06.12.04,0.0
Jiangsu-Hydro_NonPumped-ep-30326,2050.06.12.08,0.0
Jiangsu-Hydro_NonPumped-ep-30326,2050.06.12.12,0.0
Jiangsu-Hydro_NonPumped-ep-30326,2050.06.12.16,0.0
Jiangsu-Hydro_NonPumped-ep-30326,2050.06.12.20,0.0
Jiangsu-Hydro_NonPumped-ep-30326,2050.12.12.00,0.0
Jiangsu-Hydro_NonPumped-ep-30326,2050.12.12.04,0.0
Jiangsu-Hydro_NonPumped-ep-30326,2050.12.12.08,0.0
Jiangsu-Hydro_NonPumped-ep-30326,2050.12.12.12,0.0
Jiangsu-Hydro_NonPumped-ep-30326,2050.12.12.16,0.0
Jiangsu-Hydro_NonPumped-ep-30326,2050.12.12.20,0.0
Jiangsu-Hydro_NonPumped-ep-30357,2040.06.26.00,0.0
Jiangsu-Hydro_NonPumped-ep-30357,2040.06.26.04,0.0
Jiangsu-Hydro_NonPumped-ep-30357,2040.06.26.08,0.0
Jiangsu-Hydro_NonPumped-ep-30357,2040.06.26.12,0.0
Jiangsu-Hydro_NonPumped-ep-30357,2040.06.26.16,0.0
Jiangsu-Hydro_NonPumped-ep-30357,2040.06.26.20,0.0
Jiangsu-Hydro_NonPumped-ep-30357,2040.12.19.00,0.0
Jiangsu-Hydro_NonPumped-ep-30357,2040.12.19.04,0.0
Jiangsu-Hydro_NonPumped-ep-30357,2040.12.19.08,0.0
Jiangsu-Hydro_NonPumped-ep-30357,2040.12.19.12,0.0
Jiangsu-Hydro_NonPumped-ep-30357,2040.12.19.16,0.0
Jiangsu-Hydro_NonPumped-ep-30357,2040.12.19.20,0.0
Jiangsu-Hydro_NonPumped-ep-30357,2050.06.12.00,0.0
Jiangsu-Hydro_NonPumped-ep-30357,2050.06.12.04,0.0
Jiangsu-Hydro_NonPumped-ep-30357,2050.06.12.08,0.0
Jiangsu-Hydro_NonPumped-ep-30357,2050.06.12.12,0.0
Jiangsu-Hydro_NonPumped-ep-30357,2050.06.12.16,0.0
Jiangsu-Hydro_NonPumped-ep-30357,2050.06.12.20,0.0
Jiangsu-Hydro_NonPumped-ep-30357,2050.12.12.00,0.0
Jiangsu-Hydro_NonPumped-ep-30357,2050.12.12.04,0.0
Jiangsu-Hydro_NonPumped-ep-30357,2050.12.12.08,0.0
Jiangsu-Hydro_NonPumped-ep-30357,2050.12.12.12,0.0
Jiangsu-Hydro_NonPumped-ep-30357,2050.12.12.16,0.0
Jiangsu-Hydro_NonPumped-ep-30357,2050.12.12.20,0.0
Jiangsu-Hydro_NonPumped-ep-30388,2040.06.26.00,0.0
Jiangsu-Hydro_NonPumped-ep-30388,2040.06.26.04,0.0
Jiangsu-Hydro_NonPumped-ep-30388,2040.06.26.08,0.0
Jiangsu-Hydro_NonPumped-ep-30388,2040.06.26.12,0.0
Jiangsu-Hydro_NonPumped-ep-30388,2040.06.26.16,0.0
Jiangsu-Hydro_NonPumped-ep-30388,2040.06.26.20,0.0
Jiangsu-Hydro_NonPumped-ep-30388,2040.12.19.00,0.0
Jiangsu-Hydro_NonPumped-ep-30388,2040.12.19.04,0.0
Jiangsu-Hydro_NonPumped-ep-30388,2040.12.19.08,0.0
Jiangsu-Hydro_NonPumped-ep-30388,2040.12.19.12,0.0
Jiangsu-Hydro_NonPumped-ep-30388,2040.12.19.16,0.0
Jiangsu-Hydro_NonPumped-ep-30388,2040.12.19.20,0.0
Jiangsu-Hydro_NonPumped-ep-30388,2050.06.12.00,0.0
Jiangsu-Hydro_NonPumped-ep-30388,2050.06.12.04,0.0
Jiangsu-Hydro_NonPumped-ep-30388,2050.06.12.08,0.0
Jiangsu-Hydro_NonPumped-ep-30388,2050.06.12.12,0.0
Jiangsu-Hydro_NonPumped-ep-30388,2050.06.12.16,0.0
