SPINNING_RESERVE_GEN_TPS_1,SPINNING_RESERVE_GEN_TPS_2,CommitGenSpinningReservesSlackUp
Fujian-Commercial_PV-9,2040.12.19.12,0.0
Fujian-Commercial_PV-9,2040.12.19.16,0.0
Fujian-Commercial_PV-9,2040.12.19.20,-0.0
Fujian-Commercial_PV-9,2050.06.12.00,-0.0
Fujian-Commercial_PV-9,2050.06.12.04,-0.0
Fujian-Commercial_PV-9,2050.06.12.08,0.0
Fujian-Commercial_PV-9,2050.06.12.12,0.0
Fujian-Commercial_PV-9,2050.06.12.16,0.0
Fujian-Commercial_PV-9,2050.06.12.20,-0.0
Fujian-Commercial_PV-9,2050.12.12.00,-0.0
Fujian-Commercial_PV-9,2050.12.12.04,-0.0
Fujian-Commercial_PV-9,2050.12.12.08,0.0
Fujian-Commercial_PV-9,2050.12.12.12,0.0
Fujian-Commercial_PV-9,2050.12.12.16,0.0
Fujian-Commercial_PV-9,2050.12.12.20,-0.0
Fujian-Gas_CCGT_OT-12159,2040.06.26.00,0.0
Fujian-Gas_CCGT_OT-12159,2040.06.26.04,0.0
Fujian-Gas_CCGT_OT-12159,2040.06.26.08,0.0
Fujian-Gas_CCGT_OT-12159,2040.06.26.12,0.0
Fujian-Gas_CCGT_OT-12159,2040.06.26.16,0.0
Fujian-Gas_CCGT_OT-12159,2040.06.26.20,0.0
Fujian-Gas_CCGT_OT-12159,2040.12.19.00,0.0
Fujian-Gas_CCGT_OT-12159,2040.12.19.04,0.0
Fujian-Gas_CCGT_OT-12159,2040.12.19.08,0.0
Fujian-Gas_CCGT_OT-12159,2040.12.19.12,0.0
Fujian-Gas_CCGT_OT-12159,2040.12.19.16,0.0
Fujian-Gas_CCGT_OT-12159,2040.12.19.20,0.0
Fujian-Gas_CCGT_OT-12159,2050.06.12.00,0.0
Fujian-Gas_CCGT_OT-12159,2050.06.12.04,0.0
Fujian-Gas_CCGT_OT-12159,2050.06.12.08,0.0
Fujian-Gas_CCGT_OT-12159,2050.06.12.12,0.0
Fujian-Gas_CCGT_OT-12159,2050.06.12.16,0.0
Fujian-Gas_CCGT_OT-12159,2050.06.12.20,0.0
Fujian-Gas_CCGT_OT-12159,2050.12.12.00,0.0
Fujian-Gas_CCGT_OT-12159,2050.12.12.04,0.0
Fujian-Gas_CCGT_OT-12159,2050.12.12.08,0.0
Fujian-Gas_CCGT_OT-12159,2050.12.12.12,0.0
Fujian-Gas_CCGT_OT-12159,2050.12.12.16,0.0
Fujian-Gas_CCGT_OT-12159,2050.12.12.20,0.0
Fujian-Gas_CCGT_RC-12143,2040.06.26.00,0.0
Fujian-Gas_CCGT_RC-12143,2040.06.26.04,0.0
Fujian-Gas_CCGT_RC-12143,2040.06.26.08,0.0
Fujian-Gas_CCGT_RC-12143,2040.06.26.12,0.0
Fujian-Gas_CCGT_RC-12143,2040.06.26.16,0.0
Fujian-Gas_CCGT_RC-12143,2040.06.26.20,0.0
Fujian-Gas_CCGT_RC-12143,2040.12.19.00,0.0
Fujian-Gas_CCGT_RC-12143,2040.12.19.04,0.0
Fujian-Gas_CCGT_RC-12143,2040.12.19.08,0.0
Fujian-Gas_CCGT_RC-12143,2040.12.19.12,0.0
Fujian-Gas_CCGT_RC-12143,2040.12.19.16,0.0
Fujian-Gas_CCGT_RC-12143,2040.12.19.20,0.0
Fujian-Gas_CCGT_RC-12143,2050.06.12.00,0.0
Fujian-Gas_CCGT_RC-12143,2050.06.12.04,0.0
Fujian-Gas_CCGT_RC-12143,2050.06.12.08,0.0
Fujian-Gas_CCGT_RC-12143,2050.06.12.12,0.0
Fujian-Gas_CCGT_RC-12143,2050.06.12.16,0.0
Fujian-Gas_CCGT_RC-12143,2050.06.12.20,0.0
Fujian-Gas_CCGT_RC-12143,2050.12.12.00,0.0
Fujian-Gas_CCGT_RC-12143,2050.12.12.04,0.0
Fujian-Gas_CCGT_RC-12143,2050.12.12.08,0.0
Fujian-Gas_CCGT_RC-12143,2050.12.12.12,0.0
Fujian-Gas_CCGT_RC-12143,2050.12.12.16,0.0
Fujian-Gas_CCGT_RC-12143,2050.12.12.20,0.0
Fujian-Gas_CCGT_RC-12169,2040.06.26.00,0.0
Fujian-Gas_CCGT_RC-12169,2040.06.26.04,0.0
Fujian-Gas_CCGT_RC-12169,2040.06.26.08,0.0
Fujian-Gas_CCGT_RC-12169,2040.06.26.12,0.0
Fujian-Gas_CCGT_RC-12169,2040.06.26.16,0.0
Fujian-Gas_CCGT_RC-12169,2040.06.26.20,0.0
Fujian-Gas_CCGT_RC-12169,2040.12.19.00,0.0
Fujian-Gas_CCGT_RC-12169,2040.12.19.04,0.0
Fujian-Gas_CCGT_RC-12169,2040.12.19.08,0.0
Fujian-Gas_CCGT_RC-12169,2040.12.19.12,0.0
Fujian-Gas_CCGT_RC-12169,2040.12.19.16,0.0
Fujian-Gas_CCGT_RC-12169,2040.12.19.20,0.0
Fujian-Gas_CCGT_RC-12169,2050.06.12.00,0.0
Fujian-Gas_CCGT_RC-12169,2050.06.12.04,0.0
Fujian-Gas_CCGT_RC-12169,2050.06.12.08,0.0
Fujian-Gas_CCGT_RC-12169,2050.06.12.12,0.0
Fujian-Gas_CCGT_RC-12169,2050.06.12.16,0.0
Fujian-Gas_CCGT_RC-12169,2050.06.12.20,0.0
Fujian-Gas_CCGT_RC-12169,2050.12.12.00,0.0
Fujian-Gas_CCGT_RC-12169,2050.12.12.04,0.0
Fujian-Gas_CCGT_RC-12169,2050.12.12.08,0.0
Fujian-Gas_CCGT_RC-12169,2050.12.12.12,0.0
Fujian-Gas_CCGT_RC-12169,2050.12.12.16,0.0
Fujian-Gas_CCGT_RC-12169,2050.12.12.20,0.0
Fujian-Gas_CCGT_RC-12179,2040.06.26.00,0.0
Fujian-Gas_CCGT_RC-12179,2040.06.26.04,0.0
Fujian-Gas_CCGT_RC-12179,2040.06.26.08,0.0
Fujian-Gas_CCGT_RC-12179,2040.06.26.12,0.0
Fujian-Gas_CCGT_RC-12179,2040.06.26.16,0.0
Fujian-Gas_CCGT_RC-12179,2040.06.26.20,0.0
Fujian-Gas_CCGT_RC-12179,2040.12.19.00,0.0
Fujian-Gas_CCGT_RC-12179,2040.12.19.04,0.0
Fujian-Gas_CCGT_RC-12179,2040.12.19.08,0.0
Fujian-Gas_CCGT_RC-12179,2040.12.19.12,0.0
Fujian-Gas_CCGT_RC-12179,2040.12.19.16,0.0
Fujian-Gas_CCGT_RC-12179,2040.12.19.20,0.0
Fujian-Gas_CCGT_RC-12179,2050.06.12.00,0.0
Fujian-Gas_CCGT_RC-12179,2050.06.12.04,0.0
Fujian-Gas_CCGT_RC-12179,2050.06.12.08,0.0
Fujian-Gas_CCGT_RC-12179,2050.06.12.12,0.0
Fujian-Gas_CCGT_RC-12179,2050.06.12.16,0.0
Fujian-Gas_CCGT_RC-12179,2050.06.12.20,0.0
Fujian-Gas_CCGT_RC-12179,2050.12.12.00,0.0
Fujian-Gas_CCGT_RC-12179,2050.12.12.04,0.0
Fujian-Gas_CCGT_RC-12179,2050.12.12.08,0.0
Fujian-Gas_CCGT_RC-12179,2050.12.12.12,0.0
Fujian-Gas_CCGT_RC-12179,2050.12.12.16,0.0
Fujian-Gas_CCGT_RC-12179,2050.12.12.20,0.0
Fujian-Gas_CCGT_SEA-12151,2040.06.26.00,0.0
Fujian-Gas_CCGT_SEA-12151,2040.06.26.04,0.0
Fujian-Gas_CCGT_SEA-12151,2040.06.26.08,0.0
Fujian-Gas_CCGT_SEA-12151,2040.06.26.12,0.0
Fujian-Gas_CCGT_SEA-12151,2040.06.26.16,0.0
Fujian-Gas_CCGT_SEA-12151,2040.06.26.20,0.0
Fujian-Gas_CCGT_SEA-12151,2040.12.19.00,0.0
Fujian-Gas_CCGT_SEA-12151,2040.12.19.04,0.0
Fujian-Gas_CCGT_SEA-12151,2040.12.19.08,0.0
Fujian-Gas_CCGT_SEA-12151,2040.12.19.12,0.0
Fujian-Gas_CCGT_SEA-12151,2040.12.19.16,0.0
Fujian-Gas_CCGT_SEA-12151,2040.12.19.20,0.0
Fujian-Gas_CCGT_SEA-12151,2050.06.12.00,0.0
Fujian-Gas_CCGT_SEA-12151,2050.06.12.04,0.0
Fujian-Gas_CCGT_SEA-12151,2050.06.12.08,0.0
Fujian-Gas_CCGT_SEA-12151,2050.06.12.12,0.0
Fujian-Gas_CCGT_SEA-12151,2050.06.12.16,0.0
Fujian-Gas_CCGT_SEA-12151,2050.06.12.20,0.0
Fujian-Gas_CCGT_SEA-12151,2050.12.12.00,0.0
Fujian-Gas_CCGT_SEA-12151,2050.12.12.04,0.0
Fujian-Gas_CCGT_SEA-12151,2050.12.12.08,0.0
Fujian-Gas_CCGT_SEA-12151,2050.12.12.12,0.0
Fujian-Gas_CCGT_SEA-12151,2050.12.12.16,0.0
Fujian-Gas_CCGT_SEA-12151,2050.12.12.20,0.0
Fujian-Gas_CCGT_SEA-12187,2040.06.26.00,0.0
Fujian-Gas_CCGT_SEA-12187,2040.06.26.04,0.0
Fujian-Gas_CCGT_SEA-12187,2040.06.26.08,0.0
Fujian-Gas_CCGT_SEA-12187,2040.06.26.12,0.0
Fujian-Gas_CCGT_SEA-12187,2040.06.26.16,0.0
Fujian-Gas_CCGT_SEA-12187,2040.06.26.20,0.0
Fujian-Gas_CCGT_SEA-12187,2040.12.19.00,0.0
Fujian-Gas_CCGT_SEA-12187,2040.12.19.04,0.0
Fujian-Gas_CCGT_SEA-12187,2040.12.19.08,0.0
Fujian-Gas_CCGT_SEA-12187,2040.12.19.12,0.0
Fujian-Gas_CCGT_SEA-12187,2040.12.19.16,0.0
Fujian-Gas_CCGT_SEA-12187,2040.12.19.20,0.0
Fujian-Gas_CCGT_SEA-12187,2050.06.12.00,0.0
Fujian-Gas_CCGT_SEA-12187,2050.06.12.04,0.0
Fujian-Gas_CCGT_SEA-12187,2050.06.12.08,0.0
Fujian-Gas_CCGT_SEA-12187,2050.06.12.12,0.0
Fujian-Gas_CCGT_SEA-12187,2050.06.12.16,0.0
Fujian-Gas_CCGT_SEA-12187,2050.06.12.20,0.0
Fujian-Gas_CCGT_SEA-12187,2050.12.12.00,0.0
Fujian-Gas_CCGT_SEA-12187,2050.12.12.04,0.0
Fujian-Gas_CCGT_SEA-12187,2050.12.12.08,0.0
Fujian-Gas_CCGT_SEA-12187,2050.12.12.12,0.0
Fujian-Gas_CCGT_SEA-12187,2050.12.12.16,0.0
Fujian-Gas_CCGT_SEA-12187,2050.12.12.20,0.0
Fujian-Gas_Combustion_Turbine_RC-13124,2040.06.26.00,0.0
Fujian-Gas_Combustion_Turbine_RC-13124,2040.06.26.04,0.0
Fujian-Gas_Combustion_Turbine_RC-13124,2040.06.26.08,0.0
Fujian-Gas_Combustion_Turbine_RC-13124,2040.06.26.12,0.0
Fujian-Gas_Combustion_Turbine_RC-13124,2040.06.26.16,0.0
Fujian-Gas_Combustion_Turbine_RC-13124,2040.06.26.20,0.0
Fujian-Gas_Combustion_Turbine_RC-13124,2040.12.19.00,0.0
Fujian-Gas_Combustion_Turbine_RC-13124,2040.12.19.04,0.0
Fujian-Gas_Combustion_Turbine_RC-13124,2040.12.19.08,0.0
Fujian-Gas_Combustion_Turbine_RC-13124,2040.12.19.12,0.0
Fujian-Gas_Combustion_Turbine_RC-13124,2040.12.19.16,0.0
Fujian-Gas_Combustion_Turbine_RC-13124,2040.12.19.20,0.0
Fujian-Gas_Combustion_Turbine_RC-13124,2050.06.12.00,0.0
Fujian-Gas_Combustion_Turbine_RC-13124,2050.06.12.04,0.0
Fujian-Gas_Combustion_Turbine_RC-13124,2050.06.12.08,0.0
Fujian-Gas_Combustion_Turbine_RC-13124,2050.06.12.12,0.0
Fujian-Gas_Combustion_Turbine_RC-13124,2050.06.12.16,0.0
Fujian-Gas_Combustion_Turbine_RC-13124,2050.06.12.20,0.0
Fujian-Gas_Combustion_Turbine_RC-13124,2050.12.12.00,0.0
Fujian-Gas_Combustion_Turbine_RC-13124,2050.12.12.04,0.0
Fujian-Gas_Combustion_Turbine_RC-13124,2050.12.12.08,0.0
Fujian-Gas_Combustion_Turbine_RC-13124,2050.12.12.12,0.0
Fujian-Gas_Combustion_Turbine_RC-13124,2050.12.12.16,0.0
Fujian-Gas_Combustion_Turbine_RC-13124,2050.12.12.20,0.0
Fujian-Hydro_NonPumped-ep-30005,2040.06.26.00,0.0
Fujian-Hydro_NonPumped-ep-30005,2040.06.26.04,0.0
Fujian-Hydro_NonPumped-ep-30005,2040.06.26.08,0.0
Fujian-Hydro_NonPumped-ep-30005,2040.06.26.12,0.0
Fujian-Hydro_NonPumped-ep-30005,2040.06.26.16,0.0
Fujian-Hydro_NonPumped-ep-30005,2040.06.26.20,0.0
Fujian-Hydro_NonPumped-ep-30005,2040.12.19.00,0.0
Fujian-Hydro_NonPumped-ep-30005,2040.12.19.04,0.0
Fujian-Hydro_NonPumped-ep-30005,2040.12.19.08,0.0
Fujian-Hydro_NonPumped-ep-30005,2040.12.19.12,0.0
Fujian-Hydro_NonPumped-ep-30005,2040.12.19.16,0.0
Fujian-Hydro_NonPumped-ep-30005,2040.12.19.20,0.0
Fujian-Hydro_NonPumped-ep-30005,2050.06.12.00,0.0
Fujian-Hydro_NonPumped-ep-30005,2050.06.12.04,0.0
Fujian-Hydro_NonPumped-ep-30005,2050.06.12.08,0.0
Fujian-Hydro_NonPumped-ep-30005,2050.06.12.12,0.0
Fujian-Hydro_NonPumped-ep-30005,2050.06.12.16,0.0
Fujian-Hydro_NonPumped-ep-30005,2050.06.12.20,0.0
Fujian-Hydro_NonPumped-ep-30005,2050.12.12.00,0.0
Fujian-Hydro_NonPumped-ep-30005,2050.12.12.04,0.0
Fujian-Hydro_NonPumped-ep-30005,2050.12.12.08,0.0
Fujian-Hydro_NonPumped-ep-30005,2050.12.12.12,0.0
Fujian-Hydro_NonPumped-ep-30005,2050.12.12.16,0.0
Fujian-Hydro_NonPumped-ep-30005,2050.12.12.20,0.0
Fujian-Hydro_NonPumped-ep-30036,2040.06.26.00,0.0
Fujian-Hydro_NonPumped-ep-30036,2040.06.26.04,0.0
Fujian-Hydro_NonPumped-ep-30036,2040.06.26.08,0.0
Fujian-Hydro_NonPumped-ep-30036,2040.06.26.12,0.0
Fujian-Hydro_NonPumped-ep-30036,2040.06.26.16,0.0
Fujian-Hydro_NonPumped-ep-30036,2040.06.26.20,0.0
Fujian-Hydro_NonPumped-ep-30036,2040.12.19.00,0.0
Fujian-Hydro_NonPumped-ep-30036,2040.12.19.04,0.0
Fujian-Hydro_NonPumped-ep-30036,2040.12.19.08,0.0
Fujian-Hydro_NonPumped-ep-30036,2040.12.19.12,0.0
Fujian-Hydro_NonPumped-ep-30036,2040.12.19.16,0.0
Fujian-Hydro_NonPumped-ep-30036,2040.12.19.20,0.0
Fujian-Hydro_NonPumped-ep-30036,2050.06.12.00,0.0
Fujian-Hydro_NonPumped-ep-30036,2050.06.12.04,0.0
Fujian-Hydro_NonPumped-ep-30036,2050.06.12.08,0.0
Fujian-Hydro_NonPumped-ep-30036,2050.06.12.12,0.0
Fujian-Hydro_NonPumped-ep-30036,2050.06.12.16,0.0
Fujian-Hydro_NonPumped-ep-30036,2050.06.12.20,0.0
Fujian-Hydro_NonPumped-ep-30036,2050.12.12.00,0.0
Fujian-Hydro_NonPumped-ep-30036,2050.12.12.04,0.0
Fujian-Hydro_NonPumped-ep-30036,2050.12.12.08,0.0
Fujian-Hydro_NonPumped-ep-30036,2050.12.12.12,0.0
Fujian-Hydro_NonPumped-ep-30036,2050.12.12.16,0.0
Fujian-Hydro_NonPumped-ep-30036,2050.12.12.20,0.0
Fujian-Hydro_NonPumped-ep-30067,2040.06.26.00,0.0
Fujian-Hydro_NonPumped-ep-30067,2040.06.26.04,0.0
Fujian-Hydro_NonPumped-ep-30067,2040.06.26.08,0.0
Fujian-Hydro_NonPumped-ep-30067,2040.06.26.12,0.0
Fujian-Hydro_NonPumped-ep-30067,2040.06.26.16,0.0
Fujian-Hydro_NonPumped-ep-30067,2040.06.26.20,0.0
Fujian-Hydro_NonPumped-ep-30067,2040.12.19.00,0.0
Fujian-Hydro_NonPumped-ep-30067,2040.12.19.04,0.0
Fujian-Hydro_NonPumped-ep-30067,2040.12.19.08,0.0
Fujian-Hydro_NonPumped-ep-30067,2040.12.19.12,0.0
Fujian-Hydro_NonPumped-ep-30067,2040.12.19.16,0.0
Fujian-Hydro_NonPumped-ep-30067,2040.12.19.20,0.0
Fujian-Hydro_NonPumped-ep-30067,2050.06.12.00,0.0
Fujian-Hydro_NonPumped-ep-30067,2050.06.12.04,0.0
Fujian-Hydro_NonPumped-ep-30067,2050.06.12.08,0.0
Fujian-Hydro_NonPumped-ep-30067,2050.06.12.12,0.0
Fujian-Hydro_NonPumped-ep-30067,2050.06.12.16,0.0
Fujian-Hydro_NonPumped-ep-30067,2050.06.12.20,0.0
Fujian-Hydro_NonPumped-ep-30067,2050.12.12.00,0.0
Fujian-Hydro_NonPumped-ep-30067,2050.12.12.04,0.0
Fujian-Hydro_NonPumped-ep-30067,2050.12.12.08,0.0
Fujian-Hydro_NonPumped-ep-30067,2050.12.12.12,0.0
Fujian-Hydro_NonPumped-ep-30067,2050.12.12.16,0.0
Fujian-Hydro_NonPumped-ep-30067,2050.12.12.20,0.0
Fujian-Hydro_NonPumped-ep-30098,2040.06.26.00,0.0
Fujian-Hydro_NonPumped-ep-30098,2040.06.26.04,0.0
Fujian-Hydro_NonPumped-ep-30098,2040.06.26.08,0.0
Fujian-Hydro_NonPumped-ep-30098,2040.06.26.12,0.0
Fujian-Hydro_NonPumped-ep-30098,2040.06.26.16,0.0
Fujian-Hydro_NonPumped-ep-30098,2040.06.26.20,0.0
Fujian-Hydro_NonPumped-ep-30098,2040.12.19.00,0.0
Fujian-Hydro_NonPumped-ep-30098,2040.12.19.04,0.0
Fujian-Hydro_NonPumped-ep-30098,2040.12.19.08,0.0
Fujian-Hydro_NonPumped-ep-30098,2040.12.19.12,0.0
Fujian-Hydro_NonPumped-ep-30098,2040.12.19.16,0.0
Fujian-Hydro_NonPumped-ep-30098,2040.12.19.20,0.0
Fujian-Hydro_NonPumped-ep-30098,2050.06.12.00,0.0
Fujian-Hydro_NonPumped-ep-30098,2050.06.12.04,0.0
Fujian-Hydro_NonPumped-ep-30098,2050.06.12.08,0.0
Fujian-Hydro_NonPumped-ep-30098,2050.06.12.12,0.0
Fujian-Hydro_NonPumped-ep-30098,2050.06.12.16,0.0
Fujian-Hydro_NonPumped-ep-30098,2050.06.12.20,0.0
Fujian-Hydro_NonPumped-ep-30098,2050.12.12.00,0.0
Fujian-Hydro_NonPumped-ep-30098,2050.12.12.04,0.0
Fujian-Hydro_NonPumped-ep-30098,2050.12.12.08,0.0
Fujian-Hydro_NonPumped-ep-30098,2050.12.12.12,0.0
Fujian-Hydro_NonPumped-ep-30098,2050.12.12.16,0.0
Fujian-Hydro_NonPumped-ep-30098,2050.12.12.20,0.0
Fujian-Hydro_NonPumped-ep-30129,2040.06.26.00,0.0
Fujian-Hydro_NonPumped-ep-30129,2040.06.26.04,0.0
Fujian-Hydro_NonPumped-ep-30129,2040.06.26.08,0.0
Fujian-Hydro_NonPumped-ep-30129,2040.06.26.12,0.0
Fujian-Hydro_NonPumped-ep-30129,2040.06.26.16,0.0
Fujian-Hydro_NonPumped-ep-30129,2040.06.26.20,0.0
Fujian-Hydro_NonPumped-ep-30129,2040.12.19.00,0.0
Fujian-Hydro_NonPumped-ep-30129,2040.12.19.04,0.0
Fujian-Hydro_NonPumped-ep-30129,2040.12.19.08,0.0
Fujian-Hydro_NonPumped-ep-30129,2040.12.19.12,0.0
Fujian-Hydro_NonPumped-ep-30129,2040.12.19.16,0.0
Fujian-Hydro_NonPumped-ep-30129,2040.12.19.20,0.0
Fujian-Hydro_NonPumped-ep-30129,2050.06.12.00,0.0
Fujian-Hydro_NonPumped-ep-30129,2050.06.12.04,0.0
Fujian-Hydro_NonPumped-ep-30129,2050.06.12.08,0.0
Fujian-Hydro_NonPumped-ep-30129,2050.06.12.12,0.0
Fujian-Hydro_NonPumped-ep-30129,2050.06.12.16,0.0
Fujian-Hydro_NonPumped-ep-30129,2050.06.12.20,0.0
Fujian-Hydro_NonPumped-ep-30129,2050.12.12.00,0.0
Fujian-Hydro_NonPumped-ep-30129,2050.12.12.04,0.0
Fujian-Hydro_NonPumped-ep-30129,2050.12.12.08,0.0
Fujian-Hydro_NonPumped-ep-30129,2050.12.12.12,0.0
Fujian-Hydro_NonPumped-ep-30129,2050.12.12.16,0.0
Fujian-Hydro_NonPumped-ep-30129,2050.12.12.20,0.0
Fujian-Hydro_NonPumped-ep-30160,2040.06.26.00,0.0
Fujian-Hydro_NonPumped-ep-30160,2040.06.26.04,0.0
Fujian-Hydro_NonPumped-ep-30160,2040.06.26.08,0.0
Fujian-Hydro_NonPumped-ep-30160,2040.06.26.12,0.0
Fujian-Hydro_NonPumped-ep-30160,2040.06.26.16,0.0
Fujian-Hydro_NonPumped-ep-30160,2040.06.26.20,0.0
Fujian-Hydro_NonPumped-ep-30160,2040.12.19.00,0.0
Fujian-Hydro_NonPumped-ep-30160,2040.12.19.04,0.0
Fujian-Hydro_NonPumped-ep-30160,2040.12.19.08,0.0
Fujian-Hydro_NonPumped-ep-30160,2040.12.19.12,0.0
Fujian-Hydro_NonPumped-ep-30160,2040.12.19.16,0.0
Fujian-Hydro_NonPumped-ep-30160,2040.12.19.20,0.0
Fujian-Hydro_NonPumped-ep-30160,2050.06.12.00,0.0
Fujian-Hydro_NonPumped-ep-30160,2050.06.12.04,0.0
Fujian-Hydro_NonPumped-ep-30160,2050.06.12.08,0.0
Fujian-Hydro_NonPumped-ep-30160,2050.06.12.12,0.0
Fujian-Hydro_NonPumped-ep-30160,2050.06.12.16,0.0
Fujian-Hydro_NonPumped-ep-30160,2050.06.12.20,0.0
Fujian-Hydro_NonPumped-ep-30160,2050.12.12.00,0.0
Fujian-Hydro_NonPumped-ep-30160,2050.12.12.04,0.0
Fujian-Hydro_NonPumped-ep-30160,2050.12.12.08,0.0
Fujian-Hydro_NonPumped-ep-30160,2050.12.12.12,0.0
Fujian-Hydro_NonPumped-ep-30160,2050.12.12.16,0.0
Fujian-Hydro_NonPumped-ep-30160,2050.12.12.20,0.0
Fujian-Hydro_NonPumped-ep-30191,2040.06.26.00,0.0
Fujian-Hydro_NonPumped-ep-30191,2040.06.26.04,0.0
Fujian-Hydro_NonPumped-ep-30191,2040.06.26.08,0.0
Fujian-Hydro_NonPumped-ep-30191,2040.06.26.12,0.0
Fujian-Hydro_NonPumped-ep-30191,2040.06.26.16,0.0
Fujian-Hydro_NonPumped-ep-30191,2040.06.26.20,0.0
Fujian-Hydro_NonPumped-ep-30191,2040.12.19.00,0.0
Fujian-Hydro_NonPumped-ep-30191,2040.12.19.04,0.0
Fujian-Hydro_NonPumped-ep-30191,2040.12.19.08,0.0
Fujian-Hydro_NonPumped-ep-30191,2040.12.19.12,0.0
Fujian-Hydro_NonPumped-ep-30191,2040.12.19.16,0.0
Fujian-Hydro_NonPumped-ep-30191,2040.12.19.20,0.0
Fujian-Hydro_NonPumped-ep-30191,2050.06.12.00,0.0
Fujian-Hydro_NonPumped-ep-30191,2050.06.12.04,0.0
Fujian-Hydro_NonPumped-ep-30191,2050.06.12.08,0.0
Fujian-Hydro_NonPumped-ep-30191,2050.06.12.12,0.0
Fujian-Hydro_NonPumped-ep-30191,2050.06.12.16,0.0
Fujian-Hydro_NonPumped-ep-30191,2050.06.12.20,0.0
Fujian-Hydro_NonPumped-ep-30191,2050.12.12.00,0.0
Fujian-Hydro_NonPumped-ep-30191,2050.12.12.04,0.0
Fujian-Hydro_NonPumped-ep-30191,2050.12.12.08,0.0
Fujian-Hydro_NonPumped-ep-30191,2050.12.12.12,0.0
Fujian-Hydro_NonPumped-ep-30191,2050.12.12.16,0.0
Fujian-Hydro_NonPumped-ep-30191,2050.12.12.20,0.0
Fujian-Hydro_NonPumped-ep-30222,2040.06.26.00,0.0
Fujian-Hydro_NonPumped-ep-30222,2040.06.26.04,0.0
Fujian-Hydro_NonPumped-ep-30222,2040.06.26.08,0.0
Fujian-Hydro_NonPumped-ep-30222,2040.06.26.12,0.0
Fujian-Hydro_NonPumped-ep-30222,2040.06.26.16,0.0
Fujian-Hydro_NonPumped-ep-30222,2040.06.26.20,0.0
Fujian-Hydro_NonPumped-ep-30222,2040.12.19.00,0.0
Fujian-Hydro_NonPumped-ep-30222,2040.12.19.04,0.0
Fujian-Hydro_NonPumped-ep-30222,2040.12.19.08,0.0
Fujian-Hydro_NonPumped-ep-30222,2040.12.19.12,0.0
Fujian-Hydro_NonPumped-ep-30222,2040.12.19.16,0.0
Fujian-Hydro_NonPumped-ep-30222,2040.12.19.20,0.0
Fujian-Hydro_NonPumped-ep-30222,2050.06.12.00,0.0
Fujian-Hydro_NonPumped-ep-30222,2050.06.12.04,0.0
Fujian-Hydro_NonPumped-ep-30222,2050.06.12.08,0.0
Fujian-Hydro_NonPumped-ep-30222,2050.06.12.12,0.0
Fujian-Hydro_NonPumped-ep-30222,2050.06.12.16,0.0
Fujian-Hydro_NonPumped-ep-30222,2050.06.12.20,0.0
Fujian-Hydro_NonPumped-ep-30222,2050.12.12.00,0.0
Fujian-Hydro_NonPumped-ep-30222,2050.12.12.04,0.0
Fujian-Hydro_NonPumped-ep-30222,2050.12.12.08,0.0
Fujian-Hydro_NonPumped-ep-30222,2050.12.12.12,0.0
Fujian-Hydro_NonPumped-ep-30222,2050.12.12.16,0.0
Fujian-Hydro_NonPumped-ep-30222,2050.12.12.20,0.0
Fujian-Hydro_NonPumped-ep-30253,2040.06.26.00,0.0
Fujian-Hydro_NonPumped-ep-30253,2040.06.26.04,0.0
Fujian-Hydro_NonPumped-ep-30253,2040.06.26.08,0.0
Fujian-Hydro_NonPumped-ep-30253,2040.06.26.12,0.0
Fujian-Hydro_NonPumped-ep-30253,2040.06.26.16,0.0
Fujian-Hydro_NonPumped-ep-30253,2040.06.26.20,0.0
Fujian-Hydro_NonPumped-ep-30253,2040.12.19.00,0.0
Fujian-Hydro_NonPumped-ep-30253,2040.12.19.04,0.0
Fujian-Hydro_NonPumped-ep-30253,2040.12.19.08,0.0
Fujian-Hydro_NonPumped-ep-30253,2040.12.19.12,0.0
Fujian-Hydro_NonPumped-ep-30253,2040.12.19.16,0.0
Fujian-Hydro_NonPumped-ep-30253,2040.12.19.20,0.0
Fujian-Hydro_NonPumped-ep-30253,2050.06.12.00,0.0
Fujian-Hydro_NonPumped-ep-30253,2050.06.12.04,0.0
Fujian-Hydro_NonPumped-ep-30253,2050.06.12.08,0.0
Fujian-Hydro_NonPumped-ep-30253,2050.06.12.12,0.0
Fujian-Hydro_NonPumped-ep-30253,2050.06.12.16,0.0
Fujian-Hydro_NonPumped-ep-30253,2050.06.12.20,0.0
Fujian-Hydro_NonPumped-ep-30253,2050.12.12.00,0.0
Fujian-Hydro_NonPumped-ep-30253,2050.12.12.04,0.0
Fujian-Hydro_NonPumped-ep-30253,2050.12.12.08,0.0
Fujian-Hydro_NonPumped-ep-30253,2050.12.12.12,0.0
Fujian-Hydro_NonPumped-ep-30253,2050.12.12.16,0.0
Fujian-Hydro_NonPumped-ep-30253,2050.12.12.20,0.0
Fujian-Hydro_NonPumped-ep-30284,2040.06.26.00,0.0
Fujian-Hydro_NonPumped-ep-30284,2040.06.26.04,0.0
Fujian-Hydro_NonPumped-ep-30284,2040.06.26.08,0.0
Fujian-Hydro_NonPumped-ep-30284,2040.06.26.12,0.0
Fujian-Hydro_NonPumped-ep-30284,2040.06.26.16,0.0
Fujian-Hydro_NonPumped-ep-30284,2040.06.26.20,0.0
