GENERATION_PROJECT,PERIOD,gen_tech,gen_load_zone,gen_energy_source,BuildGen,BuildStorageEnergy,GenCapitalOutlay
Fujian-Coal_1000_OT-12153,2048,Coal_1000_OT,Fujian,Coal,0,.,0
Fujian-Coal_1000_RC-12135,2038,Coal_1000_RC,Fujian,Coal,0,.,0
Fujian-Coal_1000_RC-12135,2048,Coal_1000_RC,Fujian,Coal,0,.,0
Fujian-Coal_1000_RC-12161,2038,Coal_1000_RC,Fujian,Coal,0,.,0
Fujian-Coal_1000_RC-12161,2048,Coal_1000_RC,Fujian,Coal,0,.,0
Fujian-Coal_1000_RC-12171,2038,Coal_1000_RC,Fujian,Coal,0,.,0
Fujian-Coal_1000_RC-12171,2048,Coal_1000_RC,Fujian,Coal,0,.,0
Fujian-Coal_1000_SEA-12145,2038,Coal_1000_SEA,Fujian,Coal,0,.,0
Fujian-Coal_1000_SEA-12145,2048,Coal_1000_SEA,Fujian,Coal,0,.,0
Fujian-Coal_1000_SEA-12181,2038,Coal_1000_SEA,Fujian,Coal,0,.,0
Fujian-Coal_1000_SEA-12181,2048,Coal_1000_SEA,Fujian,Coal,0,.,0
Fujian-Coal_300_OT-12157,2038,Coal_300_OT,Fujian,Coal,0,.,0
Fujian-Coal_300_OT-12157,2048,Coal_300_OT,Fujian,Coal,0,.,0
Fujian-Coal_300_RC-12139,2038,Coal_300_RC,Fujian,Coal,0,.,0
Fujian-Coal_300_RC-12139,2048,Coal_300_RC,Fujian,Coal,0,.,0
Fujian-Coal_300_RC-12165,2038,Coal_300_RC,Fujian,Coal,0,.,0
Fujian-Coal_300_RC-12165,2048,Coal_300_RC,Fujian,Coal,0,.,0
Fujian-Coal_300_RC-12175,2038,Coal_300_RC,Fujian,Coal,0,.,0
Fujian-Coal_300_RC-12175,2048,Coal_300_RC,Fujian,Coal,0,.,0
Fujian-Coal_300_SEA-12149,2038,Coal_300_SEA,Fujian,Coal,0,.,0
Fujian-Coal_300_SEA-12149,2048,Coal_300_SEA,Fujian,Coal,0,.,0
Fujian-Coal_300_SEA-12185,2038,Coal_300_SEA,Fujian,Coal,0,.,0
Fujian-Coal_300_SEA-12185,2048,Coal_300_SEA,Fujian,Coal,0,.,0
Fujian-Coal_600_OT-12155,2038,Coal_600_OT,Fujian,Coal,0,.,0
Fujian-Coal_600_OT-12155,2048,Coal_600_OT,Fujian,Coal,0,.,0
Fujian-Coal_600_RC-12137,2038,Coal_600_RC,Fujian,Coal,0,.,0
Fujian-Coal_600_RC-12137,2048,Coal_600_RC,Fujian,Coal,0,.,0
Fujian-Coal_600_RC-12163,2038,Coal_600_RC,Fujian,Coal,0,.,0
Fujian-Coal_600_RC-12163,2048,Coal_600_RC,Fujian,Coal,0,.,0
Fujian-Coal_600_RC-12173,2038,Coal_600_RC,Fujian,Coal,0,.,0
Fujian-Coal_600_RC-12173,2048,Coal_600_RC,Fujian,Coal,0,.,0
Fujian-Coal_600_SEA-12147,2038,Coal_600_SEA,Fujian,Coal,0,.,0
Fujian-Coal_600_SEA-12147,2048,Coal_600_SEA,Fujian,Coal,0,.,0
Fujian-Coal_600_SEA-12183,2038,Coal_600_SEA,Fujian,Coal,0,.,0
Fujian-Coal_600_SEA-12183,2048,Coal_600_SEA,Fujian,Coal,0,.,0
Fujian-Coal_IGCC_RC-12141,2038,Coal_IGCC_RC,Fujian,Coal,0,.,0
Fujian-Coal_IGCC_RC-12141,2048,Coal_IGCC_RC,Fujian,Coal,0,.,0
Fujian-Coal_IGCC_RC-12167,2038,Coal_IGCC_RC,Fujian,Coal,0,.,0
Fujian-Coal_IGCC_RC-12167,2048,Coal_IGCC_RC,Fujian,Coal,0,.,0
Fujian-Coal_IGCC_RC-12177,2038,Coal_IGCC_RC,Fujian,Coal,0,.,0
Fujian-Coal_IGCC_RC-12177,2048,Coal_IGCC_RC,Fujian,Coal,0,.,0
Fujian-Commercial_PV-10,2038,Commercial_PV,Fujian,Solar,400,.,4.66792e+08
Fujian-Commercial_PV-10,2048,Commercial_PV,Fujian,Solar,0,.,0
Fujian-Commercial_PV-11,2038,Commercial_PV,Fujian,Solar,400,.,4.66792e+08
Fujian-Commercial_PV-11,2048,Commercial_PV,Fujian,Solar,0,.,0
Fujian-Commercial_PV-200,2038,Commercial_PV,Fujian,Solar,400,.,4.66792e+08
Fujian-Commercial_PV-200,2048,Commercial_PV,Fujian,Solar,0,.,0
Fujian-Commercial_PV-7,2038,Commercial_PV,Fujian,Solar,400,.,4.66792e+08
Fujian-Commercial_PV-7,2048,Commercial_PV,Fujian,Solar,0,.,0
Fujian-Commercial_PV-8,2038,Commercial_PV,Fujian,Solar,400,.,4.66792e+08
Fujian-Commercial_PV-8,2048,Commercial_PV,Fujian,Solar,0,.,0
Fujian-Commercial_PV-9,2038,Commercial_PV,Fujian,Solar,400,.,4.66792e+08
Fujian-Commercial_PV-9,2048,Commercial_PV,Fujian,Solar,0,.,0
Fujian-EP_Coal_1000_SEA-ep-1246,2038,EP_Coal_1000_SEA,Fujian,Coal,.,.,.
Fujian-EP_Coal_1000_SEA-ep-1246,2048,EP_Coal_1000_SEA,Fujian,Coal,.,.,.
Fujian-EP_Coal_1000_SEA-ep-1247,2038,EP_Coal_1000_SEA,Fujian,Coal,.,.,.
Fujian-EP_Coal_1000_SEA-ep-1247,2048,EP_Coal_1000_SEA,Fujian,Coal,.,.,.
Fujian-EP_Coal_1000_SEA-ep-3101,2038,EP_Coal_1000_SEA,Fujian,Coal,.,.,.
Fujian-EP_Coal_1000_SEA-ep-3101,2048,EP_Coal_1000_SEA,Fujian,Coal,.,.,.
Fujian-EP_Coal_1000_SEA-ep-3102,2038,EP_Coal_1000_SEA,Fujian,Coal,.,.,.
Fujian-EP_Coal_1000_SEA-ep-3102,2048,EP_Coal_1000_SEA,Fujian,Coal,.,.,.
Fujian-EP_Coal_300_RC-ep-1290,2038,EP_Coal_300_RC,Fujian,Coal,.,.,.
Fujian-EP_Coal_300_RC-ep-1291,2038,EP_Coal_300_RC,Fujian,Coal,.,.,.
Fujian-EP_Coal_300_RC-ep-1298,2038,EP_Coal_300_RC,Fujian,Coal,.,.,.
Fujian-EP_Coal_300_RC-ep-1299,2038,EP_Coal_300_RC,Fujian,Coal,.,.,.
Fujian-EP_Coal_300_RC-ep-1300,2038,EP_Coal_300_RC,Fujian,Coal,.,.,.
Fujian-EP_Coal_300_RC-ep-1301,2038,EP_Coal_300_RC,Fujian,Coal,.,.,.
Fujian-EP_Coal_300_SEA-ep-1292,2038,EP_Coal_300_SEA,Fujian,Coal,.,.,.
Fujian-EP_Coal_300_SEA-ep-1293,2038,EP_Coal_300_SEA,Fujian,Coal,.,.,.
Fujian-EP_Coal_300_SEA-ep-1294,2038,EP_Coal_300_SEA,Fujian,Coal,.,.,.
Fujian-EP_Coal_300_SEA-ep-1295,2038,EP_Coal_300_SEA,Fujian,Coal,.,.,.
Fujian-EP_Coal_600_OT-ep-1253,2038,EP_Coal_600_OT,Fujian,Coal,.,.,.
Fujian-EP_Coal_600_OT-ep-1253,2048,EP_Coal_600_OT,Fujian,Coal,.,.,.
Fujian-EP_Coal_600_OT-ep-1254,2038,EP_Coal_600_OT,Fujian,Coal,.,.,.
Fujian-EP_Coal_600_OT-ep-1254,2048,EP_Coal_600_OT,Fujian,Coal,.,.,.
Fujian-EP_Coal_600_SEA-ep-1249,2038,EP_Coal_600_SEA,Fujian,Coal,.,.,.
Fujian-EP_Coal_600_SEA-ep-1249,2048,EP_Coal_600_SEA,Fujian,Coal,.,.,.
Fujian-EP_Coal_600_SEA-ep-1250,2038,EP_Coal_600_SEA,Fujian,Coal,.,.,.
Fujian-EP_Coal_600_SEA-ep-1250,2048,EP_Coal_600_SEA,Fujian,Coal,.,.,.
Fujian-EP_Coal_600_SEA-ep-1251,2038,EP_Coal_600_SEA,Fujian,Coal,.,.,.
Fujian-EP_Coal_600_SEA-ep-1251,2048,EP_Coal_600_SEA,Fujian,Coal,.,.,.
Fujian-EP_Coal_600_SEA-ep-1252,2038,EP_Coal_600_SEA,Fujian,Coal,.,.,.
Fujian-EP_Coal_600_SEA-ep-1252,2048,EP_Coal_600_SEA,Fujian,Coal,.,.,.
Fujian-EP_Coal_600_SEA-ep-1255,2038,EP_Coal_600_SEA,Fujian,Coal,.,.,.
Fujian-EP_Coal_600_SEA-ep-1256,2038,EP_Coal_600_SEA,Fujian,Coal,.,.,.
Fujian-EP_Coal_600_SEA-ep-1257,2038,EP_Coal_600_SEA,Fujian,Coal,.,.,.
Fujian-EP_Coal_600_SEA-ep-1258,2038,EP_Coal_600_SEA,Fujian,Coal,.,.,.
Fujian-EP_Coal_600_SEA-ep-1259,2038,EP_Coal_600_SEA,Fujian,Coal,.,.,.
Fujian-EP_Coal_600_SEA-ep-1260,2038,EP_Coal_600_SEA,Fujian,Coal,.,.,.
Fujian-EP_Coal_600_SEA-ep-1261,2038,EP_Coal_600_SEA,Fujian,Coal,.,.,.
Fujian-EP_Coal_600_SEA-ep-1261,2048,EP_Coal_600_SEA,Fujian,Coal,.,.,.
Fujian-EP_Coal_600_SEA-ep-1262,2038,EP_Coal_600_SEA,Fujian,Coal,.,.,.
Fujian-EP_Coal_600_SEA-ep-1262,2048,EP_Coal_600_SEA,Fujian,Coal,.,.,.
Fujian-EP_Coal_600_SEA-ep-1263,2038,EP_Coal_600_SEA,Fujian,Coal,.,.,.
Fujian-EP_Coal_600_SEA-ep-1264,2038,EP_Coal_600_SEA,Fujian,Coal,.,.,.
Fujian-EP_Coal_600_SEA-ep-1265,2038,EP_Coal_600_SEA,Fujian,Coal,.,.,.
Fujian-EP_Coal_600_SEA-ep-1266,2038,EP_Coal_600_SEA,Fujian,Coal,.,.,.
Fujian-EP_Coal_600_SEA-ep-1267,2038,EP_Coal_600_SEA,Fujian,Coal,.,.,.
Fujian-EP_Coal_600_SEA-ep-1268,2038,EP_Coal_600_SEA,Fujian,Coal,.,.,.
Fujian-EP_Coal_600_SEA-ep-1269,2038,EP_Coal_600_SEA,Fujian,Coal,.,.,.
Fujian-EP_Coal_600_SEA-ep-1270,2038,EP_Coal_600_SEA,Fujian,Coal,.,.,.
Fujian-EP_Coal_600_SEA-ep-1271,2038,EP_Coal_600_SEA,Fujian,Coal,.,.,.
Fujian-Gas_CCGT_OT-12159,2038,Gas_CCGT_OT,Fujian,Gas,0,.,0
Fujian-Gas_CCGT_OT-12159,2048,Gas_CCGT_OT,Fujian,Gas,0,.,0
Fujian-Gas_CCGT_RC-12143,2038,Gas_CCGT_RC,Fujian,Gas,0,.,0
Fujian-Gas_CCGT_RC-12143,2048,Gas_CCGT_RC,Fujian,Gas,0,.,0
Fujian-Gas_CCGT_RC-12169,2038,Gas_CCGT_RC,Fujian,Gas,0,.,0
Fujian-Gas_CCGT_RC-12169,2048,Gas_CCGT_RC,Fujian,Gas,0,.,0
Fujian-Gas_CCGT_RC-12179,2038,Gas_CCGT_RC,Fujian,Gas,0,.,0
Fujian-Gas_CCGT_RC-12179,2048,Gas_CCGT_RC,Fujian,Gas,0,.,0
Fujian-Gas_CCGT_SEA-12151,2038,Gas_CCGT_SEA,Fujian,Gas,0,.,0
Fujian-Gas_CCGT_SEA-12151,2048,Gas_CCGT_SEA,Fujian,Gas,0,.,0
Fujian-Gas_CCGT_SEA-12187,2038,Gas_CCGT_SEA,Fujian,Gas,0,.,0
Fujian-Gas_CCGT_SEA-12187,2048,Gas_CCGT_SEA,Fujian,Gas,0,.,0
Fujian-Gas_Combustion_Turbine_RC-13124,2038,Gas_Combustion_Turbine_RC,Fujian,Gas,0,.,0
Fujian-Gas_Combustion_Turbine_RC-13124,2048,Gas_Combustion_Turbine_RC,Fujian,Gas,0,.,0
Fujian-Hydro_NonPumped-ep-30005,2038,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30005,2048,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30036,2038,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30036,2048,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30067,2038,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30067,2048,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30098,2038,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30098,2048,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30129,2038,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30129,2048,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30160,2038,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30160,2048,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30191,2038,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30191,2048,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30222,2038,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30222,2048,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30253,2038,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30253,2048,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30284,2038,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30284,2048,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30315,2038,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30315,2048,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30346,2038,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30346,2048,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30377,2038,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30377,2048,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30408,2038,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30408,2048,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30439,2038,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30439,2048,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30470,2038,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30470,2048,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30501,2038,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30501,2048,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30532,2038,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30532,2048,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30560,2038,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30560,2048,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30583,2038,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30583,2048,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30607,2038,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30607,2048,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30630,2038,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30630,2048,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30653,2038,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30653,2048,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30676,2038,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30676,2048,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30719,2038,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30719,2048,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30724,2038,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30724,2048,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30748,2038,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30748,2048,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30771,2038,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30771,2048,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30794,2038,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30794,2048,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30814,2038,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30814,2048,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30839,2038,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30839,2048,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30880,2038,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30880,2048,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30895,2038,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30895,2048,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30904,2038,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30904,2048,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30918,2038,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30918,2048,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30950,2038,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30950,2048,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30995,2038,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_NonPumped-ep-30995,2048,Hydro_NonPumped,Fujian,Water,.,.,.
Fujian-Hydro_Pumped-ep-35041,2038,Hydro_Pumped,Fujian,Water,.,.,.
Fujian-Hydro_Pumped-ep-35041,2048,Hydro_Pumped,Fujian,Water,.,.,.
Fujian-Nuclear_EP_SEA-ep-3103,2038,Nuclear_EP_SEA,Fujian,Uranium,.,.,.
Fujian-Nuclear_EP_SEA-ep-3103,2048,Nuclear_EP_SEA,Fujian,Uranium,.,.,.
Fujian-Nuclear_EP_SEA-ep-3104,2038,Nuclear_EP_SEA,Fujian,Uranium,.,.,.
Fujian-Nuclear_EP_SEA-ep-3104,2048,Nuclear_EP_SEA,Fujian,Uranium,.,.,.
Fujian-Nuclear_EP_SEA-ep-60016,2038,Nuclear_EP_SEA,Fujian,Uranium,.,.,.
Fujian-Nuclear_EP_SEA-ep-60016,2048,Nuclear_EP_SEA,Fujian,Uranium,.,.,.
Fujian-Nuclear_EP_SEA-ep-60021,2038,Nuclear_EP_SEA,Fujian,Uranium,.,.,.
Fujian-Nuclear_EP_SEA-ep-60021,2048,Nuclear_EP_SEA,Fujian,Uranium,.,.,.
Fujian-Nuclear_EP_SEA-ep-60022,2038,Nuclear_EP_SEA,Fujian,Uranium,.,.,.
Fujian-Nuclear_EP_SEA-ep-60022,2048,Nuclear_EP_SEA,Fujian,Uranium,.,.,.
Fujian-Nuclear_SEA-13125,2038,Nuclear_SEA,Fujian,Uranium,0,.,0
Fujian-Nuclear_SEA-13125,2048,Nuclear_SEA,Fujian,Uranium,0,.,0
Fujian-Nuclear_SEA-13130,2038,Nuclear_SEA,Fujian,Uranium,6561,.,1.85827e+10
Fujian-Nuclear_SEA-13130,2048,Nuclear_SEA,Fujian,Uranium,0,.,0
Fujian-Nuclear_SMR-13123,2038,Nuclear_SMR,Fujian,Uranium,0,.,0
Fujian-Nuclear_SMR-13123,2048,Nuclear_SMR,Fujian,Uranium,0,.,0
Fujian-Offshore_Wind-13118,2038,Offshore_Wind,Fujian,Wind,28050,.,8.23469e+10
Fujian-Offshore_Wind-13118,2048,Offshore_Wind,Fujian,Wind,0,.,0
Fujian-Residential_PV-207,2038,Residential_PV,Fujian,Solar,0,.,0
Fujian-Residential_PV-207,2048,Residential_PV,Fujian,Solar,0,.,0
Fujian-Residential_PV-208,2038,Residential_PV,Fujian,Solar,0,.,0
Fujian-Residential_PV-208,2048,Residential_PV,Fujian,Solar,0,.,0
Fujian-Residential_PV-209,2038,Residential_PV,Fujian,Solar,0,.,0
Fujian-Residential_PV-209,2048,Residential_PV,Fujian,Solar,0,.,0
Fujian-Residential_PV-210,2038,Residential_PV,Fujian,Solar,0,.,0
Fujian-Residential_PV-210,2048,Residential_PV,Fujian,Solar,0,.,0
Fujian-Residential_PV-211,2038,Residential_PV,Fujian,Solar,533.333,.,8.47673e+08
Fujian-Residential_PV-211,2048,Residential_PV,Fujian,Solar,0,.,0
Fujian-Residential_PV-400,2038,Residential_PV,Fujian,Solar,0,.,0
Fujian-Residential_PV-400,2048,Residential_PV,Fujian,Solar,0,.,0
Fujian-Wind-1021,2038,Wind,Fujian,Wind,1742.86,.,1.98301e+09
Fujian-Wind-1021,2048,Wind,Fujian,Wind,0,.,0
Fujian-Wind-1022,2038,Wind,Fujian,Wind,1742.86,.,1.98301e+09
Fujian-Wind-1022,2048,Wind,Fujian,Wind,0,.,0
Fujian-Wind-1024,2038,Wind,Fujian,Wind,1742.86,.,1.98301e+09
Fujian-Wind-1024,2048,Wind,Fujian,Wind,0,.,0
Fujian-Wind-1029,2038,Wind,Fujian,Wind,1742.86,.,1.98301e+09
Fujian-Wind-1029,2048,Wind,Fujian,Wind,0,.,0
Fujian-Wind-1035,2038,Wind,Fujian,Wind,1742.86,.,1.98301e+09
Fujian-Wind-1035,2048,Wind,Fujian,Wind,0,.,0
Fujian-Wind-1042,2038,Wind,Fujian,Wind,1742.86,.,1.98301e+09
Fujian-Wind-1042,2048,Wind,Fujian,Wind,0,.,0
Fujian-Wind-1044,2038,Wind,Fujian,Wind,1742.86,.,1.98301e+09
Fujian-Wind-1044,2048,Wind,Fujian,Wind,0,.,0
Fujian-Wind_EP-ep-40001,2038,Wind_EP,Fujian,Wind,.,.,.
Fujian-Wind_EP-ep-40045,2038,Wind_EP,Fujian,Wind,.,.,.
Fujian-Wind_EP-ep-40106,2038,Wind_EP,Fujian,Wind,.,.,.
Fujian-Wind_EP-ep-40133,2038,Wind_EP,Fujian,Wind,.,.,.
Fujian-Wind_EP-ep-40162,2038,Wind_EP,Fujian,Wind,.,.,.
Fujian-Wind_EP-ep-40190,2038,Wind_EP,Fujian,Wind,.,.,.
Fujian-Wind_EP-ep-40218,2038,Wind_EP,Fujian,Wind,.,.,.
Fujian-Wind_EP-ep-40241,2038,Wind_EP,Fujian,Wind,.,.,.
Fujian-Wind_EP-ep-40259,2038,Wind_EP,Fujian,Wind,.,.,.
Jiangsu-Battery_Storage-11179,2038,Battery_Storage,Jiangsu,Storage,45600.8,273605,7.06663e+10
Jiangsu-Battery_Storage-11179,2048,Battery_Storage,Jiangsu,Storage,45627.5,273765,5.76606e+10
Jiangsu-Central_PV-474,2038,Central_PV,Jiangsu,Solar,1142.86,.,9.70638e+08
Jiangsu-Central_PV-474,2048,Central_PV,Jiangsu,Solar,0,.,0
Jiangsu-Central_PV-475,2038,Central_PV,Jiangsu,Solar,1142.86,.,9.70638e+08
Jiangsu-Central_PV-475,2048,Central_PV,Jiangsu,Solar,0,.,0
Jiangsu-Central_PV-476,2038,Central_PV,Jiangsu,Solar,1142.86,.,9.70638e+08
Jiangsu-Central_PV-476,2048,Central_PV,Jiangsu,Solar,0,.,0
Jiangsu-Central_PV-477,2038,Central_PV,Jiangsu,Solar,1142.86,.,9.70638e+08
Jiangsu-Central_PV-477,2048,Central_PV,Jiangsu,Solar,0,.,0
Jiangsu-Central_PV-478,2038,Central_PV,Jiangsu,Solar,1142.86,.,9.70638e+08
Jiangsu-Central_PV-478,2048,Central_PV,Jiangsu,Solar,0,.,0
Jiangsu-Central_PV-570,2038,Central_PV,Jiangsu,Solar,1142.86,.,9.70638e+08
Jiangsu-Central_PV-570,2048,Central_PV,Jiangsu,Solar,0,.,0
Jiangsu-Central_PV-571,2038,Central_PV,Jiangsu,Solar,1142.86,.,9.70638e+08
Jiangsu-Central_PV-571,2048,Central_PV,Jiangsu,Solar,0,.,0
Jiangsu-Central_PV_EP-ep-50016,2038,Central_PV_EP,Jiangsu,Solar,.,.,.
Jiangsu-Central_PV_EP-ep-50037,2038,Central_PV_EP,Jiangsu,Solar,.,.,.
Jiangsu-Central_PV_EP-ep-50066,2038,Central_PV_EP,Jiangsu,Solar,.,.,.
Jiangsu-Central_PV_EP-ep-50096,2038,Central_PV_EP,Jiangsu,Solar,.,.,.
Jiangsu-Central_PV_EP-ep-50127,2038,Central_PV_EP,Jiangsu,Solar,.,.,.
Jiangsu-Central_PV_EP-ep-50156,2038,Central_PV_EP,Jiangsu,Solar,.,.,.
Jiangsu-Central_PV_EP-ep-50180,2038,Central_PV_EP,Jiangsu,Solar,.,.,.
Jiangsu-Coal_1000_OT-11937,2038,Coal_1000_OT,Jiangsu,Coal,34966.1,.,2.54456e+10
Jiangsu-Coal_1000_OT-11937,2048,Coal_1000_OT,Jiangsu,Coal,0,.,0
Jiangsu-Coal_1000_OT-11955,2038,Coal_1000_OT,Jiangsu,Coal,0,.,0
Jiangsu-Coal_1000_OT-11955,2048,Coal_1000_OT,Jiangsu,Coal,0,.,0
Jiangsu-Coal_1000_OT-11973,2038,Coal_1000_OT,Jiangsu,Coal,0,.,0
Jiangsu-Coal_1000_OT-11973,2048,Coal_1000_OT,Jiangsu,Coal,0,.,0
Jiangsu-Coal_1000_OT-11999,2038,Coal_1000_OT,Jiangsu,Coal,0,.,0
Jiangsu-Coal_1000_OT-11999,2048,Coal_1000_OT,Jiangsu,Coal,0,.,0
Jiangsu-Coal_1000_OT-12017,2038,Coal_1000_OT,Jiangsu,Coal,0,.,0
Jiangsu-Coal_1000_OT-12017,2048,Coal_1000_OT,Jiangsu,Coal,0,.,0
Jiangsu-Coal_1000_RC-11945,2038,Coal_1000_RC,Jiangsu,Coal,0,.,0
Jiangsu-Coal_1000_RC-11945,2048,Coal_1000_RC,Jiangsu,Coal,0,.,0
Jiangsu-Coal_1000_RC-11963,2038,Coal_1000_RC,Jiangsu,Coal,0,.,0
Jiangsu-Coal_1000_RC-11963,2048,Coal_1000_RC,Jiangsu,Coal,0,.,0
Jiangsu-Coal_1000_RC-11981,2038,Coal_1000_RC,Jiangsu,Coal,0,.,0
Jiangsu-Coal_1000_RC-11981,2048,Coal_1000_RC,Jiangsu,Coal,0,.,0
