GENERATION_PROJECT,PERIOD,gen_tech,gen_load_zone,gen_energy_source,BuildGen,BuildStorageEnergy,GenCapitalOutlay
Jiangsu-Hydro_NonPumped-ep-30202,2048,Hydro_NonPumped,Jiangsu,Water,.,.,.
Jiangsu-Hydro_NonPumped-ep-30233,2038,Hydro_NonPumped,Jiangsu,Water,.,.,.
Jiangsu-Hydro_NonPumped-ep-30233,2048,Hydro_NonPumped,Jiangsu,Water,.,.,.
Jiangsu-Hydro_NonPumped-ep-30264,2038,Hydro_NonPumped,Jiangsu,Water,.,.,.
Jiangsu-Hydro_NonPumped-ep-30264,2048,Hydro_NonPumped,Jiangsu,Water,.,.,.
Jiangsu-Hydro_NonPumped-ep-30295,2038,Hydro_NonPumped,Jiangsu,Water,.,.,.
Jiangsu-Hydro_NonPumped-ep-30295,2048,Hydro_NonPumped,Jiangsu,Water,.,.,.
Jiangsu-Hydro_NonPumped-ep-30326,2038,Hydro_NonPumped,Jiangsu,Water,.,.,.
Jiangsu-Hydro_NonPumped-ep-30326,2048,Hydro_NonPumped,Jiangsu,Water,.,.,.
Jiangsu-Hydro_NonPumped-ep-30357,2038,Hydro_NonPumped,Jiangsu,Water,.,.,.
Jiangsu-Hydro_NonPumped-ep-30357,2048,Hydro_NonPumped,Jiangsu,Water,.,.,.
Jiangsu-Hydro_NonPumped-ep-30388,2038,Hydro_NonPumped,Jiangsu,Water,.,.,.
Jiangsu-Hydro_NonPumped-ep-30388,2048,Hydro_NonPumped,Jiangsu,Water,.,.,.
Jiangsu-Hydro_NonPumped-ep-30419,2038,Hydro_NonPumped,Jiangsu,Water,.,.,.
Jiangsu-Hydro_NonPumped-ep-30419,2048,Hydro_NonPumped,Jiangsu,Water,.,.,.
Jiangsu-Hydro_NonPumped-ep-30450,2038,Hydro_NonPumped,Jiangsu,Water,.,.,.
Jiangsu-Hydro_NonPumped-ep-30450,2048,Hydro_NonPumped,Jiangsu,Water,.,.,.
Jiangsu-Hydro_NonPumped-ep-30481,2038,Hydro_NonPumped,Jiangsu,Water,.,.,.
Jiangsu-Hydro_NonPumped-ep-30481,2048,Hydro_NonPumped,Jiangsu,Water,.,.,.
Jiangsu-Hydro_NonPumped-ep-30512,2038,Hydro_NonPumped,Jiangsu,Water,.,.,.
Jiangsu-Hydro_NonPumped-ep-30512,2048,Hydro_NonPumped,Jiangsu,Water,.,.,.
Jiangsu-Hydro_NonPumped-ep-30543,2038,Hydro_NonPumped,Jiangsu,Water,.,.,.
Jiangsu-Hydro_NonPumped-ep-30543,2048,Hydro_NonPumped,Jiangsu,Water,.,.,.
Jiangsu-Hydro_NonPumped-ep-30616,2038,Hydro_NonPumped,Jiangsu,Water,.,.,.
Jiangsu-Hydro_NonPumped-ep-30616,2048,Hydro_NonPumped,Jiangsu,Water,.,.,.
Jiangsu-Hydro_NonPumped-ep-30639,2038,Hydro_NonPumped,Jiangsu,Water,.,.,.
Jiangsu-Hydro_NonPumped-ep-30639,2048,Hydro_NonPumped,Jiangsu,Water,.,.,.
Jiangsu-Hydro_NonPumped-ep-30662,2038,Hydro_NonPumped,Jiangsu,Water,.,.,.
Jiangsu-Hydro_NonPumped-ep-30662,2048,Hydro_NonPumped,Jiangsu,Water,.,.,.
Jiangsu-Hydro_NonPumped-ep-30733,2038,Hydro_NonPumped,Jiangsu,Water,.,.,.
Jiangsu-Hydro_NonPumped-ep-30733,2048,Hydro_NonPumped,Jiangsu,Water,.,.,.
Jiangsu-Hydro_NonPumped-ep-30824,2038,Hydro_NonPumped,Jiangsu,Water,.,.,.
Jiangsu-Hydro_NonPumped-ep-30824,2048,Hydro_NonPumped,Jiangsu,Water,.,.,.
Jiangsu-Hydro_NonPumped-ep-30896,2038,Hydro_NonPumped,Jiangsu,Water,.,.,.
Jiangsu-Hydro_NonPumped-ep-30896,2048,Hydro_NonPumped,Jiangsu,Water,.,.,.
Jiangsu-Hydro_NonPumped-ep-30907,2038,Hydro_NonPumped,Jiangsu,Water,.,.,.
Jiangsu-Hydro_NonPumped-ep-30907,2048,Hydro_NonPumped,Jiangsu,Water,.,.,.
Jiangsu-Hydro_NonPumped-ep-30928,2038,Hydro_NonPumped,Jiangsu,Water,.,.,.
Jiangsu-Hydro_NonPumped-ep-30928,2048,Hydro_NonPumped,Jiangsu,Water,.,.,.
Jiangsu-Hydro_NonPumped-ep-30957,2038,Hydro_NonPumped,Jiangsu,Water,.,.,.
Jiangsu-Hydro_NonPumped-ep-30957,2048,Hydro_NonPumped,Jiangsu,Water,.,.,.
Jiangsu-Hydro_Pumped-ep-35005,2038,Hydro_Pumped,Jiangsu,Water,.,.,.
Jiangsu-Hydro_Pumped-ep-35005,2048,Hydro_Pumped,Jiangsu,Water,.,.,.
Jiangsu-Hydro_Pumped-ep-35022,2038,Hydro_Pumped,Jiangsu,Water,.,.,.
Jiangsu-Hydro_Pumped-ep-35022,2048,Hydro_Pumped,Jiangsu,Water,.,.,.
Jiangsu-Hydro_Pumped-ep-35028,2038,Hydro_Pumped,Jiangsu,Water,.,.,.
Jiangsu-Hydro_Pumped-ep-35028,2048,Hydro_Pumped,Jiangsu,Water,.,.,.
Jiangsu-Hydro_Pumped-ep-35037,2038,Hydro_Pumped,Jiangsu,Water,.,.,.
Jiangsu-Hydro_Pumped-ep-35037,2048,Hydro_Pumped,Jiangsu,Water,.,.,.
Jiangsu-Nuclear_EP_SEA-ep-3085,2038,Nuclear_EP_SEA,Jiangsu,Uranium,.,.,.
Jiangsu-Nuclear_EP_SEA-ep-3085,2048,Nuclear_EP_SEA,Jiangsu,Uranium,.,.,.
Jiangsu-Nuclear_EP_SEA-ep-3086,2038,Nuclear_EP_SEA,Jiangsu,Uranium,.,.,.
Jiangsu-Nuclear_EP_SEA-ep-3086,2048,Nuclear_EP_SEA,Jiangsu,Uranium,.,.,.
Jiangsu-Nuclear_EP_SEA-ep-60012,2038,Nuclear_EP_SEA,Jiangsu,Uranium,.,.,.
Jiangsu-Nuclear_EP_SEA-ep-60013,2038,Nuclear_EP_SEA,Jiangsu,Uranium,.,.,.
Jiangsu-Nuclear_SEA-13132,2038,Nuclear_SEA,Jiangsu,Uranium,3914,.,1.10856e+10
Jiangsu-Nuclear_SEA-13132,2048,Nuclear_SEA,Jiangsu,Uranium,1992,.,5.64193e+09
Jiangsu-Nuclear_SMR-13140,2038,Nuclear_SMR,Jiangsu,Uranium,0,.,0
Jiangsu-Nuclear_SMR-13140,2048,Nuclear_SMR,Jiangsu,Uranium,0,.,0
Jiangsu-Offshore_Wind-13135,2038,Offshore_Wind,Jiangsu,Wind,0,.,0
Jiangsu-Offshore_Wind-13135,2048,Offshore_Wind,Jiangsu,Wind,107620,.,2.94928e+11
Jiangsu-Residential_PV-274,2038,Residential_PV,Jiangsu,Solar,0,.,0
Jiangsu-Residential_PV-274,2048,Residential_PV,Jiangsu,Solar,0,.,0
Jiangsu-Residential_PV-275,2038,Residential_PV,Jiangsu,Solar,0,.,0
Jiangsu-Residential_PV-275,2048,Residential_PV,Jiangsu,Solar,0,.,0
Jiangsu-Residential_PV-276,2038,Residential_PV,Jiangsu,Solar,0,.,0
Jiangsu-Residential_PV-276,2048,Residential_PV,Jiangsu,Solar,0,.,0
Jiangsu-Residential_PV-277,2038,Residential_PV,Jiangsu,Solar,0,.,0
Jiangsu-Residential_PV-277,2048,Residential_PV,Jiangsu,Solar,0,.,0
Jiangsu-Residential_PV-278,2038,Residential_PV,Jiangsu,Solar,0,.,0
Jiangsu-Residential_PV-278,2048,Residential_PV,Jiangsu,Solar,0,.,0
Jiangsu-Residential_PV-357,2038,Residential_PV,Jiangsu,Solar,0,.,0
Jiangsu-Residential_PV-357,2048,Residential_PV,Jiangsu,Solar,0,.,0
Jiangsu-Residential_PV-370,2038,Residential_PV,Jiangsu,Solar,0,.,0
Jiangsu-Residential_PV-370,2048,Residential_PV,Jiangsu,Solar,0,.,0
Jiangsu-Wind-1078,2038,Wind,Jiangsu,Wind,2916.67,.,3.31856e+09
Jiangsu-Wind-1078,2048,Wind,Jiangsu,Wind,0,.,0
Jiangsu-Wind-1079,2038,Wind,Jiangsu,Wind,2916.67,.,3.31856e+09
Jiangsu-Wind-1079,2048,Wind,Jiangsu,Wind,0,.,0
Jiangsu-Wind-1080,2038,Wind,Jiangsu,Wind,2916.67,.,3.31856e+09
Jiangsu-Wind-1080,2048,Wind,Jiangsu,Wind,0,.,0
Jiangsu-Wind-1084,2038,Wind,Jiangsu,Wind,2916.67,.,3.31856e+09
Jiangsu-Wind-1084,2048,Wind,Jiangsu,Wind,0,.,0
Jiangsu-Wind-1085,2038,Wind,Jiangsu,Wind,2916.67,.,3.31856e+09
Jiangsu-Wind-1085,2048,Wind,Jiangsu,Wind,0,.,0
Jiangsu-Wind-1088,2038,Wind,Jiangsu,Wind,2916.67,.,3.31856e+09
Jiangsu-Wind-1088,2048,Wind,Jiangsu,Wind,0,.,0
Jiangsu-Wind-1089,2038,Wind,Jiangsu,Wind,2916.67,.,3.31856e+09
Jiangsu-Wind-1089,2048,Wind,Jiangsu,Wind,0,.,0
Jiangsu-Wind-1092,2038,Wind,Jiangsu,Wind,2916.67,.,3.31856e+09
Jiangsu-Wind-1092,2048,Wind,Jiangsu,Wind,0,.,0
Jiangsu-Wind-1093,2038,Wind,Jiangsu,Wind,2916.67,.,3.31856e+09
Jiangsu-Wind-1093,2048,Wind,Jiangsu,Wind,0,.,0
Jiangsu-Wind-1094,2038,Wind,Jiangsu,Wind,2916.67,.,3.31856e+09
Jiangsu-Wind-1094,2048,Wind,Jiangsu,Wind,0,.,0
Jiangsu-Wind-1096,2038,Wind,Jiangsu,Wind,2916.67,.,3.31856e+09
Jiangsu-Wind-1096,2048,Wind,Jiangsu,Wind,0,.,0
Jiangsu-Wind-1159,2038,Wind,Jiangsu,Wind,2916.67,.,3.31856e+09
Jiangsu-Wind-1159,2048,Wind,Jiangsu,Wind,0,.,0
Jiangsu-Wind_EP-ep-40053,2038,Wind_EP,Jiangsu,Wind,.,.,.
Jiangsu-Wind_EP-ep-40089,2038,Wind_EP,Jiangsu,Wind,.,.,.
Jiangsu-Wind_EP-ep-40116,2038,Wind_EP,Jiangsu,Wind,.,.,.
Jiangsu-Wind_EP-ep-40143,2038,Wind_EP,Jiangsu,Wind,.,.,.
Jiangsu-Wind_EP-ep-40172,2038,Wind_EP,Jiangsu,Wind,.,.,.
Jiangsu-Wind_EP-ep-40200,2038,Wind_EP,Jiangsu,Wind,.,.,.
Jiangsu-Wind_EP-ep-40227,2038,Wind_EP,Jiangsu,Wind,.,.,.
Jiangsu-Wind_EP-ep-40249,2038,Wind_EP,Jiangsu,Wind,.,.,.
Jiangsu-Wind_EP-ep-40270,2038,Wind_EP,Jiangsu,Wind,.,.,.
Shanghai-Battery_Storage-11180,2038,Battery_Storage,Shanghai,Storage,0,0,0
Shanghai-Battery_Storage-11180,2048,Battery_Storage,Shanghai,Storage,0,0,0
Shanghai-Central_PV-509,2038,Central_PV,Shanghai,Solar,5001,.,4.24739e+09
Shanghai-Central_PV-509,2048,Central_PV,Shanghai,Solar,0,.,0
Shanghai-Central_PV_EP-ep-50003,2038,Central_PV_EP,Shanghai,Solar,.,.,.
Shanghai-Central_PV_EP-ep-50005,2038,Central_PV_EP,Shanghai,Solar,.,.,.
Shanghai-Central_PV_EP-ep-50044,2038,Central_PV_EP,Shanghai,Solar,.,.,.
Shanghai-Central_PV_EP-ep-50074,2038,Central_PV_EP,Shanghai,Solar,.,.,.
Shanghai-Central_PV_EP-ep-50103,2038,Central_PV_EP,Shanghai,Solar,.,.,.
Shanghai-Central_PV_EP-ep-50164,2038,Central_PV_EP,Shanghai,Solar,.,.,.
Shanghai-Coal_1000_OT-11911,2038,Coal_1000_OT,Shanghai,Coal,36952.3,.,2.6891e+10
Shanghai-Coal_1000_OT-11911,2048,Coal_1000_OT,Shanghai,Coal,16766.5,.,1.22014e+10
Shanghai-Coal_1000_RC-11919,2038,Coal_1000_RC,Shanghai,Coal,0,.,0
Shanghai-Coal_1000_RC-11919,2048,Coal_1000_RC,Shanghai,Coal,0,.,0
Shanghai-Coal_1000_SEA-11929,2038,Coal_1000_SEA,Shanghai,Coal,0,.,0
Shanghai-Coal_1000_SEA-11929,2048,Coal_1000_SEA,Shanghai,Coal,0,.,0
Shanghai-Coal_300_OT-11915,2038,Coal_300_OT,Shanghai,Coal,0,.,0
Shanghai-Coal_300_OT-11915,2048,Coal_300_OT,Shanghai,Coal,0,.,0
Shanghai-Coal_300_RC-11923,2038,Coal_300_RC,Shanghai,Coal,0,.,0
Shanghai-Coal_300_RC-11923,2048,Coal_300_RC,Shanghai,Coal,0,.,0
Shanghai-Coal_300_SEA-11933,2038,Coal_300_SEA,Shanghai,Coal,0,.,0
Shanghai-Coal_300_SEA-11933,2048,Coal_300_SEA,Shanghai,Coal,0,.,0
Shanghai-Coal_600_OT-11913,2038,Coal_600_OT,Shanghai,Coal,0,.,0
Shanghai-Coal_600_OT-11913,2048,Coal_600_OT,Shanghai,Coal,0,.,0
Shanghai-Coal_600_RC-11921,2038,Coal_600_RC,Shanghai,Coal,0,.,0
Shanghai-Coal_600_RC-11921,2048,Coal_600_RC,Shanghai,Coal,0,.,0
Shanghai-Coal_600_SEA-11931,2038,Coal_600_SEA,Shanghai,Coal,0,.,0
Shanghai-Coal_600_SEA-11931,2048,Coal_600_SEA,Shanghai,Coal,0,.,0
Shanghai-Coal_IGCC_RC-11925,2038,Coal_IGCC_RC,Shanghai,Coal,0,.,0
Shanghai-Coal_IGCC_RC-11925,2048,Coal_IGCC_RC,Shanghai,Coal,0,.,0
Shanghai-Commercial_PV-109,2038,Commercial_PV,Shanghai,Solar,2200,.,2.56735e+09
Shanghai-Commercial_PV-109,2048,Commercial_PV,Shanghai,Solar,0,.,0
Shanghai-EP_Coal_1000_OT-ep-789,2038,EP_Coal_1000_OT,Shanghai,Coal,.,.,.
Shanghai-EP_Coal_1000_OT-ep-790,2038,EP_Coal_1000_OT,Shanghai,Coal,.,.,.
Shanghai-EP_Coal_1000_OT-ep-791,2038,EP_Coal_1000_OT,Shanghai,Coal,.,.,.
Shanghai-EP_Coal_1000_OT-ep-792,2038,EP_Coal_1000_OT,Shanghai,Coal,.,.,.
Shanghai-EP_Coal_1000_SEA-ep-787,2038,EP_Coal_1000_SEA,Shanghai,Coal,.,.,.
Shanghai-EP_Coal_1000_SEA-ep-787,2048,EP_Coal_1000_SEA,Shanghai,Coal,.,.,.
Shanghai-EP_Coal_1000_SEA-ep-788,2038,EP_Coal_1000_SEA,Shanghai,Coal,.,.,.
Shanghai-EP_Coal_1000_SEA-ep-788,2048,EP_Coal_1000_SEA,Shanghai,Coal,.,.,.
Shanghai-EP_Coal_300_OT-ep-809,2038,EP_Coal_300_OT,Shanghai,Coal,.,.,.
Shanghai-EP_Coal_300_OT-ep-823,2038,EP_Coal_300_OT,Shanghai,Coal,.,.,.
Shanghai-EP_Coal_300_OT-ep-824,2038,EP_Coal_300_OT,Shanghai,Coal,.,.,.
Shanghai-EP_Coal_600_OT-ep-793,2038,EP_Coal_600_OT,Shanghai,Coal,.,.,.
Shanghai-EP_Coal_600_OT-ep-793,2048,EP_Coal_600_OT,Shanghai,Coal,.,.,.
Shanghai-EP_Coal_600_OT-ep-794,2038,EP_Coal_600_OT,Shanghai,Coal,.,.,.
Shanghai-EP_Coal_600_OT-ep-794,2048,EP_Coal_600_OT,Shanghai,Coal,.,.,.
Shanghai-EP_Coal_600_RC-ep-795,2038,EP_Coal_600_RC,Shanghai,Coal,.,.,.
Shanghai-EP_Coal_600_RC-ep-796,2038,EP_Coal_600_RC,Shanghai,Coal,.,.,.
Shanghai-Gas_CCGT_OT-11917,2038,Gas_CCGT_OT,Shanghai,Gas,420.705,.,3.70614e+08
Shanghai-Gas_CCGT_OT-11917,2048,Gas_CCGT_OT,Shanghai,Gas,0,.,0
Shanghai-Gas_CCGT_RC-11927,2038,Gas_CCGT_RC,Shanghai,Gas,0,.,0
Shanghai-Gas_CCGT_RC-11927,2048,Gas_CCGT_RC,Shanghai,Gas,0,.,0
Shanghai-Gas_CCGT_SEA-11935,2038,Gas_CCGT_SEA,Shanghai,Gas,0,.,0
Shanghai-Gas_CCGT_SEA-11935,2048,Gas_CCGT_SEA,Shanghai,Gas,0,.,0
Shanghai-Gas_Combustion_Turbine_RC-13158,2038,Gas_Combustion_Turbine_RC,Shanghai,Gas,0,.,0
Shanghai-Gas_Combustion_Turbine_RC-13158,2048,Gas_Combustion_Turbine_RC,Shanghai,Gas,0,.,0
Shanghai-Offshore_Wind-13152,2038,Offshore_Wind,Shanghai,Wind,0,.,0
Shanghai-Offshore_Wind-13152,2048,Offshore_Wind,Shanghai,Wind,0,.,0
Shanghai-Residential_PV-309,2038,Residential_PV,Shanghai,Solar,3000,.,4.76816e+09
Shanghai-Residential_PV-309,2048,Residential_PV,Shanghai,Solar,0,.,0
Shanghai-Wind-1068,2038,Wind,Shanghai,Wind,0,.,0
Shanghai-Wind-1068,2048,Wind,Shanghai,Wind,0,.,0
Shanghai-Wind-1069,2038,Wind,Shanghai,Wind,0,.,0
Shanghai-Wind-1069,2048,Wind,Shanghai,Wind,0,.,0
Shanghai-Wind-1072,2038,Wind,Shanghai,Wind,0,.,0
Shanghai-Wind-1072,2048,Wind,Shanghai,Wind,0,.,0
Shanghai-Wind_EP-ep-40003,2038,Wind_EP,Shanghai,Wind,.,.,.
Shanghai-Wind_EP-ep-40070,2038,Wind_EP,Shanghai,Wind,.,.,.
Shanghai-Wind_EP-ep-40096,2038,Wind_EP,Shanghai,Wind,.,.,.
Shanghai-Wind_EP-ep-40124,2038,Wind_EP,Shanghai,Wind,.,.,.
Shanghai-Wind_EP-ep-40151,2038,Wind_EP,Shanghai,Wind,.,.,.
Shanghai-Wind_EP-ep-40179,2038,Wind_EP,Shanghai,Wind,.,.,.
Shanghai-Wind_EP-ep-40255,2038,Wind_EP,Shanghai,Wind,.,.,.
Zhejiang-Battery_Storage-11181,2038,Battery_Storage,Zhejiang,Storage,40231.8,241391,6.2346e+10
Zhejiang-Battery_Storage-11181,2048,Battery_Storage,Zhejiang,Storage,31191,187146,3.94168e+10
Zhejiang-Central_PV-547,2038,Central_PV,Zhejiang,Solar,24000,.,2.03834e+10
Zhejiang-Central_PV-547,2048,Central_PV,Zhejiang,Solar,0,.,0
Zhejiang-Central_PV-548,2038,Central_PV,Zhejiang,Solar,24000,.,2.03834e+10
Zhejiang-Central_PV-548,2048,Central_PV,Zhejiang,Solar,0,.,0
Zhejiang-Central_PV-549,2038,Central_PV,Zhejiang,Solar,24000,.,2.03834e+10
Zhejiang-Central_PV-549,2048,Central_PV,Zhejiang,Solar,0,.,0
Zhejiang-Central_PV-550,2038,Central_PV,Zhejiang,Solar,24000,.,2.03834e+10
Zhejiang-Central_PV-550,2048,Central_PV,Zhejiang,Solar,0,.,0
Zhejiang-Central_PV-551,2038,Central_PV,Zhejiang,Solar,24000,.,2.03834e+10
Zhejiang-Central_PV-551,2048,Central_PV,Zhejiang,Solar,0,.,0
Zhejiang-Central_PV_EP-ep-50011,2038,Central_PV_EP,Zhejiang,Solar,.,.,.
Zhejiang-Central_PV_EP-ep-50025,2038,Central_PV_EP,Zhejiang,Solar,.,.,.
Zhejiang-Central_PV_EP-ep-50052,2038,Central_PV_EP,Zhejiang,Solar,.,.,.
Zhejiang-Central_PV_EP-ep-50082,2038,Central_PV_EP,Zhejiang,Solar,.,.,.
Zhejiang-Central_PV_EP-ep-50111,2038,Central_PV_EP,Zhejiang,Solar,.,.,.
Zhejiang-Central_PV_EP-ep-50142,2038,Central_PV_EP,Zhejiang,Solar,.,.,.
Zhejiang-Central_PV_EP-ep-50171,2038,Central_PV_EP,Zhejiang,Solar,.,.,.
Zhejiang-Coal_1000_OT-12063,2038,Coal_1000_OT,Zhejiang,Coal,6837.42,.,4.97575e+09
Zhejiang-Coal_1000_OT-12063,2048,Coal_1000_OT,Zhejiang,Coal,0,.,0
Zhejiang-Coal_1000_RC-12035,2038,Coal_1000_RC,Zhejiang,Coal,0,.,0
Zhejiang-Coal_1000_RC-12035,2048,Coal_1000_RC,Zhejiang,Coal,0,.,0
Zhejiang-Coal_1000_RC-12045,2038,Coal_1000_RC,Zhejiang,Coal,0,.,0
Zhejiang-Coal_1000_RC-12045,2048,Coal_1000_RC,Zhejiang,Coal,0,.,0
Zhejiang-Coal_1000_RC-12071,2038,Coal_1000_RC,Zhejiang,Coal,0,.,0
Zhejiang-Coal_1000_RC-12071,2048,Coal_1000_RC,Zhejiang,Coal,0,.,0
Zhejiang-Coal_1000_RC-12089,2038,Coal_1000_RC,Zhejiang,Coal,0,.,0
Zhejiang-Coal_1000_RC-12089,2048,Coal_1000_RC,Zhejiang,Coal,0,.,0
Zhejiang-Coal_1000_SEA-12055,2038,Coal_1000_SEA,Zhejiang,Coal,0,.,0
Zhejiang-Coal_1000_SEA-12055,2048,Coal_1000_SEA,Zhejiang,Coal,0,.,0
Zhejiang-Coal_1000_SEA-12081,2038,Coal_1000_SEA,Zhejiang,Coal,0,.,0
Zhejiang-Coal_1000_SEA-12081,2048,Coal_1000_SEA,Zhejiang,Coal,0,.,0
Zhejiang-Coal_1000_SEA-12099,2038,Coal_1000_SEA,Zhejiang,Coal,0,.,0
Zhejiang-Coal_1000_SEA-12099,2048,Coal_1000_SEA,Zhejiang,Coal,0,.,0
Zhejiang-Coal_300_OT-12067,2038,Coal_300_OT,Zhejiang,Coal,0,.,0
Zhejiang-Coal_300_OT-12067,2048,Coal_300_OT,Zhejiang,Coal,0,.,0
Zhejiang-Coal_300_RC-12039,2038,Coal_300_RC,Zhejiang,Coal,0,.,0
Zhejiang-Coal_300_RC-12039,2048,Coal_300_RC,Zhejiang,Coal,0,.,0
Zhejiang-Coal_300_RC-12049,2038,Coal_300_RC,Zhejiang,Coal,0,.,0
Zhejiang-Coal_300_RC-12049,2048,Coal_300_RC,Zhejiang,Coal,0,.,0
Zhejiang-Coal_300_RC-12075,2038,Coal_300_RC,Zhejiang,Coal,0,.,0
Zhejiang-Coal_300_RC-12075,2048,Coal_300_RC,Zhejiang,Coal,0,.,0
Zhejiang-Coal_300_RC-12093,2038,Coal_300_RC,Zhejiang,Coal,0,.,0
Zhejiang-Coal_300_RC-12093,2048,Coal_300_RC,Zhejiang,Coal,0,.,0
Zhejiang-Coal_300_SEA-12059,2038,Coal_300_SEA,Zhejiang,Coal,0,.,0
Zhejiang-Coal_300_SEA-12059,2048,Coal_300_SEA,Zhejiang,Coal,0,.,0
Zhejiang-Coal_300_SEA-12085,2038,Coal_300_SEA,Zhejiang,Coal,0,.,0
Zhejiang-Coal_300_SEA-12085,2048,Coal_300_SEA,Zhejiang,Coal,0,.,0
Zhejiang-Coal_300_SEA-12103,2038,Coal_300_SEA,Zhejiang,Coal,0,.,0
Zhejiang-Coal_300_SEA-12103,2048,Coal_300_SEA,Zhejiang,Coal,0,.,0
Zhejiang-Coal_600_OT-12065,2038,Coal_600_OT,Zhejiang,Coal,0,.,0
Zhejiang-Coal_600_OT-12065,2048,Coal_600_OT,Zhejiang,Coal,0,.,0
Zhejiang-Coal_600_RC-12037,2038,Coal_600_RC,Zhejiang,Coal,0,.,0
Zhejiang-Coal_600_RC-12037,2048,Coal_600_RC,Zhejiang,Coal,0,.,0
Zhejiang-Coal_600_RC-12047,2038,Coal_600_RC,Zhejiang,Coal,0,.,0
Zhejiang-Coal_600_RC-12047,2048,Coal_600_RC,Zhejiang,Coal,0,.,0
Zhejiang-Coal_600_RC-12073,2038,Coal_600_RC,Zhejiang,Coal,0,.,0
Zhejiang-Coal_600_RC-12073,2048,Coal_600_RC,Zhejiang,Coal,0,.,0
Zhejiang-Coal_600_RC-12091,2038,Coal_600_RC,Zhejiang,Coal,0,.,0
Zhejiang-Coal_600_RC-12091,2048,Coal_600_RC,Zhejiang,Coal,0,.,0
Zhejiang-Coal_600_SEA-12057,2038,Coal_600_SEA,Zhejiang,Coal,0,.,0
Zhejiang-Coal_600_SEA-12057,2048,Coal_600_SEA,Zhejiang,Coal,0,.,0
Zhejiang-Coal_600_SEA-12083,2038,Coal_600_SEA,Zhejiang,Coal,0,.,0
Zhejiang-Coal_600_SEA-12083,2048,Coal_600_SEA,Zhejiang,Coal,0,.,0
Zhejiang-Coal_600_SEA-12101,2038,Coal_600_SEA,Zhejiang,Coal,0,.,0
Zhejiang-Coal_600_SEA-12101,2048,Coal_600_SEA,Zhejiang,Coal,0,.,0
Zhejiang-Coal_IGCC_RC-12041,2038,Coal_IGCC_RC,Zhejiang,Coal,0,.,0
Zhejiang-Coal_IGCC_RC-12041,2048,Coal_IGCC_RC,Zhejiang,Coal,0,.,0
Zhejiang-Coal_IGCC_RC-12051,2038,Coal_IGCC_RC,Zhejiang,Coal,0,.,0
Zhejiang-Coal_IGCC_RC-12051,2048,Coal_IGCC_RC,Zhejiang,Coal,0,.,0
Zhejiang-Coal_IGCC_RC-12077,2038,Coal_IGCC_RC,Zhejiang,Coal,0,.,0
Zhejiang-Coal_IGCC_RC-12077,2048,Coal_IGCC_RC,Zhejiang,Coal,0,.,0
Zhejiang-Coal_IGCC_RC-12095,2038,Coal_IGCC_RC,Zhejiang,Coal,0,.,0
Zhejiang-Coal_IGCC_RC-12095,2048,Coal_IGCC_RC,Zhejiang,Coal,0,.,0
Zhejiang-Commercial_PV-147,2038,Commercial_PV,Zhejiang,Solar,960,.,1.1203e+09
Zhejiang-Commercial_PV-147,2048,Commercial_PV,Zhejiang,Solar,0,.,0
Zhejiang-Commercial_PV-148,2038,Commercial_PV,Zhejiang,Solar,960,.,1.1203e+09
Zhejiang-Commercial_PV-148,2048,Commercial_PV,Zhejiang,Solar,0,.,0
Zhejiang-Commercial_PV-149,2038,Commercial_PV,Zhejiang,Solar,960,.,1.1203e+09
Zhejiang-Commercial_PV-149,2048,Commercial_PV,Zhejiang,Solar,0,.,0
Zhejiang-Commercial_PV-150,2038,Commercial_PV,Zhejiang,Solar,960,.,1.1203e+09
Zhejiang-Commercial_PV-150,2048,Commercial_PV,Zhejiang,Solar,0,.,0
Zhejiang-Commercial_PV-151,2038,Commercial_PV,Zhejiang,Solar,960,.,1.1203e+09
Zhejiang-Commercial_PV-151,2048,Commercial_PV,Zhejiang,Solar,0,.,0
Zhejiang-EP_Coal_1000_RC-ep-1022,2038,EP_Coal_1000_RC,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_1000_RC-ep-1022,2048,EP_Coal_1000_RC,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_1000_RC-ep-1023,2038,EP_Coal_1000_RC,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_1000_RC-ep-1023,2048,EP_Coal_1000_RC,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_1000_SEA-ep-1020,2038,EP_Coal_1000_SEA,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_1000_SEA-ep-1020,2048,EP_Coal_1000_SEA,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_1000_SEA-ep-1021,2038,EP_Coal_1000_SEA,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_1000_SEA-ep-1021,2048,EP_Coal_1000_SEA,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_1000_SEA-ep-1024,2038,EP_Coal_1000_SEA,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_1000_SEA-ep-1024,2048,EP_Coal_1000_SEA,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_1000_SEA-ep-1025,2038,EP_Coal_1000_SEA,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_1000_SEA-ep-1026,2038,EP_Coal_1000_SEA,Zhejiang,Coal,.,.,.
