GEN_TPS_1,GEN_TPS_2,CommitGen
Anhui-EP_Coal_600_RC-ep-1160,2050.06.12.12,0.0
Anhui-EP_Coal_600_RC-ep-1160,2050.06.12.16,0.0
Anhui-EP_Coal_600_RC-ep-1160,2050.06.12.20,0.0
Anhui-EP_Coal_600_RC-ep-1160,2050.12.12.00,0.0
Anhui-EP_Coal_600_RC-ep-1160,2050.12.12.04,0.0
Anhui-EP_Coal_600_RC-ep-1160,2050.12.12.08,0.0
Anhui-EP_Coal_600_RC-ep-1160,2050.12.12.12,0.0
Anhui-EP_Coal_600_RC-ep-1160,2050.12.12.16,0.0
Anhui-EP_Coal_600_RC-ep-1160,2050.12.12.20,0.0
Anhui-EP_Coal_600_RC-ep-1161,2040.06.26.00,627.0
Anhui-EP_Coal_600_RC-ep-1161,2040.06.26.04,627.0
Anhui-EP_Coal_600_RC-ep-1161,2040.06.26.08,0.0
Anhui-EP_Coal_600_RC-ep-1161,2040.06.26.12,-0.0
Anhui-EP_Coal_600_RC-ep-1161,2040.06.26.16,627.0
Anhui-EP_Coal_600_RC-ep-1161,2040.06.26.20,627.0
Anhui-EP_Coal_600_RC-ep-1161,2040.12.19.00,627.0
Anhui-EP_Coal_600_RC-ep-1161,2040.12.19.04,627.0
Anhui-EP_Coal_600_RC-ep-1161,2040.12.19.08,0.0
Anhui-EP_Coal_600_RC-ep-1161,2040.12.19.12,-0.0
Anhui-EP_Coal_600_RC-ep-1161,2040.12.19.16,627.0
Anhui-EP_Coal_600_RC-ep-1161,2040.12.19.20,627.0
Anhui-EP_Coal_600_RC-ep-1161,2050.06.12.00,0.0
Anhui-EP_Coal_600_RC-ep-1161,2050.06.12.04,0.0
Anhui-EP_Coal_600_RC-ep-1161,2050.06.12.08,0.0
Anhui-EP_Coal_600_RC-ep-1161,2050.06.12.12,0.0
Anhui-EP_Coal_600_RC-ep-1161,2050.06.12.16,0.0
Anhui-EP_Coal_600_RC-ep-1161,2050.06.12.20,0.0
Anhui-EP_Coal_600_RC-ep-1161,2050.12.12.00,0.0
Anhui-EP_Coal_600_RC-ep-1161,2050.12.12.04,0.0
Anhui-EP_Coal_600_RC-ep-1161,2050.12.12.08,0.0
Anhui-EP_Coal_600_RC-ep-1161,2050.12.12.12,0.0
Anhui-EP_Coal_600_RC-ep-1161,2050.12.12.16,0.0
Anhui-EP_Coal_600_RC-ep-1161,2050.12.12.20,0.0
Anhui-EP_Coal_600_RC-ep-1162,2040.06.26.00,627.0
Anhui-EP_Coal_600_RC-ep-1162,2040.06.26.04,627.0
Anhui-EP_Coal_600_RC-ep-1162,2040.06.26.08,0.0
Anhui-EP_Coal_600_RC-ep-1162,2040.06.26.12,-0.0
Anhui-EP_Coal_600_RC-ep-1162,2040.06.26.16,627.0
Anhui-EP_Coal_600_RC-ep-1162,2040.06.26.20,627.0
Anhui-EP_Coal_600_RC-ep-1162,2040.12.19.00,627.0
Anhui-EP_Coal_600_RC-ep-1162,2040.12.19.04,627.0
Anhui-EP_Coal_600_RC-ep-1162,2040.12.19.08,-0.0
Anhui-EP_Coal_600_RC-ep-1162,2040.12.19.12,0.0
Anhui-EP_Coal_600_RC-ep-1162,2040.12.19.16,627.0
Anhui-EP_Coal_600_RC-ep-1162,2040.12.19.20,627.0
Anhui-EP_Coal_600_RC-ep-1162,2050.06.12.00,0.0
Anhui-EP_Coal_600_RC-ep-1162,2050.06.12.04,0.0
Anhui-EP_Coal_600_RC-ep-1162,2050.06.12.08,0.0
Anhui-EP_Coal_600_RC-ep-1162,2050.06.12.12,0.0
Anhui-EP_Coal_600_RC-ep-1162,2050.06.12.16,0.0
Anhui-EP_Coal_600_RC-ep-1162,2050.06.12.20,0.0
Anhui-EP_Coal_600_RC-ep-1162,2050.12.12.00,0.0
Anhui-EP_Coal_600_RC-ep-1162,2050.12.12.04,0.0
Anhui-EP_Coal_600_RC-ep-1162,2050.12.12.08,0.0
Anhui-EP_Coal_600_RC-ep-1162,2050.12.12.12,0.0
Anhui-EP_Coal_600_RC-ep-1162,2050.12.12.16,0.0
Anhui-EP_Coal_600_RC-ep-1162,2050.12.12.20,0.0
Anhui-EP_Coal_600_RC-ep-1163,2040.06.26.00,627.0
Anhui-EP_Coal_600_RC-ep-1163,2040.06.26.04,627.0
Anhui-EP_Coal_600_RC-ep-1163,2040.06.26.08,-0.0
Anhui-EP_Coal_600_RC-ep-1163,2040.06.26.12,0.0
Anhui-EP_Coal_600_RC-ep-1163,2040.06.26.16,627.0
Anhui-EP_Coal_600_RC-ep-1163,2040.06.26.20,627.0
Anhui-EP_Coal_600_RC-ep-1163,2040.12.19.00,627.0
Anhui-EP_Coal_600_RC-ep-1163,2040.12.19.04,627.0
Anhui-EP_Coal_600_RC-ep-1163,2040.12.19.08,0.0
Anhui-EP_Coal_600_RC-ep-1163,2040.12.19.12,-0.0
Anhui-EP_Coal_600_RC-ep-1163,2040.12.19.16,627.0
Anhui-EP_Coal_600_RC-ep-1163,2040.12.19.20,627.0
Anhui-EP_Coal_600_RC-ep-1163,2050.06.12.00,0.0
Anhui-EP_Coal_600_RC-ep-1163,2050.06.12.04,0.0
Anhui-EP_Coal_600_RC-ep-1163,2050.06.12.08,0.0
Anhui-EP_Coal_600_RC-ep-1163,2050.06.12.12,0.0
Anhui-EP_Coal_600_RC-ep-1163,2050.06.12.16,0.0
Anhui-EP_Coal_600_RC-ep-1163,2050.06.12.20,0.0
Anhui-EP_Coal_600_RC-ep-1163,2050.12.12.00,0.0
Anhui-EP_Coal_600_RC-ep-1163,2050.12.12.04,0.0
Anhui-EP_Coal_600_RC-ep-1163,2050.12.12.08,0.0
Anhui-EP_Coal_600_RC-ep-1163,2050.12.12.12,0.0
Anhui-EP_Coal_600_RC-ep-1163,2050.12.12.16,0.0
Anhui-EP_Coal_600_RC-ep-1163,2050.12.12.20,0.0
Anhui-EP_Coal_600_RC-ep-1164,2040.06.26.00,627.0
Anhui-EP_Coal_600_RC-ep-1164,2040.06.26.04,627.0
Anhui-EP_Coal_600_RC-ep-1164,2040.06.26.08,0.0
Anhui-EP_Coal_600_RC-ep-1164,2040.06.26.12,-0.0
Anhui-EP_Coal_600_RC-ep-1164,2040.06.26.16,627.0
Anhui-EP_Coal_600_RC-ep-1164,2040.06.26.20,627.0
Anhui-EP_Coal_600_RC-ep-1164,2040.12.19.00,627.0
Anhui-EP_Coal_600_RC-ep-1164,2040.12.19.04,627.0
Anhui-EP_Coal_600_RC-ep-1164,2040.12.19.08,0.0
Anhui-EP_Coal_600_RC-ep-1164,2040.12.19.12,-0.0
Anhui-EP_Coal_600_RC-ep-1164,2040.12.19.16,627.0
Anhui-EP_Coal_600_RC-ep-1164,2040.12.19.20,627.0
Anhui-EP_Coal_600_RC-ep-1164,2050.06.12.00,0.0
Anhui-EP_Coal_600_RC-ep-1164,2050.06.12.04,0.0
Anhui-EP_Coal_600_RC-ep-1164,2050.06.12.08,0.0
Anhui-EP_Coal_600_RC-ep-1164,2050.06.12.12,0.0
Anhui-EP_Coal_600_RC-ep-1164,2050.06.12.16,0.0
Anhui-EP_Coal_600_RC-ep-1164,2050.06.12.20,0.0
Anhui-EP_Coal_600_RC-ep-1164,2050.12.12.00,0.0
Anhui-EP_Coal_600_RC-ep-1164,2050.12.12.04,0.0
Anhui-EP_Coal_600_RC-ep-1164,2050.12.12.08,0.0
Anhui-EP_Coal_600_RC-ep-1164,2050.12.12.12,0.0
Anhui-EP_Coal_600_RC-ep-1164,2050.12.12.16,0.0
Anhui-EP_Coal_600_RC-ep-1164,2050.12.12.20,0.0
Anhui-EP_Coal_600_RC-ep-1165,2040.06.26.00,627.0
Anhui-EP_Coal_600_RC-ep-1165,2040.06.26.04,627.0
Anhui-EP_Coal_600_RC-ep-1165,2040.06.26.08,0.0
Anhui-EP_Coal_600_RC-ep-1165,2040.06.26.12,-0.0
Anhui-EP_Coal_600_RC-ep-1165,2040.06.26.16,627.0
Anhui-EP_Coal_600_RC-ep-1165,2040.06.26.20,627.0
Anhui-EP_Coal_600_RC-ep-1165,2040.12.19.00,627.0
Anhui-EP_Coal_600_RC-ep-1165,2040.12.19.04,627.0
Anhui-EP_Coal_600_RC-ep-1165,2040.12.19.08,-0.0
Anhui-EP_Coal_600_RC-ep-1165,2040.12.19.12,0.0
Anhui-EP_Coal_600_RC-ep-1165,2040.12.19.16,627.0
Anhui-EP_Coal_600_RC-ep-1165,2040.12.19.20,627.0
Anhui-EP_Coal_600_RC-ep-1165,2050.06.12.00,0.0
Anhui-EP_Coal_600_RC-ep-1165,2050.06.12.04,0.0
Anhui-EP_Coal_600_RC-ep-1165,2050.06.12.08,0.0
Anhui-EP_Coal_600_RC-ep-1165,2050.06.12.12,0.0
Anhui-EP_Coal_600_RC-ep-1165,2050.06.12.16,0.0
Anhui-EP_Coal_600_RC-ep-1165,2050.06.12.20,0.0
Anhui-EP_Coal_600_RC-ep-1165,2050.12.12.00,0.0
Anhui-EP_Coal_600_RC-ep-1165,2050.12.12.04,0.0
Anhui-EP_Coal_600_RC-ep-1165,2050.12.12.08,0.0
Anhui-EP_Coal_600_RC-ep-1165,2050.12.12.12,0.0
Anhui-EP_Coal_600_RC-ep-1165,2050.12.12.16,0.0
Anhui-EP_Coal_600_RC-ep-1165,2050.12.12.20,0.0
Anhui-EP_Coal_600_RC-ep-1166,2040.06.26.00,627.0
Anhui-EP_Coal_600_RC-ep-1166,2040.06.26.04,627.0
Anhui-EP_Coal_600_RC-ep-1166,2040.06.26.08,-0.0
Anhui-EP_Coal_600_RC-ep-1166,2040.06.26.12,0.0
Anhui-EP_Coal_600_RC-ep-1166,2040.06.26.16,627.0
Anhui-EP_Coal_600_RC-ep-1166,2040.06.26.20,627.0
Anhui-EP_Coal_600_RC-ep-1166,2040.12.19.00,627.0
Anhui-EP_Coal_600_RC-ep-1166,2040.12.19.04,627.0
Anhui-EP_Coal_600_RC-ep-1166,2040.12.19.08,0.0
Anhui-EP_Coal_600_RC-ep-1166,2040.12.19.12,-0.0
Anhui-EP_Coal_600_RC-ep-1166,2040.12.19.16,627.0
Anhui-EP_Coal_600_RC-ep-1166,2040.12.19.20,627.0
Anhui-EP_Coal_600_RC-ep-1166,2050.06.12.00,0.0
Anhui-EP_Coal_600_RC-ep-1166,2050.06.12.04,0.0
Anhui-EP_Coal_600_RC-ep-1166,2050.06.12.08,0.0
Anhui-EP_Coal_600_RC-ep-1166,2050.06.12.12,0.0
Anhui-EP_Coal_600_RC-ep-1166,2050.06.12.16,0.0
Anhui-EP_Coal_600_RC-ep-1166,2050.06.12.20,0.0
Anhui-EP_Coal_600_RC-ep-1166,2050.12.12.00,0.0
Anhui-EP_Coal_600_RC-ep-1166,2050.12.12.04,0.0
Anhui-EP_Coal_600_RC-ep-1166,2050.12.12.08,0.0
Anhui-EP_Coal_600_RC-ep-1166,2050.12.12.12,0.0
Anhui-EP_Coal_600_RC-ep-1166,2050.12.12.16,0.0
Anhui-EP_Coal_600_RC-ep-1166,2050.12.12.20,0.0
Anhui-EP_Coal_600_RC-ep-1167,2040.06.26.00,627.0
Anhui-EP_Coal_600_RC-ep-1167,2040.06.26.04,627.0
Anhui-EP_Coal_600_RC-ep-1167,2040.06.26.08,0.0
Anhui-EP_Coal_600_RC-ep-1167,2040.06.26.12,-0.0
Anhui-EP_Coal_600_RC-ep-1167,2040.06.26.16,627.0
Anhui-EP_Coal_600_RC-ep-1167,2040.06.26.20,627.0
Anhui-EP_Coal_600_RC-ep-1167,2040.12.19.00,627.0
Anhui-EP_Coal_600_RC-ep-1167,2040.12.19.04,627.0
Anhui-EP_Coal_600_RC-ep-1167,2040.12.19.08,0.0
Anhui-EP_Coal_600_RC-ep-1167,2040.12.19.12,-0.0
Anhui-EP_Coal_600_RC-ep-1167,2040.12.19.16,627.0
Anhui-EP_Coal_600_RC-ep-1167,2040.12.19.20,627.0
Anhui-EP_Coal_600_RC-ep-1167,2050.06.12.00,0.0
Anhui-EP_Coal_600_RC-ep-1167,2050.06.12.04,0.0
Anhui-EP_Coal_600_RC-ep-1167,2050.06.12.08,0.0
Anhui-EP_Coal_600_RC-ep-1167,2050.06.12.12,0.0
Anhui-EP_Coal_600_RC-ep-1167,2050.06.12.16,0.0
Anhui-EP_Coal_600_RC-ep-1167,2050.06.12.20,0.0
Anhui-EP_Coal_600_RC-ep-1167,2050.12.12.00,0.0
Anhui-EP_Coal_600_RC-ep-1167,2050.12.12.04,0.0
Anhui-EP_Coal_600_RC-ep-1167,2050.12.12.08,0.0
Anhui-EP_Coal_600_RC-ep-1167,2050.12.12.12,0.0
Anhui-EP_Coal_600_RC-ep-1167,2050.12.12.16,0.0
Anhui-EP_Coal_600_RC-ep-1167,2050.12.12.20,0.0
Anhui-EP_Coal_600_RC-ep-1176,2040.06.26.00,608.0
Anhui-EP_Coal_600_RC-ep-1176,2040.06.26.04,608.0
Anhui-EP_Coal_600_RC-ep-1176,2040.06.26.08,0.0
Anhui-EP_Coal_600_RC-ep-1176,2040.06.26.12,-0.0
Anhui-EP_Coal_600_RC-ep-1176,2040.06.26.16,608.0
Anhui-EP_Coal_600_RC-ep-1176,2040.06.26.20,608.0
Anhui-EP_Coal_600_RC-ep-1176,2040.12.19.00,608.0
Anhui-EP_Coal_600_RC-ep-1176,2040.12.19.04,608.0
Anhui-EP_Coal_600_RC-ep-1176,2040.12.19.08,-0.0
Anhui-EP_Coal_600_RC-ep-1176,2040.12.19.12,0.0
Anhui-EP_Coal_600_RC-ep-1176,2040.12.19.16,608.0
Anhui-EP_Coal_600_RC-ep-1176,2040.12.19.20,608.0
Anhui-EP_Coal_600_RC-ep-1177,2040.06.26.00,608.0
Anhui-EP_Coal_600_RC-ep-1177,2040.06.26.04,608.0
Anhui-EP_Coal_600_RC-ep-1177,2040.06.26.08,0.0
Anhui-EP_Coal_600_RC-ep-1177,2040.06.26.12,-0.0
Anhui-EP_Coal_600_RC-ep-1177,2040.06.26.16,608.0
Anhui-EP_Coal_600_RC-ep-1177,2040.06.26.20,608.0
Anhui-EP_Coal_600_RC-ep-1177,2040.12.19.00,608.0
Anhui-EP_Coal_600_RC-ep-1177,2040.12.19.04,608.0
Anhui-EP_Coal_600_RC-ep-1177,2040.12.19.08,0.0
Anhui-EP_Coal_600_RC-ep-1177,2040.12.19.12,-0.0
Anhui-EP_Coal_600_RC-ep-1177,2040.12.19.16,608.0
Anhui-EP_Coal_600_RC-ep-1177,2040.12.19.20,608.0
Anhui-EP_Coal_600_RC-ep-1178,2040.06.26.00,608.0
Anhui-EP_Coal_600_RC-ep-1178,2040.06.26.04,608.0
Anhui-EP_Coal_600_RC-ep-1178,2040.06.26.08,-0.0
Anhui-EP_Coal_600_RC-ep-1178,2040.06.26.12,0.0
Anhui-EP_Coal_600_RC-ep-1178,2040.06.26.16,608.0
Anhui-EP_Coal_600_RC-ep-1178,2040.06.26.20,608.0
Anhui-EP_Coal_600_RC-ep-1178,2040.12.19.00,608.0
Anhui-EP_Coal_600_RC-ep-1178,2040.12.19.04,608.0
Anhui-EP_Coal_600_RC-ep-1178,2040.12.19.08,0.0
Anhui-EP_Coal_600_RC-ep-1178,2040.12.19.12,-0.0
Anhui-EP_Coal_600_RC-ep-1178,2040.12.19.16,608.0
Anhui-EP_Coal_600_RC-ep-1178,2040.12.19.20,608.0
Anhui-EP_Coal_600_RC-ep-1179,2040.06.26.00,608.0
Anhui-EP_Coal_600_RC-ep-1179,2040.06.26.04,608.0
Anhui-EP_Coal_600_RC-ep-1179,2040.06.26.08,0.0
Anhui-EP_Coal_600_RC-ep-1179,2040.06.26.12,-0.0
Anhui-EP_Coal_600_RC-ep-1179,2040.06.26.16,608.0
Anhui-EP_Coal_600_RC-ep-1179,2040.06.26.20,608.0
Anhui-EP_Coal_600_RC-ep-1179,2040.12.19.00,608.0
Anhui-EP_Coal_600_RC-ep-1179,2040.12.19.04,608.0
Anhui-EP_Coal_600_RC-ep-1179,2040.12.19.08,-0.0
Anhui-EP_Coal_600_RC-ep-1179,2040.12.19.12,0.0
Anhui-EP_Coal_600_RC-ep-1179,2040.12.19.16,608.0
Anhui-EP_Coal_600_RC-ep-1179,2040.12.19.20,608.0
Anhui-EP_Coal_600_RC-ep-1180,2040.06.26.00,608.0
Anhui-EP_Coal_600_RC-ep-1180,2040.06.26.04,608.0
Anhui-EP_Coal_600_RC-ep-1180,2040.06.26.08,0.0
Anhui-EP_Coal_600_RC-ep-1180,2040.06.26.12,-0.0
Anhui-EP_Coal_600_RC-ep-1180,2040.06.26.16,608.0
Anhui-EP_Coal_600_RC-ep-1180,2040.06.26.20,608.0
Anhui-EP_Coal_600_RC-ep-1180,2040.12.19.00,608.0
Anhui-EP_Coal_600_RC-ep-1180,2040.12.19.04,608.0
Anhui-EP_Coal_600_RC-ep-1180,2040.12.19.08,0.0
Anhui-EP_Coal_600_RC-ep-1180,2040.12.19.12,-0.0
Anhui-EP_Coal_600_RC-ep-1180,2040.12.19.16,608.0
Anhui-EP_Coal_600_RC-ep-1180,2040.12.19.20,608.0
Anhui-EP_Coal_600_RC-ep-1181,2040.06.26.00,608.0
Anhui-EP_Coal_600_RC-ep-1181,2040.06.26.04,608.0
Anhui-EP_Coal_600_RC-ep-1181,2040.06.26.08,-0.0
Anhui-EP_Coal_600_RC-ep-1181,2040.06.26.12,0.0
Anhui-EP_Coal_600_RC-ep-1181,2040.06.26.16,608.0
Anhui-EP_Coal_600_RC-ep-1181,2040.06.26.20,608.0
Anhui-EP_Coal_600_RC-ep-1181,2040.12.19.00,608.0
Anhui-EP_Coal_600_RC-ep-1181,2040.12.19.04,608.0
Anhui-EP_Coal_600_RC-ep-1181,2040.12.19.08,0.0
Anhui-EP_Coal_600_RC-ep-1181,2040.12.19.12,-0.0
Anhui-EP_Coal_600_RC-ep-1181,2040.12.19.16,608.0
Anhui-EP_Coal_600_RC-ep-1181,2040.12.19.20,608.0
Anhui-EP_Coal_600_RC-ep-1182,2040.06.26.00,598.5
Anhui-EP_Coal_600_RC-ep-1182,2040.06.26.04,598.5
Anhui-EP_Coal_600_RC-ep-1182,2040.06.26.08,0.0
Anhui-EP_Coal_600_RC-ep-1182,2040.06.26.12,-0.0
Anhui-EP_Coal_600_RC-ep-1182,2040.06.26.16,598.5
Anhui-EP_Coal_600_RC-ep-1182,2040.06.26.20,598.5
Anhui-EP_Coal_600_RC-ep-1182,2040.12.19.00,598.5
Anhui-EP_Coal_600_RC-ep-1182,2040.12.19.04,598.5
Anhui-EP_Coal_600_RC-ep-1182,2040.12.19.08,-0.0
Anhui-EP_Coal_600_RC-ep-1182,2040.12.19.12,0.0
Anhui-EP_Coal_600_RC-ep-1182,2040.12.19.16,598.5
Anhui-EP_Coal_600_RC-ep-1182,2040.12.19.20,598.5
Anhui-EP_Coal_600_RC-ep-1183,2040.06.26.00,598.5
Anhui-EP_Coal_600_RC-ep-1183,2040.06.26.04,598.5
Anhui-EP_Coal_600_RC-ep-1183,2040.06.26.08,0.0
Anhui-EP_Coal_600_RC-ep-1183,2040.06.26.12,-0.0
Anhui-EP_Coal_600_RC-ep-1183,2040.06.26.16,598.5
Anhui-EP_Coal_600_RC-ep-1183,2040.06.26.20,598.5
Anhui-EP_Coal_600_RC-ep-1183,2040.12.19.00,598.5
Anhui-EP_Coal_600_RC-ep-1183,2040.12.19.04,598.5
Anhui-EP_Coal_600_RC-ep-1183,2040.12.19.08,0.0
Anhui-EP_Coal_600_RC-ep-1183,2040.12.19.12,-0.0
Anhui-EP_Coal_600_RC-ep-1183,2040.12.19.16,598.5
Anhui-EP_Coal_600_RC-ep-1183,2040.12.19.20,598.5
Anhui-EP_Coal_600_RC-ep-1184,2040.06.26.00,598.5
Anhui-EP_Coal_600_RC-ep-1184,2040.06.26.04,598.5
Anhui-EP_Coal_600_RC-ep-1184,2040.06.26.08,-0.0
Anhui-EP_Coal_600_RC-ep-1184,2040.06.26.12,0.0
Anhui-EP_Coal_600_RC-ep-1184,2040.06.26.16,598.5
Anhui-EP_Coal_600_RC-ep-1184,2040.06.26.20,598.5
Anhui-EP_Coal_600_RC-ep-1184,2040.12.19.00,598.5
Anhui-EP_Coal_600_RC-ep-1184,2040.12.19.04,598.5
Anhui-EP_Coal_600_RC-ep-1184,2040.12.19.08,0.0
Anhui-EP_Coal_600_RC-ep-1184,2040.12.19.12,-0.0
Anhui-EP_Coal_600_RC-ep-1184,2040.12.19.16,598.5
Anhui-EP_Coal_600_RC-ep-1184,2040.12.19.20,598.5
Anhui-EP_Coal_600_RC-ep-1185,2040.06.26.00,598.5
Anhui-EP_Coal_600_RC-ep-1185,2040.06.26.04,598.5
Anhui-EP_Coal_600_RC-ep-1185,2040.06.26.08,0.0
Anhui-EP_Coal_600_RC-ep-1185,2040.06.26.12,-0.0
Anhui-EP_Coal_600_RC-ep-1185,2040.06.26.16,598.5
Anhui-EP_Coal_600_RC-ep-1185,2040.06.26.20,598.5
Anhui-EP_Coal_600_RC-ep-1185,2040.12.19.00,598.5
Anhui-EP_Coal_600_RC-ep-1185,2040.12.19.04,598.5
Anhui-EP_Coal_600_RC-ep-1185,2040.12.19.08,-0.0
Anhui-EP_Coal_600_RC-ep-1185,2040.12.19.12,0.0
Anhui-EP_Coal_600_RC-ep-1185,2040.12.19.16,598.5
Anhui-EP_Coal_600_RC-ep-1185,2040.12.19.20,598.5
Anhui-EP_Coal_600_RC-ep-1186,2040.06.26.00,598.5
Anhui-EP_Coal_600_RC-ep-1186,2040.06.26.04,598.5
Anhui-EP_Coal_600_RC-ep-1186,2040.06.26.08,0.0
Anhui-EP_Coal_600_RC-ep-1186,2040.06.26.12,-0.0
Anhui-EP_Coal_600_RC-ep-1186,2040.06.26.16,598.5
Anhui-EP_Coal_600_RC-ep-1186,2040.06.26.20,598.5
Anhui-EP_Coal_600_RC-ep-1186,2040.12.19.00,598.5
Anhui-EP_Coal_600_RC-ep-1186,2040.12.19.04,598.5
Anhui-EP_Coal_600_RC-ep-1186,2040.12.19.08,0.0
Anhui-EP_Coal_600_RC-ep-1186,2040.12.19.12,-0.0
Anhui-EP_Coal_600_RC-ep-1186,2040.12.19.16,598.5
Anhui-EP_Coal_600_RC-ep-1186,2040.12.19.20,598.5
Anhui-EP_Coal_600_RC-ep-1186,2050.06.12.00,0.0
Anhui-EP_Coal_600_RC-ep-1186,2050.06.12.04,0.0
Anhui-EP_Coal_600_RC-ep-1186,2050.06.12.08,0.0
Anhui-EP_Coal_600_RC-ep-1186,2050.06.12.12,0.0
Anhui-EP_Coal_600_RC-ep-1186,2050.06.12.16,0.0
Anhui-EP_Coal_600_RC-ep-1186,2050.06.12.20,0.0
Anhui-EP_Coal_600_RC-ep-1186,2050.12.12.00,0.0
Anhui-EP_Coal_600_RC-ep-1186,2050.12.12.04,0.0
Anhui-EP_Coal_600_RC-ep-1186,2050.12.12.08,0.0
Anhui-EP_Coal_600_RC-ep-1186,2050.12.12.12,0.0
Anhui-EP_Coal_600_RC-ep-1186,2050.12.12.16,0.0
Anhui-EP_Coal_600_RC-ep-1186,2050.12.12.20,0.0
Anhui-EP_Coal_600_RC-ep-1187,2040.06.26.00,598.5
Anhui-EP_Coal_600_RC-ep-1187,2040.06.26.04,598.5
Anhui-EP_Coal_600_RC-ep-1187,2040.06.26.08,0.0
Anhui-EP_Coal_600_RC-ep-1187,2040.06.26.12,-0.0
Anhui-EP_Coal_600_RC-ep-1187,2040.06.26.16,598.5
Anhui-EP_Coal_600_RC-ep-1187,2040.06.26.20,598.5
Anhui-EP_Coal_600_RC-ep-1187,2040.12.19.00,598.5
Anhui-EP_Coal_600_RC-ep-1187,2040.12.19.04,598.5
Anhui-EP_Coal_600_RC-ep-1187,2040.12.19.08,-0.0
Anhui-EP_Coal_600_RC-ep-1187,2040.12.19.12,0.0
Anhui-EP_Coal_600_RC-ep-1187,2040.12.19.16,598.5
Anhui-EP_Coal_600_RC-ep-1187,2040.12.19.20,598.5
Anhui-EP_Coal_600_RC-ep-1188,2040.06.26.00,598.5
Anhui-EP_Coal_600_RC-ep-1188,2040.06.26.04,598.5
Anhui-EP_Coal_600_RC-ep-1188,2040.06.26.08,0.0
Anhui-EP_Coal_600_RC-ep-1188,2040.06.26.12,-0.0
Anhui-EP_Coal_600_RC-ep-1188,2040.06.26.16,598.5
Anhui-EP_Coal_600_RC-ep-1188,2040.06.26.20,598.5
Anhui-EP_Coal_600_RC-ep-1188,2040.12.19.00,598.5
Anhui-EP_Coal_600_RC-ep-1188,2040.12.19.04,598.5
Anhui-EP_Coal_600_RC-ep-1188,2040.12.19.08,0.0
Anhui-EP_Coal_600_RC-ep-1188,2040.12.19.12,-0.0
Anhui-EP_Coal_600_RC-ep-1188,2040.12.19.16,598.5
Anhui-EP_Coal_600_RC-ep-1188,2040.12.19.20,598.5
Anhui-EP_Coal_600_RC-ep-1189,2040.06.26.00,598.5
Anhui-EP_Coal_600_RC-ep-1189,2040.06.26.04,598.5
Anhui-EP_Coal_600_RC-ep-1189,2040.06.26.08,-0.0
Anhui-EP_Coal_600_RC-ep-1189,2040.06.26.12,0.0
Anhui-EP_Coal_600_RC-ep-1189,2040.06.26.16,598.5
Anhui-EP_Coal_600_RC-ep-1189,2040.06.26.20,598.5
Anhui-EP_Coal_600_RC-ep-1189,2040.12.19.00,598.5
Anhui-EP_Coal_600_RC-ep-1189,2040.12.19.04,598.5
Anhui-EP_Coal_600_RC-ep-1189,2040.12.19.08,0.0
Anhui-EP_Coal_600_RC-ep-1189,2040.12.19.12,-0.0
Anhui-EP_Coal_600_RC-ep-1189,2040.12.19.16,598.5
Anhui-EP_Coal_600_RC-ep-1189,2040.12.19.20,598.5
Anhui-EP_Coal_600_RC-ep-1190,2040.06.26.00,598.5
Anhui-EP_Coal_600_RC-ep-1190,2040.06.26.04,598.5
Anhui-EP_Coal_600_RC-ep-1190,2040.06.26.08,0.0
Anhui-EP_Coal_600_RC-ep-1190,2040.06.26.12,-0.0
Anhui-EP_Coal_600_RC-ep-1190,2040.06.26.16,598.5
Anhui-EP_Coal_600_RC-ep-1190,2040.06.26.20,598.5
Anhui-EP_Coal_600_RC-ep-1190,2040.12.19.00,598.5
Anhui-EP_Coal_600_RC-ep-1190,2040.12.19.04,598.5
Anhui-EP_Coal_600_RC-ep-1190,2040.12.19.08,-0.0
Anhui-EP_Coal_600_RC-ep-1190,2040.12.19.12,0.0
Anhui-EP_Coal_600_RC-ep-1190,2040.12.19.16,598.5
Anhui-EP_Coal_600_RC-ep-1190,2040.12.19.20,598.5
Anhui-EP_Coal_600_RC-ep-1191,2040.06.26.00,598.5
Anhui-EP_Coal_600_RC-ep-1191,2040.06.26.04,598.5
Anhui-EP_Coal_600_RC-ep-1191,2040.06.26.08,0.0
Anhui-EP_Coal_600_RC-ep-1191,2040.06.26.12,-0.0
Anhui-EP_Coal_600_RC-ep-1191,2040.06.26.16,598.5
Anhui-EP_Coal_600_RC-ep-1191,2040.06.26.20,598.5
Anhui-EP_Coal_600_RC-ep-1191,2040.12.19.00,598.5
Anhui-EP_Coal_600_RC-ep-1191,2040.12.19.04,598.5
Anhui-EP_Coal_600_RC-ep-1191,2040.12.19.08,0.0
Anhui-EP_Coal_600_RC-ep-1191,2040.12.19.12,-0.0
Anhui-EP_Coal_600_RC-ep-1191,2040.12.19.16,598.5
Anhui-EP_Coal_600_RC-ep-1191,2040.12.19.20,598.5
Anhui-EP_Coal_600_RC-ep-1196,2040.06.26.00,570.0
Anhui-EP_Coal_600_RC-ep-1196,2040.06.26.04,570.0
Anhui-EP_Coal_600_RC-ep-1196,2040.06.26.08,-0.0
Anhui-EP_Coal_600_RC-ep-1196,2040.06.26.12,0.0
Anhui-EP_Coal_600_RC-ep-1196,2040.06.26.16,570.0
