load_zone,period,timepoint_label,Coal,Gas,Uranium,Hydrogen,Solar,Storage,Water,Wind,Battery_Storage,Central_PV,Central_PV_EP,Commercial_PV,Hydro_NonPumped,Hydro_Pumped,Offshore_Wind,Residential_PV,Wind,Wind_EP,curtail_Solar,curtail_Storage,curtail_Water,curtail_Wind,ZoneTotalCentralDispatch,TXPowerNet,WithdrawFromCentralGrid,StorageNetCharge,zone_demand_mw,spinning_reserve_provision,spinning_reserve_requirement,marginal_cost,peak_day
Anhui,2048,2050-12-12_08:00,0.0,0.0,2031.867904,0,490662.7553622367,0.0,331.18162666633566,4130.094624599999,0.0,490087.115710406,0.0,575.6396518306942,147.37053929775746,183.81108736857817,0,0.0,4130.094624599999,0.0,-1.1641532182693481e-10,269288.8008132821,0.0,5.684341886080801e-13,497155.89951750304,-187473.12101596183,40393.97768825914,269288.8008132821,38253.0968707814,744413.5725162787,744413.5725162786,184.02300102015946,typical
Anhui,2048,2050-12-12_12:00,0.0,0.0,2031.867904,0,856392.4669777775,0.0,1339.6586735804242,4124.4487074,0.0,854947.3530328692,0.0,1445.1139449082998,147.37053929775746,1192.2881342826668,0,0.0,4124.4487074,0.0,-1.1675638234009966e-10,526839.1910132368,1788.4322014240004,5.684341886080801e-13,863888.4422627577,-286331.73925722676,47736.79165658785,529819.9113489434,45206.7416987887,1479710.834754578,1479710.834754578,50.43790397857637,typical
Anhui,2048,2050-12-12_16:00,0.0,0.0,2031.867904,0,88672.20743784106,0.0,331.18162666633566,4809.878984399999,0.0,88545.46804281167,0.0,126.7393950293904,147.37053929775746,183.81108736857817,0,0.0,4809.878984399999,0.0,-2.842170943040401e-14,526839.1910132368,0.0,5.684341886080801e-13,95845.1359529074,-47104.06526749016,48741.07068541722,0.0,46157.7939390901,570098.4416192529,570098.4416192529,228.02060510666735,typical
Anhui,2048,2050-12-12_20:00,0.0,0.0,2031.867904,0,0.0,246811.7010665453,637.0120404818236,4372.913311199999,246811.7010665453,0.0,0.0,0.0,451.1490079546069,185.86303252721677,0,0.0,4372.913311199999,0.0,0.0,280027.48994669144,0.0,5.684341886080801e-13,253853.49432222702,-202728.84389383584,51124.65042839124,0.0,48415.0439556865,393680.6939487689,393680.693948769,239.92568581507098,typical
Fujian,2038,2040-06-26_00:00,3800.0,0.0,12194.665922560001,0,0.0,26129.52997864747,7753.727866507968,10798.485862010977,26129.52997864747,0.0,0.0,0.0,7453.517349669245,300.210516838723,6533.530542,0.0,3598.720132294977,666.2351877159999,0.0,17129.720627368617,6.821210263296962e-13,8.242295734817162e-13,60676.40962972641,-14947.55434703369,45728.85528269272,0.0,43305.22595271,19026.87475993305,19026.87475993305,191.35504080507866,peak
Fujian,2038,2040-06-26_04:00,3800.0,0.0,12194.665922560001,0,0.0,19420.96404878804,7753.727866507968,9196.864196614039,19420.96404878804,0.0,0.0,0.0,7453.517349669245,300.210516838723,5408.18586,0.0,3196.843104262037,591.835232352,0.0,23838.28655722805,0.0,2.842170943040401e-14,52366.22203447002,-10881.2664262766,41484.95560819346,0.0,39286.2529609592,63265.4064070188,63265.4064070188,191.35504080507866,peak
Fujian,2038,2040-06-26_08:00,0.0,0.0,12194.665922560001,0,169853.46917808105,0.0,3015.9457832230833,4502.499719944351,0.0,168188.5865453468,557.42487808,909.069168,2484.505783223083,531.4399999999999,2646.7013958,198.3885866542674,1565.9012321283528,289.897092016,3.637978807091713e-12,43259.25060601609,797.16,7.105427357601002e-15,189566.58060380857,-101742.934402461,43235.79559533147,44587.85060601609,40944.2984287789,159729.29453195244,159729.2945319524,111.34618399217742,peak
Fujian,2038,2040-06-26_12:00,0.0,0.0,12194.665922560001,0,164552.4761541043,0.0,2784.716300061806,8289.502516261364,0.0,162523.18694494214,538.64857984,1311.84368,2484.505783223083,300.210516838723,5435.949750000001,178.7969493221586,2407.7949281973597,445.7578380640001,-7.389644451905042e-12,43259.25060601609,450.31577525808444,3.836930773104541e-13,187821.36089298752,-92334.2628737039,51668.39249920328,43818.70552008031,48929.9676967455,152533.67960397524,152533.6796039752,146.7693162974953,peak
Fujian,2038,2040-06-26_16:00,0.0,0.0,12194.665922560001,0,110947.45320251524,0.0,2784.716300061806,11932.874270758184,0.0,109964.49203452127,364.4535328,521.7353792,2484.505783223083,300.210516838723,7679.382018,96.77225599395176,3589.047728294184,664.444524464,-7.275957614183426e-12,43259.25060601609,367.2747913261116,1.4210854715202004e-14,137859.70969589514,-84684.34807633638,52507.87631139398,667.4853081648346,49724.9588668901,140889.0191873361,140889.0191873361,181.57715223235863,peak
Fujian,2038,2040-06-26_20:00,3800.0,0.0,12194.665922560001,0,0.0,20662.64465524218,7753.727866507968,6321.255217264741,20662.64465524218,0.0,0.0,0.0,7453.517349669245,300.210516838723,3765.855555,0.0,2156.2167761767396,399.182886088,0.0,22596.60595077391,0.0,-3.979039320256561e-13,50732.29366157487,0.0,50732.29366157487,0.0,48043.4820975114,67285.4362886106,67285.4362886106,191.35504080507866,peak
Fujian,2038,2040-12-19_00:00,17271.0,0.0,12194.665922560001,0,0.0,0.0,650.6442170564096,24426.149828916758,0.0,0.0,0.0,0.0,580.5005414955291,70.1436755608805,16376.214393,0.0,6792.442720556756,1257.4927153600001,0.0,0.0,0.0,-1.0800249583553523e-12,54542.45996853316,-11565.27685756917,42977.183110964,0.0,40699.3924060829,84115.95018762744,84115.95018762743,200.68872436222892,typical
Fujian,2038,2040-12-19_04:00,3800.0,0.0,12194.665922560001,0,0.0,0.0,650.6442170564096,25498.439139280694,0.0,0.0,0.0,0.0,580.5005414955291,70.1436755608805,16350.429711,0.0,7718.984896632701,1429.024531648,0.0,0.0,0.0,-2.8421709430404007e-13,42143.74927889712,-3155.094905160154,38988.65437373696,0.0,36922.2556919289,39427.11984979075,39427.11984979075,195.34962480493607,typical
Fujian,2038,2040-12-19_08:00,0.0,0.0,12194.665922560001,0,68408.80569222654,0.0,650.6442170564096,21831.472681762414,0.0,67539.91963149093,223.84683327999997,468.2984488,580.5005414955291,70.1436755608805,13699.637952,176.7407786556204,6861.54840056242,1270.2863292,-3.637978807091713e-12,0.0,0.0,7.389644451905042e-13,103085.58851360528,-62451.44858681755,40634.13992678786,0.0,38480.5305106681,52533.791264074345,52533.79126407435,173.17343964399603,typical
Fujian,2038,2040-12-19_12:00,0.0,0.0,12194.665922560001,0,111395.56101966335,0.0,1035.4865451336727,18206.766599795752,0.0,109708.09267450296,363.60411583999996,1116.744496,580.5005414955291,454.9860036381437,11154.48642,207.1197333203884,5950.632716487757,1101.6474633080002,-2.842170943040401e-14,43259.25060601609,682.4790054572152,8.526512829121202e-13,142832.4800871528,-49876.44778326678,48559.31668877455,44396.71561511145,45985.6729042695,275468.2057446881,275468.2057446882,12.853863145805592,typical
Fujian,2038,2040-12-19_16:00,3800.0,0.0,12194.665922560001,0,33758.92875278259,0.0,650.6442170564096,18066.765582967873,0.0,33406.7594023862,110.71977280000002,183.79108159999998,580.5005414955291,70.1436755608805,11533.28484,57.65849599639635,5512.875732451875,1020.605010516,1.4210854715202004e-14,43259.25060601609,0.0,-1.4210854715202004e-14,68471.00447536688,-19122.71878021387,49348.285695153,0.0,46732.8265533099,43259.25060601609,43259.25060601609,191.9600202086751,typical
Fujian,2038,2040-12-19_20:00,17271.0,0.0,12194.665922560001,0,0.0,33179.84521481434,4169.667191317603,21424.387087206243,33179.84521481434,0.0,0.0,0.0,4063.503790468703,106.1634008489002,13757.777187,0.0,6468.997052530245,1197.612847676,0.0,0.0,0.0,7.105427357601002e-13,88239.56541589819,-40560.01908013177,47679.54633576642,0.0,45152.5303799708,39427.11984979075,39427.11984979075,219.87053275355535,typical
Fujian,2048,2050-06-12_00:00,0.0,0.0,12194.665922560001,0,0.0,0.0,2784.716300061806,1087.961298217809,0.0,0.0,0.0,0.0,2484.505783223083,300.210516838723,870.6920838,0.0,217.26921441780888,0.0,0.0,43259.25060601609,450.31577525808444,4.973799150320701e-14,16067.343520839615,38808.4257720475,54125.24300079029,750.5262920968074,51256.6051217484,89126.88582210109,89126.88582210109,0.797776477636621,peak
Fujian,2048,2050-06-12_04:00,0.0,0.0,12194.665922560001,0,0.0,7886.434087345355,2784.716300061806,815.9085207356216,7886.434087345355,0.0,0.0,0.0,2484.505783223083,300.210516838723,381.3246591,0.0,434.58386163562164,0.0,0.0,35372.816518670734,0.0,-7.105427357601002e-15,23681.724830702795,25420.385626461743,49102.11045716452,0.0,46499.6986029348,470118.6851408405,470118.6851408404,0.797776477636621,peak
Fujian,2048,2050-06-12_08:00,0.0,0.0,12194.665922560001,0,61401.7916816706,0.0,2784.716300061806,1564.4541640342968,0.0,60822.36067101111,0.0,464.3926,2484.505783223083,300.210516838723,1146.0384012,115.0384106594768,418.4157628342964,0.0,5.4285465012071654e-12,43259.25060601609,450.31577525808444,4.973799150320701e-14,77945.62806832673,17238.575315277147,51174.42648549092,44009.7768981129,48462.1818817599,318939.0199106779,318939.0199106779,0.6118945583472882,peak
Fujian,2048,2050-06-12_12:00,0.0,0.0,12194.665922560001,0,84188.69092327754,0.0,2784.716300061806,3514.463309043579,0.0,83359.51867262092,0.0,668.337264,2484.505783223083,300.210516838723,2982.803901,160.8349866566145,531.6594080435785,0.0,-5.4853899200679734e-12,43259.25060601609,450.31577525808444,-3.552713678800501e-13,102682.53645494295,0.0,61155.35327073929,41527.183184203575,57914.1195473901,1374618.1865385184,1374618.186538518,0.6118945583472882,peak
Fujian,2048,2050-06-12_16:00,0.0,0.0,12194.665922560001,0,35436.95725984224,14128.21022063625,2784.716300061806,4256.411920664514,14128.21022063625,35148.64145584396,0.0,260.80838,2484.505783223083,300.210516838723,3469.359201,27.50742399828079,787.0527196645127,0.0,-5.453415496958769e-12,0.0,0.0,-5.542233338928781e-13,68800.96162376476,-6469.424401561396,62148.97677277445,182.5604494289533,58855.0810038174,937566.0901606352,937566.0901606354,0.5764393042678445,peak
Fujian,2048,2050-06-12_20:00,0.0,0.0,12194.665922560001,0,0.0,42440.89674307863,2784.716300061806,2627.0960548470716,42440.89674307863,0.0,0.0,0.0,2484.505783223083,300.210516838723,2052.8015508,0.0,574.2945040470732,0.0,0.0,0.0,0.0,9.947598300641403e-14,60047.375020547515,0.0,60047.37502054752,0.0,56864.8641444585,63068.046490765555,63068.04649076556,0.797776477636621,peak
Fujian,2048,2050-12-12_00:00,0.0,0.0,12194.665922560001,0,0.0,14169.98276053706,2440.3227334197786,36897.32560590251,14169.98276053706,0.0,0.0,0.0,2370.179057858898,70.1436755608805,25886.638701,0.0,11010.686904902517,0.0,0.0,29089.26784547903,0.0,-1.5916157281026244e-12,65702.29702241936,-14833.96749634047,50868.32952607889,0.0,48172.3080611967,29089.26784547903,29089.26784547903,238.4813885991158,typical
Fujian,2048,2050-12-12_04:00,0.0,0.0,12194.665922560001,0,0.0,0.0,650.6442170564096,36889.97648790608,0.0,0.0,0.0,0.0,580.5005414955291,70.1436755608805,25835.674095,0.0,11054.30239290609,0.0,0.0,43259.25060601609,0.0,3.183231456205249e-12,49735.28662752247,-3587.82942119651,46147.45720632598,0.0,43701.6419743907,113253.50843501277,113253.5084350128,237.70148043475976,typical
Fujian,2048,2050-12-12_08:00,0.0,0.0,12194.665922560001,0,35055.47549526335,0.0,650.6442170564096,34309.7062148487,0.0,34629.691602473555,0.0,262.5049168,580.5005414955291,70.1436755608805,23955.618918,163.2789759897951,10354.087296848695,0.0,0.0,43259.25060601609,0.0,1.5916157281026244e-12,82210.49184972844,-34115.4174362234,48095.07441350507,0.0,45546.0354695893,744413.5725162787,744413.5725162786,182.91522505552177,typical
Fujian,2048,2050-12-12_12:00,0.0,0.0,12194.665922560001,0,103157.06432992061,0.0,1035.4865451336727,32571.246239813638,0.0,101825.40387393991,0.0,1022.8930320000001,580.5005414955291,454.9860036381437,22644.860931,308.7674239807021,9926.385308813638,0.0,-1.9326762412674725e-12,43259.25060601609,682.4790054572152,0.0,148958.46303742775,-47086.33502713685,57475.41239517962,44396.71561511145,54429.2155382351,1479710.834754578,1479710.834754578,56.12376152430973,typical
Fujian,2048,2050-12-12_16:00,0.0,0.0,12194.665922560001,0,41630.01505895148,0.0,650.6442170564096,32451.75572180607,0.0,41368.1781362882,0.0,207.582032,580.5005414955291,70.1436755608805,22617.646821,54.25489066327574,9834.108900806072,0.0,-9.094947017729282e-13,43259.25060601609,0.0,3.183231456205249e-12,86927.08092037398,-28517.83497685082,58409.24594352313,0.0,55313.5559085164,570098.4416192529,570098.4416192529,224.9478591453888,typical
Fujian,2048,2050-12-12_20:00,0.0,0.0,12194.665922560001,0,0.0,19009.86245427728,2379.9886749542356,30347.160788731282,19009.86245427728,0.0,0.0,0.0,2273.8252741053357,106.1634008489002,21425.366424,0.0,8921.79436473129,0.0,0.0,24249.388151738807,0.0,4.774847184307873e-12,63931.677840522825,-7497.572599154255,56434.10524136854,0.0,53443.097663576,393680.6939487689,393680.693948769,238.4813885991158,typical
Jiangsu,2038,2040-06-26_00:00,71838.70451414895,0.0,8986.908508159999,0,0.0,-0.0,3273.393046608357,2220.502572079323,-0.0,0.0,0.0,0.0,2513.6352800000004,759.7577666083566,-0.0,0.0,1898.069390216922,322.4331818624,0.0,0.0,0.0,3.552713678800501e-15,86319.50864099662,20697.7259437783,106555.2197267022,462.01485807264953,100907.793081187,19026.87475993305,19026.87475993305,199.19927210787566,peak
Jiangsu,2038,2040-06-26_04:00,57899.75922407297,0.0,8986.908508159999,0,0.0,0.0,2189.2373350435005,2847.096855935734,0.0,0.0,0.0,0.0,1429.4795684351436,759.7577666083566,-0.0,0.0,2433.6776102781337,413.41924565759996,0.0,0.0,0.0,6.732392421326949e-13,71923.00192321217,26074.177005334335,97997.17892854656,0.0,92803.3284453336,63265.4064070188,63265.4064070188,199.19927210787566,peak
Jiangsu,2038,2040-06-26_08:00,0.0,0.0,8986.908508159999,0,3377.4737050464205,0.0,1327.8431300825232,2943.304603093934,0.0,1274.4064481593007,1445.3535401760003,657.7137167111198,568.0853634741665,759.7577666083566,-0.0,0.0,2515.915290287534,427.38931280639997,1.7053025658242404e-13,0.0,1139.6366499125347,-6.981082378842984e-13,16635.529946382878,92760.01799128373,107496.1535211457,1899.3944165208918,101798.857384525,159729.29453195244,159729.2945319524,164.977235968328,peak
Jiangsu,2038,2040-06-26_12:00,0.0,0.0,8986.908508159999,0,6125.238403133882,0.0,1327.8431300825232,10520.455187555752,0.0,2079.395360259924,2358.320255102,1687.5227877719565,568.0853634741665,759.7577666083566,-0.0,0.0,8992.808301027751,1527.646886528,3.979039320256561e-13,0.0,1139.6366499125347,0.0,26960.44522893214,99304.98832202703,124366.0391344382,1899.3944165208918,117774.639060313,152533.67960397524,152533.6796039752,155.73345559849608,peak
Jiangsu,2038,2040-06-26_16:00,18415.918433295396,0.0,8986.908508159999,0,2499.2105551363256,0.0,1327.8431300825232,12502.793828325403,0.0,661.0028320826253,749.6682264007999,1088.5394966529002,568.0853634741665,759.7577666083566,-0.0,0.0,10687.296901221403,1815.496927104,-3.126388037344441e-13,44688.83033783669,1139.6366499125347,-5.684341886080802e-14,43732.67445499971,84909.36483815486,126742.6448766336,1899.3944165208918,120025.284698172,140889.0191873361,140889.0191873361,191.17669558412211,peak
Jiangsu,2038,2040-06-26_20:00,80317.00873495358,0.0,8986.908508159999,0,16.3925243977848,0.0,1929.4111894407106,11610.978187438286,0.0,0.0,0.0,16.3925243977848,1169.653422832354,759.7577666083566,-0.0,0.0,9924.979401134284,1685.9987863039999,-7.105427357601002e-15,44688.83033783669,0.0,0.0,102860.69914439034,19901.316298934875,122762.0154433252,0.0,116255.628624829,67285.4362886106,67285.4362886106,199.19927210787566,peak
Jiangsu,2038,2040-12-19_00:00,83748.30266051463,0.0,8986.908508159999,0,0.0,0.0,310.3781933755305,2087.021144434282,0.0,0.0,0.0,0.0,132.78775542351553,177.590437952015,-0.0,0.0,1783.9704402038822,303.05070423039996,0.0,44688.83033783669,0.0,3.588240815588506e-13,95132.6105064845,20900.71960276903,116033.3301092534,0.0,109883.563613463,84115.95018762744,84115.95018762743,206.1415194914539,typical
Jiangsu,2038,2040-12-19_04:00,73745.15642490845,0.0,8986.908508159999,0,0.0,0.0,310.3781933755305,2317.456675634393,0.0,0.0,0.0,0.0,132.78775542351553,177.590437952015,-0.0,0.0,1980.9450502263933,336.51162540799993,0.0,0.0,0.0,3.552713678800501e-15,85359.89980207843,21354.149885552077,106714.0496876304,0.0,101058.205054186,39427.11984979075,39427.11984979075,199.19927210787566,typical
Jiangsu,2038,2040-12-19_08:00,0.0,0.0,8986.908508159999,0,5738.254897397429,0.0,310.3781933755305,929.4785502476013,0.0,2319.489760289936,2630.6177772140004,788.1473598934936,132.78775542351553,177.590437952015,-0.0,0.0,794.5114800908013,134.9670701568,5.400124791776761e-13,14289.68712486475,0.0,5.329070518200751e-15,15965.02014918055,115382.62714868956,117057.9601730053,14289.68712486475,110853.888283836,52533.791264074345,52533.79126407435,176.35778815459867,typical
Jiangsu,2038,2040-12-19_12:00,0.0,0.0,8986.908508159999,0,10613.14364960388,0.0,1284.7257313284795,0.0,0.0,3619.011200452376,4104.460125542,2889.672323609504,132.78775542351553,1151.9379759049639,-0.0,0.0,0.0,0.0,4.547473508864641e-13,44688.83033783669,1727.9069638574454,0.0,20884.77788909236,162112.32323455118,135428.4258460444,47568.6752775991,128250.719276204,275468.2057446881,275468.2057446882,13.047413510608212,typical
Jiangsu,2038,2040-12-19_16:00,25735.5,0.0,8986.908508159999,0,1442.6334350189645,44688.83033783669,401.5732831346751,774.569471208468,44688.83033783669,247.9818880309977,281.2451774314,913.4063695565667,132.78775542351553,268.7855277111595,-0.0,0.0,662.096330075668,112.4731411328,-1.0658141036401503e-14,0.0,0.0,8.970602038971265e-14,82030.0150353587,55986.41615975219,138016.4311951109,0.0,130701.56034177,43259.25060601609,43259.25060601609,197.62294390057968,typical
Jiangsu,2038,2040-12-19_20:00,93533.30266051463,0.0,8986.908508159999,0,0.0,547.6925560553199,1107.104725916626,2598.078655521008,547.6925560553199,0.0,0.0,0.0,929.514287964611,177.590437952015,-0.0,0.0,2220.8186702538073,377.2599852671999,0.0,0.0,0.0,3.4638958368304884e-13,106773.08710616756,26908.636786360552,133681.723892528,0.0,126596.592526224,39427.11984979075,39427.11984979075,229.9319271898288,typical
