generation_project,gen_dbid,gen_tech,gen_load_zone,gen_energy_source,period,Energy_GWh_typical_yr,VariableCost_per_yr,DispatchEmissions_tCO2_per_typical_yr,GenCapacity_MW,GenCapitalCosts,GenFixedOMCosts,LCOE_dollar_per_MWh,capacity_factor,Store_GWh_typical_yr,Discharge_GWh_typical_yr
Fujian-Coal_1000_RC-12161,new.12161,Coal_1000_RC,Fujian,Coal,2048,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,,
Fujian-Coal_1000_RC-12171,new.12171,Coal_1000_RC,Fujian,Coal,2038,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,,
Fujian-Coal_1000_RC-12171,new.12171,Coal_1000_RC,Fujian,Coal,2048,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,,
Fujian-Coal_1000_SEA-12145,new.12145,Coal_1000_SEA,Fujian,Coal,2038,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,,
Fujian-Coal_1000_SEA-12145,new.12145,Coal_1000_SEA,Fujian,Coal,2048,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,,
Fujian-Coal_1000_SEA-12181,new.12181,Coal_1000_SEA,Fujian,Coal,2038,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,,
Fujian-Coal_1000_SEA-12181,new.12181,Coal_1000_SEA,Fujian,Coal,2048,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,,
Fujian-Coal_300_OT-12157,new.12157,Coal_300_OT,Fujian,Coal,2038,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,,
Fujian-Coal_300_OT-12157,new.12157,Coal_300_OT,Fujian,Coal,2048,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,,
Fujian-Coal_300_RC-12139,new.12139,Coal_300_RC,Fujian,Coal,2038,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,,
Fujian-Coal_300_RC-12139,new.12139,Coal_300_RC,Fujian,Coal,2048,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,,
Fujian-Coal_300_RC-12165,new.12165,Coal_300_RC,Fujian,Coal,2038,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,,
Fujian-Coal_300_RC-12165,new.12165,Coal_300_RC,Fujian,Coal,2048,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,,
Fujian-Coal_300_RC-12175,new.12175,Coal_300_RC,Fujian,Coal,2038,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,,
Fujian-Coal_300_RC-12175,new.12175,Coal_300_RC,Fujian,Coal,2048,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,,
Fujian-Coal_300_SEA-12149,new.12149,Coal_300_SEA,Fujian,Coal,2038,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,,
Fujian-Coal_300_SEA-12149,new.12149,Coal_300_SEA,Fujian,Coal,2048,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,,
Fujian-Coal_300_SEA-12185,new.12185,Coal_300_SEA,Fujian,Coal,2038,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,,
Fujian-Coal_300_SEA-12185,new.12185,Coal_300_SEA,Fujian,Coal,2048,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,,
Fujian-Coal_600_OT-12155,new.12155,Coal_600_OT,Fujian,Coal,2038,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,,
Fujian-Coal_600_OT-12155,new.12155,Coal_600_OT,Fujian,Coal,2048,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,,
Fujian-Coal_600_RC-12137,new.12137,Coal_600_RC,Fujian,Coal,2038,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,,
Fujian-Coal_600_RC-12137,new.12137,Coal_600_RC,Fujian,Coal,2048,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,,
Fujian-Coal_600_RC-12163,new.12163,Coal_600_RC,Fujian,Coal,2038,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,,
Fujian-Coal_600_RC-12163,new.12163,Coal_600_RC,Fujian,Coal,2048,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,,
Fujian-Coal_600_RC-12173,new.12173,Coal_600_RC,Fujian,Coal,2038,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,,
Fujian-Coal_600_RC-12173,new.12173,Coal_600_RC,Fujian,Coal,2048,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,,
Fujian-Coal_600_SEA-12147,new.12147,Coal_600_SEA,Fujian,Coal,2038,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,,
Fujian-Coal_600_SEA-12147,new.12147,Coal_600_SEA,Fujian,Coal,2048,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,,
Fujian-Coal_600_SEA-12183,new.12183,Coal_600_SEA,Fujian,Coal,2038,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,,
Fujian-Coal_600_SEA-12183,new.12183,Coal_600_SEA,Fujian,Coal,2048,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,,
Fujian-Coal_IGCC_RC-12141,new.12141,Coal_IGCC_RC,Fujian,Coal,2038,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,,
Fujian-Coal_IGCC_RC-12141,new.12141,Coal_IGCC_RC,Fujian,Coal,2048,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,,
Fujian-Coal_IGCC_RC-12167,new.12167,Coal_IGCC_RC,Fujian,Coal,2038,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,,
Fujian-Coal_IGCC_RC-12167,new.12167,Coal_IGCC_RC,Fujian,Coal,2048,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,,
Fujian-Coal_IGCC_RC-12177,new.12177,Coal_IGCC_RC,Fujian,Coal,2038,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,,
Fujian-Coal_IGCC_RC-12177,new.12177,Coal_IGCC_RC,Fujian,Coal,2048,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,,
Fujian-Commercial_PV-10,new.10,Commercial_PV,Fujian,Solar,2038,610.3390137600001,0.0,0.0,400.0,26994606.264338568,5231225.11430284,52.79988768883351,0.17418350849315067,,
Fujian-Commercial_PV-10,new.10,Commercial_PV,Fujian,Solar,2048,269.456994464,0.0,0.0,400.0,26994606.264338568,5231225.11430284,119.59545322898214,0.07689982718721461,,
Fujian-Commercial_PV-11,new.11,Commercial_PV,Fujian,Solar,2038,520.303467488,0.0,0.0,400.0,26994606.264338568,5231225.11430284,61.93660698481631,0.1484884325022831,,
Fujian-Commercial_PV-11,new.11,Commercial_PV,Fujian,Solar,2048,477.09685054079995,0.0,0.0,400.0,26994606.264338568,5231225.11430284,67.54568038357978,0.1361577769808219,,
Fujian-Commercial_PV-200,new.200,Commercial_PV,Fujian,Solar,2038,622.2833616383999,0.0,0.0,400.0,26994606.264338568,5231225.11430284,51.786426193036135,0.1775922835726027,,
Fujian-Commercial_PV-200,new.200,Commercial_PV,Fujian,Solar,2048,251.26322751040001,0.0,0.0,400.0,26994606.264338568,5231225.11430284,128.25526320721784,0.07170754209771689,,
Fujian-Commercial_PV-7,new.7,Commercial_PV,Fujian,Solar,2038,509.1548579712,0.0,0.0,400.0,26994606.264338568,5231225.11430284,63.29278975565473,0.1453067517041096,,
Fujian-Commercial_PV-7,new.7,Commercial_PV,Fujian,Solar,2048,342.9135724672001,0.0,0.0,400.0,26994606.264338568,5231225.11430284,93.97654093065633,0.09786346246210048,,
Fujian-Commercial_PV-8,new.8,Commercial_PV,Fujian,Solar,2038,472.5330372672,0.0,0.0,400.0,26994606.264338568,5231225.11430284,68.198049315267,0.13485531885479451,,
Fujian-Commercial_PV-8,new.8,Commercial_PV,Fujian,Solar,2048,298.8924039808,0.0,0.0,400.0,26994606.264338568,5231225.11430284,107.81749870335113,0.08530034360182649,,
Fujian-Commercial_PV-9,new.9,Commercial_PV,Fujian,Solar,2038,552.9254217984,0.0,0.0,400.0,26994606.264338568,5231225.11430284,58.28241948765225,0.15779835096986303,,
Fujian-Commercial_PV-9,new.9,Commercial_PV,Fujian,Solar,2048,468.13190556160004,0.0,0.0,400.0,26994606.264338568,5231225.11430284,68.83921176015829,0.133599288116895,,
Fujian-EP_Coal_1000_SEA-ep-1246,existing.1246,EP_Coal_1000_SEA,Fujian,Coal,2038,4860.2,19289022.992450237,3556126.6886399994,1000.0,38922129.22857227,14136763.898421414,14.885789909765837,0.5548173515981736,,
Fujian-EP_Coal_1000_SEA-ep-1246,existing.1246,EP_Coal_1000_SEA,Fujian,Coal,2048,0.0,0.0,0.0,0.0,38922129.22857227,0.0,0.0,0.0,,
Fujian-EP_Coal_1000_SEA-ep-1247,existing.1247,EP_Coal_1000_SEA,Fujian,Coal,2038,4860.2,19289022.992450237,3556126.6886399994,1000.0,38922129.22857227,14136763.898421414,14.885789909765837,0.5548173515981736,,
Fujian-EP_Coal_1000_SEA-ep-1247,existing.1247,EP_Coal_1000_SEA,Fujian,Coal,2048,0.0,0.0,0.0,0.0,38922129.22857227,0.0,0.0,0.0,,
Fujian-EP_Coal_1000_SEA-ep-3101,existing.3101,EP_Coal_1000_SEA,Fujian,Coal,2038,4860.2,19289022.992450237,3556126.6886399994,1000.0,38922129.22857227,14136763.898421414,14.885789909765837,0.5548173515981736,,
Fujian-EP_Coal_1000_SEA-ep-3101,existing.3101,EP_Coal_1000_SEA,Fujian,Coal,2048,0.0,0.0,0.0,0.0,38922129.22857227,0.0,0.0,0.0,,
Fujian-EP_Coal_1000_SEA-ep-3102,existing.3102,EP_Coal_1000_SEA,Fujian,Coal,2038,4860.2,19289022.992450237,3556126.6886399994,1000.0,38922129.22857227,14136763.898421414,14.885789909765837,0.5548173515981736,,
Fujian-EP_Coal_1000_SEA-ep-3102,existing.3102,EP_Coal_1000_SEA,Fujian,Coal,2048,0.0,0.0,0.0,0.0,38922129.22857227,0.0,0.0,0.0,,
Fujian-EP_Coal_300_RC-ep-1290,existing.1290,EP_Coal_300_RC,Fujian,Coal,2038,0.0,0.0,0.0,0.0,13363267.521438483,0.0,0.0,0.0,,
Fujian-EP_Coal_300_RC-ep-1291,existing.1291,EP_Coal_300_RC,Fujian,Coal,2038,0.0,0.0,0.0,0.0,13363267.521438483,0.0,0.0,0.0,,
Fujian-EP_Coal_300_RC-ep-1298,existing.1298,EP_Coal_300_RC,Fujian,Coal,2038,0.0,0.0,0.0,0.0,13363267.521438483,0.0,0.0,0.0,,
Fujian-EP_Coal_300_RC-ep-1299,existing.1299,EP_Coal_300_RC,Fujian,Coal,2038,0.0,0.0,0.0,0.0,13363267.521438483,0.0,0.0,0.0,,
Fujian-EP_Coal_300_RC-ep-1300,existing.1300,EP_Coal_300_RC,Fujian,Coal,2038,0.0,0.0,0.0,0.0,13363267.521438483,0.0,0.0,0.0,,
Fujian-EP_Coal_300_RC-ep-1301,existing.1301,EP_Coal_300_RC,Fujian,Coal,2038,0.0,0.0,0.0,0.0,13363267.521438483,0.0,0.0,0.0,,
Fujian-EP_Coal_300_SEA-ep-1292,existing.1292,EP_Coal_300_SEA,Fujian,Coal,2038,0.0,0.0,0.0,0.0,13363267.521438483,0.0,0.0,0.0,,
Fujian-EP_Coal_300_SEA-ep-1293,existing.1293,EP_Coal_300_SEA,Fujian,Coal,2038,0.0,0.0,0.0,0.0,13363267.521438483,0.0,0.0,0.0,,
Fujian-EP_Coal_300_SEA-ep-1294,existing.1294,EP_Coal_300_SEA,Fujian,Coal,2038,0.0,0.0,0.0,0.0,13363267.521438483,0.0,0.0,0.0,,
Fujian-EP_Coal_300_SEA-ep-1295,existing.1295,EP_Coal_300_SEA,Fujian,Coal,2038,0.0,0.0,0.0,0.0,13363267.521438483,0.0,0.0,0.0,,
Fujian-EP_Coal_600_OT-ep-1253,existing.1253,EP_Coal_600_OT,Fujian,Coal,2038,922.944,3662953.795470143,699105.7142784,660.0,22597700.48118048,8207419.354838708,37.34579089466894,0.15963470319634704,,
Fujian-EP_Coal_600_OT-ep-1253,existing.1253,EP_Coal_600_OT,Fujian,Coal,2048,0.0,0.0,0.0,0.0,22597700.48118048,0.0,0.0,0.0,,
Fujian-EP_Coal_600_OT-ep-1254,existing.1254,EP_Coal_600_OT,Fujian,Coal,2038,922.944,3662953.795470143,699105.7142784,660.0,22597700.48118048,8207419.354838708,37.34579089466894,0.15963470319634704,,
Fujian-EP_Coal_600_OT-ep-1254,existing.1254,EP_Coal_600_OT,Fujian,Coal,2048,0.0,0.0,0.0,0.0,22597700.48118048,0.0,0.0,0.0,,
Fujian-EP_Coal_600_SEA-ep-1249,existing.1249,EP_Coal_600_SEA,Fujian,Coal,2038,936.928,3718453.095401509,709698.2251007999,670.0,22940089.88241049,8331774.193548386,37.34579089466894,0.15963470319634704,,
Fujian-EP_Coal_600_SEA-ep-1249,existing.1249,EP_Coal_600_SEA,Fujian,Coal,2048,0.0,0.0,0.0,0.0,22940089.88241049,0.0,0.0,0.0,,
Fujian-EP_Coal_600_SEA-ep-1250,existing.1250,EP_Coal_600_SEA,Fujian,Coal,2038,936.928,3718453.095401509,709698.2251007999,670.0,22940089.88241049,8331774.193548386,37.34579089466894,0.15963470319634704,,
Fujian-EP_Coal_600_SEA-ep-1250,existing.1250,EP_Coal_600_SEA,Fujian,Coal,2048,0.0,0.0,0.0,0.0,22940089.88241049,0.0,0.0,0.0,,
Fujian-EP_Coal_600_SEA-ep-1251,existing.1251,EP_Coal_600_SEA,Fujian,Coal,2038,922.944,3662953.795470143,699105.7142784,660.0,22597700.48118048,8207419.354838708,37.34579089466894,0.15963470319634704,,
Fujian-EP_Coal_600_SEA-ep-1251,existing.1251,EP_Coal_600_SEA,Fujian,Coal,2048,0.0,0.0,0.0,0.0,22597700.48118048,0.0,0.0,0.0,,
Fujian-EP_Coal_600_SEA-ep-1252,existing.1252,EP_Coal_600_SEA,Fujian,Coal,2038,922.944,3662953.795470143,699105.7142784,660.0,22597700.48118048,8207419.354838708,37.34579089466894,0.15963470319634704,,
Fujian-EP_Coal_600_SEA-ep-1252,existing.1252,EP_Coal_600_SEA,Fujian,Coal,2048,0.0,0.0,0.0,0.0,22597700.48118048,0.0,0.0,0.0,,
Fujian-EP_Coal_600_SEA-ep-1255,existing.1255,EP_Coal_600_SEA,Fujian,Coal,2038,839.04,3329957.9958819486,635550.6493439999,600.0,20543364.073800437,7461290.322580644,37.345790894668944,0.15963470319634704,,
Fujian-EP_Coal_600_SEA-ep-1256,existing.1256,EP_Coal_600_SEA,Fujian,Coal,2038,839.04,3329957.9958819486,635550.6493439999,600.0,20543364.073800437,7461290.322580644,37.345790894668944,0.15963470319634704,,
Fujian-EP_Coal_600_SEA-ep-1257,existing.1257,EP_Coal_600_SEA,Fujian,Coal,2038,839.04,3329957.9958819486,635550.6493439999,600.0,20543364.073800437,7461290.322580644,37.345790894668944,0.15963470319634704,,
Fujian-EP_Coal_600_SEA-ep-1258,existing.1258,EP_Coal_600_SEA,Fujian,Coal,2038,839.04,3329957.9958819486,635550.6493439999,600.0,20543364.073800437,7461290.322580644,37.345790894668944,0.15963470319634704,,
Fujian-EP_Coal_600_SEA-ep-1259,existing.1259,EP_Coal_600_SEA,Fujian,Coal,2038,839.04,3329957.9958819486,635550.6493439999,600.0,20543364.073800437,7461290.322580644,37.345790894668944,0.15963470319634704,,
Fujian-EP_Coal_600_SEA-ep-1260,existing.1260,EP_Coal_600_SEA,Fujian,Coal,2038,839.04,3329957.9958819486,635550.6493439999,600.0,20543364.073800437,7461290.322580644,37.345790894668944,0.15963470319634704,,
Fujian-EP_Coal_600_SEA-ep-1261,existing.1261,EP_Coal_600_SEA,Fujian,Coal,2038,839.04,3329957.9958819486,635550.6493439999,600.0,20543364.073800437,7461290.322580644,37.345790894668944,0.15963470319634704,,
Fujian-EP_Coal_600_SEA-ep-1261,existing.1261,EP_Coal_600_SEA,Fujian,Coal,2048,0.0,0.0,0.0,0.0,20543364.073800437,0.0,0.0,0.0,,
Fujian-EP_Coal_600_SEA-ep-1262,existing.1262,EP_Coal_600_SEA,Fujian,Coal,2038,839.04,3329957.9958819486,635550.6493439999,600.0,20543364.073800437,7461290.322580644,37.345790894668944,0.15963470319634704,,
Fujian-EP_Coal_600_SEA-ep-1262,existing.1262,EP_Coal_600_SEA,Fujian,Coal,2048,0.0,0.0,0.0,0.0,20543364.073800437,0.0,0.0,0.0,,
Fujian-EP_Coal_600_SEA-ep-1263,existing.1263,EP_Coal_600_SEA,Fujian,Coal,2038,839.04,3329957.9958819486,635550.6493439999,600.0,20543364.073800437,7461290.322580644,37.345790894668944,0.15963470319634704,,
Fujian-EP_Coal_600_SEA-ep-1264,existing.1264,EP_Coal_600_SEA,Fujian,Coal,2038,839.04,3329957.9958819486,635550.6493439999,600.0,20543364.073800437,7461290.322580644,37.345790894668944,0.15963470319634704,,
Fujian-EP_Coal_600_SEA-ep-1265,existing.1265,EP_Coal_600_SEA,Fujian,Coal,2038,839.04,3329957.9958819486,635550.6493439999,600.0,20543364.073800437,7461290.322580644,37.345790894668944,0.15963470319634704,,
Fujian-EP_Coal_600_SEA-ep-1266,existing.1266,EP_Coal_600_SEA,Fujian,Coal,2038,839.04,3329957.9958819486,635550.6493439999,600.0,20543364.073800437,7461290.322580644,37.345790894668944,0.15963470319634704,,
Fujian-EP_Coal_600_SEA-ep-1267,existing.1267,EP_Coal_600_SEA,Fujian,Coal,2038,839.04,3329957.9958819486,635550.6493439999,600.0,20543364.073800437,7461290.322580644,37.345790894668944,0.15963470319634704,,
Fujian-EP_Coal_600_SEA-ep-1268,existing.1268,EP_Coal_600_SEA,Fujian,Coal,2038,839.04,3329957.9958819486,635550.6493439999,600.0,20543364.073800437,7461290.322580644,37.345790894668944,0.15963470319634704,,
Fujian-EP_Coal_600_SEA-ep-1269,existing.1269,EP_Coal_600_SEA,Fujian,Coal,2038,839.04,3329957.9958819486,635550.6493439999,600.0,20543364.073800437,7461290.322580644,37.345790894668944,0.15963470319634704,,
Fujian-EP_Coal_600_SEA-ep-1270,existing.1270,EP_Coal_600_SEA,Fujian,Coal,2038,839.04,3329957.9958819486,635550.6493439999,600.0,20543364.073800437,7461290.322580644,37.345790894668944,0.15963470319634704,,
Fujian-EP_Coal_600_SEA-ep-1271,existing.1271,EP_Coal_600_SEA,Fujian,Coal,2038,839.04,3329957.9958819486,635550.6493439999,600.0,20543364.073800437,7461290.322580644,37.345790894668944,0.15963470319634704,,
Fujian-Gas_CCGT_OT-12159,new.12159,Gas_CCGT_OT,Fujian,Gas,2038,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,,
Fujian-Gas_CCGT_OT-12159,new.12159,Gas_CCGT_OT,Fujian,Gas,2048,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,,
Fujian-Gas_CCGT_RC-12143,new.12143,Gas_CCGT_RC,Fujian,Gas,2038,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,,
Fujian-Gas_CCGT_RC-12143,new.12143,Gas_CCGT_RC,Fujian,Gas,2048,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,,
Fujian-Gas_CCGT_RC-12169,new.12169,Gas_CCGT_RC,Fujian,Gas,2038,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,,
Fujian-Gas_CCGT_RC-12169,new.12169,Gas_CCGT_RC,Fujian,Gas,2048,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,,
Fujian-Gas_CCGT_RC-12179,new.12179,Gas_CCGT_RC,Fujian,Gas,2038,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,,
Fujian-Gas_CCGT_RC-12179,new.12179,Gas_CCGT_RC,Fujian,Gas,2048,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,,
Fujian-Gas_CCGT_SEA-12151,new.12151,Gas_CCGT_SEA,Fujian,Gas,2038,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,,
Fujian-Gas_CCGT_SEA-12151,new.12151,Gas_CCGT_SEA,Fujian,Gas,2048,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,,
Fujian-Gas_CCGT_SEA-12187,new.12187,Gas_CCGT_SEA,Fujian,Gas,2038,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,,
Fujian-Gas_CCGT_SEA-12187,new.12187,Gas_CCGT_SEA,Fujian,Gas,2048,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,,
Fujian-Gas_Combustion_Turbine_RC-13124,new.13124,Gas_Combustion_Turbine_RC,Fujian,Gas,2038,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,,
Fujian-Gas_Combustion_Turbine_RC-13124,new.13124,Gas_Combustion_Turbine_RC,Fujian,Gas,2048,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,,
Fujian-Hydro_NonPumped-ep-30005,existing.30005,Hydro_NonPumped,Fujian,Water,2038,271.56803482459105,0.0,0.0,79.8475013813785,8554617.73330547,348586.1320601258,32.78443234718798,0.38825156305578395,,
Fujian-Hydro_NonPumped-ep-30005,existing.30005,Hydro_NonPumped,Fujian,Water,2048,161.84543110636704,0.0,0.0,26.615833793792845,8554617.73330547,116195.37735337531,53.574654850529996,0.6941546891673516,,
Fujian-Hydro_NonPumped-ep-30036,existing.30036,Hydro_NonPumped,Fujian,Water,2038,173.74452079447474,0.0,0.0,51.08504715256555,5473096.123456151,223019.36422490136,32.78443234718799,0.38825156305578307,,
Fujian-Hydro_NonPumped-ep-30036,existing.30036,Hydro_NonPumped,Fujian,Water,2048,103.54590107968237,0.0,0.0,17.02834905085512,5473096.123456151,74339.78807496684,53.57465485053012,0.6941546891673512,,
Fujian-Hydro_NonPumped-ep-30067,existing.30067,Hydro_NonPumped,Fujian,Water,2038,202.42527767721438,0.0,0.0,59.517876061508105,6376563.689483149,259834.13188623037,32.784432347187995,0.3882515630557833,,
Fujian-Hydro_NonPumped-ep-30067,existing.30067,Hydro_NonPumped,Fujian,Water,2048,120.63866925154073,0.0,0.0,19.83929202050264,6376563.689483149,86611.37729540985,53.57465485053015,0.6941546891673512,,
Fujian-Hydro_NonPumped-ep-30098,existing.30098,Hydro_NonPumped,Fujian,Water,2038,242.91033321265706,0.0,0.0,71.4214512738096,7651876.427379779,311800.95826347586,32.784432347188016,0.38825156305578373,,
Fujian-Hydro_NonPumped-ep-30098,existing.30098,Hydro_NonPumped,Fujian,Water,2048,144.76640310184916,0.0,0.0,23.807150424603265,7651876.427379779,103933.65275449224,53.574654850530045,0.6941546891673498,,
Fujian-Hydro_NonPumped-ep-30129,existing.30129,Hydro_NonPumped,Fujian,Water,2038,138.3085695655589,0.0,0.0,40.666029441114546,4356834.347745947,177533.59421247037,32.78443234718804,0.3882515630557843,,
Fujian-Hydro_NonPumped-ep-30129,existing.30129,Hydro_NonPumped,Fujian,Water,2048,82.42726387699264,0.0,0.0,13.555343147038265,4356834.347745947,59177.86473749048,53.57465485052996,0.69415468916735,,
Fujian-Hydro_NonPumped-ep-30160,existing.30160,Hydro_NonPumped,Fujian,Water,2038,188.91488898486278,0.0,0.0,55.54549845649176,5950975.270116733,242492.12718402877,32.78443234718799,0.3882515630557833,,
Fujian-Hydro_NonPumped-ep-30160,existing.30160,Hydro_NonPumped,Fujian,Water,2048,112.58693118987757,0.0,0.0,18.51516615216385,5950975.270116733,80830.70906134263,53.57465485053012,0.6941546891673516,,
Fujian-Hydro_NonPumped-ep-30191,existing.30191,Hydro_NonPumped,Fujian,Water,2038,446.9955903879082,0.0,0.0,131.4274010342276,14080730.844157094,573765.8484066322,32.78443234718798,0.38825156305578373,,
Fujian-Hydro_NonPumped-ep-30191,existing.30191,Hydro_NonPumped,Fujian,Water,2048,266.3943644019223,0.0,0.0,43.80913367807591,14080730.844157094,191255.28280221092,53.57465485053,0.6941546891673507,,
Fujian-Hydro_NonPumped-ep-30222,existing.30222,Hydro_NonPumped,Fujian,Water,2038,423.38699308250193,0.0,0.0,124.48590842750961,13337040.500417829,543461.7309747987,32.78443234718797,0.3882515630557837,,
Fujian-Hydro_NonPumped-ep-30222,existing.30222,Hydro_NonPumped,Fujian,Water,2048,252.32443304502257,0.0,0.0,41.495302809169885,13337040.500417829,181153.91032493295,53.574654850530045,0.6941546891673503,,
Fujian-Hydro_NonPumped-ep-30253,existing.30253,Hydro_NonPumped,Fujian,Water,2038,317.12524993736685,0.0,0.0,93.24241289590464,9989707.693489831,407063.6086668671,32.78443234718802,0.38825156305578357,,
Fujian-Hydro_NonPumped-ep-30253,existing.30253,Hydro_NonPumped,Fujian,Water,2048,188.99600177163376,0.0,0.0,31.080804298634916,9989707.693489831,135687.86955562254,53.5746548505301,0.69415468916735,,
Fujian-Hydro_NonPumped-ep-30284,existing.30284,Hydro_NonPumped,Fujian,Water,2038,247.95943751918458,0.0,0.0,72.90600877466046,7810927.389566204,318282.01462829206,32.784432347187995,0.3882515630557838,,
Fujian-Hydro_NonPumped-ep-30284,existing.30284,Hydro_NonPumped,Fujian,Water,2048,147.77549974946737,0.0,0.0,24.30200292488682,7810927.389566204,106094.00487609734,53.57465485053003,0.6941546891673513,,
Fujian-Hydro_NonPumped-ep-30315,existing.30315,Hydro_NonPumped,Fujian,Water,2038,308.68702082234864,0.0,0.0,90.76137159311284,9723896.496411147,396232.2541941609,32.784432347188016,0.3882515630557836,,
Fujian-Hydro_NonPumped-ep-30315,existing.30315,Hydro_NonPumped,Fujian,Water,2048,183.96710052492938,0.0,0.0,30.25379053103758,9723896.496411147,132077.41806472017,53.57465485053011,0.6941546891673513,,
Fujian-Hydro_NonPumped-ep-30346,existing.30346,Hydro_NonPumped,Fujian,Water,2038,472.31027773296285,0.0,0.0,138.87052494260297,14878164.435393143,606259.9118247507,32.784432347188,0.3882515630557836,,
Fujian-Hydro_NonPumped-ep-30346,existing.30346,Hydro_NonPumped,Fujian,Water,2048,281.48106814203516,0.0,0.0,46.290174980867704,14878164.435393143,202086.6372749171,53.57465485053004,0.6941546891673503,,
Fujian-Hydro_NonPumped-ep-30377,existing.30377,Hydro_NonPumped,Fujian,Water,2038,659.5421319489842,0.0,0.0,193.92117089881157,20776122.718114402,846591.6868871761,32.784432347187945,0.38825156305578323,,
Fujian-Hydro_NonPumped-ep-30377,existing.30377,Hydro_NonPumped,Fujian,Water,2048,393.06496711603995,0.0,0.0,64.6403902996037,20776122.718114402,282197.2289623913,53.574654850530074,0.6941546891673505,,
Fujian-Hydro_NonPumped-ep-30408,existing.30408,Hydro_NonPumped,Fujian,Water,2038,753.9995764414133,0.0,0.0,221.69392012705623,23751610.353172768,967837.7504791851,32.784432347188044,0.3882515630557842,,
Fujian-Hydro_NonPumped-ep-30408,existing.30408,Hydro_NonPumped,Fujian,Water,2048,449.3584327109793,0.0,0.0,73.89797337568572,23751610.353172768,322612.5834930631,53.57465485053001,0.6941546891673505,,
Fujian-Hydro_NonPumped-ep-30439,existing.30439,Hydro_NonPumped,Fujian,Water,2038,526.282666689951,0.0,0.0,154.73969895854714,16578339.33255488,675539.1490395186,32.78443234718801,0.3882515630557836,,
Fujian-Hydro_NonPumped-ep-30439,existing.30439,Hydro_NonPumped,Fujian,Water,2048,313.6467998866658,0.0,0.0,51.57989965284912,16578339.33255488,225179.71634650652,53.57465485053004,0.6941546891673503,,
Fujian-Hydro_NonPumped-ep-30470,existing.30470,Hydro_NonPumped,Fujian,Water,2038,573.4998613007652,0.0,0.0,168.62268417198385,18065720.020033408,736147.3839031889,32.78443234718792,0.3882515630557831,,
