STORAGE_GEN_TPS_1,STORAGE_GEN_TPS_2,StateOfCharge
Zhejiang-Hydro_Pumped-ep-35017,2040.06.26.16,174.9941485951124
Zhejiang-Hydro_Pumped-ep-35017,2040.06.26.20,106.3689922833036
Zhejiang-Hydro_Pumped-ep-35017,2040.12.19.00,32.07201832299096
Zhejiang-Hydro_Pumped-ep-35017,2040.12.19.04,16.03600916149548
Zhejiang-Hydro_Pumped-ep-35017,2040.12.19.08,0.0
Zhejiang-Hydro_Pumped-ep-35017,2040.12.19.12,88.41475321473173
Zhejiang-Hydro_Pumped-ep-35017,2040.12.19.16,64.14403664598191
Zhejiang-Hydro_Pumped-ep-35017,2040.12.19.20,48.10802748448643
Zhejiang-Hydro_Pumped-ep-35017,2050.06.12.00,68.6251563118088
Zhejiang-Hydro_Pumped-ep-35017,2050.06.12.04,0.0
Zhejiang-Hydro_Pumped-ep-35017,2050.06.12.08,58.33138286503747
Zhejiang-Hydro_Pumped-ep-35017,2050.06.12.12,116.6627657300749
Zhejiang-Hydro_Pumped-ep-35017,2050.06.12.16,174.9941485951124
Zhejiang-Hydro_Pumped-ep-35017,2050.06.12.20,106.3689922833036
