TRANS_BLD_YRS_1,TRANS_BLD_YRS_2,BuildTx
Fujian-Zhejiang,2038,29657.83625023062
Fujian-Zhejiang,2048,0.0
Anhui-Zhejiang,2038,25913.32955408387
Anhui-Zhejiang,2048,55918.36353632354
Jiangsu-Shanghai,2038,22066.8129717438
Jiangsu-Shanghai,2048,25098.03835577628
Jiangsu-Zhejiang,2038,7530.860460107685
Jiangsu-Zhejiang,2048,0.0
Zhejiang-Shanghai,2038,2868.232484536624
Zhejiang-Shanghai,2048,0.0
Anhui-Jiangsu,2038,120580.3767739182
Anhui-Jiangsu,2048,100771.8599635321
