BASE_BLD_RETRO_BLD_1,BASE_BLD_RETRO_BLD_2,BASE_BLD_RETRO_BLD_3,BASE_BLD_RETRO_BLD_4,BuildRetrofitGen
Jiangsu-Coal_300_OT-11959,2038,Jiangsu-Coal_300_OT-11959_CCS,2048,0.0
Jiangsu-Coal_300_OT-11959,2038,Jiangsu-Coal_300_OT-11959_H2,2038,-0.0
Jiangsu-Coal_300_OT-11959,2038,Jiangsu-Coal_300_OT-11959_H2,2048,0.0
Jiangsu-Coal_300_OT-11959,2048,Jiangsu-Coal_300_OT-11959_CCS,2048,0.0
Jiangsu-Coal_300_OT-11959,2048,Jiangsu-Coal_300_OT-11959_H2,2048,-0.0
Jiangsu-Coal_300_OT-11977,2038,Jiangsu-Coal_300_OT-11977_CCS,2038,-0.0
Jiangsu-Coal_300_OT-11977,2038,Jiangsu-Coal_300_OT-11977_CCS,2048,0.0
Jiangsu-Coal_300_OT-11977,2038,Jiangsu-Coal_300_OT-11977_H2,2038,-0.0
Jiangsu-Coal_300_OT-11977,2038,Jiangsu-Coal_300_OT-11977_H2,2048,0.0
Jiangsu-Coal_300_OT-11977,2048,Jiangsu-Coal_300_OT-11977_CCS,2048,0.0
Jiangsu-Coal_300_OT-11977,2048,Jiangsu-Coal_300_OT-11977_H2,2048,0.0
Jiangsu-Coal_300_OT-12003,2038,Jiangsu-Coal_300_OT-12003_CCS,2038,-0.0
Jiangsu-Coal_300_OT-12003,2038,Jiangsu-Coal_300_OT-12003_CCS,2048,0.0
Jiangsu-Coal_300_OT-12003,2038,Jiangsu-Coal_300_OT-12003_H2,2038,-0.0
Jiangsu-Coal_300_OT-12003,2038,Jiangsu-Coal_300_OT-12003_H2,2048,0.0
Jiangsu-Coal_300_OT-12003,2048,Jiangsu-Coal_300_OT-12003_CCS,2048,0.0
Jiangsu-Coal_300_OT-12003,2048,Jiangsu-Coal_300_OT-12003_H2,2048,0.0
Jiangsu-Coal_300_OT-12021,2038,Jiangsu-Coal_300_OT-12021_CCS,2038,-0.0
Jiangsu-Coal_300_OT-12021,2038,Jiangsu-Coal_300_OT-12021_CCS,2048,0.0
Jiangsu-Coal_300_OT-12021,2038,Jiangsu-Coal_300_OT-12021_H2,2038,-0.0
Jiangsu-Coal_300_OT-12021,2038,Jiangsu-Coal_300_OT-12021_H2,2048,0.0
Jiangsu-Coal_300_OT-12021,2048,Jiangsu-Coal_300_OT-12021_CCS,2048,0.0
Jiangsu-Coal_300_OT-12021,2048,Jiangsu-Coal_300_OT-12021_H2,2048,-0.0
Jiangsu-Coal_300_RC-11949,2038,Jiangsu-Coal_300_RC-11949_CCS,2038,-0.0
Jiangsu-Coal_300_RC-11949,2038,Jiangsu-Coal_300_RC-11949_CCS,2048,0.0
Jiangsu-Coal_300_RC-11949,2038,Jiangsu-Coal_300_RC-11949_H2,2038,-0.0
Jiangsu-Coal_300_RC-11949,2038,Jiangsu-Coal_300_RC-11949_H2,2048,-0.0
Jiangsu-Coal_300_RC-11949,2048,Jiangsu-Coal_300_RC-11949_CCS,2048,0.0
Jiangsu-Coal_300_RC-11949,2048,Jiangsu-Coal_300_RC-11949_H2,2048,-0.0
Jiangsu-Coal_300_RC-11967,2038,Jiangsu-Coal_300_RC-11967_CCS,2038,-0.0
Jiangsu-Coal_300_RC-11967,2038,Jiangsu-Coal_300_RC-11967_CCS,2048,0.0
Jiangsu-Coal_300_RC-11967,2038,Jiangsu-Coal_300_RC-11967_H2,2038,-0.0
Jiangsu-Coal_300_RC-11967,2038,Jiangsu-Coal_300_RC-11967_H2,2048,-0.0
Jiangsu-Coal_300_RC-11967,2048,Jiangsu-Coal_300_RC-11967_CCS,2048,0.0
Jiangsu-Coal_300_RC-11967,2048,Jiangsu-Coal_300_RC-11967_H2,2048,-0.0
Jiangsu-Coal_300_RC-11985,2038,Jiangsu-Coal_300_RC-11985_CCS,2038,-0.0
Jiangsu-Coal_300_RC-11985,2038,Jiangsu-Coal_300_RC-11985_CCS,2048,0.0
Jiangsu-Coal_300_RC-11985,2038,Jiangsu-Coal_300_RC-11985_H2,2038,-0.0
Jiangsu-Coal_300_RC-11985,2038,Jiangsu-Coal_300_RC-11985_H2,2048,0.0
Jiangsu-Coal_300_RC-11985,2048,Jiangsu-Coal_300_RC-11985_CCS,2048,0.0
Jiangsu-Coal_300_RC-11985,2048,Jiangsu-Coal_300_RC-11985_H2,2048,-0.0
Jiangsu-Coal_300_RC-12011,2038,Jiangsu-Coal_300_RC-12011_CCS,2038,-0.0
Jiangsu-Coal_300_RC-12011,2038,Jiangsu-Coal_300_RC-12011_CCS,2048,0.0
Jiangsu-Coal_300_RC-12011,2038,Jiangsu-Coal_300_RC-12011_H2,2038,-0.0
Jiangsu-Coal_300_RC-12011,2038,Jiangsu-Coal_300_RC-12011_H2,2048,-0.0
Jiangsu-Coal_300_RC-12011,2048,Jiangsu-Coal_300_RC-12011_CCS,2048,0.0
Jiangsu-Coal_300_RC-12011,2048,Jiangsu-Coal_300_RC-12011_H2,2048,-0.0
Jiangsu-Coal_300_RC-12029,2038,Jiangsu-Coal_300_RC-12029_CCS,2038,-0.0
Jiangsu-Coal_300_RC-12029,2038,Jiangsu-Coal_300_RC-12029_CCS,2048,0.0
Jiangsu-Coal_300_RC-12029,2038,Jiangsu-Coal_300_RC-12029_H2,2038,-0.0
Jiangsu-Coal_300_RC-12029,2038,Jiangsu-Coal_300_RC-12029_H2,2048,-0.0
Jiangsu-Coal_300_RC-12029,2048,Jiangsu-Coal_300_RC-12029_CCS,2048,0.0
Jiangsu-Coal_300_RC-12029,2048,Jiangsu-Coal_300_RC-12029_H2,2048,-0.0
Jiangsu-Coal_300_SEA-11995,2038,Jiangsu-Coal_300_SEA-11995_CCS,2038,-0.0
Jiangsu-Coal_300_SEA-11995,2038,Jiangsu-Coal_300_SEA-11995_CCS,2048,0.0
Jiangsu-Coal_300_SEA-11995,2038,Jiangsu-Coal_300_SEA-11995_H2,2038,-0.0
Jiangsu-Coal_300_SEA-11995,2038,Jiangsu-Coal_300_SEA-11995_H2,2048,-0.0
Jiangsu-Coal_300_SEA-11995,2048,Jiangsu-Coal_300_SEA-11995_CCS,2048,0.0
Jiangsu-Coal_300_SEA-11995,2048,Jiangsu-Coal_300_SEA-11995_H2,2048,-0.0
Jiangsu-Coal_600_OT-11939,2038,Jiangsu-Coal_600_OT-11939_CCS,2038,-0.0
Jiangsu-Coal_600_OT-11939,2038,Jiangsu-Coal_600_OT-11939_CCS,2048,0.0
Jiangsu-Coal_600_OT-11939,2038,Jiangsu-Coal_600_OT-11939_H2,2038,-0.0
Jiangsu-Coal_600_OT-11939,2038,Jiangsu-Coal_600_OT-11939_H2,2048,-0.0
Jiangsu-Coal_600_OT-11939,2048,Jiangsu-Coal_600_OT-11939_CCS,2048,0.0
Jiangsu-Coal_600_OT-11939,2048,Jiangsu-Coal_600_OT-11939_H2,2048,-0.0
Jiangsu-Coal_600_OT-11957,2038,Jiangsu-Coal_600_OT-11957_CCS,2038,-0.0
Jiangsu-Coal_600_OT-11957,2038,Jiangsu-Coal_600_OT-11957_CCS,2048,0.0
Jiangsu-Coal_600_OT-11957,2038,Jiangsu-Coal_600_OT-11957_H2,2038,-0.0
Jiangsu-Coal_600_OT-11957,2038,Jiangsu-Coal_600_OT-11957_H2,2048,0.0
Jiangsu-Coal_600_OT-11957,2048,Jiangsu-Coal_600_OT-11957_CCS,2048,0.0
Jiangsu-Coal_600_OT-11957,2048,Jiangsu-Coal_600_OT-11957_H2,2048,-0.0
Jiangsu-Coal_600_OT-11975,2038,Jiangsu-Coal_600_OT-11975_CCS,2038,-0.0
Jiangsu-Coal_600_OT-11975,2038,Jiangsu-Coal_600_OT-11975_CCS,2048,0.0
Jiangsu-Coal_600_OT-11975,2038,Jiangsu-Coal_600_OT-11975_H2,2038,-0.0
Jiangsu-Coal_600_OT-11975,2038,Jiangsu-Coal_600_OT-11975_H2,2048,0.0
Jiangsu-Coal_600_OT-11975,2048,Jiangsu-Coal_600_OT-11975_CCS,2048,0.0
Jiangsu-Coal_600_OT-11975,2048,Jiangsu-Coal_600_OT-11975_H2,2048,-0.0
Jiangsu-Coal_600_OT-12001,2038,Jiangsu-Coal_600_OT-12001_CCS,2038,-0.0
Jiangsu-Coal_600_OT-12001,2038,Jiangsu-Coal_600_OT-12001_CCS,2048,0.0
Jiangsu-Coal_600_OT-12001,2038,Jiangsu-Coal_600_OT-12001_H2,2038,-0.0
Jiangsu-Coal_600_OT-12001,2038,Jiangsu-Coal_600_OT-12001_H2,2048,-0.0
Jiangsu-Coal_600_OT-12001,2048,Jiangsu-Coal_600_OT-12001_CCS,2048,0.0
Jiangsu-Coal_600_OT-12001,2048,Jiangsu-Coal_600_OT-12001_H2,2048,-0.0
Jiangsu-Coal_600_OT-12019,2038,Jiangsu-Coal_600_OT-12019_CCS,2038,-0.0
Jiangsu-Coal_600_OT-12019,2038,Jiangsu-Coal_600_OT-12019_CCS,2048,0.0
Jiangsu-Coal_600_OT-12019,2038,Jiangsu-Coal_600_OT-12019_H2,2038,-0.0
Jiangsu-Coal_600_OT-12019,2038,Jiangsu-Coal_600_OT-12019_H2,2048,-0.0
Jiangsu-Coal_600_OT-12019,2048,Jiangsu-Coal_600_OT-12019_CCS,2048,0.0
Jiangsu-Coal_600_OT-12019,2048,Jiangsu-Coal_600_OT-12019_H2,2048,-0.0
Jiangsu-Coal_600_RC-11947,2038,Jiangsu-Coal_600_RC-11947_CCS,2038,-0.0
Jiangsu-Coal_600_RC-11947,2038,Jiangsu-Coal_600_RC-11947_CCS,2048,0.0
Jiangsu-Coal_600_RC-11947,2038,Jiangsu-Coal_600_RC-11947_H2,2038,-0.0
Jiangsu-Coal_600_RC-11947,2038,Jiangsu-Coal_600_RC-11947_H2,2048,0.0
Jiangsu-Coal_600_RC-11947,2048,Jiangsu-Coal_600_RC-11947_CCS,2048,0.0
Jiangsu-Coal_600_RC-11947,2048,Jiangsu-Coal_600_RC-11947_H2,2048,-0.0
Jiangsu-Coal_600_RC-11965,2038,Jiangsu-Coal_600_RC-11965_CCS,2038,-0.0
Jiangsu-Coal_600_RC-11965,2038,Jiangsu-Coal_600_RC-11965_CCS,2048,0.0
Jiangsu-Coal_600_RC-11965,2038,Jiangsu-Coal_600_RC-11965_H2,2038,-0.0
Jiangsu-Coal_600_RC-11965,2038,Jiangsu-Coal_600_RC-11965_H2,2048,-0.0
Jiangsu-Coal_600_RC-11965,2048,Jiangsu-Coal_600_RC-11965_CCS,2048,0.0
Jiangsu-Coal_600_RC-11965,2048,Jiangsu-Coal_600_RC-11965_H2,2048,-0.0
Jiangsu-Coal_600_RC-11983,2038,Jiangsu-Coal_600_RC-11983_CCS,2038,-0.0
Jiangsu-Coal_600_RC-11983,2038,Jiangsu-Coal_600_RC-11983_CCS,2048,0.0
Jiangsu-Coal_600_RC-11983,2038,Jiangsu-Coal_600_RC-11983_H2,2038,-0.0
Jiangsu-Coal_600_RC-11983,2038,Jiangsu-Coal_600_RC-11983_H2,2048,-0.0
Jiangsu-Coal_600_RC-11983,2048,Jiangsu-Coal_600_RC-11983_CCS,2048,0.0
Jiangsu-Coal_600_RC-11983,2048,Jiangsu-Coal_600_RC-11983_H2,2048,-0.0
Jiangsu-Coal_600_RC-12009,2038,Jiangsu-Coal_600_RC-12009_CCS,2038,-0.0
Jiangsu-Coal_600_RC-12009,2038,Jiangsu-Coal_600_RC-12009_CCS,2048,0.0
Jiangsu-Coal_600_RC-12009,2038,Jiangsu-Coal_600_RC-12009_H2,2038,-0.0
Jiangsu-Coal_600_RC-12009,2038,Jiangsu-Coal_600_RC-12009_H2,2048,-0.0
Jiangsu-Coal_600_RC-12009,2048,Jiangsu-Coal_600_RC-12009_CCS,2048,0.0
Jiangsu-Coal_600_RC-12009,2048,Jiangsu-Coal_600_RC-12009_H2,2048,-0.0
Jiangsu-Coal_600_RC-12027,2038,Jiangsu-Coal_600_RC-12027_CCS,2038,-0.0
Jiangsu-Coal_600_RC-12027,2038,Jiangsu-Coal_600_RC-12027_CCS,2048,0.0
Jiangsu-Coal_600_RC-12027,2038,Jiangsu-Coal_600_RC-12027_H2,2038,-0.0
Jiangsu-Coal_600_RC-12027,2038,Jiangsu-Coal_600_RC-12027_H2,2048,0.0
Jiangsu-Coal_600_RC-12027,2048,Jiangsu-Coal_600_RC-12027_CCS,2048,0.0
Jiangsu-Coal_600_RC-12027,2048,Jiangsu-Coal_600_RC-12027_H2,2048,-0.0
Jiangsu-Coal_600_SEA-11993,2038,Jiangsu-Coal_600_SEA-11993_CCS,2038,-0.0
Jiangsu-Coal_600_SEA-11993,2038,Jiangsu-Coal_600_SEA-11993_CCS,2048,0.0
Jiangsu-Coal_600_SEA-11993,2038,Jiangsu-Coal_600_SEA-11993_H2,2038,-0.0
Jiangsu-Coal_600_SEA-11993,2038,Jiangsu-Coal_600_SEA-11993_H2,2048,0.0
Jiangsu-Coal_600_SEA-11993,2048,Jiangsu-Coal_600_SEA-11993_CCS,2048,0.0
Jiangsu-Coal_600_SEA-11993,2048,Jiangsu-Coal_600_SEA-11993_H2,2048,-0.0
Jiangsu-Coal_IGCC_RC-11951,2038,Jiangsu-Coal_IGCC_RC-11951_CCS,2038,-0.0
Jiangsu-Coal_IGCC_RC-11951,2038,Jiangsu-Coal_IGCC_RC-11951_CCS,2048,0.0
Jiangsu-Coal_IGCC_RC-11951,2038,Jiangsu-Coal_IGCC_RC-11951_H2,2038,-0.0
Jiangsu-Coal_IGCC_RC-11951,2038,Jiangsu-Coal_IGCC_RC-11951_H2,2048,0.0
Jiangsu-Coal_IGCC_RC-11951,2048,Jiangsu-Coal_IGCC_RC-11951_CCS,2048,0.0
Jiangsu-Coal_IGCC_RC-11951,2048,Jiangsu-Coal_IGCC_RC-11951_H2,2048,-0.0
Jiangsu-Coal_IGCC_RC-11969,2038,Jiangsu-Coal_IGCC_RC-11969_CCS,2038,-0.0
Jiangsu-Coal_IGCC_RC-11969,2038,Jiangsu-Coal_IGCC_RC-11969_CCS,2048,0.0
Jiangsu-Coal_IGCC_RC-11969,2038,Jiangsu-Coal_IGCC_RC-11969_H2,2038,-0.0
Jiangsu-Coal_IGCC_RC-11969,2038,Jiangsu-Coal_IGCC_RC-11969_H2,2048,-0.0
Jiangsu-Coal_IGCC_RC-11969,2048,Jiangsu-Coal_IGCC_RC-11969_CCS,2048,0.0
Jiangsu-Coal_IGCC_RC-11969,2048,Jiangsu-Coal_IGCC_RC-11969_H2,2048,-0.0
Jiangsu-Coal_IGCC_RC-11987,2038,Jiangsu-Coal_IGCC_RC-11987_CCS,2038,-0.0
Jiangsu-Coal_IGCC_RC-11987,2038,Jiangsu-Coal_IGCC_RC-11987_CCS,2048,0.0
Jiangsu-Coal_IGCC_RC-11987,2038,Jiangsu-Coal_IGCC_RC-11987_H2,2038,-0.0
Jiangsu-Coal_IGCC_RC-11987,2038,Jiangsu-Coal_IGCC_RC-11987_H2,2048,-0.0
Jiangsu-Coal_IGCC_RC-11987,2048,Jiangsu-Coal_IGCC_RC-11987_CCS,2048,0.0
Jiangsu-Coal_IGCC_RC-11987,2048,Jiangsu-Coal_IGCC_RC-11987_H2,2048,-0.0
Jiangsu-Coal_IGCC_RC-12013,2038,Jiangsu-Coal_IGCC_RC-12013_CCS,2038,-0.0
Jiangsu-Coal_IGCC_RC-12013,2038,Jiangsu-Coal_IGCC_RC-12013_CCS,2048,0.0
Jiangsu-Coal_IGCC_RC-12013,2038,Jiangsu-Coal_IGCC_RC-12013_H2,2038,-0.0
Jiangsu-Coal_IGCC_RC-12013,2038,Jiangsu-Coal_IGCC_RC-12013_H2,2048,-0.0
Jiangsu-Coal_IGCC_RC-12013,2048,Jiangsu-Coal_IGCC_RC-12013_CCS,2048,0.0
Jiangsu-Coal_IGCC_RC-12013,2048,Jiangsu-Coal_IGCC_RC-12013_H2,2048,-0.0
Jiangsu-Coal_IGCC_RC-12031,2038,Jiangsu-Coal_IGCC_RC-12031_CCS,2038,-0.0
Jiangsu-Coal_IGCC_RC-12031,2038,Jiangsu-Coal_IGCC_RC-12031_CCS,2048,0.0
Jiangsu-Coal_IGCC_RC-12031,2038,Jiangsu-Coal_IGCC_RC-12031_H2,2038,-0.0
Jiangsu-Coal_IGCC_RC-12031,2038,Jiangsu-Coal_IGCC_RC-12031_H2,2048,-0.0
Jiangsu-Coal_IGCC_RC-12031,2048,Jiangsu-Coal_IGCC_RC-12031_CCS,2048,0.0
Jiangsu-Coal_IGCC_RC-12031,2048,Jiangsu-Coal_IGCC_RC-12031_H2,2048,-0.0
Shanghai-Coal_1000_OT-11911,2038,Shanghai-Coal_1000_OT-11911_CCS,2038,-0.0
Shanghai-Coal_1000_OT-11911,2038,Shanghai-Coal_1000_OT-11911_CCS,2048,-0.0
Shanghai-Coal_1000_OT-11911,2038,Shanghai-Coal_1000_OT-11911_H2,2038,-0.0
Shanghai-Coal_1000_OT-11911,2038,Shanghai-Coal_1000_OT-11911_H2,2048,0.0
Shanghai-Coal_1000_OT-11911,2048,Shanghai-Coal_1000_OT-11911_CCS,2048,-0.0
Shanghai-Coal_1000_OT-11911,2048,Shanghai-Coal_1000_OT-11911_H2,2048,0.0
Shanghai-Coal_1000_RC-11919,2038,Shanghai-Coal_1000_RC-11919_CCS,2038,-0.0
Shanghai-Coal_1000_RC-11919,2038,Shanghai-Coal_1000_RC-11919_CCS,2048,-0.0
Shanghai-Coal_1000_RC-11919,2038,Shanghai-Coal_1000_RC-11919_H2,2038,-0.0
Shanghai-Coal_1000_RC-11919,2038,Shanghai-Coal_1000_RC-11919_H2,2048,-0.0
Shanghai-Coal_1000_RC-11919,2048,Shanghai-Coal_1000_RC-11919_CCS,2048,-0.0
Shanghai-Coal_1000_RC-11919,2048,Shanghai-Coal_1000_RC-11919_H2,2048,0.0
Shanghai-Coal_1000_SEA-11929,2038,Shanghai-Coal_1000_SEA-11929_CCS,2038,-0.0
Shanghai-Coal_1000_SEA-11929,2038,Shanghai-Coal_1000_SEA-11929_CCS,2048,0.0
Shanghai-Coal_1000_SEA-11929,2038,Shanghai-Coal_1000_SEA-11929_H2,2038,-0.0
Shanghai-Coal_1000_SEA-11929,2038,Shanghai-Coal_1000_SEA-11929_H2,2048,-0.0
Shanghai-Coal_1000_SEA-11929,2048,Shanghai-Coal_1000_SEA-11929_CCS,2048,0.0
Shanghai-Coal_1000_SEA-11929,2048,Shanghai-Coal_1000_SEA-11929_H2,2048,-0.0
Shanghai-Coal_300_OT-11915,2038,Shanghai-Coal_300_OT-11915_CCS,2038,-0.0
Shanghai-Coal_300_OT-11915,2038,Shanghai-Coal_300_OT-11915_CCS,2048,0.0
Shanghai-Coal_300_OT-11915,2038,Shanghai-Coal_300_OT-11915_H2,2038,-0.0
Shanghai-Coal_300_OT-11915,2038,Shanghai-Coal_300_OT-11915_H2,2048,0.0
Shanghai-Coal_300_OT-11915,2048,Shanghai-Coal_300_OT-11915_CCS,2048,0.0
Shanghai-Coal_300_OT-11915,2048,Shanghai-Coal_300_OT-11915_H2,2048,-0.0
Shanghai-Coal_300_RC-11923,2038,Shanghai-Coal_300_RC-11923_CCS,2038,-0.0
Shanghai-Coal_300_RC-11923,2038,Shanghai-Coal_300_RC-11923_CCS,2048,0.0
Shanghai-Coal_300_RC-11923,2038,Shanghai-Coal_300_RC-11923_H2,2038,-0.0
Shanghai-Coal_300_RC-11923,2038,Shanghai-Coal_300_RC-11923_H2,2048,-0.0
Shanghai-Coal_300_RC-11923,2048,Shanghai-Coal_300_RC-11923_CCS,2048,0.0
Shanghai-Coal_300_RC-11923,2048,Shanghai-Coal_300_RC-11923_H2,2048,-0.0
Shanghai-Coal_300_SEA-11933,2038,Shanghai-Coal_300_SEA-11933_CCS,2038,-0.0
Shanghai-Coal_300_SEA-11933,2038,Shanghai-Coal_300_SEA-11933_CCS,2048,0.0
Shanghai-Coal_300_SEA-11933,2038,Shanghai-Coal_300_SEA-11933_H2,2038,-0.0
Shanghai-Coal_300_SEA-11933,2038,Shanghai-Coal_300_SEA-11933_H2,2048,-0.0
Shanghai-Coal_300_SEA-11933,2048,Shanghai-Coal_300_SEA-11933_CCS,2048,0.0
Shanghai-Coal_300_SEA-11933,2048,Shanghai-Coal_300_SEA-11933_H2,2048,-0.0
Shanghai-Coal_600_OT-11913,2038,Shanghai-Coal_600_OT-11913_CCS,2038,-0.0
Shanghai-Coal_600_OT-11913,2038,Shanghai-Coal_600_OT-11913_CCS,2048,0.0
Shanghai-Coal_600_OT-11913,2038,Shanghai-Coal_600_OT-11913_H2,2038,-0.0
Shanghai-Coal_600_OT-11913,2038,Shanghai-Coal_600_OT-11913_H2,2048,-0.0
Shanghai-Coal_600_OT-11913,2048,Shanghai-Coal_600_OT-11913_CCS,2048,-0.0
Shanghai-Coal_600_OT-11913,2048,Shanghai-Coal_600_OT-11913_H2,2048,0.0
Shanghai-Coal_600_RC-11921,2038,Shanghai-Coal_600_RC-11921_CCS,2038,-0.0
Shanghai-Coal_600_RC-11921,2038,Shanghai-Coal_600_RC-11921_CCS,2048,0.0
Shanghai-Coal_600_RC-11921,2038,Shanghai-Coal_600_RC-11921_H2,2038,-0.0
Shanghai-Coal_600_RC-11921,2038,Shanghai-Coal_600_RC-11921_H2,2048,-0.0
Shanghai-Coal_600_RC-11921,2048,Shanghai-Coal_600_RC-11921_CCS,2048,0.0
Shanghai-Coal_600_RC-11921,2048,Shanghai-Coal_600_RC-11921_H2,2048,-0.0
Shanghai-Coal_600_SEA-11931,2038,Shanghai-Coal_600_SEA-11931_CCS,2038,-0.0
Shanghai-Coal_600_SEA-11931,2038,Shanghai-Coal_600_SEA-11931_CCS,2048,0.0
Shanghai-Coal_600_SEA-11931,2038,Shanghai-Coal_600_SEA-11931_H2,2038,-0.0
Shanghai-Coal_600_SEA-11931,2038,Shanghai-Coal_600_SEA-11931_H2,2048,-0.0
Shanghai-Coal_600_SEA-11931,2048,Shanghai-Coal_600_SEA-11931_CCS,2048,0.0
Shanghai-Coal_600_SEA-11931,2048,Shanghai-Coal_600_SEA-11931_H2,2048,-0.0
Shanghai-Coal_IGCC_RC-11925,2038,Shanghai-Coal_IGCC_RC-11925_CCS,2038,-0.0
Shanghai-Coal_IGCC_RC-11925,2038,Shanghai-Coal_IGCC_RC-11925_CCS,2048,0.0
Shanghai-Coal_IGCC_RC-11925,2038,Shanghai-Coal_IGCC_RC-11925_H2,2038,-0.0
Shanghai-Coal_IGCC_RC-11925,2038,Shanghai-Coal_IGCC_RC-11925_H2,2048,-0.0
Shanghai-Coal_IGCC_RC-11925,2048,Shanghai-Coal_IGCC_RC-11925_CCS,2048,0.0
Shanghai-Coal_IGCC_RC-11925,2048,Shanghai-Coal_IGCC_RC-11925_H2,2048,-0.0
Zhejiang-Coal_1000_OT-12063,2038,Zhejiang-Coal_1000_OT-12063_CCS,2038,-0.0
Zhejiang-Coal_1000_OT-12063,2038,Zhejiang-Coal_1000_OT-12063_CCS,2048,0.0
Zhejiang-Coal_1000_OT-12063,2038,Zhejiang-Coal_1000_OT-12063_H2,2038,-0.0
Zhejiang-Coal_1000_OT-12063,2038,Zhejiang-Coal_1000_OT-12063_H2,2048,-0.0
Zhejiang-Coal_1000_OT-12063,2048,Zhejiang-Coal_1000_OT-12063_CCS,2048,0.0
Zhejiang-Coal_1000_OT-12063,2048,Zhejiang-Coal_1000_OT-12063_H2,2048,-0.0
Zhejiang-Coal_1000_RC-12035,2038,Zhejiang-Coal_1000_RC-12035_CCS,2038,-0.0
Zhejiang-Coal_1000_RC-12035,2038,Zhejiang-Coal_1000_RC-12035_CCS,2048,0.0
Zhejiang-Coal_1000_RC-12035,2038,Zhejiang-Coal_1000_RC-12035_H2,2038,-0.0
Zhejiang-Coal_1000_RC-12035,2038,Zhejiang-Coal_1000_RC-12035_H2,2048,-0.0
Zhejiang-Coal_1000_RC-12035,2048,Zhejiang-Coal_1000_RC-12035_CCS,2048,0.0
Zhejiang-Coal_1000_RC-12035,2048,Zhejiang-Coal_1000_RC-12035_H2,2048,-0.0
Zhejiang-Coal_1000_RC-12045,2038,Zhejiang-Coal_1000_RC-12045_CCS,2038,-0.0
Zhejiang-Coal_1000_RC-12045,2038,Zhejiang-Coal_1000_RC-12045_CCS,2048,0.0
Zhejiang-Coal_1000_RC-12045,2038,Zhejiang-Coal_1000_RC-12045_H2,2038,-0.0
Zhejiang-Coal_1000_RC-12045,2038,Zhejiang-Coal_1000_RC-12045_H2,2048,-0.0
Zhejiang-Coal_1000_RC-12045,2048,Zhejiang-Coal_1000_RC-12045_CCS,2048,0.0
Zhejiang-Coal_1000_RC-12045,2048,Zhejiang-Coal_1000_RC-12045_H2,2048,0.0
Zhejiang-Coal_1000_RC-12071,2038,Zhejiang-Coal_1000_RC-12071_CCS,2038,-0.0
Zhejiang-Coal_1000_RC-12071,2038,Zhejiang-Coal_1000_RC-12071_CCS,2048,0.0
Zhejiang-Coal_1000_RC-12071,2038,Zhejiang-Coal_1000_RC-12071_H2,2038,-0.0
Zhejiang-Coal_1000_RC-12071,2038,Zhejiang-Coal_1000_RC-12071_H2,2048,-0.0
Zhejiang-Coal_1000_RC-12071,2048,Zhejiang-Coal_1000_RC-12071_CCS,2048,0.0
Zhejiang-Coal_1000_RC-12071,2048,Zhejiang-Coal_1000_RC-12071_H2,2048,0.0
Zhejiang-Coal_1000_RC-12089,2038,Zhejiang-Coal_1000_RC-12089_CCS,2038,-0.0
Zhejiang-Coal_1000_RC-12089,2038,Zhejiang-Coal_1000_RC-12089_CCS,2048,0.0
Zhejiang-Coal_1000_RC-12089,2038,Zhejiang-Coal_1000_RC-12089_H2,2038,-0.0
Zhejiang-Coal_1000_RC-12089,2038,Zhejiang-Coal_1000_RC-12089_H2,2048,-0.0
Zhejiang-Coal_1000_RC-12089,2048,Zhejiang-Coal_1000_RC-12089_CCS,2048,0.0
Zhejiang-Coal_1000_RC-12089,2048,Zhejiang-Coal_1000_RC-12089_H2,2048,0.0
Zhejiang-Coal_1000_SEA-12055,2038,Zhejiang-Coal_1000_SEA-12055_CCS,2038,-0.0
Zhejiang-Coal_1000_SEA-12055,2038,Zhejiang-Coal_1000_SEA-12055_CCS,2048,0.0
Zhejiang-Coal_1000_SEA-12055,2038,Zhejiang-Coal_1000_SEA-12055_H2,2038,-0.0
Zhejiang-Coal_1000_SEA-12055,2038,Zhejiang-Coal_1000_SEA-12055_H2,2048,-0.0
Zhejiang-Coal_1000_SEA-12055,2048,Zhejiang-Coal_1000_SEA-12055_CCS,2048,0.0
Zhejiang-Coal_1000_SEA-12055,2048,Zhejiang-Coal_1000_SEA-12055_H2,2048,0.0
Zhejiang-Coal_1000_SEA-12081,2038,Zhejiang-Coal_1000_SEA-12081_CCS,2038,-0.0
Zhejiang-Coal_1000_SEA-12081,2038,Zhejiang-Coal_1000_SEA-12081_CCS,2048,0.0
Zhejiang-Coal_1000_SEA-12081,2038,Zhejiang-Coal_1000_SEA-12081_H2,2038,-0.0
Zhejiang-Coal_1000_SEA-12081,2038,Zhejiang-Coal_1000_SEA-12081_H2,2048,-0.0
Zhejiang-Coal_1000_SEA-12081,2048,Zhejiang-Coal_1000_SEA-12081_CCS,2048,0.0
Zhejiang-Coal_1000_SEA-12081,2048,Zhejiang-Coal_1000_SEA-12081_H2,2048,0.0
Zhejiang-Coal_1000_SEA-12099,2038,Zhejiang-Coal_1000_SEA-12099_CCS,2038,-0.0
Zhejiang-Coal_1000_SEA-12099,2038,Zhejiang-Coal_1000_SEA-12099_CCS,2048,0.0
Zhejiang-Coal_1000_SEA-12099,2038,Zhejiang-Coal_1000_SEA-12099_H2,2038,-0.0
Zhejiang-Coal_1000_SEA-12099,2038,Zhejiang-Coal_1000_SEA-12099_H2,2048,-0.0
