GEN_TPS_1,GEN_TPS_2,DispatchGen
Jiangsu-Central_PV-477,2050.12.12.16,10.38395680129799
Jiangsu-Central_PV-477,2050.12.12.20,-0.0
Jiangsu-Central_PV-478,2040.06.26.00,-0.0
Jiangsu-Central_PV-478,2040.06.26.04,-0.0
Jiangsu-Central_PV-478,2040.06.26.08,-0.0
Jiangsu-Central_PV-478,2040.06.26.12,-0.0
Jiangsu-Central_PV-478,2040.06.26.16,-0.0
Jiangsu-Central_PV-478,2040.06.26.20,-0.0
Jiangsu-Central_PV-478,2040.12.19.00,-0.0
Jiangsu-Central_PV-478,2040.12.19.04,-0.0
Jiangsu-Central_PV-478,2040.12.19.08,-0.0
Jiangsu-Central_PV-478,2040.12.19.12,-0.0
Jiangsu-Central_PV-478,2040.12.19.16,-0.0
Jiangsu-Central_PV-478,2040.12.19.20,-0.0
Jiangsu-Central_PV-478,2050.06.12.00,-0.0
Jiangsu-Central_PV-478,2050.06.12.04,-0.0
Jiangsu-Central_PV-478,2050.06.12.08,773.4832000966852
Jiangsu-Central_PV-478,2050.06.12.12,866.3166401082894
Jiangsu-Central_PV-478,2050.06.12.16,658.2576000822821
Jiangsu-Central_PV-478,2050.06.12.20,-0.0
Jiangsu-Central_PV-478,2050.12.12.00,-0.0
Jiangsu-Central_PV-478,2050.12.12.04,-0.0
Jiangsu-Central_PV-478,2050.12.12.08,309.2555200386569
Jiangsu-Central_PV-478,2050.12.12.12,477.6777600597097
Jiangsu-Central_PV-478,2050.12.12.16,25.82652800322832
Jiangsu-Central_PV-478,2050.12.12.20,-0.0
Jiangsu-Central_PV-570,2040.06.26.00,-0.0
Jiangsu-Central_PV-570,2040.06.26.04,-0.0
Jiangsu-Central_PV-570,2040.06.26.08,-0.0
Jiangsu-Central_PV-570,2040.06.26.12,-0.0
Jiangsu-Central_PV-570,2040.06.26.16,-0.0
Jiangsu-Central_PV-570,2040.06.26.20,-0.0
Jiangsu-Central_PV-570,2040.12.19.00,-0.0
Jiangsu-Central_PV-570,2040.12.19.04,-0.0
Jiangsu-Central_PV-570,2040.12.19.08,-0.0
Jiangsu-Central_PV-570,2040.12.19.12,-0.0
Jiangsu-Central_PV-570,2040.12.19.16,-0.0
Jiangsu-Central_PV-570,2040.12.19.20,-0.0
Jiangsu-Central_PV-570,2050.06.12.00,-0.0
Jiangsu-Central_PV-570,2050.06.12.04,-0.0
Jiangsu-Central_PV-570,2050.06.12.08,754.3300800942912
Jiangsu-Central_PV-570,2050.06.12.12,848.0192001060024
Jiangsu-Central_PV-570,2050.06.12.16,668.3566400835446
Jiangsu-Central_PV-570,2050.06.12.20,-0.0
Jiangsu-Central_PV-570,2050.12.12.00,-0.0
Jiangsu-Central_PV-570,2050.12.12.04,-0.0
Jiangsu-Central_PV-570,2050.12.12.08,287.5992000359499
Jiangsu-Central_PV-570,2050.12.12.12,475.6908800594613
Jiangsu-Central_PV-570,2050.12.12.16,43.09334400538667
Jiangsu-Central_PV-570,2050.12.12.20,-0.0
Jiangsu-Central_PV-571,2040.06.26.00,-0.0
Jiangsu-Central_PV-571,2040.06.26.04,-0.0
Jiangsu-Central_PV-571,2040.06.26.08,-0.0
Jiangsu-Central_PV-571,2040.06.26.12,-0.0
Jiangsu-Central_PV-571,2040.06.26.16,-0.0
Jiangsu-Central_PV-571,2040.06.26.20,-0.0
Jiangsu-Central_PV-571,2040.12.19.00,-0.0
Jiangsu-Central_PV-571,2040.12.19.04,-0.0
Jiangsu-Central_PV-571,2040.12.19.08,-0.0
Jiangsu-Central_PV-571,2040.12.19.12,-0.0
Jiangsu-Central_PV-571,2040.12.19.16,-0.0
Jiangsu-Central_PV-571,2040.12.19.20,-0.0
Jiangsu-Central_PV-571,2050.06.12.00,-0.0
Jiangsu-Central_PV-571,2050.06.12.04,-0.0
Jiangsu-Central_PV-571,2050.06.12.08,-0.0
Jiangsu-Central_PV-571,2050.06.12.12,-0.0
Jiangsu-Central_PV-571,2050.06.12.16,-0.0
Jiangsu-Central_PV-571,2050.06.12.20,-0.0
Jiangsu-Central_PV-571,2050.12.12.00,-0.0
Jiangsu-Central_PV-571,2050.12.12.04,-0.0
Jiangsu-Central_PV-571,2050.12.12.08,-0.0
Jiangsu-Central_PV-571,2050.12.12.12,-0.0
Jiangsu-Central_PV-571,2050.12.12.16,-0.0
Jiangsu-Central_PV-571,2050.12.12.20,-0.0
Jiangsu-Central_PV_EP-ep-50016,2040.06.26.00,-0.0
Jiangsu-Central_PV_EP-ep-50016,2040.06.26.04,-0.0
Jiangsu-Central_PV_EP-ep-50016,2040.06.26.08,28.578592224
Jiangsu-Central_PV_EP-ep-50016,2040.06.26.12,46.630440948
Jiangsu-Central_PV_EP-ep-50016,2040.06.26.16,14.8229910192
Jiangsu-Central_PV_EP-ep-50016,2040.06.26.20,-0.0
Jiangsu-Central_PV_EP-ep-50016,2040.12.19.00,-0.0
Jiangsu-Central_PV_EP-ep-50016,2040.12.19.04,-0.0
Jiangsu-Central_PV_EP-ep-50016,2040.12.19.08,52.014507636
Jiangsu-Central_PV_EP-ep-50016,2040.12.19.12,81.156401508
Jiangsu-Central_PV_EP-ep-50016,2040.12.19.16,5.5609863036
Jiangsu-Central_PV_EP-ep-50016,2040.12.19.20,-0.0
Jiangsu-Central_PV_EP-ep-50037,2040.06.26.00,-0.0
Jiangsu-Central_PV_EP-ep-50037,2040.06.26.04,-0.0
Jiangsu-Central_PV_EP-ep-50037,2040.06.26.08,98.065670976
Jiangsu-Central_PV_EP-ep-50037,2040.06.26.12,160.009472952
Jiangsu-Central_PV_EP-ep-50037,2040.06.26.16,50.8641765408
Jiangsu-Central_PV_EP-ep-50037,2040.06.26.20,-0.0
Jiangsu-Central_PV_EP-ep-50037,2040.12.19.00,-0.0
Jiangsu-Central_PV_EP-ep-50037,2040.12.19.04,-0.0
Jiangsu-Central_PV_EP-ep-50037,2040.12.19.08,178.484564664
Jiangsu-Central_PV_EP-ep-50037,2040.12.19.12,278.483170392
Jiangsu-Central_PV_EP-ep-50037,2040.12.19.16,19.0821804264
Jiangsu-Central_PV_EP-ep-50037,2040.12.19.20,-0.0
Jiangsu-Central_PV_EP-ep-50066,2040.06.26.00,-0.0
Jiangsu-Central_PV_EP-ep-50066,2040.06.26.04,-0.0
Jiangsu-Central_PV_EP-ep-50066,2040.06.26.08,241.50025536
Jiangsu-Central_PV_EP-ep-50066,2040.06.26.12,394.04542072
Jiangsu-Central_PV_EP-ep-50066,2040.06.26.16,125.260057888
Jiangsu-Central_PV_EP-ep-50066,2040.06.26.20,-0.0
Jiangsu-Central_PV_EP-ep-50066,2040.12.19.00,-0.0
Jiangsu-Central_PV_EP-ep-50066,2040.12.19.04,-0.0
Jiangsu-Central_PV_EP-ep-50066,2040.12.19.08,439.54288504
Jiangsu-Central_PV_EP-ep-50066,2040.12.19.12,685.80325912
Jiangsu-Central_PV_EP-ep-50066,2040.12.19.16,46.99250410400001
Jiangsu-Central_PV_EP-ep-50066,2040.12.19.20,-0.0
Jiangsu-Central_PV_EP-ep-50096,2040.06.26.00,-0.0
Jiangsu-Central_PV_EP-ep-50096,2040.06.26.04,-0.0
Jiangsu-Central_PV_EP-ep-50096,2040.06.26.08,264.885636288
Jiangsu-Central_PV_EP-ep-50096,2040.06.26.12,432.202325576
Jiangsu-Central_PV_EP-ep-50096,2040.06.26.16,137.3894619104
Jiangsu-Central_PV_EP-ep-50096,2040.06.26.20,-0.0
Jiangsu-Central_PV_EP-ep-50096,2040.12.19.00,-0.0
Jiangsu-Central_PV_EP-ep-50096,2040.12.19.04,-0.0
Jiangsu-Central_PV_EP-ep-50096,2040.12.19.08,482.1054810319999
Jiangsu-Central_PV_EP-ep-50096,2040.12.19.12,752.2121762959999
Jiangsu-Central_PV_EP-ep-50096,2040.12.19.16,51.54296558319999
Jiangsu-Central_PV_EP-ep-50096,2040.12.19.20,-0.0
Jiangsu-Central_PV_EP-ep-50127,2040.06.26.00,-0.0
Jiangsu-Central_PV_EP-ep-50127,2040.06.26.04,-0.0
Jiangsu-Central_PV_EP-ep-50127,2040.06.26.08,196.115411856
Jiangsu-Central_PV_EP-ep-50127,2040.06.26.12,319.9929534619999
Jiangsu-Central_PV_EP-ep-50127,2040.06.26.16,101.7200905448
Jiangsu-Central_PV_EP-ep-50127,2040.06.26.20,-0.0
Jiangsu-Central_PV_EP-ep-50127,2040.12.19.00,-0.0
Jiangsu-Central_PV_EP-ep-50127,2040.12.19.04,-0.0
Jiangsu-Central_PV_EP-ep-50127,2040.12.19.08,356.9401357339999
Jiangsu-Central_PV_EP-ep-50127,2040.12.19.12,556.921103102
Jiangsu-Central_PV_EP-ep-50127,2040.12.19.16,38.16126108339999
Jiangsu-Central_PV_EP-ep-50127,2040.12.19.20,-0.0
Jiangsu-Central_PV_EP-ep-50156,2040.06.26.00,-0.0
Jiangsu-Central_PV_EP-ep-50156,2040.06.26.04,-0.0
Jiangsu-Central_PV_EP-ep-50156,2040.06.26.08,576.2871528960001
Jiangsu-Central_PV_EP-ep-50156,2040.06.26.12,940.302581792
Jiangsu-Central_PV_EP-ep-50156,2040.06.26.16,298.9055312768
Jiangsu-Central_PV_EP-ep-50156,2040.06.26.20,-0.0
Jiangsu-Central_PV_EP-ep-50156,2040.12.19.00,-0.0
Jiangsu-Central_PV_EP-ep-50156,2040.12.19.04,-0.0
Jiangsu-Central_PV_EP-ep-50156,2040.12.19.08,1048.872256544
Jiangsu-Central_PV_EP-ep-50156,2040.12.19.12,1636.518384032
Jiangsu-Central_PV_EP-ep-50156,2040.12.19.16,112.1372578144
Jiangsu-Central_PV_EP-ep-50156,2040.12.19.20,-0.0
Jiangsu-Central_PV_EP-ep-50180,2040.06.26.00,-0.0
Jiangsu-Central_PV_EP-ep-50180,2040.06.26.04,-0.0
Jiangsu-Central_PV_EP-ep-50180,2040.06.26.08,39.920820576
Jiangsu-Central_PV_EP-ep-50180,2040.06.26.12,65.13705965199999
Jiangsu-Central_PV_EP-ep-50180,2040.06.26.16,20.7059172208
Jiangsu-Central_PV_EP-ep-50180,2040.06.26.20,-0.0
Jiangsu-Central_PV_EP-ep-50180,2040.12.19.00,-0.0
Jiangsu-Central_PV_EP-ep-50180,2040.12.19.04,-0.0
Jiangsu-Central_PV_EP-ep-50180,2040.12.19.08,72.657946564
Jiangsu-Central_PV_EP-ep-50180,2040.12.19.12,113.365631092
Jiangsu-Central_PV_EP-ep-50180,2040.12.19.16,7.7680221164
Jiangsu-Central_PV_EP-ep-50180,2040.12.19.20,-0.0
Jiangsu-Coal_1000_OT-11937,2040.06.26.00,-0.0
Jiangsu-Coal_1000_OT-11937,2040.06.26.04,-0.0
Jiangsu-Coal_1000_OT-11937,2040.06.26.08,-0.0
Jiangsu-Coal_1000_OT-11937,2040.06.26.12,-0.0
Jiangsu-Coal_1000_OT-11937,2040.06.26.16,-0.0
Jiangsu-Coal_1000_OT-11937,2040.06.26.20,-0.0
Jiangsu-Coal_1000_OT-11937,2040.12.19.00,0.0
Jiangsu-Coal_1000_OT-11937,2040.12.19.04,-0.0
Jiangsu-Coal_1000_OT-11937,2040.12.19.08,-0.0
Jiangsu-Coal_1000_OT-11937,2040.12.19.12,-0.0
Jiangsu-Coal_1000_OT-11937,2040.12.19.16,0.0
Jiangsu-Coal_1000_OT-11937,2040.12.19.20,0.0
Jiangsu-Coal_1000_OT-11937,2050.06.12.00,0.0
Jiangsu-Coal_1000_OT-11937,2050.06.12.04,0.0
Jiangsu-Coal_1000_OT-11937,2050.06.12.08,0.0
Jiangsu-Coal_1000_OT-11937,2050.06.12.12,0.0
Jiangsu-Coal_1000_OT-11937,2050.06.12.16,-0.0
Jiangsu-Coal_1000_OT-11937,2050.06.12.20,0.0
Jiangsu-Coal_1000_OT-11937,2050.12.12.00,-0.0
Jiangsu-Coal_1000_OT-11937,2050.12.12.04,-0.0
Jiangsu-Coal_1000_OT-11937,2050.12.12.08,-0.0
Jiangsu-Coal_1000_OT-11937,2050.12.12.12,-0.0
Jiangsu-Coal_1000_OT-11937,2050.12.12.16,-0.0
Jiangsu-Coal_1000_OT-11937,2050.12.12.20,-0.0
Jiangsu-Coal_1000_OT-11955,2040.06.26.00,-0.0
Jiangsu-Coal_1000_OT-11955,2040.06.26.04,-0.0
Jiangsu-Coal_1000_OT-11955,2040.06.26.08,-0.0
Jiangsu-Coal_1000_OT-11955,2040.06.26.12,-0.0
Jiangsu-Coal_1000_OT-11955,2040.06.26.16,-0.0
Jiangsu-Coal_1000_OT-11955,2040.06.26.20,-0.0
Jiangsu-Coal_1000_OT-11955,2040.12.19.00,0.0
Jiangsu-Coal_1000_OT-11955,2040.12.19.04,-0.0
Jiangsu-Coal_1000_OT-11955,2040.12.19.08,-0.0
Jiangsu-Coal_1000_OT-11955,2040.12.19.12,-0.0
Jiangsu-Coal_1000_OT-11955,2040.12.19.16,0.0
Jiangsu-Coal_1000_OT-11955,2040.12.19.20,0.0
Jiangsu-Coal_1000_OT-11955,2050.06.12.00,0.0
Jiangsu-Coal_1000_OT-11955,2050.06.12.04,0.0
Jiangsu-Coal_1000_OT-11955,2050.06.12.08,0.0
Jiangsu-Coal_1000_OT-11955,2050.06.12.12,0.0
Jiangsu-Coal_1000_OT-11955,2050.06.12.16,-0.0
Jiangsu-Coal_1000_OT-11955,2050.06.12.20,0.0
Jiangsu-Coal_1000_OT-11955,2050.12.12.00,-0.0
Jiangsu-Coal_1000_OT-11955,2050.12.12.04,-0.0
Jiangsu-Coal_1000_OT-11955,2050.12.12.08,-0.0
Jiangsu-Coal_1000_OT-11955,2050.12.12.12,-0.0
Jiangsu-Coal_1000_OT-11955,2050.12.12.16,-0.0
Jiangsu-Coal_1000_OT-11955,2050.12.12.20,-0.0
Jiangsu-Coal_1000_OT-11973,2040.06.26.00,-0.0
Jiangsu-Coal_1000_OT-11973,2040.06.26.04,-0.0
Jiangsu-Coal_1000_OT-11973,2040.06.26.08,-0.0
Jiangsu-Coal_1000_OT-11973,2040.06.26.12,-0.0
Jiangsu-Coal_1000_OT-11973,2040.06.26.16,-0.0
Jiangsu-Coal_1000_OT-11973,2040.06.26.20,-0.0
Jiangsu-Coal_1000_OT-11973,2040.12.19.00,0.0
Jiangsu-Coal_1000_OT-11973,2040.12.19.04,-0.0
Jiangsu-Coal_1000_OT-11973,2040.12.19.08,-0.0
Jiangsu-Coal_1000_OT-11973,2040.12.19.12,-0.0
Jiangsu-Coal_1000_OT-11973,2040.12.19.16,0.0
Jiangsu-Coal_1000_OT-11973,2040.12.19.20,0.0
Jiangsu-Coal_1000_OT-11973,2050.06.12.00,0.0
Jiangsu-Coal_1000_OT-11973,2050.06.12.04,0.0
Jiangsu-Coal_1000_OT-11973,2050.06.12.08,0.0
Jiangsu-Coal_1000_OT-11973,2050.06.12.12,0.0
Jiangsu-Coal_1000_OT-11973,2050.06.12.16,-0.0
Jiangsu-Coal_1000_OT-11973,2050.06.12.20,0.0
Jiangsu-Coal_1000_OT-11973,2050.12.12.00,-0.0
Jiangsu-Coal_1000_OT-11973,2050.12.12.04,-0.0
Jiangsu-Coal_1000_OT-11973,2050.12.12.08,-0.0
Jiangsu-Coal_1000_OT-11973,2050.12.12.12,-0.0
Jiangsu-Coal_1000_OT-11973,2050.12.12.16,-0.0
Jiangsu-Coal_1000_OT-11973,2050.12.12.20,-0.0
Jiangsu-Coal_1000_OT-11999,2040.06.26.00,-0.0
Jiangsu-Coal_1000_OT-11999,2040.06.26.04,-0.0
Jiangsu-Coal_1000_OT-11999,2040.06.26.08,-0.0
Jiangsu-Coal_1000_OT-11999,2040.06.26.12,-0.0
Jiangsu-Coal_1000_OT-11999,2040.06.26.16,-0.0
Jiangsu-Coal_1000_OT-11999,2040.06.26.20,-0.0
Jiangsu-Coal_1000_OT-11999,2040.12.19.00,0.0
Jiangsu-Coal_1000_OT-11999,2040.12.19.04,-0.0
Jiangsu-Coal_1000_OT-11999,2040.12.19.08,-0.0
Jiangsu-Coal_1000_OT-11999,2040.12.19.12,-0.0
Jiangsu-Coal_1000_OT-11999,2040.12.19.16,0.0
Jiangsu-Coal_1000_OT-11999,2040.12.19.20,0.0
Jiangsu-Coal_1000_OT-11999,2050.06.12.00,0.0
Jiangsu-Coal_1000_OT-11999,2050.06.12.04,0.0
Jiangsu-Coal_1000_OT-11999,2050.06.12.08,0.0
Jiangsu-Coal_1000_OT-11999,2050.06.12.12,0.0
Jiangsu-Coal_1000_OT-11999,2050.06.12.16,-0.0
Jiangsu-Coal_1000_OT-11999,2050.06.12.20,0.0
Jiangsu-Coal_1000_OT-11999,2050.12.12.00,-0.0
Jiangsu-Coal_1000_OT-11999,2050.12.12.04,-0.0
Jiangsu-Coal_1000_OT-11999,2050.12.12.08,-0.0
Jiangsu-Coal_1000_OT-11999,2050.12.12.12,-0.0
Jiangsu-Coal_1000_OT-11999,2050.12.12.16,-0.0
Jiangsu-Coal_1000_OT-11999,2050.12.12.20,-0.0
Jiangsu-Coal_1000_OT-12017,2040.06.26.00,-0.0
Jiangsu-Coal_1000_OT-12017,2040.06.26.04,-0.0
Jiangsu-Coal_1000_OT-12017,2040.06.26.08,-0.0
Jiangsu-Coal_1000_OT-12017,2040.06.26.12,-0.0
Jiangsu-Coal_1000_OT-12017,2040.06.26.16,-0.0
Jiangsu-Coal_1000_OT-12017,2040.06.26.20,-0.0
Jiangsu-Coal_1000_OT-12017,2040.12.19.00,0.0
Jiangsu-Coal_1000_OT-12017,2040.12.19.04,-0.0
Jiangsu-Coal_1000_OT-12017,2040.12.19.08,-0.0
Jiangsu-Coal_1000_OT-12017,2040.12.19.12,-0.0
Jiangsu-Coal_1000_OT-12017,2040.12.19.16,0.0
Jiangsu-Coal_1000_OT-12017,2040.12.19.20,0.0
Jiangsu-Coal_1000_OT-12017,2050.06.12.00,0.0
Jiangsu-Coal_1000_OT-12017,2050.06.12.04,0.0
Jiangsu-Coal_1000_OT-12017,2050.06.12.08,0.0
Jiangsu-Coal_1000_OT-12017,2050.06.12.12,0.0
Jiangsu-Coal_1000_OT-12017,2050.06.12.16,-0.0
Jiangsu-Coal_1000_OT-12017,2050.06.12.20,0.0
Jiangsu-Coal_1000_OT-12017,2050.12.12.00,-0.0
Jiangsu-Coal_1000_OT-12017,2050.12.12.04,-0.0
Jiangsu-Coal_1000_OT-12017,2050.12.12.08,-0.0
Jiangsu-Coal_1000_OT-12017,2050.12.12.12,-0.0
Jiangsu-Coal_1000_OT-12017,2050.12.12.16,-0.0
Jiangsu-Coal_1000_OT-12017,2050.12.12.20,-0.0
Jiangsu-Coal_1000_RC-11945,2040.06.26.00,-0.0
Jiangsu-Coal_1000_RC-11945,2040.06.26.04,-0.0
Jiangsu-Coal_1000_RC-11945,2040.06.26.08,-0.0
Jiangsu-Coal_1000_RC-11945,2040.06.26.12,-0.0
Jiangsu-Coal_1000_RC-11945,2040.06.26.16,-0.0
Jiangsu-Coal_1000_RC-11945,2040.06.26.20,-0.0
Jiangsu-Coal_1000_RC-11945,2040.12.19.00,0.0
Jiangsu-Coal_1000_RC-11945,2040.12.19.04,-0.0
Jiangsu-Coal_1000_RC-11945,2040.12.19.08,-0.0
Jiangsu-Coal_1000_RC-11945,2040.12.19.12,-0.0
Jiangsu-Coal_1000_RC-11945,2040.12.19.16,0.0
Jiangsu-Coal_1000_RC-11945,2040.12.19.20,0.0
Jiangsu-Coal_1000_RC-11945,2050.06.12.00,0.0
Jiangsu-Coal_1000_RC-11945,2050.06.12.04,0.0
Jiangsu-Coal_1000_RC-11945,2050.06.12.08,0.0
Jiangsu-Coal_1000_RC-11945,2050.06.12.12,0.0
Jiangsu-Coal_1000_RC-11945,2050.06.12.16,-0.0
Jiangsu-Coal_1000_RC-11945,2050.06.12.20,0.0
Jiangsu-Coal_1000_RC-11945,2050.12.12.00,-0.0
Jiangsu-Coal_1000_RC-11945,2050.12.12.04,-0.0
Jiangsu-Coal_1000_RC-11945,2050.12.12.08,-0.0
Jiangsu-Coal_1000_RC-11945,2050.12.12.12,-0.0
Jiangsu-Coal_1000_RC-11945,2050.12.12.16,-0.0
Jiangsu-Coal_1000_RC-11945,2050.12.12.20,-0.0
Jiangsu-Coal_1000_RC-11963,2040.06.26.00,-0.0
Jiangsu-Coal_1000_RC-11963,2040.06.26.04,-0.0
Jiangsu-Coal_1000_RC-11963,2040.06.26.08,-0.0
Jiangsu-Coal_1000_RC-11963,2040.06.26.12,-0.0
Jiangsu-Coal_1000_RC-11963,2040.06.26.16,-0.0
Jiangsu-Coal_1000_RC-11963,2040.06.26.20,-0.0
Jiangsu-Coal_1000_RC-11963,2040.12.19.00,0.0
Jiangsu-Coal_1000_RC-11963,2040.12.19.04,-0.0
Jiangsu-Coal_1000_RC-11963,2040.12.19.08,-0.0
Jiangsu-Coal_1000_RC-11963,2040.12.19.12,-0.0
Jiangsu-Coal_1000_RC-11963,2040.12.19.16,0.0
Jiangsu-Coal_1000_RC-11963,2040.12.19.20,0.0
Jiangsu-Coal_1000_RC-11963,2050.06.12.00,0.0
Jiangsu-Coal_1000_RC-11963,2050.06.12.04,0.0
Jiangsu-Coal_1000_RC-11963,2050.06.12.08,0.0
Jiangsu-Coal_1000_RC-11963,2050.06.12.12,0.0
Jiangsu-Coal_1000_RC-11963,2050.06.12.16,-0.0
Jiangsu-Coal_1000_RC-11963,2050.06.12.20,0.0
Jiangsu-Coal_1000_RC-11963,2050.12.12.00,-0.0
Jiangsu-Coal_1000_RC-11963,2050.12.12.04,-0.0
Jiangsu-Coal_1000_RC-11963,2050.12.12.08,-0.0
Jiangsu-Coal_1000_RC-11963,2050.12.12.12,-0.0
Jiangsu-Coal_1000_RC-11963,2050.12.12.16,-0.0
Jiangsu-Coal_1000_RC-11963,2050.12.12.20,-0.0
Jiangsu-Coal_1000_RC-11981,2040.06.26.00,-0.0
Jiangsu-Coal_1000_RC-11981,2040.06.26.04,-0.0
Jiangsu-Coal_1000_RC-11981,2040.06.26.08,-0.0
Jiangsu-Coal_1000_RC-11981,2040.06.26.12,-0.0
Jiangsu-Coal_1000_RC-11981,2040.06.26.16,-0.0
Jiangsu-Coal_1000_RC-11981,2040.06.26.20,-0.0
Jiangsu-Coal_1000_RC-11981,2040.12.19.00,0.0
Jiangsu-Coal_1000_RC-11981,2040.12.19.04,-0.0
Jiangsu-Coal_1000_RC-11981,2040.12.19.08,-0.0
Jiangsu-Coal_1000_RC-11981,2040.12.19.12,-0.0
Jiangsu-Coal_1000_RC-11981,2040.12.19.16,0.0
Jiangsu-Coal_1000_RC-11981,2040.12.19.20,0.0
Jiangsu-Coal_1000_RC-11981,2050.06.12.00,0.0
Jiangsu-Coal_1000_RC-11981,2050.06.12.04,0.0
Jiangsu-Coal_1000_RC-11981,2050.06.12.08,0.0
Jiangsu-Coal_1000_RC-11981,2050.06.12.12,0.0
Jiangsu-Coal_1000_RC-11981,2050.06.12.16,-0.0
Jiangsu-Coal_1000_RC-11981,2050.06.12.20,0.0
Jiangsu-Coal_1000_RC-11981,2050.12.12.00,-0.0
Jiangsu-Coal_1000_RC-11981,2050.12.12.04,-0.0
Jiangsu-Coal_1000_RC-11981,2050.12.12.08,-0.0
Jiangsu-Coal_1000_RC-11981,2050.12.12.12,-0.0
Jiangsu-Coal_1000_RC-11981,2050.12.12.16,-0.0
Jiangsu-Coal_1000_RC-11981,2050.12.12.20,-0.0
Jiangsu-Coal_1000_RC-12007,2040.06.26.00,-0.0
Jiangsu-Coal_1000_RC-12007,2040.06.26.04,-0.0
Jiangsu-Coal_1000_RC-12007,2040.06.26.08,-0.0
Jiangsu-Coal_1000_RC-12007,2040.06.26.12,-0.0
Jiangsu-Coal_1000_RC-12007,2040.06.26.16,-0.0
Jiangsu-Coal_1000_RC-12007,2040.06.26.20,-0.0
Jiangsu-Coal_1000_RC-12007,2040.12.19.00,0.0
Jiangsu-Coal_1000_RC-12007,2040.12.19.04,-0.0
Jiangsu-Coal_1000_RC-12007,2040.12.19.08,-0.0
Jiangsu-Coal_1000_RC-12007,2040.12.19.12,-0.0
Jiangsu-Coal_1000_RC-12007,2040.12.19.16,0.0
Jiangsu-Coal_1000_RC-12007,2040.12.19.20,0.0
Jiangsu-Coal_1000_RC-12007,2050.06.12.00,0.0
Jiangsu-Coal_1000_RC-12007,2050.06.12.04,0.0
Jiangsu-Coal_1000_RC-12007,2050.06.12.08,0.0
Jiangsu-Coal_1000_RC-12007,2050.06.12.12,0.0
Jiangsu-Coal_1000_RC-12007,2050.06.12.16,-0.0
Jiangsu-Coal_1000_RC-12007,2050.06.12.20,0.0
Jiangsu-Coal_1000_RC-12007,2050.12.12.00,-0.0
Jiangsu-Coal_1000_RC-12007,2050.12.12.04,-0.0
Jiangsu-Coal_1000_RC-12007,2050.12.12.08,-0.0
Jiangsu-Coal_1000_RC-12007,2050.12.12.12,-0.0
Jiangsu-Coal_1000_RC-12007,2050.12.12.16,-0.0
Jiangsu-Coal_1000_RC-12007,2050.12.12.20,-0.0
Jiangsu-Coal_1000_RC-12025,2040.06.26.00,-0.0
Jiangsu-Coal_1000_RC-12025,2040.06.26.04,-0.0
Jiangsu-Coal_1000_RC-12025,2040.06.26.08,-0.0
Jiangsu-Coal_1000_RC-12025,2040.06.26.12,-0.0
Jiangsu-Coal_1000_RC-12025,2040.06.26.16,-0.0
Jiangsu-Coal_1000_RC-12025,2040.06.26.20,-0.0
Jiangsu-Coal_1000_RC-12025,2040.12.19.00,0.0
Jiangsu-Coal_1000_RC-12025,2040.12.19.04,-0.0
Jiangsu-Coal_1000_RC-12025,2040.12.19.08,-0.0
Jiangsu-Coal_1000_RC-12025,2040.12.19.12,-0.0
Jiangsu-Coal_1000_RC-12025,2040.12.19.16,0.0
Jiangsu-Coal_1000_RC-12025,2040.12.19.20,0.0
Jiangsu-Coal_1000_RC-12025,2050.06.12.00,0.0
Jiangsu-Coal_1000_RC-12025,2050.06.12.04,0.0
Jiangsu-Coal_1000_RC-12025,2050.06.12.08,0.0
Jiangsu-Coal_1000_RC-12025,2050.06.12.12,0.0
Jiangsu-Coal_1000_RC-12025,2050.06.12.16,-0.0
Jiangsu-Coal_1000_RC-12025,2050.06.12.20,0.0
Jiangsu-Coal_1000_RC-12025,2050.12.12.00,-0.0
Jiangsu-Coal_1000_RC-12025,2050.12.12.04,-0.0
Jiangsu-Coal_1000_RC-12025,2050.12.12.08,-0.0
Jiangsu-Coal_1000_RC-12025,2050.12.12.12,-0.0
Jiangsu-Coal_1000_RC-12025,2050.12.12.16,-0.0
Jiangsu-Coal_1000_RC-12025,2050.12.12.20,-0.0
Jiangsu-Coal_1000_SEA-11991,2040.06.26.00,-0.0
Jiangsu-Coal_1000_SEA-11991,2040.06.26.04,-0.0
Jiangsu-Coal_1000_SEA-11991,2040.06.26.08,-0.0
Jiangsu-Coal_1000_SEA-11991,2040.06.26.12,-0.0
Jiangsu-Coal_1000_SEA-11991,2040.06.26.16,-0.0
Jiangsu-Coal_1000_SEA-11991,2040.06.26.20,-0.0
Jiangsu-Coal_1000_SEA-11991,2040.12.19.00,0.0
Jiangsu-Coal_1000_SEA-11991,2040.12.19.04,-0.0
Jiangsu-Coal_1000_SEA-11991,2040.12.19.08,-0.0
Jiangsu-Coal_1000_SEA-11991,2040.12.19.12,-0.0
Jiangsu-Coal_1000_SEA-11991,2040.12.19.16,0.0
Jiangsu-Coal_1000_SEA-11991,2040.12.19.20,0.0
Jiangsu-Coal_1000_SEA-11991,2050.06.12.00,0.0
Jiangsu-Coal_1000_SEA-11991,2050.06.12.04,0.0
Jiangsu-Coal_1000_SEA-11991,2050.06.12.08,0.0
Jiangsu-Coal_1000_SEA-11991,2050.06.12.12,0.0
Jiangsu-Coal_1000_SEA-11991,2050.06.12.16,-0.0
