GEN_TPS_1,GEN_TPS_2,DispatchGen
Jiangsu-Hydro_NonPumped-ep-30662,2050.12.12.04,1.86443890792554
Jiangsu-Hydro_NonPumped-ep-30662,2050.12.12.08,1.86443890792554
Jiangsu-Hydro_NonPumped-ep-30662,2050.12.12.12,1.86443890792554
Jiangsu-Hydro_NonPumped-ep-30662,2050.12.12.16,1.86443890792554
Jiangsu-Hydro_NonPumped-ep-30662,2050.12.12.20,13.05107235547878
Jiangsu-Hydro_NonPumped-ep-30733,2040.06.26.00,7.668034476250165
Jiangsu-Hydro_NonPumped-ep-30733,2040.06.26.04,2.14475430953127
Jiangsu-Hydro_NonPumped-ep-30733,2040.06.26.08,2.14475430953127
Jiangsu-Hydro_NonPumped-ep-30733,2040.06.26.12,2.14475430953127
Jiangsu-Hydro_NonPumped-ep-30733,2040.06.26.16,2.14475430953127
Jiangsu-Hydro_NonPumped-ep-30733,2040.06.26.20,9.49
Jiangsu-Hydro_NonPumped-ep-30733,2040.12.19.00,0.50132802041558
Jiangsu-Hydro_NonPumped-ep-30733,2040.12.19.04,0.50132802041558
Jiangsu-Hydro_NonPumped-ep-30733,2040.12.19.08,0.50132802041558
Jiangsu-Hydro_NonPumped-ep-30733,2040.12.19.12,0.50132802041558
Jiangsu-Hydro_NonPumped-ep-30733,2040.12.19.16,0.50132802041558
Jiangsu-Hydro_NonPumped-ep-30733,2040.12.19.20,3.509296142909059
Jiangsu-Hydro_NonPumped-ep-30733,2050.06.12.00,7.668034476250165
Jiangsu-Hydro_NonPumped-ep-30733,2050.06.12.04,2.14475430953127
Jiangsu-Hydro_NonPumped-ep-30733,2050.06.12.08,2.14475430953127
Jiangsu-Hydro_NonPumped-ep-30733,2050.06.12.12,2.14475430953127
Jiangsu-Hydro_NonPumped-ep-30733,2050.06.12.16,2.14475430953127
Jiangsu-Hydro_NonPumped-ep-30733,2050.06.12.20,9.49
Jiangsu-Hydro_NonPumped-ep-30733,2050.12.12.00,0.50132802041558
Jiangsu-Hydro_NonPumped-ep-30733,2050.12.12.04,0.50132802041558
Jiangsu-Hydro_NonPumped-ep-30733,2050.12.12.08,0.50132802041558
Jiangsu-Hydro_NonPumped-ep-30733,2050.12.12.12,0.50132802041558
Jiangsu-Hydro_NonPumped-ep-30733,2050.12.12.16,0.50132802041558
Jiangsu-Hydro_NonPumped-ep-30733,2050.12.12.20,3.509296142909059
Jiangsu-Hydro_NonPumped-ep-30824,2040.06.26.00,766.8034476250155
Jiangsu-Hydro_NonPumped-ep-30824,2040.06.26.04,214.475430953127
Jiangsu-Hydro_NonPumped-ep-30824,2040.06.26.08,214.475430953127
Jiangsu-Hydro_NonPumped-ep-30824,2040.06.26.12,214.475430953127
Jiangsu-Hydro_NonPumped-ep-30824,2040.06.26.16,214.475430953127
Jiangsu-Hydro_NonPumped-ep-30824,2040.06.26.20,949.0
Jiangsu-Hydro_NonPumped-ep-30824,2040.12.19.00,50.132802041558
Jiangsu-Hydro_NonPumped-ep-30824,2040.12.19.04,50.132802041558
Jiangsu-Hydro_NonPumped-ep-30824,2040.12.19.08,50.132802041558
Jiangsu-Hydro_NonPumped-ep-30824,2040.12.19.12,50.132802041558
Jiangsu-Hydro_NonPumped-ep-30824,2040.12.19.16,50.132802041558
Jiangsu-Hydro_NonPumped-ep-30824,2040.12.19.20,350.929614290906
Jiangsu-Hydro_NonPumped-ep-30824,2050.06.12.00,949.0
Jiangsu-Hydro_NonPumped-ep-30824,2050.06.12.04,766.8034476250155
Jiangsu-Hydro_NonPumped-ep-30824,2050.06.12.08,214.475430953127
Jiangsu-Hydro_NonPumped-ep-30824,2050.06.12.12,214.475430953127
Jiangsu-Hydro_NonPumped-ep-30824,2050.06.12.16,214.475430953127
Jiangsu-Hydro_NonPumped-ep-30824,2050.06.12.20,214.475430953127
Jiangsu-Hydro_NonPumped-ep-30824,2050.12.12.00,50.132802041558
Jiangsu-Hydro_NonPumped-ep-30824,2050.12.12.04,50.132802041558
Jiangsu-Hydro_NonPumped-ep-30824,2050.12.12.08,50.132802041558
Jiangsu-Hydro_NonPumped-ep-30824,2050.12.12.12,50.132802041558
Jiangsu-Hydro_NonPumped-ep-30824,2050.12.12.16,50.132802041558
Jiangsu-Hydro_NonPumped-ep-30824,2050.12.12.20,350.929614290906
Jiangsu-Hydro_NonPumped-ep-30896,2040.06.26.00,1.993688963825039
Jiangsu-Hydro_NonPumped-ep-30896,2040.06.26.04,0.55763612047813
Jiangsu-Hydro_NonPumped-ep-30896,2040.06.26.08,0.55763612047813
Jiangsu-Hydro_NonPumped-ep-30896,2040.06.26.12,0.55763612047813
Jiangsu-Hydro_NonPumped-ep-30896,2040.06.26.16,0.55763612047813
Jiangsu-Hydro_NonPumped-ep-30896,2040.06.26.20,2.4674
Jiangsu-Hydro_NonPumped-ep-30896,2040.12.19.00,0.130345285308051
Jiangsu-Hydro_NonPumped-ep-30896,2040.12.19.04,0.130345285308051
Jiangsu-Hydro_NonPumped-ep-30896,2040.12.19.08,0.130345285308051
Jiangsu-Hydro_NonPumped-ep-30896,2040.12.19.12,0.130345285308051
Jiangsu-Hydro_NonPumped-ep-30896,2040.12.19.16,0.130345285308051
Jiangsu-Hydro_NonPumped-ep-30896,2040.12.19.20,0.9124169971563566
Jiangsu-Hydro_NonPumped-ep-30896,2050.06.12.00,0.55763612047813
Jiangsu-Hydro_NonPumped-ep-30896,2050.06.12.04,2.4674
Jiangsu-Hydro_NonPumped-ep-30896,2050.06.12.08,0.55763612047813
Jiangsu-Hydro_NonPumped-ep-30896,2050.06.12.12,0.55763612047813
Jiangsu-Hydro_NonPumped-ep-30896,2050.06.12.16,0.55763612047813
Jiangsu-Hydro_NonPumped-ep-30896,2050.06.12.20,1.993688963825039
Jiangsu-Hydro_NonPumped-ep-30896,2050.12.12.00,0.130345285308051
Jiangsu-Hydro_NonPumped-ep-30896,2050.12.12.04,0.130345285308051
Jiangsu-Hydro_NonPumped-ep-30896,2050.12.12.08,0.130345285308051
Jiangsu-Hydro_NonPumped-ep-30896,2050.12.12.12,0.130345285308051
Jiangsu-Hydro_NonPumped-ep-30896,2050.12.12.16,0.130345285308051
Jiangsu-Hydro_NonPumped-ep-30896,2050.12.12.20,0.9124169971563566
Jiangsu-Hydro_NonPumped-ep-30907,2040.06.26.00,1.150205171437526
Jiangsu-Hydro_NonPumped-ep-30907,2040.06.26.04,0.32171314642969
Jiangsu-Hydro_NonPumped-ep-30907,2040.06.26.08,0.32171314642969
Jiangsu-Hydro_NonPumped-ep-30907,2040.06.26.12,0.32171314642969
Jiangsu-Hydro_NonPumped-ep-30907,2040.06.26.16,0.32171314642969
Jiangsu-Hydro_NonPumped-ep-30907,2040.06.26.20,1.4235
Jiangsu-Hydro_NonPumped-ep-30907,2040.12.19.00,0.075199203062337
Jiangsu-Hydro_NonPumped-ep-30907,2040.12.19.04,0.075199203062337
Jiangsu-Hydro_NonPumped-ep-30907,2040.12.19.08,0.075199203062337
Jiangsu-Hydro_NonPumped-ep-30907,2040.12.19.12,0.075199203062337
Jiangsu-Hydro_NonPumped-ep-30907,2040.12.19.16,0.075199203062337
Jiangsu-Hydro_NonPumped-ep-30907,2040.12.19.20,0.5263944214363592
Jiangsu-Hydro_NonPumped-ep-30907,2050.06.12.00,1.4235
Jiangsu-Hydro_NonPumped-ep-30907,2050.06.12.04,1.150205171437526
Jiangsu-Hydro_NonPumped-ep-30907,2050.06.12.08,0.32171314642969
Jiangsu-Hydro_NonPumped-ep-30907,2050.06.12.12,0.32171314642969
Jiangsu-Hydro_NonPumped-ep-30907,2050.06.12.16,0.32171314642969
Jiangsu-Hydro_NonPumped-ep-30907,2050.06.12.20,0.32171314642969
Jiangsu-Hydro_NonPumped-ep-30907,2050.12.12.00,0.075199203062337
Jiangsu-Hydro_NonPumped-ep-30907,2050.12.12.04,0.075199203062337
Jiangsu-Hydro_NonPumped-ep-30907,2050.12.12.08,0.075199203062337
Jiangsu-Hydro_NonPumped-ep-30907,2050.12.12.12,0.075199203062337
Jiangsu-Hydro_NonPumped-ep-30907,2050.12.12.16,0.075199203062337
Jiangsu-Hydro_NonPumped-ep-30907,2050.12.12.20,0.5263944214363592
Jiangsu-Hydro_NonPumped-ep-30928,2040.06.26.00,2.683812066687566
Jiangsu-Hydro_NonPumped-ep-30928,2040.06.26.04,0.750664008335944
Jiangsu-Hydro_NonPumped-ep-30928,2040.06.26.08,0.750664008335944
Jiangsu-Hydro_NonPumped-ep-30928,2040.06.26.12,0.750664008335944
Jiangsu-Hydro_NonPumped-ep-30928,2040.06.26.16,0.750664008335944
Jiangsu-Hydro_NonPumped-ep-30928,2040.06.26.20,3.3215
Jiangsu-Hydro_NonPumped-ep-30928,2040.12.19.00,0.175464807145453
Jiangsu-Hydro_NonPumped-ep-30928,2040.12.19.04,0.175464807145453
Jiangsu-Hydro_NonPumped-ep-30928,2040.12.19.08,0.175464807145453
Jiangsu-Hydro_NonPumped-ep-30928,2040.12.19.12,0.175464807145453
Jiangsu-Hydro_NonPumped-ep-30928,2040.12.19.16,1.228253650018171
Jiangsu-Hydro_NonPumped-ep-30928,2040.12.19.20,0.175464807145453
Jiangsu-Hydro_NonPumped-ep-30928,2050.06.12.00,0.750664008335944
Jiangsu-Hydro_NonPumped-ep-30928,2050.06.12.04,2.683812066687566
Jiangsu-Hydro_NonPumped-ep-30928,2050.06.12.08,0.750664008335944
Jiangsu-Hydro_NonPumped-ep-30928,2050.06.12.12,0.750664008335944
Jiangsu-Hydro_NonPumped-ep-30928,2050.06.12.16,0.750664008335944
Jiangsu-Hydro_NonPumped-ep-30928,2050.06.12.20,3.3215
Jiangsu-Hydro_NonPumped-ep-30928,2050.12.12.00,0.175464807145453
Jiangsu-Hydro_NonPumped-ep-30928,2050.12.12.04,0.175464807145453
Jiangsu-Hydro_NonPumped-ep-30928,2050.12.12.08,0.175464807145453
Jiangsu-Hydro_NonPumped-ep-30928,2050.12.12.12,0.175464807145453
Jiangsu-Hydro_NonPumped-ep-30928,2050.12.12.16,0.175464807145453
Jiangsu-Hydro_NonPumped-ep-30928,2050.12.12.20,1.228253650018171
Jiangsu-Hydro_NonPumped-ep-30957,2040.06.26.00,1150.588573161336
Jiangsu-Hydro_NonPumped-ep-30957,2040.06.26.04,321.820384145167
Jiangsu-Hydro_NonPumped-ep-30957,2040.06.26.08,321.820384145167
Jiangsu-Hydro_NonPumped-ep-30957,2040.06.26.12,321.820384145167
Jiangsu-Hydro_NonPumped-ep-30957,2040.06.26.16,321.820384145167
Jiangsu-Hydro_NonPumped-ep-30957,2040.06.26.20,1423.9745
Jiangsu-Hydro_NonPumped-ep-30957,2040.12.19.00,75.2242694633578
Jiangsu-Hydro_NonPumped-ep-30957,2040.12.19.04,75.2242694633578
Jiangsu-Hydro_NonPumped-ep-30957,2040.12.19.08,75.2242694633578
Jiangsu-Hydro_NonPumped-ep-30957,2040.12.19.12,75.2242694633578
Jiangsu-Hydro_NonPumped-ep-30957,2040.12.19.16,75.2242694633578
Jiangsu-Hydro_NonPumped-ep-30957,2040.12.19.20,526.569886243507
Jiangsu-Hydro_NonPumped-ep-30957,2050.06.12.00,321.820384145167
Jiangsu-Hydro_NonPumped-ep-30957,2050.06.12.04,1150.588573161336
Jiangsu-Hydro_NonPumped-ep-30957,2050.06.12.08,321.820384145167
Jiangsu-Hydro_NonPumped-ep-30957,2050.06.12.12,321.820384145167
Jiangsu-Hydro_NonPumped-ep-30957,2050.06.12.16,321.820384145167
Jiangsu-Hydro_NonPumped-ep-30957,2050.06.12.20,1423.9745
Jiangsu-Hydro_NonPumped-ep-30957,2050.12.12.00,75.2242694633578
Jiangsu-Hydro_NonPumped-ep-30957,2050.12.12.04,75.2242694633578
Jiangsu-Hydro_NonPumped-ep-30957,2050.12.12.08,75.2242694633578
Jiangsu-Hydro_NonPumped-ep-30957,2050.12.12.12,75.2242694633578
Jiangsu-Hydro_NonPumped-ep-30957,2050.12.12.16,75.2242694633578
Jiangsu-Hydro_NonPumped-ep-30957,2050.12.12.20,526.569886243507
Jiangsu-Hydro_Pumped-ep-35005,2040.06.26.00,234.292960773196
Jiangsu-Hydro_Pumped-ep-35005,2040.06.26.04,234.292960773196
Jiangsu-Hydro_Pumped-ep-35005,2040.06.26.08,234.292960773196
Jiangsu-Hydro_Pumped-ep-35005,2040.06.26.12,234.292960773196
Jiangsu-Hydro_Pumped-ep-35005,2040.06.26.16,234.292960773196
Jiangsu-Hydro_Pumped-ep-35005,2040.06.26.20,234.292960773196
Jiangsu-Hydro_Pumped-ep-35005,2040.12.19.00,54.7650729501979
Jiangsu-Hydro_Pumped-ep-35005,2040.12.19.04,54.7650729501979
Jiangsu-Hydro_Pumped-ep-35005,2040.12.19.08,136.1726138221143
Jiangsu-Hydro_Pumped-ep-35005,2040.12.19.12,54.7650729501979
Jiangsu-Hydro_Pumped-ep-35005,2040.12.19.16,301.9479697794699
Jiangsu-Hydro_Pumped-ep-35005,2040.12.19.20,54.7650729501979
Jiangsu-Hydro_Pumped-ep-35005,2050.06.12.00,234.292960773196
Jiangsu-Hydro_Pumped-ep-35005,2050.06.12.04,234.292960773196
Jiangsu-Hydro_Pumped-ep-35005,2050.06.12.08,414.67504
Jiangsu-Hydro_Pumped-ep-35005,2050.06.12.12,414.67504
Jiangsu-Hydro_Pumped-ep-35005,2050.06.12.16,414.67504
Jiangsu-Hydro_Pumped-ep-35005,2050.06.12.20,588.8354304536078
Jiangsu-Hydro_Pumped-ep-35005,2050.12.12.00,54.7650729501979
Jiangsu-Hydro_Pumped-ep-35005,2050.12.12.04,54.7650729501979
Jiangsu-Hydro_Pumped-ep-35005,2050.12.12.08,54.7650729501979
Jiangsu-Hydro_Pumped-ep-35005,2050.12.12.12,54.7650729501979
Jiangsu-Hydro_Pumped-ep-35005,2050.12.12.16,54.7650729501979
Jiangsu-Hydro_Pumped-ep-35005,2050.12.12.20,54.7650729501979
Jiangsu-Hydro_Pumped-ep-35022,2040.06.26.00,21.4475430953127
Jiangsu-Hydro_Pumped-ep-35022,2040.06.26.04,21.4475430953127
Jiangsu-Hydro_Pumped-ep-35022,2040.06.26.08,21.4475430953127
Jiangsu-Hydro_Pumped-ep-35022,2040.06.26.12,21.4475430953127
Jiangsu-Hydro_Pumped-ep-35022,2040.06.26.16,21.4475430953127
Jiangsu-Hydro_Pumped-ep-35022,2040.06.26.20,21.4475430953127
Jiangsu-Hydro_Pumped-ep-35022,2040.12.19.00,5.0132802041558
Jiangsu-Hydro_Pumped-ep-35022,2040.12.19.04,5.0132802041558
Jiangsu-Hydro_Pumped-ep-35022,2040.12.19.08,12.46545348060361
Jiangsu-Hydro_Pumped-ep-35022,2040.12.19.12,5.0132802041558
Jiangsu-Hydro_Pumped-ep-35022,2040.12.19.16,27.64078815264279
Jiangsu-Hydro_Pumped-ep-35022,2040.12.19.20,5.0132802041558
Jiangsu-Hydro_Pumped-ep-35022,2050.06.12.00,53.90291380937461
Jiangsu-Hydro_Pumped-ep-35022,2050.06.12.04,21.4475430953127
Jiangsu-Hydro_Pumped-ep-35022,2050.06.12.08,37.96
Jiangsu-Hydro_Pumped-ep-35022,2050.06.12.12,37.96
Jiangsu-Hydro_Pumped-ep-35022,2050.06.12.16,37.96
Jiangsu-Hydro_Pumped-ep-35022,2050.06.12.20,21.4475430953127
Jiangsu-Hydro_Pumped-ep-35022,2050.12.12.00,5.0132802041558
Jiangsu-Hydro_Pumped-ep-35022,2050.12.12.04,5.0132802041558
Jiangsu-Hydro_Pumped-ep-35022,2050.12.12.08,5.0132802041558
Jiangsu-Hydro_Pumped-ep-35022,2050.12.12.12,5.0132802041558
Jiangsu-Hydro_Pumped-ep-35022,2050.12.12.16,5.0132802041558
Jiangsu-Hydro_Pumped-ep-35022,2050.12.12.20,5.0132802041558
Jiangsu-Hydro_Pumped-ep-35028,2040.06.26.00,214.475430953127
Jiangsu-Hydro_Pumped-ep-35028,2040.06.26.04,214.475430953127
Jiangsu-Hydro_Pumped-ep-35028,2040.06.26.08,214.475430953127
Jiangsu-Hydro_Pumped-ep-35028,2040.06.26.12,214.475430953127
Jiangsu-Hydro_Pumped-ep-35028,2040.06.26.16,214.475430953127
Jiangsu-Hydro_Pumped-ep-35028,2040.06.26.20,214.475430953127
Jiangsu-Hydro_Pumped-ep-35028,2040.12.19.00,50.132802041558
Jiangsu-Hydro_Pumped-ep-35028,2040.12.19.04,50.132802041558
Jiangsu-Hydro_Pumped-ep-35028,2040.12.19.08,124.6545348060361
Jiangsu-Hydro_Pumped-ep-35028,2040.12.19.12,50.132802041558
Jiangsu-Hydro_Pumped-ep-35028,2040.12.19.16,276.4078815264279
Jiangsu-Hydro_Pumped-ep-35028,2040.12.19.20,50.132802041558
Jiangsu-Hydro_Pumped-ep-35028,2050.06.12.00,214.475430953127
Jiangsu-Hydro_Pumped-ep-35028,2050.06.12.04,539.0291380937459
Jiangsu-Hydro_Pumped-ep-35028,2050.06.12.08,379.6
Jiangsu-Hydro_Pumped-ep-35028,2050.06.12.12,379.6
Jiangsu-Hydro_Pumped-ep-35028,2050.06.12.16,379.6
Jiangsu-Hydro_Pumped-ep-35028,2050.06.12.20,214.475430953127
Jiangsu-Hydro_Pumped-ep-35028,2050.12.12.00,50.132802041558
Jiangsu-Hydro_Pumped-ep-35028,2050.12.12.04,50.132802041558
Jiangsu-Hydro_Pumped-ep-35028,2050.12.12.08,50.132802041558
Jiangsu-Hydro_Pumped-ep-35028,2050.12.12.12,50.132802041558
Jiangsu-Hydro_Pumped-ep-35028,2050.12.12.16,50.132802041558
Jiangsu-Hydro_Pumped-ep-35028,2050.12.12.20,50.132802041558
Jiangsu-Hydro_Pumped-ep-35037,2040.06.26.00,289.541831786721
Jiangsu-Hydro_Pumped-ep-35037,2040.06.26.04,289.541831786721
Jiangsu-Hydro_Pumped-ep-35037,2040.06.26.08,289.541831786721
Jiangsu-Hydro_Pumped-ep-35037,2040.06.26.12,289.541831786721
Jiangsu-Hydro_Pumped-ep-35037,2040.06.26.16,289.541831786721
Jiangsu-Hydro_Pumped-ep-35037,2040.06.26.20,289.541831786721
Jiangsu-Hydro_Pumped-ep-35037,2040.12.19.00,67.6792827561033
Jiangsu-Hydro_Pumped-ep-35037,2040.12.19.04,67.6792827561033
Jiangsu-Hydro_Pumped-ep-35037,2040.12.19.08,168.2836219881501
Jiangsu-Hydro_Pumped-ep-35037,2040.12.19.12,67.6792827561033
Jiangsu-Hydro_Pumped-ep-35037,2040.12.19.16,373.1506400606788
Jiangsu-Hydro_Pumped-ep-35037,2040.12.19.20,67.6792827561033
Jiangsu-Hydro_Pumped-ep-35037,2050.06.12.00,727.6893364265582
Jiangsu-Hydro_Pumped-ep-35037,2050.06.12.04,289.541831786721
Jiangsu-Hydro_Pumped-ep-35037,2050.06.12.08,512.4599999999999
Jiangsu-Hydro_Pumped-ep-35037,2050.06.12.12,512.4599999999999
Jiangsu-Hydro_Pumped-ep-35037,2050.06.12.16,512.4599999999999
Jiangsu-Hydro_Pumped-ep-35037,2050.06.12.20,289.541831786721
Jiangsu-Hydro_Pumped-ep-35037,2050.12.12.00,67.6792827561033
Jiangsu-Hydro_Pumped-ep-35037,2050.12.12.04,67.6792827561033
Jiangsu-Hydro_Pumped-ep-35037,2050.12.12.08,67.6792827561033
Jiangsu-Hydro_Pumped-ep-35037,2050.12.12.12,67.6792827561033
Jiangsu-Hydro_Pumped-ep-35037,2050.12.12.16,67.6792827561033
Jiangsu-Hydro_Pumped-ep-35037,2050.12.12.20,67.6792827561033
Jiangsu-Nuclear_EP_SEA-ep-3085,2040.06.26.00,1947.13468928
Jiangsu-Nuclear_EP_SEA-ep-3085,2040.06.26.04,1947.13468928
Jiangsu-Nuclear_EP_SEA-ep-3085,2040.06.26.08,1947.13468928
Jiangsu-Nuclear_EP_SEA-ep-3085,2040.06.26.12,1947.13468928
Jiangsu-Nuclear_EP_SEA-ep-3085,2040.06.26.16,1947.13468928
Jiangsu-Nuclear_EP_SEA-ep-3085,2040.06.26.20,1947.13468928
Jiangsu-Nuclear_EP_SEA-ep-3085,2040.12.19.00,1947.13468928
Jiangsu-Nuclear_EP_SEA-ep-3085,2040.12.19.04,1947.13468928
Jiangsu-Nuclear_EP_SEA-ep-3085,2040.12.19.08,1947.13468928
Jiangsu-Nuclear_EP_SEA-ep-3085,2040.12.19.12,1947.13468928
Jiangsu-Nuclear_EP_SEA-ep-3085,2040.12.19.16,1947.13468928
Jiangsu-Nuclear_EP_SEA-ep-3085,2040.12.19.20,1947.13468928
Jiangsu-Nuclear_EP_SEA-ep-3085,2050.06.12.00,1947.13468928
Jiangsu-Nuclear_EP_SEA-ep-3085,2050.06.12.04,1947.13468928
Jiangsu-Nuclear_EP_SEA-ep-3085,2050.06.12.08,1947.13468928
Jiangsu-Nuclear_EP_SEA-ep-3085,2050.06.12.12,1947.13468928
Jiangsu-Nuclear_EP_SEA-ep-3085,2050.06.12.16,1947.13468928
Jiangsu-Nuclear_EP_SEA-ep-3085,2050.06.12.20,1947.13468928
Jiangsu-Nuclear_EP_SEA-ep-3085,2050.12.12.00,1947.13468928
Jiangsu-Nuclear_EP_SEA-ep-3085,2050.12.12.04,1947.13468928
Jiangsu-Nuclear_EP_SEA-ep-3085,2050.12.12.08,1947.13468928
Jiangsu-Nuclear_EP_SEA-ep-3085,2050.12.12.12,1947.13468928
Jiangsu-Nuclear_EP_SEA-ep-3085,2050.12.12.16,1947.13468928
Jiangsu-Nuclear_EP_SEA-ep-3085,2050.12.12.20,1947.13468928
Jiangsu-Nuclear_EP_SEA-ep-3086,2040.06.26.00,1933.30069504
Jiangsu-Nuclear_EP_SEA-ep-3086,2040.06.26.04,1933.30069504
Jiangsu-Nuclear_EP_SEA-ep-3086,2040.06.26.08,1933.30069504
Jiangsu-Nuclear_EP_SEA-ep-3086,2040.06.26.12,1933.30069504
Jiangsu-Nuclear_EP_SEA-ep-3086,2040.06.26.16,1933.30069504
Jiangsu-Nuclear_EP_SEA-ep-3086,2040.06.26.20,1933.30069504
Jiangsu-Nuclear_EP_SEA-ep-3086,2040.12.19.00,1933.30069504
Jiangsu-Nuclear_EP_SEA-ep-3086,2040.12.19.04,1933.30069504
Jiangsu-Nuclear_EP_SEA-ep-3086,2040.12.19.08,1933.30069504
Jiangsu-Nuclear_EP_SEA-ep-3086,2040.12.19.12,1933.30069504
Jiangsu-Nuclear_EP_SEA-ep-3086,2040.12.19.16,1933.30069504
Jiangsu-Nuclear_EP_SEA-ep-3086,2040.12.19.20,1933.30069504
Jiangsu-Nuclear_EP_SEA-ep-3086,2050.06.12.00,1933.30069504
Jiangsu-Nuclear_EP_SEA-ep-3086,2050.06.12.04,1933.30069504
Jiangsu-Nuclear_EP_SEA-ep-3086,2050.06.12.08,1933.30069504
Jiangsu-Nuclear_EP_SEA-ep-3086,2050.06.12.12,1933.30069504
Jiangsu-Nuclear_EP_SEA-ep-3086,2050.06.12.16,1933.30069504
Jiangsu-Nuclear_EP_SEA-ep-3086,2050.06.12.20,1933.30069504
Jiangsu-Nuclear_EP_SEA-ep-3086,2050.12.12.00,1933.30069504
Jiangsu-Nuclear_EP_SEA-ep-3086,2050.12.12.04,1933.30069504
Jiangsu-Nuclear_EP_SEA-ep-3086,2050.12.12.08,1933.30069504
Jiangsu-Nuclear_EP_SEA-ep-3086,2050.12.12.12,1933.30069504
Jiangsu-Nuclear_EP_SEA-ep-3086,2050.12.12.16,1933.30069504
Jiangsu-Nuclear_EP_SEA-ep-3086,2050.12.12.20,1933.30069504
Jiangsu-Nuclear_EP_SEA-ep-60012,2040.06.26.00,861.16614144
Jiangsu-Nuclear_EP_SEA-ep-60012,2040.06.26.04,861.16614144
Jiangsu-Nuclear_EP_SEA-ep-60012,2040.06.26.08,861.16614144
Jiangsu-Nuclear_EP_SEA-ep-60012,2040.06.26.12,861.16614144
Jiangsu-Nuclear_EP_SEA-ep-60012,2040.06.26.16,861.16614144
Jiangsu-Nuclear_EP_SEA-ep-60012,2040.06.26.20,861.16614144
Jiangsu-Nuclear_EP_SEA-ep-60012,2040.12.19.00,861.16614144
Jiangsu-Nuclear_EP_SEA-ep-60012,2040.12.19.04,861.16614144
Jiangsu-Nuclear_EP_SEA-ep-60012,2040.12.19.08,861.16614144
Jiangsu-Nuclear_EP_SEA-ep-60012,2040.12.19.12,861.16614144
Jiangsu-Nuclear_EP_SEA-ep-60012,2040.12.19.16,861.16614144
Jiangsu-Nuclear_EP_SEA-ep-60012,2040.12.19.20,861.16614144
Jiangsu-Nuclear_EP_SEA-ep-60013,2040.06.26.00,861.16614144
Jiangsu-Nuclear_EP_SEA-ep-60013,2040.06.26.04,861.16614144
Jiangsu-Nuclear_EP_SEA-ep-60013,2040.06.26.08,861.16614144
Jiangsu-Nuclear_EP_SEA-ep-60013,2040.06.26.12,861.16614144
Jiangsu-Nuclear_EP_SEA-ep-60013,2040.06.26.16,861.16614144
Jiangsu-Nuclear_EP_SEA-ep-60013,2040.06.26.20,861.16614144
Jiangsu-Nuclear_EP_SEA-ep-60013,2040.12.19.00,861.16614144
Jiangsu-Nuclear_EP_SEA-ep-60013,2040.12.19.04,861.16614144
Jiangsu-Nuclear_EP_SEA-ep-60013,2040.12.19.08,861.16614144
Jiangsu-Nuclear_EP_SEA-ep-60013,2040.12.19.12,861.16614144
Jiangsu-Nuclear_EP_SEA-ep-60013,2040.12.19.16,861.16614144
Jiangsu-Nuclear_EP_SEA-ep-60013,2040.12.19.20,861.16614144
Jiangsu-Nuclear_SEA-13132,2040.06.26.00,3384.14084096
Jiangsu-Nuclear_SEA-13132,2040.06.26.04,3384.14084096
Jiangsu-Nuclear_SEA-13132,2040.06.26.08,3384.14084096
Jiangsu-Nuclear_SEA-13132,2040.06.26.12,3384.14084096
Jiangsu-Nuclear_SEA-13132,2040.06.26.16,3384.14084096
Jiangsu-Nuclear_SEA-13132,2040.06.26.20,3384.14084096
Jiangsu-Nuclear_SEA-13132,2040.12.19.00,3384.14084096
Jiangsu-Nuclear_SEA-13132,2040.12.19.04,3384.14084096
Jiangsu-Nuclear_SEA-13132,2040.12.19.08,3384.14084096
Jiangsu-Nuclear_SEA-13132,2040.12.19.12,3384.14084096
Jiangsu-Nuclear_SEA-13132,2040.12.19.16,3384.14084096
Jiangsu-Nuclear_SEA-13132,2040.12.19.20,3384.14084096
Jiangsu-Nuclear_SEA-13132,2050.06.12.00,5106.47312384
Jiangsu-Nuclear_SEA-13132,2050.06.12.04,5106.47312384
Jiangsu-Nuclear_SEA-13132,2050.06.12.08,5106.47312384
Jiangsu-Nuclear_SEA-13132,2050.06.12.12,5106.47312384
Jiangsu-Nuclear_SEA-13132,2050.06.12.16,5106.47312384
Jiangsu-Nuclear_SEA-13132,2050.06.12.20,5106.47312384
Jiangsu-Nuclear_SEA-13132,2050.12.12.00,5106.47312384
Jiangsu-Nuclear_SEA-13132,2050.12.12.04,5106.47312384
Jiangsu-Nuclear_SEA-13132,2050.12.12.08,5106.47312384
Jiangsu-Nuclear_SEA-13132,2050.12.12.12,5106.47312384
Jiangsu-Nuclear_SEA-13132,2050.12.12.16,5106.47312384
Jiangsu-Nuclear_SEA-13132,2050.12.12.20,5106.47312384
Jiangsu-Nuclear_SMR-13140,2040.06.26.00,-0.0
Jiangsu-Nuclear_SMR-13140,2040.06.26.04,-0.0
Jiangsu-Nuclear_SMR-13140,2040.06.26.08,-0.0
Jiangsu-Nuclear_SMR-13140,2040.06.26.12,-0.0
Jiangsu-Nuclear_SMR-13140,2040.06.26.16,-0.0
Jiangsu-Nuclear_SMR-13140,2040.06.26.20,-0.0
Jiangsu-Nuclear_SMR-13140,2040.12.19.00,-0.0
Jiangsu-Nuclear_SMR-13140,2040.12.19.04,-0.0
