GENERATION_PROJECT,build_year,gen_overnight_cost,gen_fixed_om,gen_storage_energy_overnight_cost
Fujian-Coal_300_RC-12165,2048,833562.3901853123,8015.595401509951,.
Fujian-Coal_300_RC-12165_CCS,2038,986760.1332593004,25882.82615812271,.
Fujian-Coal_300_RC-12165_CCS,2048,986760.1332593004,25882.82615812271,.
Fujian-Coal_300_RC-12165_H2,2038,10000.0,8015.595401509951,.
Fujian-Coal_300_RC-12165_H2,2048,10000.0,8015.595401509951,.
Fujian-Coal_300_RC-12175,2038,833562.3901853123,8015.595401509951,.
Fujian-Coal_300_RC-12175,2048,833562.3901853123,8015.595401509951,.
Fujian-Coal_300_RC-12175_CCS,2038,986760.1332593004,25882.82615812271,.
Fujian-Coal_300_RC-12175_CCS,2048,986760.1332593004,25882.82615812271,.
Fujian-Coal_300_RC-12175_H2,2038,10000.0,8015.595401509951,.
Fujian-Coal_300_RC-12175_H2,2048,10000.0,8015.595401509951,.
Fujian-Coal_300_SEA-12149,2038,833553.1297185998,8015.595401509951,.
Fujian-Coal_300_SEA-12149,2048,833553.1297185998,8015.595401509951,.
Fujian-Coal_300_SEA-12149_CCS,2038,986760.1332593004,25882.82615812271,.
Fujian-Coal_300_SEA-12149_CCS,2048,986760.1332593004,25882.82615812271,.
Fujian-Coal_300_SEA-12149_H2,2038,10000.0,8015.595401509951,.
Fujian-Coal_300_SEA-12149_H2,2048,10000.0,8015.595401509951,.
Fujian-Coal_300_SEA-12185,2038,833553.1297185998,8015.595401509951,.
Fujian-Coal_300_SEA-12185,2048,833553.1297185998,8015.595401509951,.
Fujian-Coal_300_SEA-12185_CCS,2038,986760.1332593004,25882.82615812271,.
Fujian-Coal_300_SEA-12185_CCS,2048,986760.1332593004,25882.82615812271,.
Fujian-Coal_300_SEA-12185_H2,2038,10000.0,8015.595401509951,.
Fujian-Coal_300_SEA-12185_H2,2048,10000.0,8015.595401509951,.
Fujian-Coal_600_OT-12155,2038,757193.9670555936,6946.67295813315,.
Fujian-Coal_600_OT-12155,2048,757193.9670555936,6946.67295813315,.
Fujian-Coal_600_OT-12155_CCS,2038,986760.1332593004,24813.903714745906,.
Fujian-Coal_600_OT-12155_CCS,2048,986760.1332593004,24813.903714745906,.
Fujian-Coal_600_OT-12155_H2,2038,10000.0,6946.67295813315,.
Fujian-Coal_600_OT-12155_H2,2048,10000.0,6946.67295813315,.
Fujian-Coal_600_RC-12137,2038,771199.761496225,7076.319492107069,.
Fujian-Coal_600_RC-12137,2048,771199.761496225,7076.319492107069,.
Fujian-Coal_600_RC-12137_CCS,2038,986760.1332593004,24943.550248719825,.
Fujian-Coal_600_RC-12137_CCS,2048,986760.1332593004,24943.550248719825,.
Fujian-Coal_600_RC-12137_H2,2038,10000.0,7076.319492107069,.
Fujian-Coal_600_RC-12137_H2,2048,10000.0,7076.319492107069,.
Fujian-Coal_600_RC-12163,2038,771199.761496225,7076.319492107069,.
Fujian-Coal_600_RC-12163,2048,771199.761496225,7076.319492107069,.
Fujian-Coal_600_RC-12163_CCS,2038,986760.1332593004,24943.550248719825,.
Fujian-Coal_600_RC-12163_CCS,2048,986760.1332593004,24943.550248719825,.
Fujian-Coal_600_RC-12163_H2,2038,10000.0,7076.319492107069,.
Fujian-Coal_600_RC-12163_H2,2048,10000.0,7076.319492107069,.
Fujian-Coal_600_RC-12173,2038,771199.761496225,7076.319492107069,.
Fujian-Coal_600_RC-12173,2048,771199.761496225,7076.319492107069,.
Fujian-Coal_600_RC-12173_CCS,2038,986760.1332593004,24943.550248719825,.
Fujian-Coal_600_RC-12173_CCS,2048,986760.1332593004,24943.550248719825,.
Fujian-Coal_600_RC-12173_H2,2038,10000.0,7076.319492107069,.
Fujian-Coal_600_RC-12173_H2,2048,10000.0,7076.319492107069,.
Fujian-Coal_600_SEA-12147,2038,771190.5010295126,7076.319492107069,.
Fujian-Coal_600_SEA-12147,2048,771190.5010295126,7076.319492107069,.
Fujian-Coal_600_SEA-12147_CCS,2038,986760.1332593004,24943.550248719825,.
Fujian-Coal_600_SEA-12147_CCS,2048,986760.1332593004,24943.550248719825,.
Fujian-Coal_600_SEA-12147_H2,2038,10000.0,7076.319492107069,.
Fujian-Coal_600_SEA-12147_H2,2048,10000.0,7076.319492107069,.
Fujian-Coal_600_SEA-12183,2038,771190.5010295126,7076.319492107069,.
Fujian-Coal_600_SEA-12183,2048,771190.5010295126,7076.319492107069,.
Fujian-Coal_600_SEA-12183_CCS,2038,986760.1332593004,24943.550248719825,.
Fujian-Coal_600_SEA-12183_CCS,2048,986760.1332593004,24943.550248719825,.
Fujian-Coal_600_SEA-12183_H2,2038,10000.0,7076.319492107069,.
Fujian-Coal_600_SEA-12183_H2,2048,10000.0,7076.319492107069,.
Fujian-Coal_IGCC_RC-12141,2038,2162821.6884008236,19843.85724090597,.
Fujian-Coal_IGCC_RC-12141,2048,2162821.6884008236,19843.85724090597,.
Fujian-Coal_IGCC_RC-12141_CCS,2038,986760.1332593004,37711.08799751873,.
Fujian-Coal_IGCC_RC-12141_CCS,2048,986760.1332593004,37711.08799751873,.
Fujian-Coal_IGCC_RC-12141_H2,2038,10000.0,19843.85724090597,.
Fujian-Coal_IGCC_RC-12141_H2,2048,10000.0,19843.85724090597,.
Fujian-Coal_IGCC_RC-12167,2038,2162821.6884008236,19843.85724090597,.
Fujian-Coal_IGCC_RC-12167,2048,2162821.6884008236,19843.85724090597,.
Fujian-Coal_IGCC_RC-12167_CCS,2038,986760.1332593004,37711.08799751873,.
Fujian-Coal_IGCC_RC-12167_CCS,2048,986760.1332593004,37711.08799751873,.
Fujian-Coal_IGCC_RC-12167_H2,2038,10000.0,19843.85724090597,.
Fujian-Coal_IGCC_RC-12167_H2,2048,10000.0,19843.85724090597,.
Fujian-Coal_IGCC_RC-12177,2038,2162821.6884008236,19843.85724090597,.
Fujian-Coal_IGCC_RC-12177,2048,2162821.6884008236,19843.85724090597,.
Fujian-Coal_IGCC_RC-12177_CCS,2038,986760.1332593004,37711.08799751873,.
Fujian-Coal_IGCC_RC-12177_CCS,2048,986760.1332593004,37711.08799751873,.
Fujian-Coal_IGCC_RC-12177_H2,2038,10000.0,19843.85724090597,.
Fujian-Coal_IGCC_RC-12177_H2,2048,10000.0,19843.85724090597,.
Fujian-Coal_Small_RC-ep-1248,1990,1024321.3898421412,20486.798215511324,.
Fujian-Coal_Small_RC-ep-1289,1990,1024321.3898421412,20486.798215511324,.
Fujian-Coal_Small_SEA-ep-1309,1990,1065293.663349348,20486.798215511324,.
Fujian-Commercial_PV-10,2038,1166979.0761531717,13078.0627857571,.
Fujian-Commercial_PV-10,2048,962032.1045061252,11360.224773180636,.
Fujian-Commercial_PV-11,2038,1166979.0761531717,13078.0627857571,.
Fujian-Commercial_PV-11,2048,962032.1045061252,11360.224773180636,.
Fujian-Commercial_PV-200,2038,1166979.0761531717,13078.0627857571,.
Fujian-Commercial_PV-200,2048,962032.1045061252,11360.224773180636,.
Fujian-Commercial_PV-7,2038,1166979.0761531717,13078.0627857571,.
Fujian-Commercial_PV-7,2048,962032.1045061252,11360.224773180636,.
Fujian-Commercial_PV-8,2038,1166979.0761531717,13078.0627857571,.
Fujian-Commercial_PV-8,2048,962032.1045061252,11360.224773180636,.
Fujian-Commercial_PV-9,2038,1166979.0761531717,13078.0627857571,.
Fujian-Commercial_PV-9,2048,962032.1045061252,11360.224773180636,.
Fujian-EP_Coal_1000_SEA-ep-1246,2015,770376.9028826355,14136.763898421414,.
Fujian-EP_Coal_1000_SEA-ep-1247,2015,770376.9028826355,14136.763898421414,.
Fujian-EP_Coal_1000_SEA-ep-3101,2017,770376.9028826355,14136.763898421414,.
Fujian-EP_Coal_1000_SEA-ep-3102,2017,770376.9028826355,14136.763898421414,.
Fujian-EP_Coal_300_OT-ep-1285,1999,831400.7326698696,15988.85724090597,.
Fujian-EP_Coal_300_OT-ep-1286,1999,831400.7326698696,15988.85724090597,.
Fujian-EP_Coal_300_OT-ep-1287,1988,831400.7326698696,15988.85724090597,.
Fujian-EP_Coal_300_OT-ep-1288,1988,831400.7326698696,15988.85724090597,.
Fujian-EP_Coal_300_RC-ep-1290,2011,831400.7326698696,15988.85724090597,.
Fujian-EP_Coal_300_RC-ep-1291,2011,831400.7326698696,15988.85724090597,.
Fujian-EP_Coal_300_RC-ep-1298,2012,831400.7326698696,15988.85724090597,.
Fujian-EP_Coal_300_RC-ep-1299,2011,831400.7326698696,15988.85724090597,.
Fujian-EP_Coal_300_RC-ep-1300,2010,831400.7326698696,15988.85724090597,.
Fujian-EP_Coal_300_RC-ep-1301,2009,831400.7326698696,15988.85724090597,.
Fujian-EP_Coal_300_SEA-ep-1272,2001,831400.7326698696,15988.85724090597,.
Fujian-EP_Coal_300_SEA-ep-1273,2000,831400.7326698696,15988.85724090597,.
Fujian-EP_Coal_300_SEA-ep-1292,2006,831400.7326698696,15988.85724090597,.
Fujian-EP_Coal_300_SEA-ep-1293,2005,831400.7326698696,15988.85724090597,.
Fujian-EP_Coal_300_SEA-ep-1294,2007,831400.7326698696,15988.85724090597,.
Fujian-EP_Coal_300_SEA-ep-1295,2006,831400.7326698696,15988.85724090597,.
Fujian-EP_Coal_300_SEA-ep-1296,1996,831400.7326698696,15988.85724090597,.
Fujian-EP_Coal_300_SEA-ep-1297,1995,831400.7326698696,15988.85724090597,.
Fujian-EP_Coal_600_OT-ep-1253,2010,677683.5998627316,12435.48387096774,.
Fujian-EP_Coal_600_OT-ep-1254,2010,677683.5998627316,12435.48387096774,.
Fujian-EP_Coal_600_SEA-ep-1249,2012,677683.5998627316,12435.48387096774,.
Fujian-EP_Coal_600_SEA-ep-1250,2011,677683.5998627316,12435.48387096774,.
Fujian-EP_Coal_600_SEA-ep-1251,2009,677683.5998627316,12435.48387096774,.
Fujian-EP_Coal_600_SEA-ep-1252,2009,677683.5998627316,12435.48387096774,.
Fujian-EP_Coal_600_SEA-ep-1255,2006,677683.5998627316,12435.48387096774,.
Fujian-EP_Coal_600_SEA-ep-1256,2006,677683.5998627316,12435.48387096774,.
Fujian-EP_Coal_600_SEA-ep-1257,2008,677683.5998627316,12435.48387096774,.
Fujian-EP_Coal_600_SEA-ep-1258,2008,677683.5998627316,12435.48387096774,.
Fujian-EP_Coal_600_SEA-ep-1259,2006,677683.5998627316,12435.48387096774,.
Fujian-EP_Coal_600_SEA-ep-1260,2006,677683.5998627316,12435.48387096774,.
Fujian-EP_Coal_600_SEA-ep-1261,2011,677683.5998627316,12435.48387096774,.
Fujian-EP_Coal_600_SEA-ep-1262,2011,677683.5998627316,12435.48387096774,.
Fujian-EP_Coal_600_SEA-ep-1263,2007,677683.5998627316,12435.48387096774,.
Fujian-EP_Coal_600_SEA-ep-1264,2007,677683.5998627316,12435.48387096774,.
Fujian-EP_Coal_600_SEA-ep-1265,2008,677683.5998627316,12435.48387096774,.
Fujian-EP_Coal_600_SEA-ep-1266,2004,677683.5998627316,12435.48387096774,.
Fujian-EP_Coal_600_SEA-ep-1267,2003,677683.5998627316,12435.48387096774,.
Fujian-EP_Coal_600_SEA-ep-1268,2002,677683.5998627316,12435.48387096774,.
Fujian-EP_Coal_600_SEA-ep-1269,2001,677683.5998627316,12435.48387096774,.
Fujian-EP_Coal_600_SEA-ep-1270,2000,677683.5998627316,12435.48387096774,.
Fujian-EP_Coal_600_SEA-ep-1271,1999,677683.5998627316,12435.48387096774,.
Fujian-EP_Gas_CCGT_RC-ep-1284,2008,880538.0919698009,16933.424845573096,.
Fujian-EP_Gas_CCGT_SEA-ep-1274,2010,880538.0919698009,16933.424845573096,.
Fujian-EP_Gas_CCGT_SEA-ep-1275,2009,880538.0919698009,16933.424845573096,.
Fujian-EP_Gas_CCGT_SEA-ep-1276,2010,880538.0919698009,16933.424845573096,.
Fujian-EP_Gas_CCGT_SEA-ep-1277,2010,880538.0919698009,16933.424845573096,.
Fujian-EP_Gas_CCGT_SEA-ep-1278,2009,880538.0919698009,16933.424845573096,.
Fujian-EP_Gas_CCGT_SEA-ep-1279,2008,880538.0919698009,16933.424845573096,.
Fujian-EP_Gas_CCGT_SEA-ep-1280,2010,880538.0919698009,16933.424845573096,.
Fujian-EP_Gas_CCGT_SEA-ep-1281,2010,880538.0919698009,16933.424845573096,.
Fujian-EP_Gas_CCGT_SEA-ep-1282,2008,880538.0919698009,16933.424845573096,.
Fujian-EP_Gas_CCGT_SEA-ep-1283,2008,880538.0919698009,16933.424845573096,.
Fujian-Gas_CCGT_OT-12159,2038,880538.0919698009,8466.712422786548,.
Fujian-Gas_CCGT_OT-12159,2048,880538.0919698009,8466.712422786548,.
Fujian-Gas_CCGT_RC-12143,2038,880538.0919698009,8466.712422786548,.
Fujian-Gas_CCGT_RC-12143,2048,880538.0919698009,8466.712422786548,.
Fujian-Gas_CCGT_RC-12169,2038,880538.0919698009,8466.712422786548,.
Fujian-Gas_CCGT_RC-12169,2048,880538.0919698009,8466.712422786548,.
Fujian-Gas_CCGT_RC-12179,2038,880538.0919698009,8466.712422786548,.
Fujian-Gas_CCGT_RC-12179,2048,880538.0919698009,8466.712422786548,.
Fujian-Gas_CCGT_SEA-12151,2038,880538.0919698009,8466.712422786548,.
Fujian-Gas_CCGT_SEA-12151,2048,880538.0919698009,8466.712422786548,.
Fujian-Gas_CCGT_SEA-12187,2038,880538.0919698009,8466.712422786548,.
Fujian-Gas_CCGT_SEA-12187,2048,880538.0919698009,8466.712422786548,.
Fujian-Gas_Combustion_Turbine_RC-13124,2038,640748.8898421413,6160.856211393273,.
Fujian-Gas_Combustion_Turbine_RC-13124,2048,640748.8898421413,6160.856211393273,.
Fujian-Hydro_NonPumped-ep-30005,1981,1775731.533973919,4365.648592999313,.
Fujian-Hydro_NonPumped-ep-30036,1982,1775731.533973919,4365.648592999313,.
Fujian-Hydro_NonPumped-ep-30067,1983,1775731.533973919,4365.648592999313,.
Fujian-Hydro_NonPumped-ep-30098,1984,1775731.533973919,4365.648592999313,.
Fujian-Hydro_NonPumped-ep-30129,1985,1775731.533973919,4365.648592999313,.
Fujian-Hydro_NonPumped-ep-30160,1986,1775731.533973919,4365.648592999313,.
Fujian-Hydro_NonPumped-ep-30191,1987,1775731.533973919,4365.648592999313,.
Fujian-Hydro_NonPumped-ep-30222,1988,1775731.533973919,4365.648592999313,.
Fujian-Hydro_NonPumped-ep-30253,1989,1775731.533973919,4365.648592999313,.
Fujian-Hydro_NonPumped-ep-30284,1990,1775731.533973919,4365.648592999313,.
Fujian-Hydro_NonPumped-ep-30315,1991,1775731.533973919,4365.648592999313,.
Fujian-Hydro_NonPumped-ep-30346,1992,1775731.533973919,4365.648592999313,.
Fujian-Hydro_NonPumped-ep-30377,1993,1775731.533973919,4365.648592999313,.
Fujian-Hydro_NonPumped-ep-30408,1994,1775731.533973919,4365.648592999313,.
Fujian-Hydro_NonPumped-ep-30439,1995,1775731.533973919,4365.648592999313,.
Fujian-Hydro_NonPumped-ep-30470,1996,1775731.533973919,4365.648592999313,.
Fujian-Hydro_NonPumped-ep-30501,1997,1775731.533973919,4365.648592999313,.
Fujian-Hydro_NonPumped-ep-30532,1998,1775731.533973919,4365.648592999313,.
Fujian-Hydro_NonPumped-ep-30560,1999,1775731.533973919,4365.648592999313,.
Fujian-Hydro_NonPumped-ep-30583,2000,1775731.533973919,4365.648592999313,.
Fujian-Hydro_NonPumped-ep-30607,2001,1775731.533973919,4365.648592999313,.
Fujian-Hydro_NonPumped-ep-30630,2002,1775731.533973919,4365.648592999313,.
Fujian-Hydro_NonPumped-ep-30653,2003,1775731.533973919,4365.648592999313,.
Fujian-Hydro_NonPumped-ep-30676,2004,1775731.533973919,4365.648592999313,.
Fujian-Hydro_NonPumped-ep-30719,2012,1775731.533973919,4365.648592999313,.
Fujian-Hydro_NonPumped-ep-30724,2005,1775731.533973919,4365.648592999313,.
Fujian-Hydro_NonPumped-ep-30748,2006,1775731.533973919,4365.648592999313,.
Fujian-Hydro_NonPumped-ep-30771,2007,1775731.533973919,4365.648592999313,.
Fujian-Hydro_NonPumped-ep-30794,2008,1775731.533973919,4365.648592999313,.
Fujian-Hydro_NonPumped-ep-30814,2009,1775731.533973919,4365.648592999313,.
Fujian-Hydro_NonPumped-ep-30839,2010,1775731.533973919,4365.648592999313,.
Fujian-Hydro_NonPumped-ep-30880,2013,1775731.533973919,4365.648592999313,.
Fujian-Hydro_NonPumped-ep-30895,2014,1775731.533973919,4365.648592999313,.
Fujian-Hydro_NonPumped-ep-30904,2015,1775731.533973919,4365.648592999313,.
Fujian-Hydro_NonPumped-ep-30918,2016,1775731.533973919,4365.648592999313,.
Fujian-Hydro_NonPumped-ep-30950,2017,1775731.533973919,4365.648592999313,.
Fujian-Hydro_NonPumped-ep-30995,2011,1775731.533973919,4365.648592999313,.
Fujian-Hydro_Pumped-ep-35041,2020,1452871.9766643788,3571.8943033630744,0.0
Fujian-Nuclear_EP_SEA-ep-3103,2020,3146555.775566232,79375.42896362388,.
Fujian-Nuclear_EP_SEA-ep-3104,2020,3146555.775566232,79375.42896362388,.
Fujian-Nuclear_EP_SEA-ep-60016,2013,3146555.775566232,52916.95264241592,.
Fujian-Nuclear_EP_SEA-ep-60021,2014,3146555.775566232,52916.95264241592,.
Fujian-Nuclear_EP_SEA-ep-60022,2014,3146555.775566232,52916.95264241592,.
Fujian-Nuclear_SEA-13125,2038,2831899.6688400824,23812.628689087163,.
Fujian-Nuclear_SEA-13125,2048,2831899.6688400824,23812.628689087163,.
Fujian-Nuclear_SEA-13130,2038,2831899.6688400824,23812.628689087163,.
Fujian-Nuclear_SEA-13130,2048,2831899.6688400824,23812.628689087163,.
Fujian-Nuclear_SMR-13123,2038,5337076.842827728,47625.25737817433,.
Fujian-Nuclear_SMR-13123,2048,5337076.842827728,47625.25737817433,.
Fujian-Offshore_Wind-13118,2038,2931749.436451388,88296.42731877956,.
Fujian-Offshore_Wind-13118,2048,2736489.289222479,80730.31890810293,.
Fujian-Residential_PV-207,2038,1589386.077952011,18404.14348208248,.
Fujian-Residential_PV-207,2048,1262501.310836613,15290.94746955895,.
Fujian-Residential_PV-208,2038,1589386.077952011,18404.14348208248,.
Fujian-Residential_PV-208,2048,1262501.310836613,15290.94746955895,.
Fujian-Residential_PV-209,2038,1589386.077952011,18404.14348208248,.
Fujian-Residential_PV-209,2048,1262501.310836613,15290.94746955895,.
Fujian-Residential_PV-210,2038,1589386.077952011,18404.14348208248,.
Fujian-Residential_PV-210,2048,1262501.310836613,15290.94746955895,.
Fujian-Residential_PV-211,2038,1589386.077952011,18404.14348208248,.
Fujian-Residential_PV-211,2048,1262501.310836613,15290.94746955895,.
Fujian-Residential_PV-400,2038,1589386.077952011,18404.14348208248,.
Fujian-Residential_PV-400,2048,1262501.310836613,15290.94746955895,.
Fujian-Wind-1021,2038,1133824.6927220428,27312.49305941144,.
Fujian-Wind-1021,2048,1012637.3465202048,25332.551360355355,.
Fujian-Wind-1022,2038,1133824.6927220428,27312.49305941144,.
Fujian-Wind-1022,2048,1012637.3465202048,25332.551360355355,.
Fujian-Wind-1024,2038,1133824.6927220428,27312.49305941144,.
Fujian-Wind-1024,2048,1012637.3465202048,25332.551360355355,.
Fujian-Wind-1029,2038,1133824.6927220428,27312.49305941144,.
Fujian-Wind-1029,2048,1012637.3465202048,25332.551360355355,.
Fujian-Wind-1035,2038,1133824.6927220428,27312.49305941144,.
Fujian-Wind-1035,2048,1012637.3465202048,25332.551360355355,.
Fujian-Wind-1042,2038,1133824.6927220428,27312.49305941144,.
Fujian-Wind-1042,2048,1012637.3465202048,25332.551360355355,.
Fujian-Wind-1044,2038,1133824.6927220428,27312.49305941144,.
Fujian-Wind-1044,2048,1012637.3465202048,25332.551360355355,.
Fujian-Wind_EP-ep-40001,2012,1593858.6135895676,15875.085792724776,.
Fujian-Wind_EP-ep-40008,2007,1593858.6135895676,15875.085792724776,.
Fujian-Wind_EP-ep-40025,2008,1593858.6135895676,15875.085792724776,.
Fujian-Wind_EP-ep-40045,2009,1593858.6135895676,15875.085792724776,.
Fujian-Wind_EP-ep-40106,2013,1593858.6135895676,15875.085792724776,.
Fujian-Wind_EP-ep-40133,2014,1593858.6135895676,15875.085792724776,.
Fujian-Wind_EP-ep-40162,2015,1593858.6135895676,15875.085792724776,.
Fujian-Wind_EP-ep-40190,2016,1593858.6135895676,15875.085792724776,.
Fujian-Wind_EP-ep-40218,2017,1593858.6135895676,15875.085792724776,.
Fujian-Wind_EP-ep-40241,2010,1593858.6135895676,15875.085792724776,.
Fujian-Wind_EP-ep-40259,2011,1593858.6135895676,15875.085792724776,.
Fujian_Fuel_Cell,2038,441993.03135888505,20368.342458934796,.
Fujian_Fuel_Cell,2048,441993.03135888505,20368.342458934796,.
Jiangsu-Battery_Storage-11179,2038,296946.37972984696,28236.268854795515,208126.0936154934
Jiangsu-Battery_Storage-11179,2048,273006.37040236796,23270.973793883575,164458.14533824375
Jiangsu-Central_PV-474,2038,845339.4074710312,16175.598804967343,.
Jiangsu-Central_PV-474,2048,704967.749310975,14733.05369693839,.
Jiangsu-Central_PV-475,2038,845339.4074710312,16175.598804967343,.
Jiangsu-Central_PV-475,2048,704967.749310975,14733.05369693839,.
Jiangsu-Central_PV-476,2038,845339.4074710312,16175.598804967343,.
Jiangsu-Central_PV-476,2048,704967.749310975,14733.05369693839,.
Jiangsu-Central_PV-477,2038,845339.4074710312,16175.598804967343,.
Jiangsu-Central_PV-477,2048,704967.749310975,14733.05369693839,.
Jiangsu-Central_PV-478,2038,845339.4074710312,16175.598804967343,.
Jiangsu-Central_PV-478,2048,704967.749310975,14733.05369693839,.
Jiangsu-Central_PV-570,2038,845339.4074710312,16175.598804967343,.
Jiangsu-Central_PV-570,2048,704967.749310975,14733.05369693839,.
Jiangsu-Central_PV-571,2038,845339.4074710312,16175.598804967343,.
Jiangsu-Central_PV-571,2048,704967.749310975,14733.05369693839,.
Jiangsu-Central_PV_EP-ep-50016,2012,1904280.0411805075,38085.6537405628,.
Jiangsu-Central_PV_EP-ep-50037,2013,1904280.0411805075,38085.6537405628,.
Jiangsu-Central_PV_EP-ep-50066,2014,1904280.0411805075,38085.6537405628,.
Jiangsu-Central_PV_EP-ep-50096,2015,1904280.0411805075,38085.6537405628,.
Jiangsu-Central_PV_EP-ep-50127,2016,1904280.0411805075,38085.6537405628,.
Jiangsu-Central_PV_EP-ep-50156,2017,1904280.0411805075,38085.6537405628,.
Jiangsu-Central_PV_EP-ep-50180,2011,1904280.0411805075,38085.6537405628,.
Jiangsu-Coal_1000_OT-11937,2038,727326.316060398,6672.827728208647,.
Jiangsu-Coal_1000_OT-11937,2048,727326.316060398,6672.827728208647,.
Jiangsu-Coal_1000_OT-11937_CCS,2038,986760.1332593004,24540.05848482141,.
Jiangsu-Coal_1000_OT-11937_CCS,2048,986760.1332593004,24540.05848482141,.
Jiangsu-Coal_1000_OT-11937_H2,2038,10000.0,6672.827728208647,.
Jiangsu-Coal_1000_OT-11937_H2,2048,10000.0,6672.827728208647,.
Jiangsu-Coal_1000_OT-11955,2038,727326.316060398,6672.827728208647,.
Jiangsu-Coal_1000_OT-11955,2048,727326.316060398,6672.827728208647,.
Jiangsu-Coal_1000_OT-11955_CCS,2038,986760.1332593004,24540.05848482141,.
Jiangsu-Coal_1000_OT-11955_CCS,2048,986760.1332593004,24540.05848482141,.
Jiangsu-Coal_1000_OT-11955_H2,2038,10000.0,6672.827728208647,.
Jiangsu-Coal_1000_OT-11955_H2,2048,10000.0,6672.827728208647,.
Jiangsu-Coal_1000_OT-11973,2038,727326.316060398,6672.827728208647,.
Jiangsu-Coal_1000_OT-11973,2048,727326.316060398,6672.827728208647,.
Jiangsu-Coal_1000_OT-11973_CCS,2038,986760.1332593004,24540.05848482141,.
Jiangsu-Coal_1000_OT-11973_CCS,2048,986760.1332593004,24540.05848482141,.
Jiangsu-Coal_1000_OT-11973_H2,2038,10000.0,6672.827728208647,.
Jiangsu-Coal_1000_OT-11973_H2,2048,10000.0,6672.827728208647,.
Jiangsu-Coal_1000_OT-11999,2038,727326.316060398,6672.827728208647,.
Jiangsu-Coal_1000_OT-11999,2048,727326.316060398,6672.827728208647,.
Jiangsu-Coal_1000_OT-11999_CCS,2038,986760.1332593004,24540.05848482141,.
Jiangsu-Coal_1000_OT-11999_CCS,2048,986760.1332593004,24540.05848482141,.
Jiangsu-Coal_1000_OT-11999_H2,2038,10000.0,6672.827728208647,.
Jiangsu-Coal_1000_OT-11999_H2,2048,10000.0,6672.827728208647,.
Jiangsu-Coal_1000_OT-12017,2038,727326.316060398,6672.827728208647,.
Jiangsu-Coal_1000_OT-12017,2048,727326.316060398,6672.827728208647,.
Jiangsu-Coal_1000_OT-12017_CCS,2038,986760.1332593004,24540.05848482141,.
Jiangsu-Coal_1000_OT-12017_CCS,2048,986760.1332593004,24540.05848482141,.
Jiangsu-Coal_1000_OT-12017_H2,2038,10000.0,6672.827728208647,.
Jiangsu-Coal_1000_OT-12017_H2,2048,10000.0,6672.827728208647,.
Jiangsu-Coal_1000_RC-11945,2038,765433.1365820178,7023.402539464653,.
Jiangsu-Coal_1000_RC-11945,2048,765433.1365820178,7023.402539464653,.
Jiangsu-Coal_1000_RC-11945_CCS,2038,986760.1332593004,24890.63329607741,.
Jiangsu-Coal_1000_RC-11945_CCS,2048,986760.1332593004,24890.63329607741,.
Jiangsu-Coal_1000_RC-11945_H2,2038,10000.0,7023.402539464653,.
Jiangsu-Coal_1000_RC-11945_H2,2048,10000.0,7023.402539464653,.
Jiangsu-Coal_1000_RC-11963,2038,765433.1365820178,7023.402539464653,.
Jiangsu-Coal_1000_RC-11963,2048,765433.1365820178,7023.402539464653,.
Jiangsu-Coal_1000_RC-11963_CCS,2038,986760.1332593004,24890.63329607741,.
Jiangsu-Coal_1000_RC-11963_CCS,2048,986760.1332593004,24890.63329607741,.
Jiangsu-Coal_1000_RC-11963_H2,2038,10000.0,7023.402539464653,.
Jiangsu-Coal_1000_RC-11963_H2,2048,10000.0,7023.402539464653,.
Jiangsu-Coal_1000_RC-11981,2038,765433.1365820178,7023.402539464653,.
Jiangsu-Coal_1000_RC-11981,2048,765433.1365820178,7023.402539464653,.
Jiangsu-Coal_1000_RC-11981_CCS,2038,986760.1332593004,24890.63329607741,.
Jiangsu-Coal_1000_RC-11981_CCS,2048,986760.1332593004,24890.63329607741,.
Jiangsu-Coal_1000_RC-11981_H2,2038,10000.0,7023.402539464653,.
Jiangsu-Coal_1000_RC-11981_H2,2048,10000.0,7023.402539464653,.
Jiangsu-Coal_1000_RC-12007,2038,765433.1365820178,7023.402539464653,.
Jiangsu-Coal_1000_RC-12007,2048,765433.1365820178,7023.402539464653,.
Jiangsu-Coal_1000_RC-12007_CCS,2038,986760.1332593004,24890.63329607741,.
Jiangsu-Coal_1000_RC-12007_CCS,2048,986760.1332593004,24890.63329607741,.
Jiangsu-Coal_1000_RC-12007_H2,2038,10000.0,7023.402539464653,.
Jiangsu-Coal_1000_RC-12007_H2,2048,10000.0,7023.402539464653,.
Jiangsu-Coal_1000_RC-12025,2038,765433.1365820178,7023.402539464653,.
Jiangsu-Coal_1000_RC-12025,2048,765433.1365820178,7023.402539464653,.
Jiangsu-Coal_1000_RC-12025_CCS,2038,986760.1332593004,24890.63329607741,.
Jiangsu-Coal_1000_RC-12025_CCS,2048,986760.1332593004,24890.63329607741,.
Jiangsu-Coal_1000_RC-12025_H2,2038,10000.0,7023.402539464653,.
Jiangsu-Coal_1000_RC-12025_H2,2048,10000.0,7023.402539464653,.
Jiangsu-Coal_1000_SEA-11991,2038,765422.5531914893,7023.402539464653,.
Jiangsu-Coal_1000_SEA-11991,2048,765422.5531914893,7023.402539464653,.
Jiangsu-Coal_1000_SEA-11991_CCS,2038,986760.1332593004,24890.63329607741,.
