load_zone,period,timepoint_label,Coal,Gas,Uranium,Hydrogen,Solar,Storage,Water,Wind,Battery_Storage,Central_PV,Central_PV_EP,Commercial_PV,Hydro_NonPumped,Hydro_Pumped,Offshore_Wind,Residential_PV,Wind,Wind_EP,curtail_Solar,curtail_Storage,curtail_Water,curtail_Wind,ZoneTotalCentralDispatch,TXPowerNet,WithdrawFromCentralGrid,StorageNetCharge,RunElectrolyzerMW,LiquefyHydrogenMW,zone_demand_mw,spinning_reserve_provision,spinning_reserve_requirement,marginal_cost,peak_day
Anhui,2038,2040-12-19_16:00,48044.351262009564,0.0,2031.867904,-7.341058117570038e-12,42419.46462461364,0.0,331.18162666633566,2174.04611984,0.0,41408.249536777446,828.2676294899999,182.94745834619192,147.37053929775746,183.81108736857817,0,0.0,1752.1988988,421.84722103999997,7.247535904753022e-12,0.0,0.0,0.0,95000.91153712952,-53820.98800931463,41179.92352781489,0.0,0.0,0.0,38997.3875808407,0.0,-0.0,195.9496461963767,typical
Anhui,2038,2040-12-19_20:00,53212.351262009564,0.0,2031.867904,-1.217661703132376e-12,0.0,-0.0,1309.7943397502568,733.4224222640001,-0.0,0.0,0.0,0.0,1031.5937750843027,278.2005646659541,0,0.0,591.11071698,142.311705284,0.0,0.0,0.0,1.4210854715202004e-14,57287.435928023835,-14093.69468636277,43193.74124166104,0.0,0.0,0.0,40904.472955853,34377.00896144958,34377.00896144958,227.46731388425275,typical
Anhui,2048,2050-06-12_00:00,0.0,0.0,2031.867904,0.0,0.0,207807.2221194475,2688.958800269363,312.57319716,207807.2221194475,0.0,0.0,0.0,1899.3078788188482,789.6509214505149,0,0.0,312.57319716,0.0,0.0,195411.21991415616,3.410605131648481e-13,3.552713678800501e-14,212840.6220208768,-160620.10948619636,41410.59271833675,0.0,0.0,10809.91981634375,39215.8313042649,204832.18632781834,204832.1863278184,40.02544195879574,peak
Anhui,2048,2050-06-12_04:00,0.0,0.0,2031.867904,0.0,0.0,130816.0485942524,3856.233009055895,211.85463599999997,130816.0485942524,0.0,0.0,0.0,1899.3078788188484,1956.9251302370462,0,0.0,211.85463599999997,0.0,0.0,272402.3934393513,0.0,3.552713678800501e-14,136916.00414330838,-90592.57623610366,35513.50809086061,0.0,0.0,10809.91981634375,33631.292162045,331593.69874493085,331593.6987449309,40.02544195879574,peak
Anhui,2048,2050-06-12_08:00,0.0,0.0,2031.867904,0.0,948086.8510787011,0.0,2030.0306262729503,0.0,0.0,947639.8732748325,0.0,446.977803868536,633.1026262729503,1396.9279999999999,0,0.0,0.0,0.0,-2.3294433049159124e-10,403218.4420336037,2095.392,0.0,952148.749608974,-388728.8349413553,37367.63786158004,406710.7620336037,108531.5949560913,10809.91981634375,35387.1530549163,1134459.1898613167,1134459.189861317,-0.0,peak
Anhui,2048,2050-06-12_12:00,0.0,0.0,2031.867904,0.0,550287.3334087201,1366.005334236426,2030.0306262729503,7.7564637024000005,1366.005334236426,549645.9678355753,0.0,641.3655731446964,633.1026262729503,1396.9279999999999,0,0.0,7.7564637024000005,0.0,-1.1368683772161603e-13,0.0,2095.392,0.0,555722.9937369319,-388728.8349413553,44160.3240231415,3492.32,108531.5949560913,10809.91981634375,41819.826849915,325047.1256801986,325047.1256801987,-0.0,peak
Anhui,2048,2050-06-12_16:00,0.0,0.0,2031.867904,0.0,955808.5751119693,0.0,2030.0306262729503,0.0,0.0,955808.5751119693,0.0,0.0,633.1026262729503,1396.9279999999999,0,0.0,0.0,0.0,-2.3283064365386963e-10,403218.4420336037,2095.392,0.0,959870.4736422421,-388728.8349413553,45089.36189484826,406710.7620336037,108531.5949560913,10809.91981634375,42699.6257144213,1046672.9057765013,1046672.905776501,-0.0,peak
Anhui,2048,2050-06-12_20:00,0.0,0.0,2031.867904,0.0,0.0,278547.8140316119,2714.898227131286,472.5968973599999,278547.8140316119,0.0,0.0,0.0,1899.3078788188484,815.590348312438,0,0.0,472.5968973599999,0.0,0.0,124670.62800199178,0.0,7.105427357601002e-14,283767.17706010316,-225662.8947585499,47294.36248520962,0.0,0.0,10809.91981634375,44787.7612734935,225744.54902762058,225744.5490276206,40.02544195879574,peak
Anhui,2048,2050-12-12_00:00,0.0,0.0,2031.867904,30891.612139641926,0.0,157704.8686031548,331.18162666633566,4141.07673,157704.8686031548,0.0,0.0,0.0,147.37053929775746,183.81108736857817,0,0.0,4141.07673,0.0,0.0,245513.57343044886,0.0,0.0,195100.6070034631,-150336.24259492412,44764.36440853886,0.0,0.0,0.0,42391.8530948863,245513.5734304489,245513.5734304489,194.03240354860824,typical
Anhui,2048,2050-12-12_04:00,0.0,0.0,2031.867904,30891.612139641926,0.0,118333.0641789067,331.18162666633566,4398.912848399999,118333.0641789067,0.0,0.0,0.0,147.37053929775746,183.81108736857817,0,0.0,4398.912848399999,0.0,0.0,284885.37785469694,0.0,5.684341886080801e-13,155986.63869761498,-117596.95351687295,38389.68518074203,0.0,0.0,0.0,36355.0318661627,284885.377854697,284885.377854697,194.03240354860824,typical
Anhui,2048,2050-12-12_08:00,0.0,0.0,2031.867904,0.0,408712.5018334661,0.0,331.18162666633566,4130.094624599999,0.0,408136.8621816354,0.0,575.6396518306942,147.37053929775746,183.81108736857817,0,0.0,4130.094624599999,0.0,5.820766091346741e-11,403218.4420336037,0.0,5.684341886080801e-13,415205.64598873246,-279293.57729165634,40393.97768825914,95518.09100881702,0.0,0.0,38253.0968707814,812196.7603189395,812196.7603189396,148.82285352178252,typical
Anhui,2048,2050-12-12_12:00,0.0,0.0,2031.867904,0.0,713321.5151958893,0.0,1339.658673580424,4124.4487074,0.0,711876.4012509809,0.0,1445.1139449082998,147.37053929775746,1192.2881342826665,0,0.0,4124.4487074,0.0,2.3248958314070478e-10,403218.4420336037,1788.4322014240001,5.684341886080801e-13,720817.4904808694,-266881.53645497136,47736.79165658785,406199.16236931033,0.0,0.0,45206.7416987887,1195576.9239321847,1195576.923932185,75.50232775245459,typical
Anhui,2048,2050-12-12_16:00,0.0,0.0,2031.867904,30891.61213964192,73972.74689389627,0.0,331.18162666633566,4809.878984399999,0.0,73846.00749886688,0.0,126.7393950293904,147.37053929775746,183.81108736857817,0,0.0,4809.878984399999,0.0,2.90754087473033e-11,403218.4420336037,0.0,5.684341886080801e-13,112037.28754860452,-63296.21686318728,48741.07068541722,0.0,0.0,0.0,46157.7939390901,447038.7237091458,447038.7237091459,180.3093335702347,typical
Anhui,2048,2050-12-12_20:00,0.0,0.0,2031.867904,30891.612139641926,0.0,106492.9880614751,1309.7943397502568,4372.913311199999,106492.9880614751,0.0,0.0,0.0,1031.5937750843027,278.2005646659541,0,0.0,4372.913311199999,0.0,0.0,296725.45397212857,0.0,5.684341886080801e-13,145099.1757560673,-93974.52532767598,51124.65042839124,0.0,0.0,0.0,48415.0439556865,320412.9438659913,320412.9438659913,194.03240354860824,typical
Fujian,2038,2040-06-26_00:00,3800.0,0.0,12194.665922560001,0.0,0.0,30947.5629947147,7753.727866507968,10798.485862010977,30947.5629947147,0.0,0.0,0.0,7453.517349669245,300.210516838723,6533.530542,0.0,3598.720132294977,666.2351877159999,0.0,0.0,6.821210263296962e-13,8.242295734817162e-13,65494.44264579363,-19765.58736310091,45728.85528269272,0.0,0.0,0.0,43305.22595271,0.0,-0.0,191.37306647261906,peak
Fujian,2038,2040-06-26_04:00,3800.0,0.0,12194.665922560001,0.0,0.0,8539.697622511452,7753.727866507968,9196.864196614039,8539.697622511452,0.0,0.0,0.0,7453.517349669245,300.210516838723,5408.18586,0.0,3196.843104262037,591.835232352,0.0,0.0,0.0,2.842170943040401e-14,41484.95560819343,0.0,41484.95560819346,0.0,0.0,0.0,39286.2529609592,1897.1541325644298,1897.15413256443,191.37306647261906,peak
Fujian,2038,2040-06-26_08:00,0.0,0.0,12194.665922560001,0.0,170269.5369327217,0.0,3015.9457832230833,4502.499719944351,0.0,168188.5865453468,557.42487808,909.069168,2484.505783223083,531.4399999999999,2646.7013958,614.4563412949299,1565.9012321283528,289.897092016,3.666400516522117e-12,43820.28167554212,797.16,7.105427357601002e-15,189982.64835844922,-101597.9710875757,43235.79559533147,45148.88167554212,0.0,0.0,40944.2984287789,140860.8530657425,140860.8530657425,111.36000967918093,peak
Fujian,2038,2040-06-26_12:00,0.0,0.0,12194.665922560001,0.0,165197.2429807307,0.0,2784.716300061806,8289.502516261364,0.0,162523.18694494214,538.64857984,1311.84368,2484.505783223083,300.210516838723,5435.949750000001,823.5637759485275,2407.7949281973597,445.7578380640001,-7.389644451905042e-12,43820.28167554212,450.31577525808444,3.836930773104541e-13,188466.1277196139,-92420.47664367012,51668.39249920328,44377.25857674038,0.0,0.0,48929.9676967455,127602.61244624732,127602.6124462473,146.78314198449883,peak
Fujian,2038,2040-06-26_16:00,0.0,0.0,12194.665922560001,0.0,111195.80663183305,0.0,2784.716300061806,11932.874270758184,0.0,109964.49203452127,364.4535328,521.7353792,2484.505783223083,300.210516838723,7679.382018,345.12568531176305,3589.047728294184,664.444524464,-7.275957614183426e-12,43820.28167554212,367.2747913261116,1.4210854715202004e-14,138108.06312521294,-84932.70150565419,52507.87631139398,667.4853081648346,0.0,0.0,49724.9588668901,91711.10903068424,91711.10903068422,182.8286006934487,peak
Fujian,2038,2040-06-26_20:00,3800.0,0.0,12194.665922560001,0.0,0.0,27584.59909023628,7753.727866507968,6321.255217264741,27584.59909023628,0.0,0.0,0.0,7453.517349669245,300.210516838723,3765.855555,0.0,2156.2167761767396,399.182886088,0.0,0.0,0.0,-3.979039320256561e-13,57654.248096568954,-6921.954434994102,50732.29366157487,0.0,0.0,0.0,48043.4820975114,34377.00896144958,34377.00896144958,191.37306647261906,peak
Fujian,2038,2040-12-19_00:00,17271.0,0.0,12194.665922560001,0.0,0.0,0.0,650.6442170564096,24426.149828916758,0.0,0.0,0.0,0.0,580.5005414955291,70.1436755608805,16376.214393,0.0,6792.442720556756,1257.4927153600001,0.0,0.0,0.0,-1.0800249583553523e-12,54542.45996853316,-11565.27685756917,42977.183110964,0.0,0.0,0.0,40699.3924060829,34377.00896144958,34377.00896144958,198.3440723107596,typical
Fujian,2038,2040-12-19_04:00,3800.0,0.0,12194.665922560001,0.0,0.0,0.0,650.6442170564096,25498.439139280694,0.0,0.0,0.0,0.0,580.5005414955291,70.1436755608805,16350.429711,0.0,7718.984896632701,1429.024531648,0.0,0.0,0.0,-2.8421709430404007e-13,42143.74927889712,-3155.094905160156,38988.65437373696,0.0,0.0,0.0,36922.2556919289,81708.55197139044,81708.55197139044,195.36802676276304,typical
Fujian,2038,2040-12-19_08:00,0.0,0.0,12194.665922560001,0.0,68579.34346288255,0.0,650.6442170564096,21831.472681762414,0.0,67539.91963149093,223.84683327999997,468.2984488,580.5005414955291,70.1436755608805,13699.637952,347.2785493116284,6861.54840056242,1270.2863292,-3.61666252501891e-12,0.0,0.0,7.389644451905042e-13,103256.12628426129,-62621.98635747356,40634.13992678786,0.0,0.0,0.0,38480.5305106681,74034.44622503463,74034.44622503463,172.85004812282784,typical
Fujian,2038,2040-12-19_12:00,0.0,0.0,12194.665922560001,0.0,111832.07392630274,0.0,1035.4865451336727,18206.766599795752,0.0,109708.09267450296,363.60411583999996,1116.744496,580.5005414955291,454.9860036381437,11154.48642,643.6326399597731,5950.632716487757,1101.6474633080002,0.0,43820.28167554212,682.4790054572152,8.526512829121202e-13,143268.99299379217,-49751.92962038014,48559.31668877455,44957.74668463748,-0.0,0.0,45985.6729042695,271775.4714512662,271775.4714512663,13.234217868651324,typical
Fujian,2038,2040-12-19_16:00,3800.0,0.0,12194.665922560001,0.0,33830.10685837814,0.0,650.6442170564096,18066.765582967873,0.0,33406.7594023862,110.71977280000002,183.79108159999998,580.5005414955291,70.1436755608805,11533.28484,128.83660159194773,5512.875732451875,1020.605010516,7.105427357601002e-15,0.0,0.0,-1.4210854715202004e-14,68542.18258096243,-19193.89688580942,49348.285695153,0.0,0.0,0.0,46732.8265533099,0.0,-0.0,191.9783486132928,typical
Fujian,2038,2040-12-19_20:00,17271.0,0.0,12194.665922560001,0.0,0.0,33610.1560451408,4169.667191317603,21424.387087206243,33610.1560451408,0.0,0.0,0.0,4063.503790468703,106.1634008489002,13757.777187,0.0,6468.997052530245,1197.612847676,0.0,0.0,0.0,7.105427357601002e-13,88669.87624622465,-40990.32991045823,47679.54633576642,0.0,0.0,0.0,45152.5303799708,34377.00896144958,34377.00896144958,219.45993707448693,typical
Fujian,2048,2050-06-12_00:00,0.0,0.0,12194.665922560001,0.0,0.0,34399.31526187996,6443.300518132526,1087.961298217809,34399.31526187996,0.0,0.0,0.0,6143.090001293803,300.210516838723,870.6920838,0.0,217.26921441780888,0.0,0.0,9420.966413662165,0.0,4.973799150320701e-14,54125.243000790295,0.0,54125.24300079029,0.0,0.0,-0.0,51256.6051217484,204832.18632781834,204832.1863278184,42.09342685589695,peak
Fujian,2048,2050-06-12_04:00,0.0,0.0,12194.665922560001,0.0,0.0,0.0,9805.227916763244,815.9085207356216,0.0,0.0,0.0,0.0,9247.022011127776,558.2059056354685,381.3246591,0.0,434.58386163562164,0.0,0.0,43820.28167554212,0.0,-7.105427357601002e-15,22815.802360058875,26286.30809710565,49102.11045716452,0.0,0.0,-0.0,46499.6986029348,331593.69874493085,331593.6987449309,42.09342685589695,peak
Fujian,2048,2050-06-12_08:00,0.0,0.0,12194.665922560001,0.0,61564.9828496604,0.0,3015.9457832230833,1564.4541640342968,0.0,60822.36067101111,0.0,464.3926,2484.505783223083,531.4399999999999,1146.0384012,278.2295786492774,418.4157628342964,0.0,5.4072302191343624e-12,43820.28167554212,797.16,4.973799150320701e-14,78340.04871947781,17789.71005065673,51174.42648549092,44955.33228464358,-0.0,-0.0,48462.1818817599,1134459.1898613167,1134459.189861317,6.304079481137033,peak
Fujian,2048,2050-06-12_12:00,0.0,0.0,12194.665922560001,0.0,84369.00203793294,0.0,3015.9457832230833,3514.463309043579,0.0,83359.51867262092,0.0,668.337264,2484.505783223083,531.4399999999999,2982.803901,341.14610131201175,531.6594080435785,0.0,-5.4711790653527714e-12,43820.28167554212,797.16,-3.552713678800501e-13,103094.07705275963,3210.15789352185,61155.35327073929,45148.88167554212,-0.0,-0.0,57914.1195473901,325047.1256801986,325047.1256801987,2.154419487892617,peak
Fujian,2048,2050-06-12_16:00,0.0,0.0,12194.665922560001,0.0,35537.45691316929,-0.0,2784.716300061806,4256.411920664514,-0.0,35148.64145584396,0.0,260.80838,2484.505783223083,300.210516838723,3469.359201,128.00707732533292,787.0527196645127,0.0,-5.4569682106375694e-12,0.0,450.31577525808444,-5.542233338928781e-13,54773.25105645561,8126.2520084156595,62148.97677277445,750.5262920968074,-0.0,-0.0,58855.0810038174,1046672.9057765013,1046672.905776501,6.304079481137033,peak
Fujian,2048,2050-06-12_20:00,0.0,0.0,12194.665922560001,0.0,0.0,32672.54444558247,7270.650553424883,2627.0960548470716,32672.54444558247,0.0,0.0,0.0,6970.440036586159,300.210516838723,2052.8015508,0.0,574.2945040470732,0.0,0.0,11147.737229959654,0.0,9.947598300641403e-14,54764.956976414454,5282.418044133068,60047.37502054752,0.0,0.0,-0.0,56864.8641444585,225744.54902762058,225744.5490276206,42.09342685589695,peak
Fujian,2048,2050-12-12_00:00,0.0,0.0,12194.665922560001,0.0,0.0,2797.709952971636,1738.9423823811214,36897.32560590251,2797.709952971636,0.0,0.0,0.0,1668.798706820241,70.1436755608805,25886.638701,0.0,11010.686904902517,0.0,0.0,0.0,0.0,-1.5916157281026244e-12,53628.64386381526,-2760.314337736376,50868.32952607889,0.0,0.0,0.0,48172.3080611967,245513.5734304489,245513.5734304489,192.23364692752614,typical
Fujian,2048,2050-12-12_04:00,0.0,0.0,12194.665922560001,0.0,0.0,0.0,650.6442170564096,36889.97648790608,0.0,0.0,0.0,0.0,580.5005414955291,70.1436755608805,25835.674095,0.0,11054.30239290609,0.0,0.0,0.0,0.0,3.183231456205249e-12,49735.28662752247,-3587.82942119651,46147.45720632598,0.0,0.0,0.0,43701.6419743907,284885.377854697,284885.377854697,192.23364692752608,typical
Fujian,2048,2050-12-12_08:00,0.0,0.0,12194.665922560001,0.0,35130.22848405868,0.0,650.6442170564096,34309.7062148487,0.0,34629.691602473555,0.0,262.5049168,580.5005414955291,70.1436755608805,23955.618918,238.03196478512302,10354.087296848695,0.0,0.0,16959.36842682262,0.0,1.5916157281026244e-12,82285.24483852377,-17230.8019981961,48095.07441350507,16959.36842682262,0.0,0.0,45546.0354695893,812196.7603189395,812196.7603189396,147.44320719341255,typical
Fujian,2048,2050-12-12_12:00,0.0,0.0,12194.665922560001,0.0,103600.82975922621,0.0,1035.4865451336727,32571.246239813638,0.0,101825.40387393991,0.0,1022.8930320000001,580.5005414955291,454.9860036381437,22644.860931,752.5328532863003,9926.385308813638,0.0,-2.0463630789890885e-12,43820.28167554212,682.4790054572152,0.0,149402.22846673336,-46969.06938691641,57475.41239517962,44957.74668463748,0.0,0.0,54429.2155382351,1195576.9239321847,1195576.923932185,74.8023915074355,typical
Fujian,2048,2050-12-12_16:00,0.0,0.0,12194.665922560001,0.0,41716.502228012745,0.0,650.6442170564096,32451.75572180607,0.0,41368.1781362882,0.0,207.582032,580.5005414955291,70.1436755608805,22617.646821,140.74205972453697,9834.108900806072,0.0,-9.094947017729282e-13,43820.28167554212,0.0,3.183231456205249e-12,87013.56808943524,-28604.32214591208,58409.24594352313,0.0,0.0,0.0,55313.5559085164,447038.7237091458,447038.7237091459,177.74809348299058,typical
Fujian,2048,2050-12-12_20:00,0.0,0.0,12194.665922560001,0.0,0.0,43820.28167554212,3081.3690259928912,30347.160788731282,43820.28167554212,0.0,0.0,0.0,2975.2056251439913,106.1634008489002,21425.366424,0.0,8921.79436473129,0.0,0.0,0.0,0.0,4.774847184307873e-12,89443.47741282631,-33009.37217145775,56434.10524136854,0.0,0.0,0.0,53443.097663576,320412.9438659913,320412.9438659913,192.23364692752614,typical
Jiangsu,2038,2040-06-26_00:00,73648.04127726189,0.0,8986.908508159999,0.0,0.0,0.0,2790.805394401688,2220.502572079323,0.0,0.0,0.0,0.0,2031.047627793331,759.7577666083566,-0.0,0.0,1898.069390216922,322.4331818624,0.0,0.0,0.0,3.552713678800501e-15,87646.25775190289,18908.961974799364,106555.2197267022,0.0,0.0,0.0,100907.793081187,0.0,-0.0,199.2180367029352,peak
Jiangsu,2038,2040-06-26_04:00,61963.801806587144,0.0,8986.908508159999,0.0,0.0,0.0,1327.8431300825232,2847.096855935734,0.0,0.0,0.0,0.0,568.0853634741665,759.7577666083566,-0.0,0.0,2433.6776102781337,413.41924565759996,0.0,0.0,0.0,6.732392421326949e-13,75125.65030076537,23333.543485853806,97997.17892854656,462.0148580726495,0.0,0.0,92803.3284453336,1897.1541325644298,1897.15413256443,199.21803670293514,peak
Jiangsu,2038,2040-06-26_08:00,0.0,0.0,8986.908508159999,0.0,3377.4737050464205,0.0,1327.8431300825232,2943.304603093934,0.0,1274.4064481593007,1445.3535401760003,657.7137167111198,568.0853634741665,759.7577666083566,-0.0,0.0,2515.915290287534,427.38931280639997,1.7053025658242404e-13,0.0,1139.6366499125347,-6.981082378842984e-13,16635.529946382878,92760.01799128373,107496.1535211457,1899.3944165208918,0.0,-0.0,101798.857384525,140860.8530657425,140860.8530657425,163.85044900749443,peak
Jiangsu,2038,2040-06-26_12:00,0.0,0.0,8986.908508159999,0.0,6125.238403133882,0.0,1327.8431300825232,10520.455187555752,0.0,2079.395360259924,2358.320255102,1687.5227877719565,568.0853634741665,759.7577666083566,-0.0,0.0,8992.808301027751,1527.646886528,3.979039320256561e-13,0.0,1139.6366499125347,0.0,26960.44522893214,99304.98832202704,124366.0391344382,1899.3944165208918,0.0,-0.0,117774.639060313,127602.61244624732,127602.6124462473,155.23999902164496,peak
Jiangsu,2038,2040-06-26_16:00,20598.253382826922,0.0,8986.908508159999,0.0,2499.2105551363256,0.0,1327.8431300825232,12502.793828325403,0.0,661.0028320826253,749.6682264007999,1088.5394966529002,568.0853634741665,759.7577666083566,-0.0,0.0,10687.296901221403,1815.496927104,-3.126388037344441e-13,0.0,1139.6366499125347,-5.684341886080802e-14,45915.009404531236,82727.02988862334,126742.6448766336,1899.3944165208918,0.0,-0.0,120025.284698172,91711.10903068424,91711.10903068422,191.19493629454794,peak
Jiangsu,2038,2040-06-26_20:00,81237.72562201566,0.0,8986.908508159999,0.0,16.3925243977848,-0.0,3273.393046608357,11610.978187438286,-0.0,0.0,0.0,16.3925243977848,2513.6352800000004,759.7577666083566,-0.0,0.0,9924.979401134284,1685.9987863039999,-7.105427357601002e-15,0.0,0.0,0.0,105125.39788862011,17636.61755470515,122762.0154433252,0.0,0.0,0.0,116255.628624829,34377.00896144958,34377.00896144958,200.06861837039366,peak
Jiangsu,2038,2040-12-19_00:00,81237.72562201566,0.0,8986.908508159999,0.0,0.0,0.0,310.3781933755305,2087.021144434282,0.0,0.0,0.0,0.0,132.78775542351553,177.590437952015,-0.0,0.0,1783.9704402038822,303.05070423039996,0.0,0.0,0.0,3.588240815588506e-13,92622.03346798553,23411.296641267993,116033.3301092534,0.0,0.0,0.0,109883.563613463,34377.00896144958,34377.00896144958,205.71240069385556,typical
Jiangsu,2038,2040-12-19_04:00,76009.85516913817,0.0,8986.908508159999,0.0,0.0,0.0,310.3781933755305,2317.456675634393,0.0,0.0,0.0,0.0,132.78775542351553,177.590437952015,-0.0,0.0,1980.9450502263933,336.51162540799993,0.0,47331.54300994086,0.0,3.552713678800501e-15,87624.59854630816,19089.45114132235,106714.0496876304,0.0,0.0,0.0,101058.205054186,81708.55197139044,81708.55197139044,199.21803670293522,typical
Jiangsu,2038,2040-12-19_08:00,0.0,0.0,8986.908508159999,0.0,5738.254897397429,0.0,310.3781933755305,929.4785502476013,0.0,2319.489760289936,2630.6177772140004,788.1473598934936,132.78775542351553,177.590437952015,-0.0,0.0,794.5114800908013,134.9670701568,5.400124791776761e-13,14607.17815720467,0.0,5.329070518200751e-15,15965.02014918055,115700.11818102945,117057.9601730053,14607.17815720467,0.0,0.0,110853.888283836,74034.44622503463,74034.44622503463,176.028450044214,typical
Jiangsu,2038,2040-12-19_12:00,0.0,0.0,8986.908508159999,0.0,10613.14364960388,0.0,1284.7257313284795,0.0,0.0,3619.011200452376,4104.460125542,2889.672323609504,132.78775542351553,1151.9379759049639,-0.0,0.0,0.0,0.0,4.547473508864641e-13,47331.54300994086,1727.9069638574454,0.0,20884.77788909236,164755.0359066553,135428.4258460444,50211.387949703276,-0.0,-0.0,128250.719276204,271775.4714512662,271775.4714512663,13.43349552294862,typical
