STORAGE_GEN_TPS_1,STORAGE_GEN_TPS_2,ChargeStorage
Zhejiang-Hydro_Pumped-ep-35018,2050.06.12.20,0.0
Zhejiang-Hydro_Pumped-ep-35018,2050.12.12.00,0.0
Zhejiang-Hydro_Pumped-ep-35018,2050.12.12.04,0.0
Zhejiang-Hydro_Pumped-ep-35018,2050.12.12.08,0.0
Zhejiang-Hydro_Pumped-ep-35018,2050.12.12.12,1462.744078920194
Zhejiang-Hydro_Pumped-ep-35018,2050.12.12.16,0.0
Zhejiang-Hydro_Pumped-ep-35018,2050.12.12.20,0.0
Zhejiang-Hydro_Pumped-ep-35023,2040.06.26.00,0.0
Zhejiang-Hydro_Pumped-ep-35023,2040.06.26.04,156.4931774002397
Zhejiang-Hydro_Pumped-ep-35023,2040.06.26.08,643.3608404232075
Zhejiang-Hydro_Pumped-ep-35023,2040.06.26.12,643.3608404232075
Zhejiang-Hydro_Pumped-ep-35023,2040.06.26.16,643.3608404232075
Zhejiang-Hydro_Pumped-ep-35023,2040.06.26.20,0.0
Zhejiang-Hydro_Pumped-ep-35023,2040.12.19.00,0.0
Zhejiang-Hydro_Pumped-ep-35023,2040.12.19.04,0.0
Zhejiang-Hydro_Pumped-ep-35023,2040.12.19.08,0.0
Zhejiang-Hydro_Pumped-ep-35023,2040.12.19.12,975.1627192801294
Zhejiang-Hydro_Pumped-ep-35023,2040.12.19.16,0.0
Zhejiang-Hydro_Pumped-ep-35023,2040.12.19.20,0.0
Zhejiang-Hydro_Pumped-ep-35023,2050.06.12.00,0.0
Zhejiang-Hydro_Pumped-ep-35023,2050.06.12.04,0.0
Zhejiang-Hydro_Pumped-ep-35023,2050.06.12.08,1138.8
Zhejiang-Hydro_Pumped-ep-35023,2050.06.12.12,1138.8
Zhejiang-Hydro_Pumped-ep-35023,2050.06.12.16,1138.8
Zhejiang-Hydro_Pumped-ep-35023,2050.06.12.20,0.0
Zhejiang-Hydro_Pumped-ep-35023,2050.12.12.00,0.0
Zhejiang-Hydro_Pumped-ep-35023,2050.12.12.04,0.0
Zhejiang-Hydro_Pumped-ep-35023,2050.12.12.08,0.0
Zhejiang-Hydro_Pumped-ep-35023,2050.12.12.12,975.1627192801294
Zhejiang-Hydro_Pumped-ep-35023,2050.12.12.16,0.0
Zhejiang-Hydro_Pumped-ep-35023,2050.12.12.20,0.0
Zhejiang-Hydro_Pumped-ep-35038,2040.06.26.00,0.0
Zhejiang-Hydro_Pumped-ep-35038,2040.06.26.04,273.8630604504193
Zhejiang-Hydro_Pumped-ep-35038,2040.06.26.08,1125.881470740612
Zhejiang-Hydro_Pumped-ep-35038,2040.06.26.12,1125.881470740612
Zhejiang-Hydro_Pumped-ep-35038,2040.06.26.16,1125.881470740612
Zhejiang-Hydro_Pumped-ep-35038,2040.06.26.20,0.0
Zhejiang-Hydro_Pumped-ep-35038,2040.12.19.00,0.0
Zhejiang-Hydro_Pumped-ep-35038,2040.12.19.04,0.0
Zhejiang-Hydro_Pumped-ep-35038,2040.12.19.08,0.0
Zhejiang-Hydro_Pumped-ep-35038,2040.12.19.12,1706.534758740227
Zhejiang-Hydro_Pumped-ep-35038,2040.12.19.16,0.0
Zhejiang-Hydro_Pumped-ep-35038,2040.12.19.20,0.0
Zhejiang-Hydro_Pumped-ep-35038,2050.06.12.00,0.0
Zhejiang-Hydro_Pumped-ep-35038,2050.06.12.04,0.0
Zhejiang-Hydro_Pumped-ep-35038,2050.06.12.08,1992.9
Zhejiang-Hydro_Pumped-ep-35038,2050.06.12.12,1992.9
Zhejiang-Hydro_Pumped-ep-35038,2050.06.12.16,1992.9
Zhejiang-Hydro_Pumped-ep-35038,2050.06.12.20,0.0
Zhejiang-Hydro_Pumped-ep-35038,2050.12.12.00,0.0
Zhejiang-Hydro_Pumped-ep-35038,2050.12.12.04,0.0
Zhejiang-Hydro_Pumped-ep-35038,2050.12.12.08,0.0
Zhejiang-Hydro_Pumped-ep-35038,2050.12.12.12,1706.534758740227
Zhejiang-Hydro_Pumped-ep-35038,2050.12.12.16,0.0
Zhejiang-Hydro_Pumped-ep-35038,2050.12.12.20,0.0
Zhejiang-Hydro_Pumped-ep-35054,2040.06.26.00,0.0
Zhejiang-Hydro_Pumped-ep-35054,2040.06.26.04,195.6164717502993
Zhejiang-Hydro_Pumped-ep-35054,2040.06.26.08,804.2010505290075
Zhejiang-Hydro_Pumped-ep-35054,2040.06.26.12,804.2010505290075
Zhejiang-Hydro_Pumped-ep-35054,2040.06.26.16,804.2010505290075
Zhejiang-Hydro_Pumped-ep-35054,2040.06.26.20,0.0
Zhejiang-Hydro_Pumped-ep-35054,2040.12.19.00,0.0
Zhejiang-Hydro_Pumped-ep-35054,2040.12.19.04,0.0
Zhejiang-Hydro_Pumped-ep-35054,2040.12.19.08,0.0
Zhejiang-Hydro_Pumped-ep-35054,2040.12.19.12,1218.953399100162
Zhejiang-Hydro_Pumped-ep-35054,2040.12.19.16,0.0
Zhejiang-Hydro_Pumped-ep-35054,2040.12.19.20,0.0
Zhejiang-Hydro_Pumped-ep-35054,2050.06.12.00,0.0
Zhejiang-Hydro_Pumped-ep-35054,2050.06.12.04,0.0
Zhejiang-Hydro_Pumped-ep-35054,2050.06.12.08,1423.5
Zhejiang-Hydro_Pumped-ep-35054,2050.06.12.12,1423.5
Zhejiang-Hydro_Pumped-ep-35054,2050.06.12.16,1423.5
Zhejiang-Hydro_Pumped-ep-35054,2050.06.12.20,0.0
Zhejiang-Hydro_Pumped-ep-35054,2050.12.12.00,0.0
Zhejiang-Hydro_Pumped-ep-35054,2050.12.12.04,0.0
Zhejiang-Hydro_Pumped-ep-35054,2050.12.12.08,0.0
Zhejiang-Hydro_Pumped-ep-35054,2050.12.12.12,1218.953399100162
Zhejiang-Hydro_Pumped-ep-35054,2050.12.12.16,0.0
Zhejiang-Hydro_Pumped-ep-35054,2050.12.12.20,0.0
