GEN_TP_FUELS_1,GEN_TP_FUELS_2,GEN_TP_FUELS_3,GenFuelUseRate
Anhui-EP_Coal_600_RC-ep-3099,2050.06.12.08,Coal,0.0
Anhui-EP_Coal_600_RC-ep-3099,2050.06.12.12,Coal,0.0
Anhui-EP_Coal_600_RC-ep-3099,2050.06.12.16,Coal,0.0
Anhui-EP_Coal_600_RC-ep-3099,2050.06.12.20,Coal,0.0
Anhui-EP_Coal_600_RC-ep-3099,2050.12.12.00,Coal,0.0
Anhui-EP_Coal_600_RC-ep-3099,2050.12.12.04,Coal,0.0
Anhui-EP_Coal_600_RC-ep-3099,2050.12.12.08,Coal,0.0
Anhui-EP_Coal_600_RC-ep-3099,2050.12.12.12,Coal,0.0
Anhui-EP_Coal_600_RC-ep-3099,2050.12.12.16,Coal,0.0
Anhui-EP_Coal_600_RC-ep-3099,2050.12.12.20,Coal,0.0
Anhui-EP_Coal_600_RC-ep-3100,2040.06.26.00,Coal,4972.11
Anhui-EP_Coal_600_RC-ep-3100,2040.06.26.04,Coal,4972.11
Anhui-EP_Coal_600_RC-ep-3100,2040.06.26.08,Coal,0.0
Anhui-EP_Coal_600_RC-ep-3100,2040.06.26.12,Coal,0.0
Anhui-EP_Coal_600_RC-ep-3100,2040.06.26.16,Coal,4972.11
Anhui-EP_Coal_600_RC-ep-3100,2040.06.26.20,Coal,4972.11
Anhui-EP_Coal_600_RC-ep-3100,2040.12.19.00,Coal,4972.11
Anhui-EP_Coal_600_RC-ep-3100,2040.12.19.04,Coal,4972.11
Anhui-EP_Coal_600_RC-ep-3100,2040.12.19.08,Coal,-0.0
Anhui-EP_Coal_600_RC-ep-3100,2040.12.19.12,Coal,0.0
Anhui-EP_Coal_600_RC-ep-3100,2040.12.19.16,Coal,4972.11
Anhui-EP_Coal_600_RC-ep-3100,2040.12.19.20,Coal,4972.11
Anhui-EP_Coal_600_RC-ep-3100,2050.06.12.00,Coal,0.0
Anhui-EP_Coal_600_RC-ep-3100,2050.06.12.04,Coal,0.0
Anhui-EP_Coal_600_RC-ep-3100,2050.06.12.08,Coal,0.0
Anhui-EP_Coal_600_RC-ep-3100,2050.06.12.12,Coal,0.0
Anhui-EP_Coal_600_RC-ep-3100,2050.06.12.16,Coal,0.0
Anhui-EP_Coal_600_RC-ep-3100,2050.06.12.20,Coal,0.0
Anhui-EP_Coal_600_RC-ep-3100,2050.12.12.00,Coal,0.0
Anhui-EP_Coal_600_RC-ep-3100,2050.12.12.04,Coal,0.0
Anhui-EP_Coal_600_RC-ep-3100,2050.12.12.08,Coal,0.0
Anhui-EP_Coal_600_RC-ep-3100,2050.12.12.12,Coal,0.0
Anhui-EP_Coal_600_RC-ep-3100,2050.12.12.16,Coal,0.0
Anhui-EP_Coal_600_RC-ep-3100,2050.12.12.20,Coal,0.0
Anhui-Gas_CCGT_OT-12113,2040.06.26.00,Gas,-0.0
Anhui-Gas_CCGT_OT-12113,2040.06.26.04,Gas,-0.0
Anhui-Gas_CCGT_OT-12113,2040.06.26.08,Gas,0.0
Anhui-Gas_CCGT_OT-12113,2040.06.26.12,Gas,0.0
Anhui-Gas_CCGT_OT-12113,2040.06.26.16,Gas,-0.0
Anhui-Gas_CCGT_OT-12113,2040.06.26.20,Gas,-0.0
Anhui-Gas_CCGT_OT-12113,2040.12.19.00,Gas,-0.0
Anhui-Gas_CCGT_OT-12113,2040.12.19.04,Gas,-0.0
Anhui-Gas_CCGT_OT-12113,2040.12.19.08,Gas,0.0
Anhui-Gas_CCGT_OT-12113,2040.12.19.12,Gas,0.0
Anhui-Gas_CCGT_OT-12113,2040.12.19.16,Gas,-0.0
Anhui-Gas_CCGT_OT-12113,2040.12.19.20,Gas,-0.0
Anhui-Gas_CCGT_OT-12113,2050.06.12.00,Gas,0.0
Anhui-Gas_CCGT_OT-12113,2050.06.12.04,Gas,0.0
Anhui-Gas_CCGT_OT-12113,2050.06.12.08,Gas,0.0
Anhui-Gas_CCGT_OT-12113,2050.06.12.12,Gas,0.0
Anhui-Gas_CCGT_OT-12113,2050.06.12.16,Gas,0.0
Anhui-Gas_CCGT_OT-12113,2050.06.12.20,Gas,0.0
Anhui-Gas_CCGT_OT-12113,2050.12.12.00,Gas,0.0
Anhui-Gas_CCGT_OT-12113,2050.12.12.04,Gas,0.0
Anhui-Gas_CCGT_OT-12113,2050.12.12.08,Gas,0.0
Anhui-Gas_CCGT_OT-12113,2050.12.12.12,Gas,0.0
Anhui-Gas_CCGT_OT-12113,2050.12.12.16,Gas,0.0
Anhui-Gas_CCGT_OT-12113,2050.12.12.20,Gas,0.0
Anhui-Gas_CCGT_RC-12123,2040.06.26.00,Gas,0.0
Anhui-Gas_CCGT_RC-12123,2040.06.26.04,Gas,0.0
Anhui-Gas_CCGT_RC-12123,2040.06.26.08,Gas,0.0
Anhui-Gas_CCGT_RC-12123,2040.06.26.12,Gas,0.0
Anhui-Gas_CCGT_RC-12123,2040.06.26.16,Gas,0.0
Anhui-Gas_CCGT_RC-12123,2040.06.26.20,Gas,0.0
Anhui-Gas_CCGT_RC-12123,2040.12.19.00,Gas,0.0
Anhui-Gas_CCGT_RC-12123,2040.12.19.04,Gas,0.0
Anhui-Gas_CCGT_RC-12123,2040.12.19.08,Gas,0.0
Anhui-Gas_CCGT_RC-12123,2040.12.19.12,Gas,0.0
Anhui-Gas_CCGT_RC-12123,2040.12.19.16,Gas,0.0
Anhui-Gas_CCGT_RC-12123,2040.12.19.20,Gas,-0.0
Anhui-Gas_CCGT_RC-12123,2050.06.12.00,Gas,0.0
Anhui-Gas_CCGT_RC-12123,2050.06.12.04,Gas,0.0
Anhui-Gas_CCGT_RC-12123,2050.06.12.08,Gas,0.0
Anhui-Gas_CCGT_RC-12123,2050.06.12.12,Gas,0.0
Anhui-Gas_CCGT_RC-12123,2050.06.12.16,Gas,0.0
Anhui-Gas_CCGT_RC-12123,2050.06.12.20,Gas,0.0
Anhui-Gas_CCGT_RC-12123,2050.12.12.00,Gas,0.0
Anhui-Gas_CCGT_RC-12123,2050.12.12.04,Gas,0.0
Anhui-Gas_CCGT_RC-12123,2050.12.12.08,Gas,0.0
Anhui-Gas_CCGT_RC-12123,2050.12.12.12,Gas,0.0
Anhui-Gas_CCGT_RC-12123,2050.12.12.16,Gas,0.0
Anhui-Gas_CCGT_RC-12123,2050.12.12.20,Gas,0.0
Anhui-Gas_CCGT_RC-12133,2040.06.26.00,Gas,0.0
Anhui-Gas_CCGT_RC-12133,2040.06.26.04,Gas,0.0
Anhui-Gas_CCGT_RC-12133,2040.06.26.08,Gas,0.0
Anhui-Gas_CCGT_RC-12133,2040.06.26.12,Gas,0.0
Anhui-Gas_CCGT_RC-12133,2040.06.26.16,Gas,0.0
Anhui-Gas_CCGT_RC-12133,2040.06.26.20,Gas,0.0
Anhui-Gas_CCGT_RC-12133,2040.12.19.00,Gas,0.0
Anhui-Gas_CCGT_RC-12133,2040.12.19.04,Gas,0.0
Anhui-Gas_CCGT_RC-12133,2040.12.19.08,Gas,0.0
Anhui-Gas_CCGT_RC-12133,2040.12.19.12,Gas,0.0
Anhui-Gas_CCGT_RC-12133,2040.12.19.16,Gas,0.0
Anhui-Gas_CCGT_RC-12133,2040.12.19.20,Gas,-0.0
Anhui-Gas_CCGT_RC-12133,2050.06.12.00,Gas,0.0
Anhui-Gas_CCGT_RC-12133,2050.06.12.04,Gas,0.0
Anhui-Gas_CCGT_RC-12133,2050.06.12.08,Gas,0.0
Anhui-Gas_CCGT_RC-12133,2050.06.12.12,Gas,0.0
Anhui-Gas_CCGT_RC-12133,2050.06.12.16,Gas,0.0
Anhui-Gas_CCGT_RC-12133,2050.06.12.20,Gas,0.0
Anhui-Gas_CCGT_RC-12133,2050.12.12.00,Gas,0.0
Anhui-Gas_CCGT_RC-12133,2050.12.12.04,Gas,0.0
Anhui-Gas_CCGT_RC-12133,2050.12.12.08,Gas,0.0
Anhui-Gas_CCGT_RC-12133,2050.12.12.12,Gas,0.0
Anhui-Gas_CCGT_RC-12133,2050.12.12.16,Gas,0.0
Anhui-Gas_CCGT_RC-12133,2050.12.12.20,Gas,0.0
Anhui-Gas_Combustion_Turbine_RC-13107,2040.06.26.00,Gas,0.0
Anhui-Gas_Combustion_Turbine_RC-13107,2040.06.26.04,Gas,0.0
Anhui-Gas_Combustion_Turbine_RC-13107,2040.06.26.08,Gas,0.0
Anhui-Gas_Combustion_Turbine_RC-13107,2040.06.26.12,Gas,0.0
Anhui-Gas_Combustion_Turbine_RC-13107,2040.06.26.16,Gas,0.0
Anhui-Gas_Combustion_Turbine_RC-13107,2040.06.26.20,Gas,0.0
Anhui-Gas_Combustion_Turbine_RC-13107,2040.12.19.00,Gas,0.0
Anhui-Gas_Combustion_Turbine_RC-13107,2040.12.19.04,Gas,0.0
Anhui-Gas_Combustion_Turbine_RC-13107,2040.12.19.08,Gas,0.0
Anhui-Gas_Combustion_Turbine_RC-13107,2040.12.19.12,Gas,0.0
Anhui-Gas_Combustion_Turbine_RC-13107,2040.12.19.16,Gas,0.0
Anhui-Gas_Combustion_Turbine_RC-13107,2040.12.19.20,Gas,0.0
Anhui-Gas_Combustion_Turbine_RC-13107,2050.06.12.00,Gas,0.0
Anhui-Gas_Combustion_Turbine_RC-13107,2050.06.12.04,Gas,0.0
Anhui-Gas_Combustion_Turbine_RC-13107,2050.06.12.08,Gas,0.0
Anhui-Gas_Combustion_Turbine_RC-13107,2050.06.12.12,Gas,0.0
Anhui-Gas_Combustion_Turbine_RC-13107,2050.06.12.16,Gas,0.0
Anhui-Gas_Combustion_Turbine_RC-13107,2050.06.12.20,Gas,0.0
Anhui-Gas_Combustion_Turbine_RC-13107,2050.12.12.00,Gas,0.0
Anhui-Gas_Combustion_Turbine_RC-13107,2050.12.12.04,Gas,0.0
Anhui-Gas_Combustion_Turbine_RC-13107,2050.12.12.08,Gas,0.0
Anhui-Gas_Combustion_Turbine_RC-13107,2050.12.12.12,Gas,0.0
Anhui-Gas_Combustion_Turbine_RC-13107,2050.12.12.16,Gas,0.0
Anhui-Gas_Combustion_Turbine_RC-13107,2050.12.12.20,Gas,0.0
Anhui-Nuclear_SMR-13106,2040.06.26.00,Uranium,21131.4262016
Anhui-Nuclear_SMR-13106,2040.06.26.04,Uranium,21131.4262016
Anhui-Nuclear_SMR-13106,2040.06.26.08,Uranium,21131.4262016
Anhui-Nuclear_SMR-13106,2040.06.26.12,Uranium,21131.4262016
Anhui-Nuclear_SMR-13106,2040.06.26.16,Uranium,21131.4262016
Anhui-Nuclear_SMR-13106,2040.06.26.20,Uranium,21131.4262016
Anhui-Nuclear_SMR-13106,2040.12.19.00,Uranium,21131.4262016
Anhui-Nuclear_SMR-13106,2040.12.19.04,Uranium,21131.4262016
Anhui-Nuclear_SMR-13106,2040.12.19.08,Uranium,21131.4262016
Anhui-Nuclear_SMR-13106,2040.12.19.12,Uranium,21131.4262016
Anhui-Nuclear_SMR-13106,2040.12.19.16,Uranium,21131.4262016
Anhui-Nuclear_SMR-13106,2040.12.19.20,Uranium,21131.4262016
Anhui-Nuclear_SMR-13106,2050.06.12.00,Uranium,21131.4262016
Anhui-Nuclear_SMR-13106,2050.06.12.04,Uranium,21131.4262016
Anhui-Nuclear_SMR-13106,2050.06.12.08,Uranium,21131.4262016
Anhui-Nuclear_SMR-13106,2050.06.12.12,Uranium,21131.4262016
Anhui-Nuclear_SMR-13106,2050.06.12.16,Uranium,21131.4262016
Anhui-Nuclear_SMR-13106,2050.06.12.20,Uranium,21131.4262016
Anhui-Nuclear_SMR-13106,2050.12.12.00,Uranium,21131.4262016
Anhui-Nuclear_SMR-13106,2050.12.12.04,Uranium,21131.4262016
Anhui-Nuclear_SMR-13106,2050.12.12.08,Uranium,21131.4262016
Anhui-Nuclear_SMR-13106,2050.12.12.12,Uranium,21131.4262016
Anhui-Nuclear_SMR-13106,2050.12.12.16,Uranium,21131.4262016
Anhui-Nuclear_SMR-13106,2050.12.12.20,Uranium,21131.4262016
Fujian-Coal_1000_OT-12153,2040.06.26.00,Coal,0.0
Fujian-Coal_1000_OT-12153,2040.06.26.04,Coal,0.0
Fujian-Coal_1000_OT-12153,2040.06.26.08,Coal,0.0
Fujian-Coal_1000_OT-12153,2040.06.26.12,Coal,0.0
Fujian-Coal_1000_OT-12153,2040.06.26.16,Coal,0.0
Fujian-Coal_1000_OT-12153,2040.06.26.20,Coal,0.0
Fujian-Coal_1000_OT-12153,2040.12.19.00,Coal,-0.0
Fujian-Coal_1000_OT-12153,2040.12.19.04,Coal,0.0
Fujian-Coal_1000_OT-12153,2040.12.19.08,Coal,0.0
Fujian-Coal_1000_OT-12153,2040.12.19.12,Coal,0.0
Fujian-Coal_1000_OT-12153,2040.12.19.16,Coal,0.0
Fujian-Coal_1000_OT-12153,2040.12.19.20,Coal,-0.0
Fujian-Coal_1000_OT-12153,2050.06.12.00,Coal,0.0
Fujian-Coal_1000_OT-12153,2050.06.12.04,Coal,0.0
Fujian-Coal_1000_OT-12153,2050.06.12.08,Coal,0.0
Fujian-Coal_1000_OT-12153,2050.06.12.12,Coal,0.0
Fujian-Coal_1000_OT-12153,2050.06.12.16,Coal,0.0
Fujian-Coal_1000_OT-12153,2050.06.12.20,Coal,0.0
Fujian-Coal_1000_OT-12153,2050.12.12.00,Coal,0.0
Fujian-Coal_1000_OT-12153,2050.12.12.04,Coal,0.0
Fujian-Coal_1000_OT-12153,2050.12.12.08,Coal,0.0
Fujian-Coal_1000_OT-12153,2050.12.12.12,Coal,0.0
Fujian-Coal_1000_OT-12153,2050.12.12.16,Coal,0.0
Fujian-Coal_1000_OT-12153,2050.12.12.20,Coal,0.0
Fujian-Coal_1000_RC-12135,2040.06.26.00,Coal,0.0
Fujian-Coal_1000_RC-12135,2040.06.26.04,Coal,0.0
Fujian-Coal_1000_RC-12135,2040.06.26.08,Coal,0.0
Fujian-Coal_1000_RC-12135,2040.06.26.12,Coal,0.0
Fujian-Coal_1000_RC-12135,2040.06.26.16,Coal,0.0
Fujian-Coal_1000_RC-12135,2040.06.26.20,Coal,0.0
Fujian-Coal_1000_RC-12135,2040.12.19.00,Coal,-0.0
Fujian-Coal_1000_RC-12135,2040.12.19.04,Coal,0.0
Fujian-Coal_1000_RC-12135,2040.12.19.08,Coal,0.0
Fujian-Coal_1000_RC-12135,2040.12.19.12,Coal,0.0
Fujian-Coal_1000_RC-12135,2040.12.19.16,Coal,0.0
Fujian-Coal_1000_RC-12135,2040.12.19.20,Coal,-0.0
Fujian-Coal_1000_RC-12135,2050.06.12.00,Coal,0.0
Fujian-Coal_1000_RC-12135,2050.06.12.04,Coal,0.0
Fujian-Coal_1000_RC-12135,2050.06.12.08,Coal,0.0
Fujian-Coal_1000_RC-12135,2050.06.12.12,Coal,0.0
Fujian-Coal_1000_RC-12135,2050.06.12.16,Coal,0.0
Fujian-Coal_1000_RC-12135,2050.06.12.20,Coal,0.0
Fujian-Coal_1000_RC-12135,2050.12.12.00,Coal,0.0
Fujian-Coal_1000_RC-12135,2050.12.12.04,Coal,0.0
Fujian-Coal_1000_RC-12135,2050.12.12.08,Coal,0.0
Fujian-Coal_1000_RC-12135,2050.12.12.12,Coal,0.0
Fujian-Coal_1000_RC-12135,2050.12.12.16,Coal,0.0
Fujian-Coal_1000_RC-12135,2050.12.12.20,Coal,0.0
Fujian-Coal_1000_RC-12161,2040.06.26.00,Coal,0.0
Fujian-Coal_1000_RC-12161,2040.06.26.04,Coal,0.0
Fujian-Coal_1000_RC-12161,2040.06.26.08,Coal,0.0
Fujian-Coal_1000_RC-12161,2040.06.26.12,Coal,0.0
Fujian-Coal_1000_RC-12161,2040.06.26.16,Coal,0.0
Fujian-Coal_1000_RC-12161,2040.06.26.20,Coal,0.0
Fujian-Coal_1000_RC-12161,2040.12.19.00,Coal,-0.0
Fujian-Coal_1000_RC-12161,2040.12.19.04,Coal,0.0
Fujian-Coal_1000_RC-12161,2040.12.19.08,Coal,0.0
Fujian-Coal_1000_RC-12161,2040.12.19.12,Coal,0.0
Fujian-Coal_1000_RC-12161,2040.12.19.16,Coal,0.0
Fujian-Coal_1000_RC-12161,2040.12.19.20,Coal,-0.0
Fujian-Coal_1000_RC-12161,2050.06.12.00,Coal,0.0
Fujian-Coal_1000_RC-12161,2050.06.12.04,Coal,0.0
Fujian-Coal_1000_RC-12161,2050.06.12.08,Coal,0.0
Fujian-Coal_1000_RC-12161,2050.06.12.12,Coal,0.0
Fujian-Coal_1000_RC-12161,2050.06.12.16,Coal,0.0
Fujian-Coal_1000_RC-12161,2050.06.12.20,Coal,0.0
Fujian-Coal_1000_RC-12161,2050.12.12.00,Coal,0.0
Fujian-Coal_1000_RC-12161,2050.12.12.04,Coal,0.0
Fujian-Coal_1000_RC-12161,2050.12.12.08,Coal,0.0
Fujian-Coal_1000_RC-12161,2050.12.12.12,Coal,0.0
Fujian-Coal_1000_RC-12161,2050.12.12.16,Coal,0.0
Fujian-Coal_1000_RC-12161,2050.12.12.20,Coal,0.0
Fujian-Coal_1000_RC-12171,2040.06.26.00,Coal,-0.0
Fujian-Coal_1000_RC-12171,2040.06.26.04,Coal,0.0
Fujian-Coal_1000_RC-12171,2040.06.26.08,Coal,0.0
Fujian-Coal_1000_RC-12171,2040.06.26.12,Coal,0.0
Fujian-Coal_1000_RC-12171,2040.06.26.16,Coal,0.0
Fujian-Coal_1000_RC-12171,2040.06.26.20,Coal,0.0
Fujian-Coal_1000_RC-12171,2040.12.19.00,Coal,-0.0
Fujian-Coal_1000_RC-12171,2040.12.19.04,Coal,0.0
Fujian-Coal_1000_RC-12171,2040.12.19.08,Coal,0.0
Fujian-Coal_1000_RC-12171,2040.12.19.12,Coal,0.0
Fujian-Coal_1000_RC-12171,2040.12.19.16,Coal,0.0
Fujian-Coal_1000_RC-12171,2040.12.19.20,Coal,-0.0
Fujian-Coal_1000_RC-12171,2050.06.12.00,Coal,0.0
Fujian-Coal_1000_RC-12171,2050.06.12.04,Coal,0.0
Fujian-Coal_1000_RC-12171,2050.06.12.08,Coal,0.0
Fujian-Coal_1000_RC-12171,2050.06.12.12,Coal,0.0
Fujian-Coal_1000_RC-12171,2050.06.12.16,Coal,0.0
Fujian-Coal_1000_RC-12171,2050.06.12.20,Coal,0.0
Fujian-Coal_1000_RC-12171,2050.12.12.00,Coal,0.0
Fujian-Coal_1000_RC-12171,2050.12.12.04,Coal,0.0
Fujian-Coal_1000_RC-12171,2050.12.12.08,Coal,0.0
Fujian-Coal_1000_RC-12171,2050.12.12.12,Coal,0.0
Fujian-Coal_1000_RC-12171,2050.12.12.16,Coal,0.0
Fujian-Coal_1000_RC-12171,2050.12.12.20,Coal,0.0
Fujian-Coal_1000_SEA-12145,2040.06.26.00,Coal,0.0
Fujian-Coal_1000_SEA-12145,2040.06.26.04,Coal,0.0
Fujian-Coal_1000_SEA-12145,2040.06.26.08,Coal,0.0
Fujian-Coal_1000_SEA-12145,2040.06.26.12,Coal,0.0
Fujian-Coal_1000_SEA-12145,2040.06.26.16,Coal,0.0
Fujian-Coal_1000_SEA-12145,2040.06.26.20,Coal,0.0
Fujian-Coal_1000_SEA-12145,2040.12.19.00,Coal,-0.0
Fujian-Coal_1000_SEA-12145,2040.12.19.04,Coal,0.0
Fujian-Coal_1000_SEA-12145,2040.12.19.08,Coal,0.0
Fujian-Coal_1000_SEA-12145,2040.12.19.12,Coal,0.0
Fujian-Coal_1000_SEA-12145,2040.12.19.16,Coal,0.0
Fujian-Coal_1000_SEA-12145,2040.12.19.20,Coal,-0.0
Fujian-Coal_1000_SEA-12145,2050.06.12.00,Coal,0.0
Fujian-Coal_1000_SEA-12145,2050.06.12.04,Coal,0.0
Fujian-Coal_1000_SEA-12145,2050.06.12.08,Coal,0.0
Fujian-Coal_1000_SEA-12145,2050.06.12.12,Coal,0.0
Fujian-Coal_1000_SEA-12145,2050.06.12.16,Coal,0.0
Fujian-Coal_1000_SEA-12145,2050.06.12.20,Coal,0.0
Fujian-Coal_1000_SEA-12145,2050.12.12.00,Coal,0.0
Fujian-Coal_1000_SEA-12145,2050.12.12.04,Coal,0.0
Fujian-Coal_1000_SEA-12145,2050.12.12.08,Coal,0.0
Fujian-Coal_1000_SEA-12145,2050.12.12.12,Coal,0.0
Fujian-Coal_1000_SEA-12145,2050.12.12.16,Coal,0.0
Fujian-Coal_1000_SEA-12145,2050.12.12.20,Coal,0.0
Fujian-Coal_1000_SEA-12181,2040.06.26.00,Coal,0.0
Fujian-Coal_1000_SEA-12181,2040.06.26.04,Coal,0.0
Fujian-Coal_1000_SEA-12181,2040.06.26.08,Coal,0.0
Fujian-Coal_1000_SEA-12181,2040.06.26.12,Coal,0.0
Fujian-Coal_1000_SEA-12181,2040.06.26.16,Coal,0.0
Fujian-Coal_1000_SEA-12181,2040.06.26.20,Coal,0.0
Fujian-Coal_1000_SEA-12181,2040.12.19.00,Coal,-0.0
Fujian-Coal_1000_SEA-12181,2040.12.19.04,Coal,0.0
Fujian-Coal_1000_SEA-12181,2040.12.19.08,Coal,0.0
Fujian-Coal_1000_SEA-12181,2040.12.19.12,Coal,0.0
Fujian-Coal_1000_SEA-12181,2040.12.19.16,Coal,0.0
Fujian-Coal_1000_SEA-12181,2040.12.19.20,Coal,-0.0
Fujian-Coal_1000_SEA-12181,2050.06.12.00,Coal,0.0
Fujian-Coal_1000_SEA-12181,2050.06.12.04,Coal,0.0
Fujian-Coal_1000_SEA-12181,2050.06.12.08,Coal,0.0
Fujian-Coal_1000_SEA-12181,2050.06.12.12,Coal,0.0
Fujian-Coal_1000_SEA-12181,2050.06.12.16,Coal,0.0
Fujian-Coal_1000_SEA-12181,2050.06.12.20,Coal,0.0
Fujian-Coal_1000_SEA-12181,2050.12.12.00,Coal,0.0
Fujian-Coal_1000_SEA-12181,2050.12.12.04,Coal,0.0
Fujian-Coal_1000_SEA-12181,2050.12.12.08,Coal,0.0
Fujian-Coal_1000_SEA-12181,2050.12.12.12,Coal,0.0
Fujian-Coal_1000_SEA-12181,2050.12.12.16,Coal,0.0
Fujian-Coal_1000_SEA-12181,2050.12.12.20,Coal,0.0
Fujian-Coal_300_OT-12157,2040.06.26.00,Coal,0.0
Fujian-Coal_300_OT-12157,2040.06.26.04,Coal,0.0
Fujian-Coal_300_OT-12157,2040.06.26.08,Coal,0.0
Fujian-Coal_300_OT-12157,2040.06.26.12,Coal,0.0
Fujian-Coal_300_OT-12157,2040.06.26.16,Coal,0.0
Fujian-Coal_300_OT-12157,2040.06.26.20,Coal,0.0
Fujian-Coal_300_OT-12157,2040.12.19.00,Coal,0.0
Fujian-Coal_300_OT-12157,2040.12.19.04,Coal,0.0
Fujian-Coal_300_OT-12157,2040.12.19.08,Coal,0.0
Fujian-Coal_300_OT-12157,2040.12.19.12,Coal,0.0
Fujian-Coal_300_OT-12157,2040.12.19.16,Coal,0.0
Fujian-Coal_300_OT-12157,2040.12.19.20,Coal,0.0
Fujian-Coal_300_OT-12157,2050.06.12.00,Coal,0.0
Fujian-Coal_300_OT-12157,2050.06.12.04,Coal,0.0
Fujian-Coal_300_OT-12157,2050.06.12.08,Coal,0.0
Fujian-Coal_300_OT-12157,2050.06.12.12,Coal,0.0
Fujian-Coal_300_OT-12157,2050.06.12.16,Coal,0.0
Fujian-Coal_300_OT-12157,2050.06.12.20,Coal,0.0
Fujian-Coal_300_OT-12157,2050.12.12.00,Coal,0.0
Fujian-Coal_300_OT-12157,2050.12.12.04,Coal,0.0
Fujian-Coal_300_OT-12157,2050.12.12.08,Coal,0.0
Fujian-Coal_300_OT-12157,2050.12.12.12,Coal,0.0
Fujian-Coal_300_OT-12157,2050.12.12.16,Coal,0.0
Fujian-Coal_300_OT-12157,2050.12.12.20,Coal,0.0
Fujian-Coal_300_RC-12139,2040.06.26.00,Coal,0.0
Fujian-Coal_300_RC-12139,2040.06.26.04,Coal,0.0
Fujian-Coal_300_RC-12139,2040.06.26.08,Coal,0.0
Fujian-Coal_300_RC-12139,2040.06.26.12,Coal,0.0
Fujian-Coal_300_RC-12139,2040.06.26.16,Coal,0.0
Fujian-Coal_300_RC-12139,2040.06.26.20,Coal,0.0
Fujian-Coal_300_RC-12139,2040.12.19.00,Coal,0.0
Fujian-Coal_300_RC-12139,2040.12.19.04,Coal,0.0
Fujian-Coal_300_RC-12139,2040.12.19.08,Coal,0.0
Fujian-Coal_300_RC-12139,2040.12.19.12,Coal,0.0
Fujian-Coal_300_RC-12139,2040.12.19.16,Coal,0.0
Fujian-Coal_300_RC-12139,2040.12.19.20,Coal,0.0
Fujian-Coal_300_RC-12139,2050.06.12.00,Coal,0.0
Fujian-Coal_300_RC-12139,2050.06.12.04,Coal,0.0
Fujian-Coal_300_RC-12139,2050.06.12.08,Coal,0.0
Fujian-Coal_300_RC-12139,2050.06.12.12,Coal,0.0
Fujian-Coal_300_RC-12139,2050.06.12.16,Coal,0.0
Fujian-Coal_300_RC-12139,2050.06.12.20,Coal,0.0
Fujian-Coal_300_RC-12139,2050.12.12.00,Coal,0.0
Fujian-Coal_300_RC-12139,2050.12.12.04,Coal,0.0
Fujian-Coal_300_RC-12139,2050.12.12.08,Coal,0.0
Fujian-Coal_300_RC-12139,2050.12.12.12,Coal,0.0
Fujian-Coal_300_RC-12139,2050.12.12.16,Coal,0.0
Fujian-Coal_300_RC-12139,2050.12.12.20,Coal,0.0
Fujian-Coal_300_RC-12165,2040.06.26.00,Coal,0.0
Fujian-Coal_300_RC-12165,2040.06.26.04,Coal,0.0
Fujian-Coal_300_RC-12165,2040.06.26.08,Coal,0.0
Fujian-Coal_300_RC-12165,2040.06.26.12,Coal,0.0
Fujian-Coal_300_RC-12165,2040.06.26.16,Coal,0.0
Fujian-Coal_300_RC-12165,2040.06.26.20,Coal,0.0
Fujian-Coal_300_RC-12165,2040.12.19.00,Coal,0.0
Fujian-Coal_300_RC-12165,2040.12.19.04,Coal,0.0
Fujian-Coal_300_RC-12165,2040.12.19.08,Coal,0.0
Fujian-Coal_300_RC-12165,2040.12.19.12,Coal,0.0
Fujian-Coal_300_RC-12165,2040.12.19.16,Coal,0.0
Fujian-Coal_300_RC-12165,2040.12.19.20,Coal,0.0
Fujian-Coal_300_RC-12165,2050.06.12.00,Coal,0.0
Fujian-Coal_300_RC-12165,2050.06.12.04,Coal,0.0
Fujian-Coal_300_RC-12165,2050.06.12.08,Coal,0.0
Fujian-Coal_300_RC-12165,2050.06.12.12,Coal,0.0
Fujian-Coal_300_RC-12165,2050.06.12.16,Coal,0.0
Fujian-Coal_300_RC-12165,2050.06.12.20,Coal,0.0
Fujian-Coal_300_RC-12165,2050.12.12.00,Coal,0.0
Fujian-Coal_300_RC-12165,2050.12.12.04,Coal,0.0
Fujian-Coal_300_RC-12165,2050.12.12.08,Coal,0.0
Fujian-Coal_300_RC-12165,2050.12.12.12,Coal,0.0
Fujian-Coal_300_RC-12165,2050.12.12.16,Coal,0.0
Fujian-Coal_300_RC-12165,2050.12.12.20,Coal,0.0
Fujian-Coal_300_RC-12175,2040.06.26.00,Coal,0.0
Fujian-Coal_300_RC-12175,2040.06.26.04,Coal,0.0
Fujian-Coal_300_RC-12175,2040.06.26.08,Coal,0.0
Fujian-Coal_300_RC-12175,2040.06.26.12,Coal,0.0
Fujian-Coal_300_RC-12175,2040.06.26.16,Coal,0.0
Fujian-Coal_300_RC-12175,2040.06.26.20,Coal,0.0
Fujian-Coal_300_RC-12175,2040.12.19.00,Coal,0.0
Fujian-Coal_300_RC-12175,2040.12.19.04,Coal,0.0
Fujian-Coal_300_RC-12175,2040.12.19.08,Coal,0.0
Fujian-Coal_300_RC-12175,2040.12.19.12,Coal,0.0
Fujian-Coal_300_RC-12175,2040.12.19.16,Coal,0.0
Fujian-Coal_300_RC-12175,2040.12.19.20,Coal,0.0
