GEN_TP_FUELS_1,GEN_TP_FUELS_2,GEN_TP_FUELS_3,GenFuelUseRate
Anhui-Coal_1000_OT-12107,2040.06.26.00,Coal,103329.2679446353
Anhui-Coal_1000_OT-12107,2040.06.26.04,Coal,103329.2679446353
Anhui-Coal_1000_OT-12107,2040.06.26.08,Coal,0.0
Anhui-Coal_1000_OT-12107,2040.06.26.12,Coal,0.0
Anhui-Coal_1000_OT-12107,2040.06.26.16,Coal,103329.2679446353
Anhui-Coal_1000_OT-12107,2040.06.26.20,Coal,103329.2679446353
Anhui-Coal_1000_OT-12107,2040.12.19.00,Coal,103329.2679446353
Anhui-Coal_1000_OT-12107,2040.12.19.04,Coal,103329.2679446353
Anhui-Coal_1000_OT-12107,2040.12.19.08,Coal,0.0
Anhui-Coal_1000_OT-12107,2040.12.19.12,Coal,0.0
Anhui-Coal_1000_OT-12107,2040.12.19.16,Coal,103329.2679446353
Anhui-Coal_1000_OT-12107,2040.12.19.20,Coal,103329.2679446353
Anhui-Coal_1000_OT-12107,2050.06.12.00,Coal,0.0
Anhui-Coal_1000_OT-12107,2050.06.12.04,Coal,0.0
Anhui-Coal_1000_OT-12107,2050.06.12.08,Coal,0.0
Anhui-Coal_1000_OT-12107,2050.06.12.12,Coal,0.0
Anhui-Coal_1000_OT-12107,2050.06.12.16,Coal,0.0
Anhui-Coal_1000_OT-12107,2050.06.12.20,Coal,0.0
Anhui-Coal_1000_OT-12107,2050.12.12.00,Coal,0.0
Anhui-Coal_1000_OT-12107,2050.12.12.04,Coal,0.0
Anhui-Coal_1000_OT-12107,2050.12.12.08,Coal,0.0
Anhui-Coal_1000_OT-12107,2050.12.12.12,Coal,0.0
Anhui-Coal_1000_OT-12107,2050.12.12.16,Coal,0.0
Anhui-Coal_1000_OT-12107,2050.12.12.20,Coal,0.0
Anhui-Coal_1000_RC-12115,2040.06.26.00,Coal,-0.0
Anhui-Coal_1000_RC-12115,2040.06.26.04,Coal,-0.0
Anhui-Coal_1000_RC-12115,2040.06.26.08,Coal,0.0
Anhui-Coal_1000_RC-12115,2040.06.26.12,Coal,0.0
Anhui-Coal_1000_RC-12115,2040.06.26.16,Coal,-0.0
Anhui-Coal_1000_RC-12115,2040.06.26.20,Coal,-0.0
Anhui-Coal_1000_RC-12115,2040.12.19.00,Coal,-0.0
Anhui-Coal_1000_RC-12115,2040.12.19.04,Coal,-0.0
Anhui-Coal_1000_RC-12115,2040.12.19.08,Coal,-0.0
Anhui-Coal_1000_RC-12115,2040.12.19.12,Coal,0.0
Anhui-Coal_1000_RC-12115,2040.12.19.16,Coal,-0.0
Anhui-Coal_1000_RC-12115,2040.12.19.20,Coal,-0.0
Anhui-Coal_1000_RC-12115,2050.06.12.00,Coal,0.0
Anhui-Coal_1000_RC-12115,2050.06.12.04,Coal,0.0
Anhui-Coal_1000_RC-12115,2050.06.12.08,Coal,0.0
Anhui-Coal_1000_RC-12115,2050.06.12.12,Coal,0.0
Anhui-Coal_1000_RC-12115,2050.06.12.16,Coal,0.0
Anhui-Coal_1000_RC-12115,2050.06.12.20,Coal,0.0
Anhui-Coal_1000_RC-12115,2050.12.12.00,Coal,0.0
Anhui-Coal_1000_RC-12115,2050.12.12.04,Coal,0.0
Anhui-Coal_1000_RC-12115,2050.12.12.08,Coal,0.0
Anhui-Coal_1000_RC-12115,2050.12.12.12,Coal,0.0
Anhui-Coal_1000_RC-12115,2050.12.12.16,Coal,0.0
Anhui-Coal_1000_RC-12115,2050.12.12.20,Coal,0.0
Anhui-Coal_1000_RC-12125,2040.06.26.00,Coal,-0.0
Anhui-Coal_1000_RC-12125,2040.06.26.04,Coal,-0.0
Anhui-Coal_1000_RC-12125,2040.06.26.08,Coal,0.0
Anhui-Coal_1000_RC-12125,2040.06.26.12,Coal,0.0
Anhui-Coal_1000_RC-12125,2040.06.26.16,Coal,-0.0
Anhui-Coal_1000_RC-12125,2040.06.26.20,Coal,-0.0
Anhui-Coal_1000_RC-12125,2040.12.19.00,Coal,-0.0
Anhui-Coal_1000_RC-12125,2040.12.19.04,Coal,-0.0
Anhui-Coal_1000_RC-12125,2040.12.19.08,Coal,-0.0
Anhui-Coal_1000_RC-12125,2040.12.19.12,Coal,0.0
Anhui-Coal_1000_RC-12125,2040.12.19.16,Coal,-0.0
Anhui-Coal_1000_RC-12125,2040.12.19.20,Coal,-0.0
Anhui-Coal_1000_RC-12125,2050.06.12.00,Coal,0.0
Anhui-Coal_1000_RC-12125,2050.06.12.04,Coal,0.0
Anhui-Coal_1000_RC-12125,2050.06.12.08,Coal,0.0
Anhui-Coal_1000_RC-12125,2050.06.12.12,Coal,0.0
Anhui-Coal_1000_RC-12125,2050.06.12.16,Coal,0.0
Anhui-Coal_1000_RC-12125,2050.06.12.20,Coal,0.0
Anhui-Coal_1000_RC-12125,2050.12.12.00,Coal,0.0
Anhui-Coal_1000_RC-12125,2050.12.12.04,Coal,0.0
Anhui-Coal_1000_RC-12125,2050.12.12.08,Coal,0.0
Anhui-Coal_1000_RC-12125,2050.12.12.12,Coal,0.0
Anhui-Coal_1000_RC-12125,2050.12.12.16,Coal,0.0
Anhui-Coal_1000_RC-12125,2050.12.12.20,Coal,0.0
Anhui-Coal_100_RC-ep-1233,2040.06.26.00,Coal,0.0
Anhui-Coal_100_RC-ep-1233,2040.06.26.04,Coal,0.0
Anhui-Coal_100_RC-ep-1233,2040.06.26.08,Coal,0.0
Anhui-Coal_100_RC-ep-1233,2040.06.26.12,Coal,0.0
Anhui-Coal_100_RC-ep-1233,2040.06.26.16,Coal,0.0
Anhui-Coal_100_RC-ep-1233,2040.06.26.20,Coal,0.0
Anhui-Coal_100_RC-ep-1233,2040.12.19.00,Coal,0.0
Anhui-Coal_100_RC-ep-1233,2040.12.19.04,Coal,0.0
Anhui-Coal_100_RC-ep-1233,2040.12.19.08,Coal,0.0
Anhui-Coal_100_RC-ep-1233,2040.12.19.12,Coal,0.0
Anhui-Coal_100_RC-ep-1233,2040.12.19.16,Coal,0.0
Anhui-Coal_100_RC-ep-1233,2040.12.19.20,Coal,-0.0
Anhui-Coal_100_RC-ep-1234,2040.06.26.00,Coal,0.0
Anhui-Coal_100_RC-ep-1234,2040.06.26.04,Coal,0.0
Anhui-Coal_100_RC-ep-1234,2040.06.26.08,Coal,0.0
Anhui-Coal_100_RC-ep-1234,2040.06.26.12,Coal,0.0
Anhui-Coal_100_RC-ep-1234,2040.06.26.16,Coal,0.0
Anhui-Coal_100_RC-ep-1234,2040.06.26.20,Coal,0.0
Anhui-Coal_100_RC-ep-1234,2040.12.19.00,Coal,0.0
Anhui-Coal_100_RC-ep-1234,2040.12.19.04,Coal,0.0
Anhui-Coal_100_RC-ep-1234,2040.12.19.08,Coal,0.0
Anhui-Coal_100_RC-ep-1234,2040.12.19.12,Coal,0.0
Anhui-Coal_100_RC-ep-1234,2040.12.19.16,Coal,0.0
Anhui-Coal_100_RC-ep-1234,2040.12.19.20,Coal,-0.0
Anhui-Coal_300_OT-12111,2040.06.26.00,Coal,0.0
Anhui-Coal_300_OT-12111,2040.06.26.04,Coal,0.0
Anhui-Coal_300_OT-12111,2040.06.26.08,Coal,0.0
Anhui-Coal_300_OT-12111,2040.06.26.12,Coal,0.0
Anhui-Coal_300_OT-12111,2040.06.26.16,Coal,0.0
Anhui-Coal_300_OT-12111,2040.06.26.20,Coal,0.0
Anhui-Coal_300_OT-12111,2040.12.19.00,Coal,0.0
Anhui-Coal_300_OT-12111,2040.12.19.04,Coal,0.0
Anhui-Coal_300_OT-12111,2040.12.19.08,Coal,0.0
Anhui-Coal_300_OT-12111,2040.12.19.12,Coal,0.0
Anhui-Coal_300_OT-12111,2040.12.19.16,Coal,0.0
Anhui-Coal_300_OT-12111,2040.12.19.20,Coal,-0.0
Anhui-Coal_300_OT-12111,2050.06.12.00,Coal,0.0
Anhui-Coal_300_OT-12111,2050.06.12.04,Coal,0.0
Anhui-Coal_300_OT-12111,2050.06.12.08,Coal,0.0
Anhui-Coal_300_OT-12111,2050.06.12.12,Coal,0.0
Anhui-Coal_300_OT-12111,2050.06.12.16,Coal,0.0
Anhui-Coal_300_OT-12111,2050.06.12.20,Coal,0.0
Anhui-Coal_300_OT-12111,2050.12.12.00,Coal,0.0
Anhui-Coal_300_OT-12111,2050.12.12.04,Coal,0.0
Anhui-Coal_300_OT-12111,2050.12.12.08,Coal,0.0
Anhui-Coal_300_OT-12111,2050.12.12.12,Coal,0.0
Anhui-Coal_300_OT-12111,2050.12.12.16,Coal,0.0
Anhui-Coal_300_OT-12111,2050.12.12.20,Coal,0.0
Anhui-Coal_300_RC-12119,2040.06.26.00,Coal,0.0
Anhui-Coal_300_RC-12119,2040.06.26.04,Coal,0.0
Anhui-Coal_300_RC-12119,2040.06.26.08,Coal,0.0
Anhui-Coal_300_RC-12119,2040.06.26.12,Coal,0.0
Anhui-Coal_300_RC-12119,2040.06.26.16,Coal,0.0
Anhui-Coal_300_RC-12119,2040.06.26.20,Coal,0.0
Anhui-Coal_300_RC-12119,2040.12.19.00,Coal,0.0
Anhui-Coal_300_RC-12119,2040.12.19.04,Coal,0.0
Anhui-Coal_300_RC-12119,2040.12.19.08,Coal,0.0
Anhui-Coal_300_RC-12119,2040.12.19.12,Coal,0.0
Anhui-Coal_300_RC-12119,2040.12.19.16,Coal,0.0
Anhui-Coal_300_RC-12119,2040.12.19.20,Coal,-0.0
Anhui-Coal_300_RC-12119,2050.06.12.00,Coal,0.0
Anhui-Coal_300_RC-12119,2050.06.12.04,Coal,0.0
Anhui-Coal_300_RC-12119,2050.06.12.08,Coal,0.0
Anhui-Coal_300_RC-12119,2050.06.12.12,Coal,0.0
Anhui-Coal_300_RC-12119,2050.06.12.16,Coal,0.0
Anhui-Coal_300_RC-12119,2050.06.12.20,Coal,0.0
Anhui-Coal_300_RC-12119,2050.12.12.00,Coal,0.0
Anhui-Coal_300_RC-12119,2050.12.12.04,Coal,0.0
Anhui-Coal_300_RC-12119,2050.12.12.08,Coal,0.0
Anhui-Coal_300_RC-12119,2050.12.12.12,Coal,0.0
Anhui-Coal_300_RC-12119,2050.12.12.16,Coal,0.0
Anhui-Coal_300_RC-12119,2050.12.12.20,Coal,0.0
Anhui-Coal_300_RC-12129,2040.06.26.00,Coal,0.0
Anhui-Coal_300_RC-12129,2040.06.26.04,Coal,0.0
Anhui-Coal_300_RC-12129,2040.06.26.08,Coal,0.0
Anhui-Coal_300_RC-12129,2040.06.26.12,Coal,0.0
Anhui-Coal_300_RC-12129,2040.06.26.16,Coal,0.0
Anhui-Coal_300_RC-12129,2040.06.26.20,Coal,0.0
Anhui-Coal_300_RC-12129,2040.12.19.00,Coal,0.0
Anhui-Coal_300_RC-12129,2040.12.19.04,Coal,0.0
Anhui-Coal_300_RC-12129,2040.12.19.08,Coal,0.0
Anhui-Coal_300_RC-12129,2040.12.19.12,Coal,0.0
Anhui-Coal_300_RC-12129,2040.12.19.16,Coal,0.0
Anhui-Coal_300_RC-12129,2040.12.19.20,Coal,-0.0
Anhui-Coal_300_RC-12129,2050.06.12.00,Coal,0.0
Anhui-Coal_300_RC-12129,2050.06.12.04,Coal,0.0
Anhui-Coal_300_RC-12129,2050.06.12.08,Coal,0.0
Anhui-Coal_300_RC-12129,2050.06.12.12,Coal,0.0
Anhui-Coal_300_RC-12129,2050.06.12.16,Coal,0.0
Anhui-Coal_300_RC-12129,2050.06.12.20,Coal,0.0
Anhui-Coal_300_RC-12129,2050.12.12.00,Coal,0.0
Anhui-Coal_300_RC-12129,2050.12.12.04,Coal,0.0
Anhui-Coal_300_RC-12129,2050.12.12.08,Coal,0.0
Anhui-Coal_300_RC-12129,2050.12.12.12,Coal,0.0
Anhui-Coal_300_RC-12129,2050.12.12.16,Coal,0.0
Anhui-Coal_300_RC-12129,2050.12.12.20,Coal,0.0
Anhui-Coal_600_OT-12109,2040.06.26.00,Coal,0.0
Anhui-Coal_600_OT-12109,2040.06.26.04,Coal,0.0
Anhui-Coal_600_OT-12109,2040.06.26.08,Coal,0.0
Anhui-Coal_600_OT-12109,2040.06.26.12,Coal,0.0
Anhui-Coal_600_OT-12109,2040.06.26.16,Coal,0.0
Anhui-Coal_600_OT-12109,2040.06.26.20,Coal,0.0
Anhui-Coal_600_OT-12109,2040.12.19.00,Coal,-0.0
Anhui-Coal_600_OT-12109,2040.12.19.04,Coal,0.0
Anhui-Coal_600_OT-12109,2040.12.19.08,Coal,0.0
Anhui-Coal_600_OT-12109,2040.12.19.12,Coal,0.0
Anhui-Coal_600_OT-12109,2040.12.19.16,Coal,0.0
Anhui-Coal_600_OT-12109,2040.12.19.20,Coal,-0.0
Anhui-Coal_600_OT-12109,2050.06.12.00,Coal,0.0
Anhui-Coal_600_OT-12109,2050.06.12.04,Coal,0.0
Anhui-Coal_600_OT-12109,2050.06.12.08,Coal,0.0
Anhui-Coal_600_OT-12109,2050.06.12.12,Coal,0.0
Anhui-Coal_600_OT-12109,2050.06.12.16,Coal,0.0
Anhui-Coal_600_OT-12109,2050.06.12.20,Coal,0.0
Anhui-Coal_600_OT-12109,2050.12.12.00,Coal,0.0
Anhui-Coal_600_OT-12109,2050.12.12.04,Coal,0.0
Anhui-Coal_600_OT-12109,2050.12.12.08,Coal,0.0
Anhui-Coal_600_OT-12109,2050.12.12.12,Coal,0.0
Anhui-Coal_600_OT-12109,2050.12.12.16,Coal,0.0
Anhui-Coal_600_OT-12109,2050.12.12.20,Coal,0.0
Anhui-Coal_600_RC-12117,2040.06.26.00,Coal,0.0
Anhui-Coal_600_RC-12117,2040.06.26.04,Coal,0.0
Anhui-Coal_600_RC-12117,2040.06.26.08,Coal,0.0
Anhui-Coal_600_RC-12117,2040.06.26.12,Coal,0.0
Anhui-Coal_600_RC-12117,2040.06.26.16,Coal,0.0
Anhui-Coal_600_RC-12117,2040.06.26.20,Coal,0.0
Anhui-Coal_600_RC-12117,2040.12.19.00,Coal,-0.0
Anhui-Coal_600_RC-12117,2040.12.19.04,Coal,0.0
Anhui-Coal_600_RC-12117,2040.12.19.08,Coal,0.0
Anhui-Coal_600_RC-12117,2040.12.19.12,Coal,0.0
Anhui-Coal_600_RC-12117,2040.12.19.16,Coal,0.0
Anhui-Coal_600_RC-12117,2040.12.19.20,Coal,-0.0
Anhui-Coal_600_RC-12117,2050.06.12.00,Coal,0.0
Anhui-Coal_600_RC-12117,2050.06.12.04,Coal,0.0
Anhui-Coal_600_RC-12117,2050.06.12.08,Coal,0.0
Anhui-Coal_600_RC-12117,2050.06.12.12,Coal,0.0
Anhui-Coal_600_RC-12117,2050.06.12.16,Coal,0.0
Anhui-Coal_600_RC-12117,2050.06.12.20,Coal,0.0
Anhui-Coal_600_RC-12117,2050.12.12.00,Coal,0.0
Anhui-Coal_600_RC-12117,2050.12.12.04,Coal,0.0
Anhui-Coal_600_RC-12117,2050.12.12.08,Coal,0.0
Anhui-Coal_600_RC-12117,2050.12.12.12,Coal,0.0
Anhui-Coal_600_RC-12117,2050.12.12.16,Coal,0.0
Anhui-Coal_600_RC-12117,2050.12.12.20,Coal,0.0
Anhui-Coal_600_RC-12127,2040.06.26.00,Coal,0.0
Anhui-Coal_600_RC-12127,2040.06.26.04,Coal,0.0
Anhui-Coal_600_RC-12127,2040.06.26.08,Coal,0.0
Anhui-Coal_600_RC-12127,2040.06.26.12,Coal,0.0
Anhui-Coal_600_RC-12127,2040.06.26.16,Coal,0.0
Anhui-Coal_600_RC-12127,2040.06.26.20,Coal,0.0
Anhui-Coal_600_RC-12127,2040.12.19.00,Coal,-0.0
Anhui-Coal_600_RC-12127,2040.12.19.04,Coal,0.0
Anhui-Coal_600_RC-12127,2040.12.19.08,Coal,0.0
Anhui-Coal_600_RC-12127,2040.12.19.12,Coal,0.0
Anhui-Coal_600_RC-12127,2040.12.19.16,Coal,0.0
Anhui-Coal_600_RC-12127,2040.12.19.20,Coal,-0.0
Anhui-Coal_600_RC-12127,2050.06.12.00,Coal,0.0
Anhui-Coal_600_RC-12127,2050.06.12.04,Coal,0.0
Anhui-Coal_600_RC-12127,2050.06.12.08,Coal,0.0
Anhui-Coal_600_RC-12127,2050.06.12.12,Coal,0.0
Anhui-Coal_600_RC-12127,2050.06.12.16,Coal,0.0
Anhui-Coal_600_RC-12127,2050.06.12.20,Coal,0.0
Anhui-Coal_600_RC-12127,2050.12.12.00,Coal,0.0
Anhui-Coal_600_RC-12127,2050.12.12.04,Coal,0.0
Anhui-Coal_600_RC-12127,2050.12.12.08,Coal,0.0
Anhui-Coal_600_RC-12127,2050.12.12.12,Coal,0.0
Anhui-Coal_600_RC-12127,2050.12.12.16,Coal,0.0
Anhui-Coal_600_RC-12127,2050.12.12.20,Coal,0.0
Anhui-Coal_IGCC_RC-12121,2040.06.26.00,Coal,0.0
Anhui-Coal_IGCC_RC-12121,2040.06.26.04,Coal,0.0
Anhui-Coal_IGCC_RC-12121,2040.06.26.08,Coal,0.0
Anhui-Coal_IGCC_RC-12121,2040.06.26.12,Coal,0.0
Anhui-Coal_IGCC_RC-12121,2040.06.26.16,Coal,0.0
Anhui-Coal_IGCC_RC-12121,2040.06.26.20,Coal,0.0
Anhui-Coal_IGCC_RC-12121,2040.12.19.00,Coal,0.0
Anhui-Coal_IGCC_RC-12121,2040.12.19.04,Coal,0.0
Anhui-Coal_IGCC_RC-12121,2040.12.19.08,Coal,0.0
Anhui-Coal_IGCC_RC-12121,2040.12.19.12,Coal,0.0
Anhui-Coal_IGCC_RC-12121,2040.12.19.16,Coal,0.0
Anhui-Coal_IGCC_RC-12121,2040.12.19.20,Coal,-0.0
Anhui-Coal_IGCC_RC-12121,2050.06.12.00,Coal,0.0
Anhui-Coal_IGCC_RC-12121,2050.06.12.04,Coal,0.0
Anhui-Coal_IGCC_RC-12121,2050.06.12.08,Coal,0.0
Anhui-Coal_IGCC_RC-12121,2050.06.12.12,Coal,0.0
Anhui-Coal_IGCC_RC-12121,2050.06.12.16,Coal,0.0
Anhui-Coal_IGCC_RC-12121,2050.06.12.20,Coal,0.0
Anhui-Coal_IGCC_RC-12121,2050.12.12.00,Coal,0.0
Anhui-Coal_IGCC_RC-12121,2050.12.12.04,Coal,0.0
Anhui-Coal_IGCC_RC-12121,2050.12.12.08,Coal,0.0
Anhui-Coal_IGCC_RC-12121,2050.12.12.12,Coal,0.0
Anhui-Coal_IGCC_RC-12121,2050.12.12.16,Coal,0.0
Anhui-Coal_IGCC_RC-12121,2050.12.12.20,Coal,0.0
Anhui-Coal_IGCC_RC-12131,2040.06.26.00,Coal,0.0
Anhui-Coal_IGCC_RC-12131,2040.06.26.04,Coal,0.0
Anhui-Coal_IGCC_RC-12131,2040.06.26.08,Coal,0.0
Anhui-Coal_IGCC_RC-12131,2040.06.26.12,Coal,0.0
Anhui-Coal_IGCC_RC-12131,2040.06.26.16,Coal,0.0
Anhui-Coal_IGCC_RC-12131,2040.06.26.20,Coal,0.0
Anhui-Coal_IGCC_RC-12131,2040.12.19.00,Coal,0.0
Anhui-Coal_IGCC_RC-12131,2040.12.19.04,Coal,0.0
Anhui-Coal_IGCC_RC-12131,2040.12.19.08,Coal,0.0
Anhui-Coal_IGCC_RC-12131,2040.12.19.12,Coal,0.0
Anhui-Coal_IGCC_RC-12131,2040.12.19.16,Coal,0.0
Anhui-Coal_IGCC_RC-12131,2040.12.19.20,Coal,-0.0
Anhui-Coal_IGCC_RC-12131,2050.06.12.00,Coal,0.0
Anhui-Coal_IGCC_RC-12131,2050.06.12.04,Coal,0.0
Anhui-Coal_IGCC_RC-12131,2050.06.12.08,Coal,0.0
Anhui-Coal_IGCC_RC-12131,2050.06.12.12,Coal,0.0
Anhui-Coal_IGCC_RC-12131,2050.06.12.16,Coal,0.0
Anhui-Coal_IGCC_RC-12131,2050.06.12.20,Coal,0.0
Anhui-Coal_IGCC_RC-12131,2050.12.12.00,Coal,0.0
Anhui-Coal_IGCC_RC-12131,2050.12.12.04,Coal,0.0
Anhui-Coal_IGCC_RC-12131,2050.12.12.08,Coal,0.0
Anhui-Coal_IGCC_RC-12131,2050.12.12.12,Coal,0.0
Anhui-Coal_IGCC_RC-12131,2050.12.12.16,Coal,0.0
Anhui-Coal_IGCC_RC-12131,2050.12.12.20,Coal,0.0
Anhui-EP_Coal_1000_OT-ep-3093,2040.06.26.00,Coal,7277.0
Anhui-EP_Coal_1000_OT-ep-3093,2040.06.26.04,Coal,7277.0
Anhui-EP_Coal_1000_OT-ep-3093,2040.06.26.08,Coal,0.0
Anhui-EP_Coal_1000_OT-ep-3093,2040.06.26.12,Coal,0.0
Anhui-EP_Coal_1000_OT-ep-3093,2040.06.26.16,Coal,7277.0
Anhui-EP_Coal_1000_OT-ep-3093,2040.06.26.20,Coal,7277.0
Anhui-EP_Coal_1000_OT-ep-3093,2040.12.19.00,Coal,7277.0
Anhui-EP_Coal_1000_OT-ep-3093,2040.12.19.04,Coal,7277.0
Anhui-EP_Coal_1000_OT-ep-3093,2040.12.19.08,Coal,0.0
Anhui-EP_Coal_1000_OT-ep-3093,2040.12.19.12,Coal,0.0
Anhui-EP_Coal_1000_OT-ep-3093,2040.12.19.16,Coal,7277.0
Anhui-EP_Coal_1000_OT-ep-3093,2040.12.19.20,Coal,7277.0
Anhui-EP_Coal_1000_OT-ep-3093,2050.06.12.00,Coal,0.0
Anhui-EP_Coal_1000_OT-ep-3093,2050.06.12.04,Coal,0.0
Anhui-EP_Coal_1000_OT-ep-3093,2050.06.12.08,Coal,0.0
Anhui-EP_Coal_1000_OT-ep-3093,2050.06.12.12,Coal,0.0
Anhui-EP_Coal_1000_OT-ep-3093,2050.06.12.16,Coal,0.0
Anhui-EP_Coal_1000_OT-ep-3093,2050.06.12.20,Coal,0.0
Anhui-EP_Coal_1000_OT-ep-3093,2050.12.12.00,Coal,0.0
Anhui-EP_Coal_1000_OT-ep-3093,2050.12.12.04,Coal,0.0
Anhui-EP_Coal_1000_OT-ep-3093,2050.12.12.08,Coal,0.0
Anhui-EP_Coal_1000_OT-ep-3093,2050.12.12.12,Coal,0.0
Anhui-EP_Coal_1000_OT-ep-3093,2050.12.12.16,Coal,0.0
Anhui-EP_Coal_1000_OT-ep-3093,2050.12.12.20,Coal,0.0
Anhui-EP_Coal_1000_RC-ep-1152,2040.06.26.00,Coal,7640.85
Anhui-EP_Coal_1000_RC-ep-1152,2040.06.26.04,Coal,7640.85
Anhui-EP_Coal_1000_RC-ep-1152,2040.06.26.08,Coal,0.0
Anhui-EP_Coal_1000_RC-ep-1152,2040.06.26.12,Coal,0.0
Anhui-EP_Coal_1000_RC-ep-1152,2040.06.26.16,Coal,7640.85
Anhui-EP_Coal_1000_RC-ep-1152,2040.06.26.20,Coal,7640.85
Anhui-EP_Coal_1000_RC-ep-1152,2040.12.19.00,Coal,7640.85
Anhui-EP_Coal_1000_RC-ep-1152,2040.12.19.04,Coal,7640.85
Anhui-EP_Coal_1000_RC-ep-1152,2040.12.19.08,Coal,0.0
Anhui-EP_Coal_1000_RC-ep-1152,2040.12.19.12,Coal,0.0
Anhui-EP_Coal_1000_RC-ep-1152,2040.12.19.16,Coal,7640.85
Anhui-EP_Coal_1000_RC-ep-1152,2040.12.19.20,Coal,7640.85
Anhui-EP_Coal_1000_RC-ep-1152,2050.06.12.00,Coal,0.0
Anhui-EP_Coal_1000_RC-ep-1152,2050.06.12.04,Coal,0.0
Anhui-EP_Coal_1000_RC-ep-1152,2050.06.12.08,Coal,0.0
Anhui-EP_Coal_1000_RC-ep-1152,2050.06.12.12,Coal,0.0
Anhui-EP_Coal_1000_RC-ep-1152,2050.06.12.16,Coal,0.0
Anhui-EP_Coal_1000_RC-ep-1152,2050.06.12.20,Coal,0.0
Anhui-EP_Coal_1000_RC-ep-1152,2050.12.12.00,Coal,0.0
Anhui-EP_Coal_1000_RC-ep-1152,2050.12.12.04,Coal,0.0
Anhui-EP_Coal_1000_RC-ep-1152,2050.12.12.08,Coal,0.0
Anhui-EP_Coal_1000_RC-ep-1152,2050.12.12.12,Coal,0.0
Anhui-EP_Coal_1000_RC-ep-1152,2050.12.12.16,Coal,0.0
Anhui-EP_Coal_1000_RC-ep-1152,2050.12.12.20,Coal,0.0
Anhui-EP_Coal_1000_RC-ep-1153,2040.06.26.00,Coal,7277.0
Anhui-EP_Coal_1000_RC-ep-1153,2040.06.26.04,Coal,7277.0
Anhui-EP_Coal_1000_RC-ep-1153,2040.06.26.08,Coal,0.0
Anhui-EP_Coal_1000_RC-ep-1153,2040.06.26.12,Coal,0.0
Anhui-EP_Coal_1000_RC-ep-1153,2040.06.26.16,Coal,7277.0
Anhui-EP_Coal_1000_RC-ep-1153,2040.06.26.20,Coal,7277.0
Anhui-EP_Coal_1000_RC-ep-1153,2040.12.19.00,Coal,7277.0
Anhui-EP_Coal_1000_RC-ep-1153,2040.12.19.04,Coal,7277.0
Anhui-EP_Coal_1000_RC-ep-1153,2040.12.19.08,Coal,0.0
Anhui-EP_Coal_1000_RC-ep-1153,2040.12.19.12,Coal,0.0
Anhui-EP_Coal_1000_RC-ep-1153,2040.12.19.16,Coal,7277.0
Anhui-EP_Coal_1000_RC-ep-1153,2040.12.19.20,Coal,7277.0
Anhui-EP_Coal_1000_RC-ep-1153,2050.06.12.00,Coal,0.0
Anhui-EP_Coal_1000_RC-ep-1153,2050.06.12.04,Coal,0.0
Anhui-EP_Coal_1000_RC-ep-1153,2050.06.12.08,Coal,0.0
Anhui-EP_Coal_1000_RC-ep-1153,2050.06.12.12,Coal,0.0
Anhui-EP_Coal_1000_RC-ep-1153,2050.06.12.16,Coal,0.0
Anhui-EP_Coal_1000_RC-ep-1153,2050.06.12.20,Coal,0.0
Anhui-EP_Coal_1000_RC-ep-1153,2050.12.12.00,Coal,0.0
Anhui-EP_Coal_1000_RC-ep-1153,2050.12.12.04,Coal,0.0
Anhui-EP_Coal_1000_RC-ep-1153,2050.12.12.08,Coal,0.0
Anhui-EP_Coal_1000_RC-ep-1153,2050.12.12.12,Coal,0.0
Anhui-EP_Coal_1000_RC-ep-1153,2050.12.12.16,Coal,0.0
Anhui-EP_Coal_1000_RC-ep-1153,2050.12.12.20,Coal,0.0
Anhui-EP_Coal_1000_RC-ep-1154,2040.06.26.00,Coal,7277.0
Anhui-EP_Coal_1000_RC-ep-1154,2040.06.26.04,Coal,7277.0
Anhui-EP_Coal_1000_RC-ep-1154,2040.06.26.08,Coal,0.0
Anhui-EP_Coal_1000_RC-ep-1154,2040.06.26.12,Coal,0.0
Anhui-EP_Coal_1000_RC-ep-1154,2040.06.26.16,Coal,7277.0
Anhui-EP_Coal_1000_RC-ep-1154,2040.06.26.20,Coal,7277.0
Anhui-EP_Coal_1000_RC-ep-1154,2040.12.19.00,Coal,7277.0
Anhui-EP_Coal_1000_RC-ep-1154,2040.12.19.04,Coal,7277.0
Anhui-EP_Coal_1000_RC-ep-1154,2040.12.19.08,Coal,0.0
Anhui-EP_Coal_1000_RC-ep-1154,2040.12.19.12,Coal,0.0
Anhui-EP_Coal_1000_RC-ep-1154,2040.12.19.16,Coal,7277.0
Anhui-EP_Coal_1000_RC-ep-1154,2040.12.19.20,Coal,7277.0
Anhui-EP_Coal_1000_RC-ep-1154,2050.06.12.00,Coal,0.0
Anhui-EP_Coal_1000_RC-ep-1154,2050.06.12.04,Coal,0.0
Anhui-EP_Coal_1000_RC-ep-1154,2050.06.12.08,Coal,0.0
Anhui-EP_Coal_1000_RC-ep-1154,2050.06.12.12,Coal,0.0
Anhui-EP_Coal_1000_RC-ep-1154,2050.06.12.16,Coal,0.0
Anhui-EP_Coal_1000_RC-ep-1154,2050.06.12.20,Coal,0.0
Anhui-EP_Coal_1000_RC-ep-1154,2050.12.12.00,Coal,0.0
Anhui-EP_Coal_1000_RC-ep-1154,2050.12.12.04,Coal,0.0
